Tue May 20 18:05:05 CEST 2014: Problem Count: 20
Tue May 20 18:05:05 CEST 2014: CandidatesCount: 6
Tue May 20 18:05:05 CEST 2014: Max Cycles: 500
Tue May 20 18:05:05 CEST 2014: 0: finished (290ms, 500cycles)
Tue May 20 18:05:05 CEST 2014: 0: No solution found.
Tue May 20 18:05:05 CEST 2014: 1: finished (293ms, 500cycles)
Tue May 20 18:05:05 CEST 2014: 1: No solution found.
Tue May 20 18:05:06 CEST 2014: 2: finished (356ms, 500cycles)
Tue May 20 18:05:06 CEST 2014: 2: No solution found.
Tue May 20 18:05:06 CEST 2014: 3: finished (297ms, 500cycles)
Tue May 20 18:05:06 CEST 2014: 3: No solution found.
Tue May 20 18:05:06 CEST 2014: 4: finished (252ms, 500cycles)
Tue May 20 18:05:06 CEST 2014: 4: No solution found.
Tue May 20 18:05:07 CEST 2014: 5: finished (423ms, 500cycles)
Tue May 20 18:05:07 CEST 2014: 5: No solution found.
Tue May 20 18:05:07 CEST 2014: 6: finished (385ms, 500cycles)
Tue May 20 18:05:07 CEST 2014: 6: No solution found.
Tue May 20 18:05:08 CEST 2014: 7: finished (299ms, 500cycles)
Tue May 20 18:05:08 CEST 2014: 7: No solution found.
Tue May 20 18:05:08 CEST 2014: 8: finished (317ms, 500cycles)
Tue May 20 18:05:08 CEST 2014: 8: No solution found.
Tue May 20 18:05:08 CEST 2014: 9: finished (247ms, 500cycles)
Tue May 20 18:05:08 CEST 2014: 9: No solution found.
Tue May 20 18:05:08 CEST 2014: 10: finished (312ms, 500cycles)
Tue May 20 18:05:08 CEST 2014: 10: No solution found.
Tue May 20 18:05:09 CEST 2014: 11: finished (311ms, 500cycles)
Tue May 20 18:05:09 CEST 2014: 11: No solution found.
Tue May 20 18:05:09 CEST 2014: 12: finished (232ms, 500cycles)
Tue May 20 18:05:09 CEST 2014: 12: No solution found.
Tue May 20 18:05:09 CEST 2014: 13: finished (318ms, 500cycles)
Tue May 20 18:05:09 CEST 2014: 13: No solution found.
Tue May 20 18:05:10 CEST 2014: 14: finished (272ms, 500cycles)
Tue May 20 18:05:10 CEST 2014: 14: No solution found.
Tue May 20 18:05:10 CEST 2014: 15: finished (281ms, 500cycles)
Tue May 20 18:05:10 CEST 2014: 15: No solution found.
Tue May 20 18:05:10 CEST 2014: 16: finished (297ms, 500cycles)
Tue May 20 18:05:10 CEST 2014: 16: No solution found.
Tue May 20 18:05:11 CEST 2014: 17: finished (304ms, 500cycles)
Tue May 20 18:05:11 CEST 2014: 17: No solution found.
Tue May 20 18:05:11 CEST 2014: 18: finished (294ms, 500cycles)
Tue May 20 18:05:11 CEST 2014: 18: No solution found.
Tue May 20 18:05:11 CEST 2014: 19: finished (351ms, 500cycles)
Tue May 20 18:05:11 CEST 2014: 19: No solution found.
Tue May 20 18:05:12 CEST 2014: 20: finished (346ms, 500cycles)
Tue May 20 18:05:12 CEST 2014: 20: No solution found.
Tue May 20 18:05:12 CEST 2014: 21: finished (315ms, 500cycles)
Tue May 20 18:05:12 CEST 2014: 21: No solution found.
Tue May 20 18:05:12 CEST 2014: 22: finished (281ms, 500cycles)
Tue May 20 18:05:12 CEST 2014: 22: No solution found.
Tue May 20 18:05:13 CEST 2014: 23: finished (385ms, 500cycles)
Tue May 20 18:05:13 CEST 2014: 23: No solution found.
Tue May 20 18:05:13 CEST 2014: 24: finished (371ms, 500cycles)
Tue May 20 18:05:13 CEST 2014: 24: No solution found.
Tue May 20 18:05:13 CEST 2014: 25: finished (331ms, 500cycles)
Tue May 20 18:05:13 CEST 2014: 25: No solution found.
Tue May 20 18:05:14 CEST 2014: 26: finished (272ms, 500cycles)
Tue May 20 18:05:14 CEST 2014: 26: No solution found.
Tue May 20 18:05:14 CEST 2014: 27: finished (272ms, 500cycles)
Tue May 20 18:05:14 CEST 2014: 27: No solution found.
Tue May 20 18:05:14 CEST 2014: 28: finished (262ms, 500cycles)
Tue May 20 18:05:14 CEST 2014: 28: No solution found.
Tue May 20 18:05:15 CEST 2014: 29: finished (333ms, 500cycles)
Tue May 20 18:05:15 CEST 2014: 29: No solution found.
Tue May 20 18:05:15 CEST 2014: 30: finished (364ms, 500cycles)
Tue May 20 18:05:15 CEST 2014: 30: No solution found.
Tue May 20 18:05:15 CEST 2014: 31: finished (289ms, 500cycles)
Tue May 20 18:05:15 CEST 2014: 31: No solution found.
Tue May 20 18:05:16 CEST 2014: 32: finished (271ms, 500cycles)
Tue May 20 18:05:16 CEST 2014: 32: No solution found.
Tue May 20 18:05:16 CEST 2014: 33: finished (296ms, 500cycles)
Tue May 20 18:05:16 CEST 2014: 33: No solution found.
Tue May 20 18:05:16 CEST 2014: 34: finished (277ms, 500cycles)
Tue May 20 18:05:16 CEST 2014: 34: No solution found.
Tue May 20 18:05:16 CEST 2014: 35: finished (318ms, 500cycles)
Tue May 20 18:05:17 CEST 2014: 35: No solution found.
Tue May 20 18:05:17 CEST 2014: 36: finished (322ms, 500cycles)
Tue May 20 18:05:17 CEST 2014: 36: No solution found.
Tue May 20 18:05:17 CEST 2014: 37: finished (272ms, 500cycles)
Tue May 20 18:05:17 CEST 2014: 37: No solution found.
Tue May 20 18:05:17 CEST 2014: 38: finished (266ms, 500cycles)
Tue May 20 18:05:17 CEST 2014: 38: No solution found.
Tue May 20 18:05:18 CEST 2014: 39: finished (340ms, 500cycles)
Tue May 20 18:05:18 CEST 2014: 39: No solution found.
Tue May 20 18:05:18 CEST 2014: 40: finished (265ms, 500cycles)
Tue May 20 18:05:18 CEST 2014: 40: No solution found.
Tue May 20 18:05:18 CEST 2014: 41: finished (266ms, 500cycles)
Tue May 20 18:05:18 CEST 2014: 41: No solution found.
Tue May 20 18:05:19 CEST 2014: 42: finished (273ms, 500cycles)
Tue May 20 18:05:19 CEST 2014: 42: No solution found.
Tue May 20 18:05:19 CEST 2014: 43: finished (333ms, 500cycles)
Tue May 20 18:05:19 CEST 2014: 43: No solution found.
Tue May 20 18:05:19 CEST 2014: 44: finished (317ms, 500cycles)
Tue May 20 18:05:19 CEST 2014: 44: No solution found.
Tue May 20 18:05:20 CEST 2014: 45: finished (349ms, 500cycles)
Tue May 20 18:05:20 CEST 2014: 45: No solution found.
Tue May 20 18:05:20 CEST 2014: 46: finished (320ms, 500cycles)
Tue May 20 18:05:20 CEST 2014: 46: No solution found.
Tue May 20 18:05:20 CEST 2014: 47: finished (265ms, 500cycles)
Tue May 20 18:05:20 CEST 2014: 47: No solution found.
Tue May 20 18:05:21 CEST 2014: 48: finished (271ms, 500cycles)
Tue May 20 18:05:21 CEST 2014: 48: No solution found.
Tue May 20 18:05:21 CEST 2014: 49: finished (275ms, 500cycles)
Tue May 20 18:05:21 CEST 2014: 49: No solution found.
Tue May 20 18:05:21 CEST 2014: 50: finished (326ms, 500cycles)
Tue May 20 18:05:21 CEST 2014: 50: No solution found.
Tue May 20 18:05:22 CEST 2014: 51: finished (301ms, 500cycles)
Tue May 20 18:05:22 CEST 2014: 51: No solution found.
Tue May 20 18:05:22 CEST 2014: 52: finished (341ms, 500cycles)
Tue May 20 18:05:22 CEST 2014: 52: No solution found.
Tue May 20 18:05:22 CEST 2014: 53: finished (281ms, 500cycles)
Tue May 20 18:05:22 CEST 2014: 53: No solution found.
Tue May 20 18:05:23 CEST 2014: 54: finished (384ms, 500cycles)
Tue May 20 18:05:23 CEST 2014: 54: No solution found.
Tue May 20 18:05:23 CEST 2014: 55: finished (272ms, 500cycles)
Tue May 20 18:05:23 CEST 2014: 55: No solution found.
Tue May 20 18:05:23 CEST 2014: 56: finished (285ms, 500cycles)
Tue May 20 18:05:23 CEST 2014: 56: No solution found.
Tue May 20 18:05:23 CEST 2014: 57: finished (293ms, 500cycles)
Tue May 20 18:05:23 CEST 2014: 57: No solution found.
Tue May 20 18:05:24 CEST 2014: 58: finished (316ms, 500cycles)
Tue May 20 18:05:24 CEST 2014: 58: No solution found.
Tue May 20 18:05:24 CEST 2014: 59: finished (292ms, 500cycles)
Tue May 20 18:05:24 CEST 2014: 59: No solution found.
Tue May 20 18:05:24 CEST 2014: 60: finished (266ms, 500cycles)
Tue May 20 18:05:24 CEST 2014: 60: No solution found.
Tue May 20 18:05:25 CEST 2014: 61: finished (343ms, 500cycles)
Tue May 20 18:05:25 CEST 2014: 61: No solution found.
Tue May 20 18:05:25 CEST 2014: 62: finished (311ms, 500cycles)
Tue May 20 18:05:25 CEST 2014: 62: No solution found.
Tue May 20 18:05:25 CEST 2014: 63: finished (304ms, 500cycles)
Tue May 20 18:05:25 CEST 2014: 63: No solution found.
Tue May 20 18:05:26 CEST 2014: 64: finished (290ms, 500cycles)
Tue May 20 18:05:26 CEST 2014: 64: No solution found.
Tue May 20 18:05:26 CEST 2014: 65: finished (360ms, 500cycles)
Tue May 20 18:05:26 CEST 2014: 65: No solution found.
Tue May 20 18:05:26 CEST 2014: 66: finished (274ms, 500cycles)
Tue May 20 18:05:26 CEST 2014: 66: No solution found.
Tue May 20 18:05:27 CEST 2014: 67: finished (273ms, 500cycles)
Tue May 20 18:05:27 CEST 2014: 67: No solution found.
Tue May 20 18:05:27 CEST 2014: 68: finished (362ms, 500cycles)
Tue May 20 18:05:27 CEST 2014: 68: No solution found.
Tue May 20 18:05:27 CEST 2014: 69: finished (275ms, 500cycles)
Tue May 20 18:05:27 CEST 2014: 69: No solution found.
Tue May 20 18:05:28 CEST 2014: 70: finished (331ms, 500cycles)
Tue May 20 18:05:28 CEST 2014: 70: No solution found.
Tue May 20 18:05:28 CEST 2014: 71: finished (361ms, 500cycles)
Tue May 20 18:05:28 CEST 2014: 71: No solution found.
Tue May 20 18:05:28 CEST 2014: 72: finished (350ms, 500cycles)
Tue May 20 18:05:28 CEST 2014: 72: No solution found.
Tue May 20 18:05:29 CEST 2014: 73: finished (302ms, 500cycles)
Tue May 20 18:05:29 CEST 2014: 73: No solution found.
Tue May 20 18:05:29 CEST 2014: 74: finished (284ms, 500cycles)
Tue May 20 18:05:29 CEST 2014: 74: No solution found.
Tue May 20 18:05:29 CEST 2014: 75: finished (266ms, 500cycles)
Tue May 20 18:05:29 CEST 2014: 75: No solution found.
Tue May 20 18:05:30 CEST 2014: 76: finished (235ms, 500cycles)
Tue May 20 18:05:30 CEST 2014: 76: No solution found.
Tue May 20 18:05:30 CEST 2014: 77: finished (277ms, 500cycles)
Tue May 20 18:05:30 CEST 2014: 77: No solution found.
Tue May 20 18:05:30 CEST 2014: 78: finished (269ms, 500cycles)
Tue May 20 18:05:30 CEST 2014: 78: No solution found.
Tue May 20 18:05:31 CEST 2014: 79: finished (267ms, 500cycles)
Tue May 20 18:05:31 CEST 2014: 79: No solution found.
Tue May 20 18:05:31 CEST 2014: 80: finished (337ms, 500cycles)
Tue May 20 18:05:31 CEST 2014: 80: No solution found.
Tue May 20 18:05:31 CEST 2014: 81: finished (280ms, 500cycles)
Tue May 20 18:05:31 CEST 2014: 81: No solution found.
Tue May 20 18:05:31 CEST 2014: 82: finished (272ms, 500cycles)
Tue May 20 18:05:31 CEST 2014: 82: No solution found.
Tue May 20 18:05:32 CEST 2014: 83: finished (285ms, 500cycles)
