Tue May 20 17:52:33 CEST 2014: Problem Count: 20
Tue May 20 17:52:33 CEST 2014: CandidatesCount: 12
Tue May 20 17:52:33 CEST 2014: Max Cycles: 500
Tue May 20 17:52:33 CEST 2014: 0: finished (466ms, 500cycles)
Tue May 20 17:52:33 CEST 2014: 0: No solution found.
Tue May 20 17:52:33 CEST 2014: 1: finished (116ms, 151cycles)
Tue May 20 17:52:33 CEST 2014: 1: Solution found.
Tue May 20 17:52:34 CEST 2014: 2: finished (560ms, 500cycles)
Tue May 20 17:52:34 CEST 2014: 2: No solution found.
Tue May 20 17:52:34 CEST 2014: 3: finished (178ms, 220cycles)
Tue May 20 17:52:34 CEST 2014: 3: Solution found.
Tue May 20 17:52:35 CEST 2014: 4: finished (410ms, 500cycles)
Tue May 20 17:52:35 CEST 2014: 4: No solution found.
Tue May 20 17:52:35 CEST 2014: 5: finished (192ms, 214cycles)
Tue May 20 17:52:35 CEST 2014: 5: Solution found.
Tue May 20 17:52:35 CEST 2014: 6: finished (425ms, 500cycles)
Tue May 20 17:52:35 CEST 2014: 6: No solution found.
Tue May 20 17:52:36 CEST 2014: 7: finished (431ms, 500cycles)
Tue May 20 17:52:36 CEST 2014: 7: No solution found.
Tue May 20 17:52:36 CEST 2014: 8: finished (480ms, 500cycles)
Tue May 20 17:52:36 CEST 2014: 8: No solution found.
Tue May 20 17:52:36 CEST 2014: 9: finished (345ms, 500cycles)
Tue May 20 17:52:36 CEST 2014: 9: No solution found.
Tue May 20 17:52:37 CEST 2014: 10: finished (568ms, 500cycles)
Tue May 20 17:52:37 CEST 2014: 10: No solution found.
Tue May 20 17:52:38 CEST 2014: 11: finished (474ms, 500cycles)
Tue May 20 17:52:38 CEST 2014: 11: No solution found.
Tue May 20 17:52:38 CEST 2014: 12: finished (381ms, 500cycles)
Tue May 20 17:52:38 CEST 2014: 12: No solution found.
Tue May 20 17:52:39 CEST 2014: 13: finished (553ms, 500cycles)
Tue May 20 17:52:39 CEST 2014: 13: No solution found.
Tue May 20 17:52:39 CEST 2014: 14: finished (146ms, 134cycles)
Tue May 20 17:52:39 CEST 2014: 14: Solution found.
Tue May 20 17:52:39 CEST 2014: 15: finished (380ms, 500cycles)
Tue May 20 17:52:39 CEST 2014: 15: No solution found.
Tue May 20 17:52:39 CEST 2014: 16: finished (390ms, 500cycles)
Tue May 20 17:52:40 CEST 2014: 16: No solution found.
Tue May 20 17:52:40 CEST 2014: 17: finished (523ms, 500cycles)
Tue May 20 17:52:40 CEST 2014: 17: No solution found.
Tue May 20 17:52:41 CEST 2014: 18: finished (534ms, 500cycles)
Tue May 20 17:52:41 CEST 2014: 18: No solution found.
Tue May 20 17:52:41 CEST 2014: 19: finished (378ms, 500cycles)
Tue May 20 17:52:41 CEST 2014: 19: No solution found.
Tue May 20 17:52:42 CEST 2014: 20: finished (600ms, 453cycles)
Tue May 20 17:52:42 CEST 2014: 20: Solution found.
Tue May 20 17:52:42 CEST 2014: 21: finished (531ms, 500cycles)
Tue May 20 17:52:42 CEST 2014: 21: No solution found.
Tue May 20 17:52:43 CEST 2014: 22: finished (387ms, 500cycles)
Tue May 20 17:52:43 CEST 2014: 22: No solution found.
Tue May 20 17:52:43 CEST 2014: 23: finished (453ms, 500cycles)
Tue May 20 17:52:43 CEST 2014: 23: No solution found.
Tue May 20 17:52:43 CEST 2014: 24: finished (491ms, 500cycles)
Tue May 20 17:52:43 CEST 2014: 24: No solution found.
Tue May 20 17:52:44 CEST 2014: 25: finished (486ms, 500cycles)
Tue May 20 17:52:44 CEST 2014: 25: No solution found.
Tue May 20 17:52:44 CEST 2014: 26: finished (391ms, 500cycles)
Tue May 20 17:52:44 CEST 2014: 26: No solution found.
Tue May 20 17:52:45 CEST 2014: 27: finished (434ms, 500cycles)
Tue May 20 17:52:45 CEST 2014: 27: No solution found.
Tue May 20 17:52:45 CEST 2014: 28: finished (395ms, 500cycles)
Tue May 20 17:52:45 CEST 2014: 28: No solution found.
Tue May 20 17:52:46 CEST 2014: 29: finished (396ms, 500cycles)
Tue May 20 17:52:46 CEST 2014: 29: No solution found.
Tue May 20 17:52:46 CEST 2014: 30: finished (228ms, 206cycles)
Tue May 20 17:52:46 CEST 2014: 30: Solution found.
Tue May 20 17:52:46 CEST 2014: 31: finished (360ms, 500cycles)
Tue May 20 17:52:46 CEST 2014: 31: No solution found.
Tue May 20 17:52:47 CEST 2014: 32: finished (399ms, 500cycles)
Tue May 20 17:52:47 CEST 2014: 32: No solution found.
Tue May 20 17:52:47 CEST 2014: 33: finished (413ms, 500cycles)
Tue May 20 17:52:47 CEST 2014: 33: No solution found.
Tue May 20 17:52:48 CEST 2014: 34: finished (450ms, 500cycles)
Tue May 20 17:52:48 CEST 2014: 34: No solution found.
Tue May 20 17:52:48 CEST 2014: 35: finished (420ms, 500cycles)
Tue May 20 17:52:48 CEST 2014: 35: No solution found.
Tue May 20 17:52:48 CEST 2014: 36: finished (371ms, 500cycles)
Tue May 20 17:52:48 CEST 2014: 36: No solution found.
Tue May 20 17:52:49 CEST 2014: 37: finished (449ms, 500cycles)
Tue May 20 17:52:49 CEST 2014: 37: No solution found.
Tue May 20 17:52:49 CEST 2014: 38: finished (253ms, 212cycles)
Tue May 20 17:52:49 CEST 2014: 38: Solution found.
Tue May 20 17:52:50 CEST 2014: 39: finished (443ms, 500cycles)
Tue May 20 17:52:50 CEST 2014: 39: No solution found.
Tue May 20 17:52:50 CEST 2014: 40: finished (411ms, 500cycles)
Tue May 20 17:52:50 CEST 2014: 40: No solution found.
Tue May 20 17:52:50 CEST 2014: 41: finished (473ms, 500cycles)
Tue May 20 17:52:51 CEST 2014: 41: No solution found.
Tue May 20 17:52:51 CEST 2014: 42: finished (398ms, 500cycles)
Tue May 20 17:52:51 CEST 2014: 42: No solution found.
Tue May 20 17:52:51 CEST 2014: 43: finished (480ms, 500cycles)
Tue May 20 17:52:51 CEST 2014: 43: No solution found.
Tue May 20 17:52:52 CEST 2014: 44: finished (430ms, 500cycles)
