Tue May 20 18:06:13 CEST 2014: Problem Count: 20
Tue May 20 18:06:13 CEST 2014: CandidatesCount: 12
Tue May 20 18:06:13 CEST 2014: Max Cycles: 500
Tue May 20 18:06:13 CEST 2014: 0: finished (461ms, 500cycles)
Tue May 20 18:06:13 CEST 2014: 0: No solution found.
Tue May 20 18:06:13 CEST 2014: 1: finished (415ms, 500cycles)
Tue May 20 18:06:13 CEST 2014: 1: No solution found.
Tue May 20 18:06:14 CEST 2014: 2: finished (435ms, 500cycles)
Tue May 20 18:06:14 CEST 2014: 2: No solution found.
Tue May 20 18:06:14 CEST 2014: 3: finished (429ms, 500cycles)
Tue May 20 18:06:14 CEST 2014: 3: No solution found.
Tue May 20 18:06:15 CEST 2014: 4: finished (382ms, 500cycles)
Tue May 20 18:06:15 CEST 2014: 4: No solution found.
Tue May 20 18:06:15 CEST 2014: 5: finished (362ms, 500cycles)
Tue May 20 18:06:15 CEST 2014: 5: No solution found.
Tue May 20 18:06:16 CEST 2014: 6: finished (438ms, 500cycles)
Tue May 20 18:06:16 CEST 2014: 6: No solution found.
Tue May 20 18:06:16 CEST 2014: 7: finished (539ms, 500cycles)
Tue May 20 18:06:16 CEST 2014: 7: No solution found.
Tue May 20 18:06:17 CEST 2014: 8: finished (453ms, 500cycles)
Tue May 20 18:06:17 CEST 2014: 8: No solution found.
Tue May 20 18:06:17 CEST 2014: 9: finished (436ms, 500cycles)
Tue May 20 18:06:17 CEST 2014: 9: No solution found.
Tue May 20 18:06:18 CEST 2014: 10: finished (474ms, 500cycles)
Tue May 20 18:06:18 CEST 2014: 10: No solution found.
Tue May 20 18:06:18 CEST 2014: 11: finished (396ms, 500cycles)
Tue May 20 18:06:18 CEST 2014: 11: No solution found.
Tue May 20 18:06:18 CEST 2014: 12: finished (437ms, 500cycles)
Tue May 20 18:06:18 CEST 2014: 12: No solution found.
Tue May 20 18:06:19 CEST 2014: 13: finished (460ms, 500cycles)
Tue May 20 18:06:19 CEST 2014: 13: No solution found.
Tue May 20 18:06:19 CEST 2014: 14: finished (391ms, 500cycles)
Tue May 20 18:06:19 CEST 2014: 14: No solution found.
Tue May 20 18:06:20 CEST 2014: 15: finished (414ms, 500cycles)
Tue May 20 18:06:20 CEST 2014: 15: No solution found.
Tue May 20 18:06:20 CEST 2014: 16: finished (360ms, 500cycles)
Tue May 20 18:06:20 CEST 2014: 16: No solution found.
Tue May 20 18:06:20 CEST 2014: 17: finished (383ms, 500cycles)
Tue May 20 18:06:21 CEST 2014: 17: No solution found.
Tue May 20 18:06:21 CEST 2014: 18: finished (379ms, 500cycles)
Tue May 20 18:06:21 CEST 2014: 18: No solution found.
Tue May 20 18:06:21 CEST 2014: 19: finished (396ms, 500cycles)
Tue May 20 18:06:21 CEST 2014: 19: No solution found.
Tue May 20 18:06:22 CEST 2014: 20: finished (343ms, 500cycles)
Tue May 20 18:06:22 CEST 2014: 20: No solution found.
Tue May 20 18:06:22 CEST 2014: 21: finished (438ms, 500cycles)
Tue May 20 18:06:22 CEST 2014: 21: No solution found.
Tue May 20 18:06:23 CEST 2014: 22: finished (387ms, 500cycles)
Tue May 20 18:06:23 CEST 2014: 22: No solution found.
Tue May 20 18:06:23 CEST 2014: 23: finished (523ms, 500cycles)
Tue May 20 18:06:23 CEST 2014: 23: No solution found.
Tue May 20 18:06:24 CEST 2014: 24: finished (459ms, 500cycles)
Tue May 20 18:06:24 CEST 2014: 24: No solution found.
Tue May 20 18:06:24 CEST 2014: 25: finished (237ms, 284cycles)
Tue May 20 18:06:24 CEST 2014: 25: Solution found.
Tue May 20 18:06:24 CEST 2014: 26: finished (480ms, 500cycles)
Tue May 20 18:06:24 CEST 2014: 26: No solution found.
Tue May 20 18:06:25 CEST 2014: 27: finished (387ms, 500cycles)
Tue May 20 18:06:25 CEST 2014: 27: No solution found.
Tue May 20 18:06:25 CEST 2014: 28: finished (369ms, 500cycles)
Tue May 20 18:06:25 CEST 2014: 28: No solution found.
Tue May 20 18:06:25 CEST 2014: 29: finished (407ms, 500cycles)
Tue May 20 18:06:26 CEST 2014: 29: No solution found.
Tue May 20 18:06:26 CEST 2014: 30: finished (419ms, 500cycles)
Tue May 20 18:06:26 CEST 2014: 30: No solution found.
Tue May 20 18:06:26 CEST 2014: 31: finished (388ms, 500cycles)
Tue May 20 18:06:26 CEST 2014: 31: No solution found.
Tue May 20 18:06:27 CEST 2014: 32: finished (569ms, 500cycles)
Tue May 20 18:06:27 CEST 2014: 32: No solution found.
Tue May 20 18:06:27 CEST 2014: 33: finished (356ms, 500cycles)
Tue May 20 18:06:27 CEST 2014: 33: No solution found.
Tue May 20 18:06:28 CEST 2014: 34: finished (554ms, 500cycles)
Tue May 20 18:06:28 CEST 2014: 34: No solution found.
Tue May 20 18:06:28 CEST 2014: 35: finished (422ms, 500cycles)
Tue May 20 18:06:28 CEST 2014: 35: No solution found.
Tue May 20 18:06:29 CEST 2014: 36: finished (530ms, 500cycles)
Tue May 20 18:06:29 CEST 2014: 36: No solution found.
Tue May 20 18:06:29 CEST 2014: 37: finished (379ms, 500cycles)
Tue May 20 18:06:29 CEST 2014: 37: No solution found.
Tue May 20 18:06:30 CEST 2014: 38: finished (482ms, 500cycles)
Tue May 20 18:06:30 CEST 2014: 38: No solution found.
Tue May 20 18:06:30 CEST 2014: 39: finished (240ms, 284cycles)
Tue May 20 18:06:30 CEST 2014: 39: Solution found.
Tue May 20 18:06:30 CEST 2014: 40: finished (87ms, 112cycles)
Tue May 20 18:06:30 CEST 2014: 40: Solution found.
Tue May 20 18:06:31 CEST 2014: 41: finished (631ms, 500cycles)
Tue May 20 18:06:31 CEST 2014: 41: No solution found.
Tue May 20 18:06:31 CEST 2014: 42: finished (475ms, 500cycles)
Tue May 20 18:06:31 CEST 2014: 42: No solution found.
Tue May 20 18:06:32 CEST 2014: 43: finished (402ms, 500cycles)
Tue May 20 18:06:32 CEST 2014: 43: No solution found.
Tue May 20 18:06:32 CEST 2014: 44: finished (382ms, 500cycles)
Tue May 20 18:06:32 CEST 2014: 44: No solution found.
Tue May 20 18:06:32 CEST 2014: 45: finished (349ms, 410cycles)
Tue May 20 18:06:32 CEST 2014: 45: Solution found.
Tue May 20 18:06:33 CEST 2014: 46: finished (495ms, 500cycles)
Tue May 20 18:06:33 CEST 2014: 46: No solution found.
Tue May 20 18:06:33 CEST 2014: 47: finished (389ms, 500cycles)
Tue May 20 18:06:33 CEST 2014: 47: No solution found.
Tue May 20 18:06:34 CEST 2014: 48: finished (478ms, 500cycles)
Tue May 20 18:06:34 CEST 2014: 48: No solution found.
Tue May 20 18:06:34 CEST 2014: 49: finished (380ms, 500cycles)
Tue May 20 18:06:34 CEST 2014: 49: No solution found.
Tue May 20 18:06:35 CEST 2014: 50: finished (353ms, 500cycles)
Tue May 20 18:06:35 CEST 2014: 50: No solution found.
Tue May 20 18:06:35 CEST 2014: 51: finished (184ms, 229cycles)
Tue May 20 18:06:35 CEST 2014: 51: Solution found.
Tue May 20 18:06:35 CEST 2014: 52: finished (354ms, 500cycles)
Tue May 20 18:06:35 CEST 2014: 52: No solution found.
Tue May 20 18:06:36 CEST 2014: 53: finished (359ms, 500cycles)
Tue May 20 18:06:36 CEST 2014: 53: No solution found.
