Mon May 19 11:22:44 CEST 2014: Problem Count: 100
Mon May 19 11:22:44 CEST 2014: CandidatesCount: 100
Mon May 19 11:22:44 CEST 2014: Max Cycles: 500
Mon May 19 11:22:46 CEST 2014: 0: finished (1899ms, 500cycles)
Mon May 19 11:22:46 CEST 2014: 0: No solution found.
Mon May 19 11:22:49 CEST 2014: 1: finished (2632ms, 500cycles)
Mon May 19 11:22:49 CEST 2014: 1: No solution found.
Mon May 19 11:22:51 CEST 2014: 2: finished (1820ms, 500cycles)
Mon May 19 11:22:51 CEST 2014: 2: No solution found.
Mon May 19 11:22:53 CEST 2014: 3: finished (2016ms, 500cycles)
Mon May 19 11:22:53 CEST 2014: 3: No solution found.
Mon May 19 11:22:57 CEST 2014: 4: finished (4621ms, 500cycles)
Mon May 19 11:22:57 CEST 2014: 4: No solution found.
Mon May 19 11:22:59 CEST 2014: 5: finished (1849ms, 500cycles)
Mon May 19 11:22:59 CEST 2014: 5: No solution found.
Mon May 19 11:23:01 CEST 2014: 6: finished (1694ms, 500cycles)
Mon May 19 11:23:01 CEST 2014: 6: No solution found.
Mon May 19 11:23:03 CEST 2014: 7: finished (1887ms, 500cycles)
Mon May 19 11:23:03 CEST 2014: 7: No solution found.
Mon May 19 11:23:05 CEST 2014: 8: finished (1857ms, 500cycles)
Mon May 19 11:23:05 CEST 2014: 8: No solution found.
Mon May 19 11:23:06 CEST 2014: 9: finished (1857ms, 500cycles)
Mon May 19 11:23:06 CEST 2014: 9: No solution found.
Mon May 19 11:23:09 CEST 2014: 10: finished (2493ms, 500cycles)
Mon May 19 11:23:09 CEST 2014: 10: No solution found.
Mon May 19 11:23:11 CEST 2014: 11: finished (1891ms, 500cycles)
Mon May 19 11:23:11 CEST 2014: 11: No solution found.
Mon May 19 11:23:13 CEST 2014: 12: finished (1825ms, 500cycles)
Mon May 19 11:23:13 CEST 2014: 12: No solution found.
Mon May 19 11:23:15 CEST 2014: 13: finished (1937ms, 500cycles)
Mon May 19 11:23:15 CEST 2014: 13: No solution found.
Mon May 19 11:23:17 CEST 2014: 14: finished (2606ms, 500cycles)
Mon May 19 11:23:17 CEST 2014: 14: No solution found.
Mon May 19 11:23:20 CEST 2014: 15: finished (2702ms, 500cycles)
Mon May 19 11:23:20 CEST 2014: 15: No solution found.
Mon May 19 11:23:20 CEST 2014: 16: finished (108ms, 27cycles)
Mon May 19 11:23:20 CEST 2014: 16: Solution found.
Mon May 19 11:23:22 CEST 2014: 17: finished (1825ms, 500cycles)
Mon May 19 11:23:22 CEST 2014: 17: No solution found.
Mon May 19 11:23:22 CEST 2014: 18: finished (584ms, 147cycles)
Mon May 19 11:23:22 CEST 2014: 18: Solution found.
Mon May 19 11:23:24 CEST 2014: 19: finished (1793ms, 500cycles)
Mon May 19 11:23:24 CEST 2014: 19: No solution found.
Mon May 19 11:23:26 CEST 2014: 20: finished (1908ms, 500cycles)
Mon May 19 11:23:26 CEST 2014: 20: No solution found.
Mon May 19 11:23:28 CEST 2014: 21: finished (1696ms, 500cycles)
Mon May 19 11:23:28 CEST 2014: 21: No solution found.
Mon May 19 11:23:30 CEST 2014: 22: finished (1895ms, 500cycles)
Mon May 19 11:23:30 CEST 2014: 22: No solution found.
Mon May 19 11:23:30 CEST 2014: 23: finished (273ms, 26cycles)
Mon May 19 11:23:30 CEST 2014: 23: Solution found.
Mon May 19 11:23:34 CEST 2014: 24: finished (4215ms, 500cycles)
Mon May 19 11:23:34 CEST 2014: 24: No solution found.
Mon May 19 11:23:34 CEST 2014: 25: finished (171ms, 44cycles)
Mon May 19 11:23:34 CEST 2014: 25: Solution found.
Mon May 19 11:23:36 CEST 2014: 26: finished (2127ms, 500cycles)
Mon May 19 11:23:36 CEST 2014: 26: No solution found.
Mon May 19 11:23:39 CEST 2014: 27: finished (2763ms, 500cycles)
Mon May 19 11:23:39 CEST 2014: 27: No solution found.
Mon May 19 11:23:41 CEST 2014: 28: finished (1714ms, 441cycles)
Mon May 19 11:23:41 CEST 2014: 28: Solution found.
Mon May 19 11:23:43 CEST 2014: 29: finished (1892ms, 500cycles)
Mon May 19 11:23:43 CEST 2014: 29: No solution found.
Mon May 19 11:23:44 CEST 2014: 30: finished (1006ms, 265cycles)
Mon May 19 11:23:44 CEST 2014: 30: Solution found.
Mon May 19 11:23:45 CEST 2014: 31: finished (1686ms, 500cycles)
Mon May 19 11:23:45 CEST 2014: 31: No solution found.
Mon May 19 11:23:47 CEST 2014: 32: finished (1845ms, 500cycles)
Mon May 19 11:23:47 CEST 2014: 32: No solution found.
Mon May 19 11:23:49 CEST 2014: 33: finished (1854ms, 500cycles)
Mon May 19 11:23:49 CEST 2014: 33: No solution found.
Mon May 19 11:23:51 CEST 2014: 34: finished (1932ms, 500cycles)
Mon May 19 11:23:51 CEST 2014: 34: No solution found.
Mon May 19 11:23:53 CEST 2014: 35: finished (1748ms, 500cycles)
Mon May 19 11:23:53 CEST 2014: 35: No solution found.
Mon May 19 11:23:55 CEST 2014: 36: finished (2448ms, 500cycles)
Mon May 19 11:23:55 CEST 2014: 36: No solution found.
Mon May 19 11:23:57 CEST 2014: 37: finished (1827ms, 500cycles)
Mon May 19 11:23:57 CEST 2014: 37: No solution found.
Mon May 19 11:23:59 CEST 2014: 38: finished (1777ms, 500cycles)
Mon May 19 11:23:59 CEST 2014: 38: No solution found.
Mon May 19 11:23:59 CEST 2014: 39: finished (115ms, 30cycles)
Mon May 19 11:23:59 CEST 2014: 39: Solution found.
Mon May 19 11:24:01 CEST 2014: 40: finished (1727ms, 500cycles)
