Mon Dec 30 16:24:28 CET 2013: Problem Count: 250
Mon Dec 30 16:24:28 CET 2013: CandidatesCount: 50
Mon Dec 30 16:24:28 CET 2013: Max Cycles: 500
Mon Dec 30 16:24:32 CET 2013: 0: finished (4573ms, 500cycles)
Mon Dec 30 16:24:32 CET 2013: 0: No solution found.
Mon Dec 30 16:24:37 CET 2013: 1: finished (4172ms, 500cycles)
Mon Dec 30 16:24:37 CET 2013: 1: No solution found.
Mon Dec 30 16:24:41 CET 2013: 2: finished (4456ms, 500cycles)
Mon Dec 30 16:24:41 CET 2013: 2: No solution found.
Mon Dec 30 16:24:46 CET 2013: 3: finished (4630ms, 500cycles)
Mon Dec 30 16:24:46 CET 2013: 3: No solution found.
Mon Dec 30 16:24:50 CET 2013: 4: finished (4550ms, 500cycles)
Mon Dec 30 16:24:50 CET 2013: 4: No solution found.
Mon Dec 30 16:24:55 CET 2013: 5: finished (4826ms, 500cycles)
Mon Dec 30 16:24:55 CET 2013: 5: No solution found.
Mon Dec 30 16:24:59 CET 2013: 6: finished (4168ms, 500cycles)
Mon Dec 30 16:24:59 CET 2013: 6: No solution found.
Mon Dec 30 16:25:01 CET 2013: 7: finished (1338ms, 138cycles)
Mon Dec 30 16:25:01 CET 2013: 7: Solution found.
Mon Dec 30 16:25:01 CET 2013: 8: finished (486ms, 46cycles)
Mon Dec 30 16:25:01 CET 2013: 8: Solution found.
Mon Dec 30 16:25:05 CET 2013: 9: finished (4028ms, 500cycles)
Mon Dec 30 16:25:05 CET 2013: 9: No solution found.
Mon Dec 30 16:25:09 CET 2013: 10: finished (4282ms, 500cycles)
Mon Dec 30 16:25:09 CET 2013: 10: No solution found.
Mon Dec 30 16:25:14 CET 2013: 11: finished (4528ms, 500cycles)
Mon Dec 30 16:25:14 CET 2013: 11: No solution found.
Mon Dec 30 16:25:18 CET 2013: 12: finished (4591ms, 500cycles)
Mon Dec 30 16:25:18 CET 2013: 12: No solution found.
Mon Dec 30 16:25:23 CET 2013: 13: finished (4550ms, 500cycles)
Mon Dec 30 16:25:23 CET 2013: 13: No solution found.
Mon Dec 30 16:25:28 CET 2013: 14: finished (4586ms, 500cycles)
Mon Dec 30 16:25:28 CET 2013: 14: No solution found.
Mon Dec 30 16:25:32 CET 2013: 15: finished (4455ms, 500cycles)
Mon Dec 30 16:25:32 CET 2013: 15: No solution found.
