Mon May 19 19:11:11 CEST 2014: Problem Count: 100
Mon May 19 19:11:11 CEST 2014: CandidatesCount: 50
Mon May 19 19:11:11 CEST 2014: Max Cycles: 500
Mon May 19 19:11:12 CEST 2014: 0: finished (939ms, 500cycles)
Mon May 19 19:11:12 CEST 2014: 0: No solution found.
Mon May 19 19:11:12 CEST 2014: 1: finished (860ms, 500cycles)
Mon May 19 19:11:12 CEST 2014: 1: No solution found.
Mon May 19 19:11:13 CEST 2014: 2: finished (898ms, 500cycles)
Mon May 19 19:11:13 CEST 2014: 2: No solution found.
Mon May 19 19:11:14 CEST 2014: 3: finished (904ms, 500cycles)
Mon May 19 19:11:14 CEST 2014: 3: No solution found.
Mon May 19 19:11:15 CEST 2014: 4: finished (914ms, 500cycles)
Mon May 19 19:11:15 CEST 2014: 4: No solution found.
Mon May 19 19:11:16 CEST 2014: 5: finished (889ms, 500cycles)
Mon May 19 19:11:16 CEST 2014: 5: No solution found.
Mon May 19 19:11:17 CEST 2014: 6: finished (911ms, 500cycles)
Mon May 19 19:11:17 CEST 2014: 6: No solution found.
Mon May 19 19:11:18 CEST 2014: 7: finished (971ms, 500cycles)
Mon May 19 19:11:18 CEST 2014: 7: No solution found.
Mon May 19 19:11:21 CEST 2014: 8: finished (3047ms, 500cycles)
Mon May 19 19:11:21 CEST 2014: 8: No solution found.
Mon May 19 19:11:24 CEST 2014: 9: finished (2583ms, 500cycles)
Mon May 19 19:11:24 CEST 2014: 9: No solution found.
Mon May 19 19:11:25 CEST 2014: 10: finished (1324ms, 500cycles)
Mon May 19 19:11:25 CEST 2014: 10: No solution found.
Mon May 19 19:11:26 CEST 2014: 11: finished (898ms, 500cycles)
Mon May 19 19:11:26 CEST 2014: 11: No solution found.
Mon May 19 19:11:27 CEST 2014: 12: finished (935ms, 500cycles)
Mon May 19 19:11:27 CEST 2014: 12: No solution found.
Mon May 19 19:11:28 CEST 2014: 13: finished (851ms, 500cycles)
Mon May 19 19:11:28 CEST 2014: 13: No solution found.
Mon May 19 19:11:29 CEST 2014: 14: finished (950ms, 500cycles)
Mon May 19 19:11:29 CEST 2014: 14: No solution found.
Mon May 19 19:11:29 CEST 2014: 15: finished (101ms, 54cycles)
Mon May 19 19:11:29 CEST 2014: 15: Solution found.
Mon May 19 19:11:29 CEST 2014: 16: finished (435ms, 230cycles)
Mon May 19 19:11:29 CEST 2014: 16: Solution found.
Mon May 19 19:11:30 CEST 2014: 17: finished (921ms, 500cycles)
Mon May 19 19:11:30 CEST 2014: 17: No solution found.
Mon May 19 19:11:31 CEST 2014: 18: finished (940ms, 500cycles)
Mon May 19 19:11:31 CEST 2014: 18: No solution found.
Mon May 19 19:11:32 CEST 2014: 19: finished (853ms, 500cycles)
Mon May 19 19:11:32 CEST 2014: 19: No solution found.
Mon May 19 19:11:33 CEST 2014: 20: finished (961ms, 500cycles)
Mon May 19 19:11:33 CEST 2014: 20: No solution found.
Mon May 19 19:11:34 CEST 2014: 21: finished (1194ms, 500cycles)
Mon May 19 19:11:34 CEST 2014: 21: No solution found.
Mon May 19 19:11:37 CEST 2014: 22: finished (2655ms, 500cycles)
Mon May 19 19:11:37 CEST 2014: 22: No solution found.
Mon May 19 19:11:38 CEST 2014: 23: finished (1789ms, 500cycles)
Mon May 19 19:11:38 CEST 2014: 23: No solution found.
Mon May 19 19:11:39 CEST 2014: 24: finished (937ms, 500cycles)
Mon May 19 19:11:39 CEST 2014: 24: No solution found.
Mon May 19 19:11:40 CEST 2014: 25: finished (911ms, 500cycles)
Mon May 19 19:11:40 CEST 2014: 25: No solution found.
Mon May 19 19:11:41 CEST 2014: 26: finished (731ms, 371cycles)
Mon May 19 19:11:41 CEST 2014: 26: Solution found.
Mon May 19 19:11:42 CEST 2014: 27: finished (1326ms, 500cycles)
Mon May 19 19:11:42 CEST 2014: 27: No solution found.
Mon May 19 19:11:44 CEST 2014: 28: finished (1270ms, 500cycles)
Mon May 19 19:11:44 CEST 2014: 28: No solution found.
Mon May 19 19:11:44 CEST 2014: 29: finished (919ms, 500cycles)
Mon May 19 19:11:44 CEST 2014: 29: No solution found.
Mon May 19 19:11:45 CEST 2014: 30: finished (899ms, 500cycles)
Mon May 19 19:11:45 CEST 2014: 30: No solution found.
Mon May 19 19:11:46 CEST 2014: 31: finished (894ms, 500cycles)
Mon May 19 19:11:46 CEST 2014: 31: No solution found.
Mon May 19 19:11:47 CEST 2014: 32: finished (943ms, 500cycles)
Mon May 19 19:11:47 CEST 2014: 32: No solution found.
Mon May 19 19:11:48 CEST 2014: 33: finished (839ms, 500cycles)
Mon May 19 19:11:48 CEST 2014: 33: No solution found.
Mon May 19 19:11:49 CEST 2014: 34: finished (846ms, 500cycles)
Mon May 19 19:11:49 CEST 2014: 34: No solution found.
Mon May 19 19:11:50 CEST 2014: 35: finished (927ms, 500cycles)
Mon May 19 19:11:50 CEST 2014: 35: No solution found.
