Mon May 19 11:21:16 CEST 2014: Problem Count: 50
Mon May 19 11:21:16 CEST 2014: CandidatesCount: 100
Mon May 19 11:21:16 CEST 2014: Max Cycles: 500
Mon May 19 11:21:17 CEST 2014: 0: finished (704ms, 500cycles)
Mon May 19 11:21:17 CEST 2014: 0: No solution found.
Mon May 19 11:21:18 CEST 2014: 1: finished (747ms, 470cycles)
Mon May 19 11:21:18 CEST 2014: 1: Solution found.
Mon May 19 11:21:19 CEST 2014: 2: finished (631ms, 500cycles)
Mon May 19 11:21:19 CEST 2014: 2: No solution found.
Mon May 19 11:21:19 CEST 2014: 3: finished (754ms, 500cycles)
Mon May 19 11:21:19 CEST 2014: 3: No solution found.
Mon May 19 11:21:20 CEST 2014: 4: finished (1129ms, 500cycles)
Mon May 19 11:21:20 CEST 2014: 4: No solution found.
Mon May 19 11:21:21 CEST 2014: 5: finished (659ms, 500cycles)
Mon May 19 11:21:21 CEST 2014: 5: No solution found.
Mon May 19 11:21:22 CEST 2014: 6: finished (508ms, 170cycles)
Mon May 19 11:21:22 CEST 2014: 6: Solution found.
Mon May 19 11:21:23 CEST 2014: 7: finished (1194ms, 500cycles)
Mon May 19 11:21:23 CEST 2014: 7: No solution found.
Mon May 19 11:21:23 CEST 2014: 8: finished (707ms, 500cycles)
Mon May 19 11:21:23 CEST 2014: 8: No solution found.
Mon May 19 11:21:24 CEST 2014: 9: finished (368ms, 193cycles)
Mon May 19 11:21:24 CEST 2014: 9: Solution found.
Mon May 19 11:21:25 CEST 2014: 10: finished (1586ms, 500cycles)
Mon May 19 11:21:25 CEST 2014: 10: No solution found.
Mon May 19 11:21:26 CEST 2014: 11: finished (676ms, 500cycles)
Mon May 19 11:21:26 CEST 2014: 11: No solution found.
Mon May 19 11:21:27 CEST 2014: 12: finished (669ms, 500cycles)
Mon May 19 11:21:27 CEST 2014: 12: No solution found.
Mon May 19 11:21:28 CEST 2014: 13: finished (1374ms, 500cycles)
Mon May 19 11:21:28 CEST 2014: 13: No solution found.
Mon May 19 11:21:29 CEST 2014: 14: finished (699ms, 500cycles)
Mon May 19 11:21:29 CEST 2014: 14: No solution found.
Mon May 19 11:21:29 CEST 2014: 15: finished (647ms, 500cycles)
Mon May 19 11:21:29 CEST 2014: 15: No solution found.
Mon May 19 11:21:30 CEST 2014: 16: finished (670ms, 500cycles)
Mon May 19 11:21:30 CEST 2014: 16: No solution found.
Mon May 19 11:21:31 CEST 2014: 17: finished (992ms, 500cycles)
Mon May 19 11:21:31 CEST 2014: 17: No solution found.
Mon May 19 11:21:32 CEST 2014: 18: finished (692ms, 500cycles)
Mon May 19 11:21:32 CEST 2014: 18: No solution found.
Mon May 19 11:21:33 CEST 2014: 19: finished (1362ms, 500cycles)
Mon May 19 11:21:33 CEST 2014: 19: No solution found.
Mon May 19 11:21:34 CEST 2014: 20: finished (630ms, 500cycles)
Mon May 19 11:21:34 CEST 2014: 20: No solution found.
Mon May 19 11:21:35 CEST 2014: 21: finished (803ms, 500cycles)
Mon May 19 11:21:35 CEST 2014: 21: No solution found.
Mon May 19 11:21:36 CEST 2014: 22: finished (1120ms, 500cycles)
Mon May 19 11:21:36 CEST 2014: 22: No solution found.
Mon May 19 11:21:37 CEST 2014: 23: finished (1418ms, 500cycles)
Mon May 19 11:21:37 CEST 2014: 23: No solution found.
Mon May 19 11:21:38 CEST 2014: 24: finished (1039ms, 500cycles)
Mon May 19 11:21:38 CEST 2014: 24: No solution found.
Mon May 19 11:21:39 CEST 2014: 25: finished (328ms, 205cycles)
Mon May 19 11:21:39 CEST 2014: 25: Solution found.
Mon May 19 11:21:40 CEST 2014: 26: finished (1309ms, 457cycles)
Mon May 19 11:21:40 CEST 2014: 26: Solution found.
Mon May 19 11:21:41 CEST 2014: 27: finished (665ms, 500cycles)
Mon May 19 11:21:41 CEST 2014: 27: No solution found.
Mon May 19 11:21:42 CEST 2014: 28: finished (1296ms, 500cycles)
Mon May 19 11:21:42 CEST 2014: 28: No solution found.
Mon May 19 11:21:42 CEST 2014: 29: finished (655ms, 500cycles)
Mon May 19 11:21:42 CEST 2014: 29: No solution found.
Mon May 19 11:21:43 CEST 2014: 30: finished (927ms, 500cycles)
Mon May 19 11:21:43 CEST 2014: 30: No solution found.
Mon May 19 11:21:44 CEST 2014: 31: finished (684ms, 500cycles)
Mon May 19 11:21:44 CEST 2014: 31: No solution found.
Mon May 19 11:21:45 CEST 2014: 32: finished (616ms, 500cycles)
Mon May 19 11:21:45 CEST 2014: 32: No solution found.
Mon May 19 11:21:46 CEST 2014: 33: finished (894ms, 500cycles)
Mon May 19 11:21:46 CEST 2014: 33: No solution found.
Mon May 19 11:21:47 CEST 2014: 34: finished (1569ms, 500cycles)
Mon May 19 11:21:47 CEST 2014: 34: No solution found.
Mon May 19 11:21:48 CEST 2014: 35: finished (817ms, 500cycles)
Mon May 19 11:21:48 CEST 2014: 35: No solution found.
Mon May 19 11:21:49 CEST 2014: 36: finished (581ms, 500cycles)
Mon May 19 11:21:49 CEST 2014: 36: No solution found.
Mon May 19 11:21:50 CEST 2014: 37: finished (1350ms, 500cycles)
Mon May 19 11:21:50 CEST 2014: 37: No solution found.
Mon May 19 11:21:51 CEST 2014: 38: finished (733ms, 500cycles)
Mon May 19 11:21:51 CEST 2014: 38: No solution found.
Mon May 19 11:21:51 CEST 2014: 39: finished (752ms, 500cycles)
