Mon May 19 11:08:54 CEST 2014: Problem Count: 200
Mon May 19 11:08:54 CEST 2014: CandidatesCount: 50
Mon May 19 11:08:54 CEST 2014: Max Cycles: 500
Mon May 19 11:08:55 CEST 2014: 0: finished (1298ms, 185cycles)
Mon May 19 11:08:55 CEST 2014: 0: Solution found.
Mon May 19 11:08:58 CEST 2014: 1: finished (3088ms, 500cycles)
Mon May 19 11:08:58 CEST 2014: 1: No solution found.
Mon May 19 11:08:58 CEST 2014: 2: finished (443ms, 58cycles)
Mon May 19 11:08:58 CEST 2014: 2: Solution found.
Mon May 19 11:09:02 CEST 2014: 3: finished (3216ms, 500cycles)
Mon May 19 11:09:02 CEST 2014: 3: No solution found.
Mon May 19 11:09:05 CEST 2014: 4: finished (3103ms, 500cycles)
Mon May 19 11:09:05 CEST 2014: 4: No solution found.
Mon May 19 11:09:08 CEST 2014: 5: finished (2824ms, 500cycles)
Mon May 19 11:09:08 CEST 2014: 5: No solution found.
Mon May 19 11:09:10 CEST 2014: 6: finished (2926ms, 500cycles)
Mon May 19 11:09:10 CEST 2014: 6: No solution found.
Mon May 19 11:09:13 CEST 2014: 7: finished (3001ms, 500cycles)
Mon May 19 11:09:13 CEST 2014: 7: No solution found.
Mon May 19 11:09:17 CEST 2014: 8: finished (3138ms, 500cycles)
Mon May 19 11:09:17 CEST 2014: 8: No solution found.
Mon May 19 11:09:19 CEST 2014: 9: finished (2772ms, 500cycles)
Mon May 19 11:09:19 CEST 2014: 9: No solution found.
Mon May 19 11:09:22 CEST 2014: 10: finished (3020ms, 500cycles)
Mon May 19 11:09:22 CEST 2014: 10: No solution found.
Mon May 19 11:09:26 CEST 2014: 11: finished (3213ms, 500cycles)
Mon May 19 11:09:26 CEST 2014: 11: No solution found.
Mon May 19 11:09:29 CEST 2014: 12: finished (3041ms, 500cycles)
Mon May 19 11:09:29 CEST 2014: 12: No solution found.
Mon May 19 11:09:32 CEST 2014: 13: finished (3071ms, 500cycles)
Mon May 19 11:09:32 CEST 2014: 13: No solution found.
Mon May 19 11:09:35 CEST 2014: 14: finished (3033ms, 500cycles)
Mon May 19 11:09:35 CEST 2014: 14: No solution found.
Mon May 19 11:09:38 CEST 2014: 15: finished (3085ms, 500cycles)
Mon May 19 11:09:38 CEST 2014: 15: No solution found.
Mon May 19 11:09:41 CEST 2014: 16: finished (3265ms, 500cycles)
Mon May 19 11:09:41 CEST 2014: 16: No solution found.
Mon May 19 11:09:44 CEST 2014: 17: finished (2896ms, 500cycles)
Mon May 19 11:09:44 CEST 2014: 17: No solution found.
Mon May 19 11:09:47 CEST 2014: 18: finished (2983ms, 500cycles)
Mon May 19 11:09:47 CEST 2014: 18: No solution found.
Mon May 19 11:09:50 CEST 2014: 19: finished (3252ms, 500cycles)
Mon May 19 11:09:50 CEST 2014: 19: No solution found.
Mon May 19 11:09:53 CEST 2014: 20: finished (3142ms, 500cycles)
Mon May 19 11:09:53 CEST 2014: 20: No solution found.
Mon May 19 11:09:56 CEST 2014: 21: finished (3051ms, 500cycles)
Mon May 19 11:09:56 CEST 2014: 21: No solution found.
Mon May 19 11:09:59 CEST 2014: 22: finished (2914ms, 500cycles)
Mon May 19 11:09:59 CEST 2014: 22: No solution found.
Mon May 19 11:10:02 CEST 2014: 23: finished (3020ms, 500cycles)
Mon May 19 11:10:02 CEST 2014: 23: No solution found.
Mon May 19 11:10:06 CEST 2014: 24: finished (3177ms, 500cycles)
Mon May 19 11:10:06 CEST 2014: 24: No solution found.
Mon May 19 11:10:09 CEST 2014: 25: finished (3041ms, 500cycles)
Mon May 19 11:10:09 CEST 2014: 25: No solution found.
Mon May 19 11:10:12 CEST 2014: 26: finished (3149ms, 500cycles)
Mon May 19 11:10:12 CEST 2014: 26: No solution found.
Mon May 19 11:10:15 CEST 2014: 27: finished (3183ms, 500cycles)
Mon May 19 11:10:15 CEST 2014: 27: No solution found.
Mon May 19 11:10:18 CEST 2014: 28: finished (3015ms, 500cycles)
Mon May 19 11:10:18 CEST 2014: 28: No solution found.
Mon May 19 11:10:21 CEST 2014: 29: finished (3191ms, 500cycles)
Mon May 19 11:10:21 CEST 2014: 29: No solution found.
Mon May 19 11:10:24 CEST 2014: 30: finished (3085ms, 500cycles)
Mon May 19 11:10:24 CEST 2014: 30: No solution found.
Mon May 19 11:10:27 CEST 2014: 31: finished (3101ms, 500cycles)
Mon May 19 11:10:27 CEST 2014: 31: No solution found.
Mon May 19 11:10:30 CEST 2014: 32: finished (3096ms, 500cycles)
Mon May 19 11:10:30 CEST 2014: 32: No solution found.
Mon May 19 11:10:34 CEST 2014: 33: finished (3536ms, 500cycles)
Mon May 19 11:10:34 CEST 2014: 33: No solution found.
Mon May 19 11:10:37 CEST 2014: 34: finished (3244ms, 500cycles)
Mon May 19 11:10:37 CEST 2014: 34: No solution found.
Mon May 19 11:10:40 CEST 2014: 35: finished (3068ms, 500cycles)
Mon May 19 11:10:40 CEST 2014: 35: No solution found.
Mon May 19 11:10:43 CEST 2014: 36: finished (3105ms, 500cycles)
Mon May 19 11:10:43 CEST 2014: 36: No solution found.
Mon May 19 11:10:46 CEST 2014: 37: finished (2841ms, 500cycles)
Mon May 19 11:10:46 CEST 2014: 37: No solution found.
Mon May 19 11:10:49 CEST 2014: 38: finished (3037ms, 500cycles)
Mon May 19 11:10:49 CEST 2014: 38: No solution found.
Mon May 19 11:10:52 CEST 2014: 39: finished (3157ms, 500cycles)
Mon May 19 11:10:52 CEST 2014: 39: No solution found.
Mon May 19 11:10:53 CEST 2014: 40: finished (616ms, 88cycles)
Mon May 19 11:10:53 CEST 2014: 40: Solution found.
Mon May 19 11:10:56 CEST 2014: 41: finished (2784ms, 500cycles)
Mon May 19 11:10:56 CEST 2014: 41: No solution found.
Mon May 19 11:10:59 CEST 2014: 42: finished (3059ms, 500cycles)
Mon May 19 11:10:59 CEST 2014: 42: No solution found.
Mon May 19 11:10:59 CEST 2014: 43: finished (615ms, 96cycles)
Mon May 19 11:10:59 CEST 2014: 43: Solution found.
Mon May 19 11:11:02 CEST 2014: 44: finished (2691ms, 500cycles)
Mon May 19 11:11:02 CEST 2014: 44: No solution found.
Mon May 19 11:11:05 CEST 2014: 45: finished (2907ms, 500cycles)
Mon May 19 11:11:05 CEST 2014: 45: No solution found.
Mon May 19 11:11:08 CEST 2014: 46: finished (3037ms, 500cycles)
Mon May 19 11:11:08 CEST 2014: 46: No solution found.
Mon May 19 11:11:11 CEST 2014: 47: finished (3173ms, 500cycles)
Mon May 19 11:11:11 CEST 2014: 47: No solution found.
Mon May 19 11:11:14 CEST 2014: 48: finished (2734ms, 500cycles)
Mon May 19 11:11:14 CEST 2014: 48: No solution found.
Mon May 19 11:11:17 CEST 2014: 49: finished (3215ms, 500cycles)
Mon May 19 11:11:17 CEST 2014: 49: No solution found.
Mon May 19 11:11:20 CEST 2014: 50: finished (2954ms, 500cycles)
Mon May 19 11:11:20 CEST 2014: 50: No solution found.
Mon May 19 11:11:23 CEST 2014: 51: finished (2593ms, 500cycles)
Mon May 19 11:11:23 CEST 2014: 51: No solution found.
Mon May 19 11:11:26 CEST 2014: 52: finished (2861ms, 500cycles)
Mon May 19 11:11:26 CEST 2014: 52: No solution found.
Mon May 19 11:11:28 CEST 2014: 53: finished (2757ms, 500cycles)
Mon May 19 11:11:28 CEST 2014: 53: No solution found.
Mon May 19 11:11:31 CEST 2014: 54: finished (2984ms, 500cycles)
Mon May 19 11:11:31 CEST 2014: 54: No solution found.
Mon May 19 11:11:34 CEST 2014: 55: finished (2113ms, 344cycles)
Mon May 19 11:11:34 CEST 2014: 55: Solution found.
Mon May 19 11:11:36 CEST 2014: 56: finished (2807ms, 500cycles)
