Mon May 19 19:33:53 CEST 2014: Problem Count: 150
Mon May 19 19:33:53 CEST 2014: CandidatesCount: 100
Mon May 19 19:33:53 CEST 2014: Max Cycles: 500
Mon May 19 19:33:57 CEST 2014: 0: finished (3512ms, 500cycles)
Mon May 19 19:33:57 CEST 2014: 0: No solution found.
Mon May 19 19:33:58 CEST 2014: 1: finished (1053ms, 132cycles)
Mon May 19 19:33:58 CEST 2014: 1: Solution found.
Mon May 19 19:34:02 CEST 2014: 2: finished (4712ms, 500cycles)
Mon May 19 19:34:02 CEST 2014: 2: No solution found.
Mon May 19 19:34:03 CEST 2014: 3: finished (254ms, 30cycles)
Mon May 19 19:34:03 CEST 2014: 3: Solution found.
Mon May 19 19:34:07 CEST 2014: 4: finished (3915ms, 500cycles)
Mon May 19 19:34:07 CEST 2014: 4: No solution found.
Mon May 19 19:34:10 CEST 2014: 5: finished (3621ms, 500cycles)
Mon May 19 19:34:10 CEST 2014: 5: No solution found.
Mon May 19 19:34:14 CEST 2014: 6: finished (3489ms, 500cycles)
Mon May 19 19:34:14 CEST 2014: 6: No solution found.
Mon May 19 19:34:18 CEST 2014: 7: finished (3747ms, 500cycles)
Mon May 19 19:34:18 CEST 2014: 7: No solution found.
Mon May 19 19:34:24 CEST 2014: 8: finished (6939ms, 500cycles)
Mon May 19 19:34:24 CEST 2014: 8: No solution found.
Mon May 19 19:34:28 CEST 2014: 9: finished (3546ms, 500cycles)
Mon May 19 19:34:28 CEST 2014: 9: No solution found.
Mon May 19 19:34:32 CEST 2014: 10: finished (3821ms, 500cycles)
Mon May 19 19:34:32 CEST 2014: 10: No solution found.
Mon May 19 19:34:35 CEST 2014: 11: finished (3454ms, 500cycles)
Mon May 19 19:34:35 CEST 2014: 11: No solution found.
Mon May 19 19:34:39 CEST 2014: 12: finished (3700ms, 500cycles)
Mon May 19 19:34:39 CEST 2014: 12: No solution found.
Mon May 19 19:34:45 CEST 2014: 13: finished (6496ms, 500cycles)
