Sat Dec 28 13:39:06 CET 2013: Problem Count: 50
Sat Dec 28 13:39:06 CET 2013: CandidatesCount: 100
Sat Dec 28 13:39:06 CET 2013: Max Cycles: 2000
Sat Dec 28 13:39:15 CET 2013: 0: finished (8272ms, 2000cycles)
Sat Dec 28 13:39:15 CET 2013: 0: No solution found.
Sat Dec 28 13:39:23 CET 2013: 1: finished (8357ms, 2000cycles)
Sat Dec 28 13:39:23 CET 2013: 1: No solution found.
Sat Dec 28 13:39:32 CET 2013: 2: finished (9105ms, 2000cycles)
Sat Dec 28 13:39:32 CET 2013: 2: No solution found.
Sat Dec 28 13:39:42 CET 2013: 3: finished (10180ms, 2000cycles)
Sat Dec 28 13:39:42 CET 2013: 3: No solution found.
Sat Dec 28 13:39:51 CET 2013: 4: finished (8626ms, 2000cycles)
Sat Dec 28 13:39:51 CET 2013: 4: No solution found.
Sat Dec 28 13:40:02 CET 2013: 5: finished (10620ms, 2000cycles)
Sat Dec 28 13:40:02 CET 2013: 5: No solution found.
Sat Dec 28 13:40:11 CET 2013: 6: finished (9147ms, 2000cycles)
Sat Dec 28 13:40:11 CET 2013: 6: No solution found.
Sat Dec 28 13:40:20 CET 2013: 7: finished (9316ms, 2000cycles)
Sat Dec 28 13:40:20 CET 2013: 7: No solution found.
Sat Dec 28 13:40:28 CET 2013: 8: finished (8098ms, 2000cycles)
Sat Dec 28 13:40:28 CET 2013: 8: No solution found.
Sat Dec 28 13:40:36 CET 2013: 9: finished (8232ms, 2000cycles)
Sat Dec 28 13:40:36 CET 2013: 9: No solution found.
Sat Dec 28 13:40:45 CET 2013: 10: finished (8902ms, 2000cycles)
Sat Dec 28 13:40:45 CET 2013: 10: No solution found.
Sat Dec 28 13:40:53 CET 2013: 11: finished (8170ms, 2000cycles)
Sat Dec 28 13:40:53 CET 2013: 11: No solution found.
Sat Dec 28 13:41:02 CET 2013: 12: finished (8655ms, 2000cycles)
Sat Dec 28 13:41:02 CET 2013: 12: No solution found.
Sat Dec 28 13:41:13 CET 2013: 13: finished (10569ms, 2000cycles)
Sat Dec 28 13:41:13 CET 2013: 13: No solution found.
