Mon May 19 19:12:50 CEST 2014: Problem Count: 150
Mon May 19 19:12:50 CEST 2014: CandidatesCount: 50
Mon May 19 19:12:50 CEST 2014: Max Cycles: 500
Mon May 19 19:12:52 CEST 2014: 0: finished (1794ms, 500cycles)
Mon May 19 19:12:52 CEST 2014: 0: No solution found.
Mon May 19 19:12:54 CEST 2014: 1: finished (2371ms, 500cycles)
Mon May 19 19:12:54 CEST 2014: 1: No solution found.
Mon May 19 19:12:59 CEST 2014: 2: finished (4994ms, 500cycles)
Mon May 19 19:12:59 CEST 2014: 2: No solution found.
Mon May 19 19:13:01 CEST 2014: 3: finished (2055ms, 500cycles)
Mon May 19 19:13:01 CEST 2014: 3: No solution found.
Mon May 19 19:13:03 CEST 2014: 4: finished (1833ms, 500cycles)
Mon May 19 19:13:03 CEST 2014: 4: No solution found.
Mon May 19 19:13:05 CEST 2014: 5: finished (1675ms, 500cycles)
Mon May 19 19:13:05 CEST 2014: 5: No solution found.
Mon May 19 19:13:06 CEST 2014: 6: finished (1896ms, 500cycles)
Mon May 19 19:13:06 CEST 2014: 6: No solution found.
Mon May 19 19:13:08 CEST 2014: 7: finished (1671ms, 500cycles)
Mon May 19 19:13:08 CEST 2014: 7: No solution found.
Mon May 19 19:13:10 CEST 2014: 8: finished (1869ms, 500cycles)
Mon May 19 19:13:10 CEST 2014: 8: No solution found.
Mon May 19 19:13:11 CEST 2014: 9: finished (694ms, 185cycles)
Mon May 19 19:13:11 CEST 2014: 9: Solution found.
Mon May 19 19:13:13 CEST 2014: 10: finished (1907ms, 500cycles)
Mon May 19 19:13:13 CEST 2014: 10: No solution found.
Mon May 19 19:13:14 CEST 2014: 11: finished (1807ms, 500cycles)
Mon May 19 19:13:14 CEST 2014: 11: No solution found.
Mon May 19 19:13:16 CEST 2014: 12: finished (1813ms, 500cycles)
Mon May 19 19:13:16 CEST 2014: 12: No solution found.
Mon May 19 19:13:18 CEST 2014: 13: finished (1782ms, 500cycles)
Mon May 19 19:13:18 CEST 2014: 13: No solution found.
Mon May 19 19:13:20 CEST 2014: 14: finished (1832ms, 500cycles)
Mon May 19 19:13:20 CEST 2014: 14: No solution found.
Mon May 19 19:13:22 CEST 2014: 15: finished (1853ms, 500cycles)
Mon May 19 19:13:22 CEST 2014: 15: No solution found.
Mon May 19 19:13:22 CEST 2014: 16: finished (759ms, 204cycles)
Mon May 19 19:13:22 CEST 2014: 16: Solution found.
Mon May 19 19:13:24 CEST 2014: 17: finished (1723ms, 500cycles)
Mon May 19 19:13:24 CEST 2014: 17: No solution found.
Mon May 19 19:13:26 CEST 2014: 18: finished (1818ms, 500cycles)
Mon May 19 19:13:26 CEST 2014: 18: No solution found.
Mon May 19 19:13:28 CEST 2014: 19: finished (1744ms, 500cycles)
Mon May 19 19:13:28 CEST 2014: 19: No solution found.
Mon May 19 19:13:29 CEST 2014: 20: finished (1666ms, 500cycles)
Mon May 19 19:13:29 CEST 2014: 20: No solution found.
Mon May 19 19:13:31 CEST 2014: 21: finished (1801ms, 500cycles)
Mon May 19 19:13:31 CEST 2014: 21: No solution found.
Mon May 19 19:13:33 CEST 2014: 22: finished (1891ms, 500cycles)
Mon May 19 19:13:33 CEST 2014: 22: No solution found.
Mon May 19 19:13:33 CEST 2014: 23: finished (287ms, 74cycles)
Mon May 19 19:13:33 CEST 2014: 23: Solution found.
