Mon May 19 19:39:39 CEST 2014: Problem Count: 200
Mon May 19 19:39:39 CEST 2014: CandidatesCount: 100
Mon May 19 19:39:39 CEST 2014: Max Cycles: 500
Mon May 19 19:39:48 CEST 2014: 0: finished (9252ms, 500cycles)
Mon May 19 19:39:48 CEST 2014: 0: No solution found.
Mon May 19 19:39:54 CEST 2014: 1: finished (6125ms, 500cycles)
Mon May 19 19:39:54 CEST 2014: 1: No solution found.
Mon May 19 19:40:03 CEST 2014: 2: finished (9005ms, 500cycles)
Mon May 19 19:40:03 CEST 2014: 2: No solution found.
Mon May 19 19:40:09 CEST 2014: 3: finished (5858ms, 500cycles)
Mon May 19 19:40:09 CEST 2014: 3: No solution found.
Mon May 19 19:40:15 CEST 2014: 4: finished (5774ms, 500cycles)
Mon May 19 19:40:15 CEST 2014: 4: No solution found.
Mon May 19 19:40:21 CEST 2014: 5: finished (6347ms, 500cycles)
Mon May 19 19:40:21 CEST 2014: 5: No solution found.
Mon May 19 19:40:23 CEST 2014: 6: finished (1236ms, 96cycles)
Mon May 19 19:40:23 CEST 2014: 6: Solution found.
Mon May 19 19:40:25 CEST 2014: 7: finished (1875ms, 140cycles)
Mon May 19 19:40:25 CEST 2014: 7: Solution found.
Mon May 19 19:40:35 CEST 2014: 8: finished (9989ms, 500cycles)
Mon May 19 19:40:35 CEST 2014: 8: No solution found.
Mon May 19 19:40:41 CEST 2014: 9: finished (6169ms, 500cycles)
Mon May 19 19:40:41 CEST 2014: 9: No solution found.
Mon May 19 19:40:50 CEST 2014: 10: finished (9295ms, 500cycles)
Mon May 19 19:40:50 CEST 2014: 10: No solution found.
Mon May 19 19:40:55 CEST 2014: 11: finished (5409ms, 500cycles)
Mon May 19 19:40:55 CEST 2014: 11: No solution found.
Mon May 19 19:41:06 CEST 2014: 12: finished (10288ms, 500cycles)
Mon May 19 19:41:06 CEST 2014: 12: No solution found.
Mon May 19 19:41:12 CEST 2014: 13: finished (6248ms, 500cycles)
Mon May 19 19:41:12 CEST 2014: 13: No solution found.
Mon May 19 19:41:12 CEST 2014: 14: finished (511ms, 38cycles)
Mon May 19 19:41:12 CEST 2014: 14: Solution found.
Mon May 19 19:41:21 CEST 2014: 15: finished (8778ms, 500cycles)
Mon May 19 19:41:21 CEST 2014: 15: No solution found.
Mon May 19 19:41:22 CEST 2014: 16: finished (594ms, 47cycles)
Mon May 19 19:41:22 CEST 2014: 16: Solution found.
Mon May 19 19:41:28 CEST 2014: 17: finished (6064ms, 500cycles)
Mon May 19 19:41:28 CEST 2014: 17: No solution found.
Mon May 19 19:41:34 CEST 2014: 18: finished (6318ms, 500cycles)
Mon May 19 19:41:34 CEST 2014: 18: No solution found.
Mon May 19 19:41:40 CEST 2014: 19: finished (6046ms, 500cycles)
Mon May 19 19:41:40 CEST 2014: 19: No solution found.
Mon May 19 19:41:47 CEST 2014: 20: finished (6328ms, 500cycles)
Mon May 19 19:41:47 CEST 2014: 20: No solution found.
Mon May 19 19:41:47 CEST 2014: 21: finished (554ms, 31cycles)
Mon May 19 19:41:47 CEST 2014: 21: Solution found.
Mon May 19 19:41:55 CEST 2014: 22: finished (8204ms, 500cycles)
Mon May 19 19:41:55 CEST 2014: 22: No solution found.
Mon May 19 19:42:02 CEST 2014: 23: finished (6989ms, 500cycles)
Mon May 19 19:42:02 CEST 2014: 23: No solution found.
Mon May 19 19:42:09 CEST 2014: 24: finished (6312ms, 500cycles)
Mon May 19 19:42:09 CEST 2014: 24: No solution found.
Mon May 19 19:42:19 CEST 2014: 25: finished (10554ms, 500cycles)
Mon May 19 19:42:19 CEST 2014: 25: No solution found.
Mon May 19 19:42:25 CEST 2014: 26: finished (5601ms, 500cycles)
Mon May 19 19:42:25 CEST 2014: 26: No solution found.
Mon May 19 19:42:31 CEST 2014: 27: finished (5978ms, 500cycles)
Mon May 19 19:42:31 CEST 2014: 27: No solution found.
Mon May 19 19:42:37 CEST 2014: 28: finished (6149ms, 500cycles)
Mon May 19 19:42:37 CEST 2014: 28: No solution found.
Mon May 19 19:42:42 CEST 2014: 29: finished (5404ms, 500cycles)
Mon May 19 19:42:42 CEST 2014: 29: No solution found.
Mon May 19 19:42:49 CEST 2014: 30: finished (6570ms, 500cycles)
Mon May 19 19:42:49 CEST 2014: 30: No solution found.
Mon May 19 19:42:55 CEST 2014: 31: finished (6288ms, 500cycles)
Mon May 19 19:42:55 CEST 2014: 31: No solution found.
Mon May 19 19:43:05 CEST 2014: 32: finished (9757ms, 500cycles)
Mon May 19 19:43:05 CEST 2014: 32: No solution found.
Mon May 19 19:43:11 CEST 2014: 33: finished (6267ms, 500cycles)
Mon May 19 19:43:11 CEST 2014: 33: No solution found.
Mon May 19 19:43:17 CEST 2014: 34: finished (6038ms, 500cycles)
Mon May 19 19:43:17 CEST 2014: 34: No solution found.
Mon May 19 19:43:23 CEST 2014: 35: finished (5448ms, 500cycles)
Mon May 19 19:43:23 CEST 2014: 35: No solution found.
Mon May 19 19:43:29 CEST 2014: 36: finished (6304ms, 500cycles)
Mon May 19 19:43:29 CEST 2014: 36: No solution found.
Mon May 19 19:43:36 CEST 2014: 37: finished (6532ms, 500cycles)
Mon May 19 19:43:36 CEST 2014: 37: No solution found.
Mon May 19 19:43:41 CEST 2014: 38: finished (5166ms, 500cycles)
Mon May 19 19:43:41 CEST 2014: 38: No solution found.
Mon May 19 19:43:47 CEST 2014: 39: finished (6297ms, 500cycles)
Mon May 19 19:43:47 CEST 2014: 39: No solution found.
