Mon Dec 30 14:57:35 CET 2013: Problem Count: 250
Mon Dec 30 14:57:35 CET 2013: CandidatesCount: 100
Mon Dec 30 14:57:35 CET 2013: Max Cycles: 500
Mon Dec 30 14:57:53 CET 2013: 0: finished (17698ms, 500cycles)
Mon Dec 30 14:57:53 CET 2013: 0: No solution found.
Mon Dec 30 14:58:12 CET 2013: 1: finished (19537ms, 500cycles)
Mon Dec 30 14:58:12 CET 2013: 1: No solution found.
Mon Dec 30 14:58:30 CET 2013: 2: finished (18091ms, 500cycles)
Mon Dec 30 14:58:30 CET 2013: 2: No solution found.
Mon Dec 30 14:58:49 CET 2013: 3: finished (18299ms, 500cycles)
Mon Dec 30 14:58:49 CET 2013: 3: No solution found.
Mon Dec 30 14:59:07 CET 2013: 4: finished (18454ms, 500cycles)
Mon Dec 30 14:59:07 CET 2013: 4: No solution found.
Mon Dec 30 14:59:27 CET 2013: 5: finished (19521ms, 500cycles)
Mon Dec 30 14:59:27 CET 2013: 5: No solution found.
Mon Dec 30 14:59:44 CET 2013: 6: finished (17470ms, 500cycles)
Mon Dec 30 14:59:44 CET 2013: 6: No solution found.
Mon Dec 30 15:00:04 CET 2013: 7: finished (19711ms, 500cycles)
Mon Dec 30 15:00:04 CET 2013: 7: No solution found.
Mon Dec 30 15:00:22 CET 2013: 8: finished (17955ms, 500cycles)
Mon Dec 30 15:00:22 CET 2013: 8: No solution found.
Mon Dec 30 15:00:38 CET 2013: 9: finished (16421ms, 500cycles)
Mon Dec 30 15:00:38 CET 2013: 9: No solution found.
Mon Dec 30 15:00:55 CET 2013: 10: finished (17010ms, 500cycles)
Mon Dec 30 15:00:55 CET 2013: 10: No solution found.
Mon Dec 30 15:00:57 CET 2013: 11: finished (1894ms, 51cycles)
Mon Dec 30 15:00:57 CET 2013: 11: Solution found.
Mon Dec 30 15:01:15 CET 2013: 12: finished (18144ms, 500cycles)
Mon Dec 30 15:01:15 CET 2013: 12: No solution found.
Mon Dec 30 15:01:35 CET 2013: 13: finished (19772ms, 475cycles)
Mon Dec 30 15:01:35 CET 2013: 13: Solution found.
Mon Dec 30 15:01:55 CET 2013: 14: finished (19686ms, 500cycles)
Mon Dec 30 15:01:55 CET 2013: 14: No solution found.
Mon Dec 30 15:02:13 CET 2013: 15: finished (17778ms, 500cycles)
Mon Dec 30 15:02:13 CET 2013: 15: No solution found.
Mon Dec 30 15:02:30 CET 2013: 16: finished (17925ms, 500cycles)
Mon Dec 30 15:02:30 CET 2013: 16: No solution found.
Mon Dec 30 15:02:49 CET 2013: 17: finished (18951ms, 500cycles)
Mon Dec 30 15:02:49 CET 2013: 17: No solution found.
Mon Dec 30 15:03:09 CET 2013: 18: finished (19274ms, 500cycles)
Mon Dec 30 15:03:09 CET 2013: 18: No solution found.
Mon Dec 30 15:03:10 CET 2013: 19: finished (1248ms, 34cycles)
Mon Dec 30 15:03:10 CET 2013: 19: Solution found.
Mon Dec 30 15:03:12 CET 2013: 20: finished (2164ms, 58cycles)
Mon Dec 30 15:03:12 CET 2013: 20: Solution found.
Mon Dec 30 15:03:31 CET 2013: 21: finished (18517ms, 500cycles)
Mon Dec 30 15:03:31 CET 2013: 21: No solution found.
Mon Dec 30 15:03:50 CET 2013: 22: finished (19023ms, 500cycles)
Mon Dec 30 15:03:50 CET 2013: 22: No solution found.
Mon Dec 30 15:04:08 CET 2013: 23: finished (18351ms, 500cycles)
Mon Dec 30 15:04:08 CET 2013: 23: No solution found.
Mon Dec 30 15:04:27 CET 2013: 24: finished (19512ms, 500cycles)
Mon Dec 30 15:04:27 CET 2013: 24: No solution found.
Mon Dec 30 15:04:45 CET 2013: 25: finished (17150ms, 500cycles)
Mon Dec 30 15:04:45 CET 2013: 25: No solution found.
Mon Dec 30 15:05:04 CET 2013: 26: finished (19184ms, 500cycles)
Mon Dec 30 15:05:04 CET 2013: 26: No solution found.
Mon Dec 30 15:05:22 CET 2013: 27: finished (18123ms, 500cycles)
Mon Dec 30 15:05:22 CET 2013: 27: No solution found.
Mon Dec 30 15:05:41 CET 2013: 28: finished (19143ms, 500cycles)
Mon Dec 30 15:05:41 CET 2013: 28: No solution found.
