Mon Dec 30 17:02:41 CET 2013: Problem Count: 50
Mon Dec 30 17:02:41 CET 2013: CandidatesCount: 150
Mon Dec 30 17:02:41 CET 2013: Max Cycles: 500
Mon Dec 30 17:02:43 CET 2013: 0: finished (1896ms, 500cycles)
Mon Dec 30 17:02:43 CET 2013: 0: No solution found.
Mon Dec 30 17:02:44 CET 2013: 1: finished (1421ms, 500cycles)
Mon Dec 30 17:02:44 CET 2013: 1: No solution found.
Mon Dec 30 17:02:46 CET 2013: 2: finished (1912ms, 500cycles)
Mon Dec 30 17:02:46 CET 2013: 2: No solution found.
Mon Dec 30 17:02:46 CET 2013: 3: finished (91ms, 31cycles)
Mon Dec 30 17:02:46 CET 2013: 3: Solution found.
Mon Dec 30 17:02:48 CET 2013: 4: finished (1754ms, 500cycles)
Mon Dec 30 17:02:48 CET 2013: 4: No solution found.
Mon Dec 30 17:02:49 CET 2013: 5: finished (943ms, 500cycles)
Mon Dec 30 17:02:49 CET 2013: 5: No solution found.
Mon Dec 30 17:02:51 CET 2013: 6: finished (2087ms, 500cycles)
Mon Dec 30 17:02:51 CET 2013: 6: No solution found.
Mon Dec 30 17:02:52 CET 2013: 7: finished (1315ms, 500cycles)
Mon Dec 30 17:02:52 CET 2013: 7: No solution found.
Mon Dec 30 17:02:52 CET 2013: 8: finished (125ms, 36cycles)
Mon Dec 30 17:02:52 CET 2013: 8: Solution found.
Mon Dec 30 17:02:54 CET 2013: 9: finished (1450ms, 500cycles)
Mon Dec 30 17:02:54 CET 2013: 9: No solution found.
Mon Dec 30 17:02:55 CET 2013: 10: finished (953ms, 500cycles)
Mon Dec 30 17:02:55 CET 2013: 10: No solution found.
Mon Dec 30 17:02:57 CET 2013: 11: finished (1943ms, 500cycles)
Mon Dec 30 17:02:57 CET 2013: 11: No solution found.
Mon Dec 30 17:02:57 CET 2013: 12: finished (246ms, 81cycles)
Mon Dec 30 17:02:57 CET 2013: 12: Solution found.
Mon Dec 30 17:02:57 CET 2013: 13: finished (30ms, 15cycles)
Mon Dec 30 17:02:57 CET 2013: 13: Solution found.
Mon Dec 30 17:02:58 CET 2013: 14: finished (979ms, 500cycles)
Mon Dec 30 17:02:58 CET 2013: 14: No solution found.
Mon Dec 30 17:02:58 CET 2013: 15: finished (151ms, 74cycles)
Mon Dec 30 17:02:58 CET 2013: 15: Solution found.
Mon Dec 30 17:02:59 CET 2013: 16: finished (1008ms, 500cycles)
Mon Dec 30 17:02:59 CET 2013: 16: No solution found.
Mon Dec 30 17:03:00 CET 2013: 17: finished (951ms, 500cycles)
Mon Dec 30 17:03:00 CET 2013: 17: No solution found.
Mon Dec 30 17:03:01 CET 2013: 18: finished (934ms, 500cycles)
Mon Dec 30 17:03:01 CET 2013: 18: No solution found.
Mon Dec 30 17:03:02 CET 2013: 19: finished (1338ms, 362cycles)
Mon Dec 30 17:03:02 CET 2013: 19: Solution found.
Mon Dec 30 17:03:04 CET 2013: 20: finished (1980ms, 500cycles)
Mon Dec 30 17:03:04 CET 2013: 20: No solution found.
Mon Dec 30 17:03:05 CET 2013: 21: finished (1252ms, 500cycles)
Mon Dec 30 17:03:05 CET 2013: 21: No solution found.
Mon Dec 30 17:03:06 CET 2013: 22: finished (196ms, 60cycles)
Mon Dec 30 17:03:06 CET 2013: 22: Solution found.
Mon Dec 30 17:03:07 CET 2013: 23: finished (962ms, 500cycles)
Mon Dec 30 17:03:07 CET 2013: 23: No solution found.
Mon Dec 30 17:03:08 CET 2013: 24: finished (957ms, 500cycles)
Mon Dec 30 17:03:08 CET 2013: 24: No solution found.
Mon Dec 30 17:03:08 CET 2013: 25: finished (909ms, 500cycles)
Mon Dec 30 17:03:08 CET 2013: 25: No solution found.
Mon Dec 30 17:03:10 CET 2013: 26: finished (1325ms, 500cycles)
Mon Dec 30 17:03:10 CET 2013: 26: No solution found.
Mon Dec 30 17:03:11 CET 2013: 27: finished (1601ms, 500cycles)
Mon Dec 30 17:03:11 CET 2013: 27: No solution found.
