Mon Dec 30 04:49:36 CET 2013: Problem Count: 50
Mon Dec 30 04:49:36 CET 2013: CandidatesCount: 200
Mon Dec 30 04:49:36 CET 2013: Max Cycles: 500
Mon Dec 30 04:49:36 CET 2013: 0: finished (262ms, 41cycles)
Mon Dec 30 04:49:36 CET 2013: 0: Solution found.
Mon Dec 30 04:49:39 CET 2013: 1: finished (2777ms, 500cycles)
Mon Dec 30 04:49:39 CET 2013: 1: No solution found.
Mon Dec 30 04:49:40 CET 2013: 2: finished (1409ms, 500cycles)
Mon Dec 30 04:49:40 CET 2013: 2: No solution found.
Mon Dec 30 04:49:44 CET 2013: 3: finished (3507ms, 449cycles)
Mon Dec 30 04:49:44 CET 2013: 3: Solution found.
Mon Dec 30 04:49:44 CET 2013: 4: finished (483ms, 39cycles)
Mon Dec 30 04:49:44 CET 2013: 4: Solution found.
Mon Dec 30 04:49:48 CET 2013: 5: finished (3908ms, 500cycles)
Mon Dec 30 04:49:48 CET 2013: 5: No solution found.
Mon Dec 30 04:49:49 CET 2013: 6: finished (1474ms, 500cycles)
Mon Dec 30 04:49:49 CET 2013: 6: No solution found.
Mon Dec 30 04:49:52 CET 2013: 7: finished (2805ms, 500cycles)
Mon Dec 30 04:49:52 CET 2013: 7: No solution found.
Mon Dec 30 04:49:54 CET 2013: 8: finished (1440ms, 297cycles)
Mon Dec 30 04:49:54 CET 2013: 8: Solution found.
Mon Dec 30 04:49:55 CET 2013: 9: finished (1692ms, 335cycles)
Mon Dec 30 04:49:55 CET 2013: 9: Solution found.
Mon Dec 30 04:49:57 CET 2013: 10: finished (1626ms, 500cycles)
Mon Dec 30 04:49:57 CET 2013: 10: No solution found.
Mon Dec 30 04:49:58 CET 2013: 11: finished (1376ms, 500cycles)
Mon Dec 30 04:49:58 CET 2013: 11: No solution found.
Mon Dec 30 04:49:58 CET 2013: 12: finished (11ms, 3cycles)
Mon Dec 30 04:49:58 CET 2013: 12: Solution found.
Mon Dec 30 04:50:01 CET 2013: 13: finished (3068ms, 500cycles)
Mon Dec 30 04:50:01 CET 2013: 13: No solution found.
Mon Dec 30 04:50:04 CET 2013: 14: finished (2520ms, 500cycles)
Mon Dec 30 04:50:04 CET 2013: 14: No solution found.
Mon Dec 30 04:50:05 CET 2013: 15: finished (1441ms, 500cycles)
Mon Dec 30 04:50:05 CET 2013: 15: No solution found.
Mon Dec 30 04:50:07 CET 2013: 16: finished (1327ms, 500cycles)
Mon Dec 30 04:50:07 CET 2013: 16: No solution found.
Mon Dec 30 04:50:09 CET 2013: 17: finished (2471ms, 500cycles)
Mon Dec 30 04:50:09 CET 2013: 17: No solution found.
Mon Dec 30 04:50:14 CET 2013: 18: finished (5309ms, 500cycles)
Mon Dec 30 04:50:14 CET 2013: 18: No solution found.
Mon Dec 30 04:50:17 CET 2013: 19: finished (2863ms, 500cycles)
Mon Dec 30 04:50:17 CET 2013: 19: No solution found.
Mon Dec 30 04:50:18 CET 2013: 20: finished (963ms, 199cycles)
Mon Dec 30 04:50:18 CET 2013: 20: Solution found.
Mon Dec 30 04:50:21 CET 2013: 21: finished (2883ms, 500cycles)
Mon Dec 30 04:50:21 CET 2013: 21: No solution found.
Mon Dec 30 04:50:21 CET 2013: 22: finished (200ms, 63cycles)
Mon Dec 30 04:50:21 CET 2013: 22: Solution found.
Mon Dec 30 04:50:23 CET 2013: 23: finished (1345ms, 500cycles)
Mon Dec 30 04:50:23 CET 2013: 23: No solution found.
Mon Dec 30 04:50:23 CET 2013: 24: finished (343ms, 77cycles)
Mon Dec 30 04:50:23 CET 2013: 24: Solution found.
Mon Dec 30 04:50:26 CET 2013: 25: finished (2793ms, 500cycles)
Mon Dec 30 04:50:26 CET 2013: 25: No solution found.
Mon Dec 30 04:50:28 CET 2013: 26: finished (1823ms, 500cycles)
Mon Dec 30 04:50:28 CET 2013: 26: No solution found.
Mon Dec 30 04:50:29 CET 2013: 27: finished (1387ms, 500cycles)
Mon Dec 30 04:50:29 CET 2013: 27: No solution found.
Mon Dec 30 04:50:32 CET 2013: 28: finished (2892ms, 500cycles)
Mon Dec 30 04:50:32 CET 2013: 28: No solution found.
Mon Dec 30 04:50:35 CET 2013: 29: finished (2734ms, 500cycles)
Mon Dec 30 04:50:35 CET 2013: 29: No solution found.
Mon Dec 30 04:50:37 CET 2013: 30: finished (1870ms, 500cycles)
Mon Dec 30 04:50:37 CET 2013: 30: No solution found.
Mon Dec 30 04:50:39 CET 2013: 31: finished (2381ms, 500cycles)
Mon Dec 30 04:50:39 CET 2013: 31: No solution found.
Mon Dec 30 04:50:40 CET 2013: 32: finished (1306ms, 500cycles)
Mon Dec 30 04:50:40 CET 2013: 32: No solution found.
Mon Dec 30 04:50:43 CET 2013: 33: finished (2883ms, 500cycles)
Mon Dec 30 04:50:43 CET 2013: 33: No solution found.
Mon Dec 30 04:50:44 CET 2013: 34: finished (1353ms, 500cycles)
Mon Dec 30 04:50:44 CET 2013: 34: No solution found.
Mon Dec 30 04:50:47 CET 2013: 35: finished (2759ms, 500cycles)
Mon Dec 30 04:50:47 CET 2013: 35: No solution found.
Mon Dec 30 04:50:49 CET 2013: 36: finished (1807ms, 500cycles)
Mon Dec 30 04:50:49 CET 2013: 36: No solution found.
Mon Dec 30 04:50:50 CET 2013: 37: finished (1417ms, 500cycles)
Mon Dec 30 04:50:50 CET 2013: 37: No solution found.
Mon Dec 30 04:50:53 CET 2013: 38: finished (2167ms, 500cycles)
Mon Dec 30 04:50:53 CET 2013: 38: No solution found.
Mon Dec 30 04:50:56 CET 2013: 39: finished (3023ms, 500cycles)
Mon Dec 30 04:50:56 CET 2013: 39: No solution found.
Mon Dec 30 04:50:56 CET 2013: 40: finished (431ms, 146cycles)
Mon Dec 30 04:50:56 CET 2013: 40: Solution found.
Mon Dec 30 04:50:58 CET 2013: 41: finished (2387ms, 500cycles)
Mon Dec 30 04:50:58 CET 2013: 41: No solution found.
Mon Dec 30 04:51:00 CET 2013: 42: finished (1441ms, 500cycles)
Mon Dec 30 04:51:00 CET 2013: 42: No solution found.
Mon Dec 30 04:51:02 CET 2013: 43: finished (2503ms, 500cycles)
Mon Dec 30 04:51:02 CET 2013: 43: No solution found.
Mon Dec 30 04:51:05 CET 2013: 44: finished (2690ms, 500cycles)
Mon Dec 30 04:51:05 CET 2013: 44: No solution found.
Mon Dec 30 04:51:08 CET 2013: 45: finished (2608ms, 500cycles)
Mon Dec 30 04:51:08 CET 2013: 45: No solution found.
Mon Dec 30 04:51:10 CET 2013: 46: finished (2284ms, 500cycles)
Mon Dec 30 04:51:10 CET 2013: 46: No solution found.
Mon Dec 30 04:51:12 CET 2013: 47: finished (1912ms, 500cycles)
Mon Dec 30 04:51:12 CET 2013: 47: No solution found.
Mon Dec 30 04:51:16 CET 2013: 48: finished (3899ms, 500cycles)
Mon Dec 30 04:51:16 CET 2013: 48: No solution found.
Mon Dec 30 04:51:20 CET 2013: 49: finished (3977ms, 500cycles)
Mon Dec 30 04:51:20 CET 2013: 49: No solution found.
Mon Dec 30 04:51:23 CET 2013: 50: finished (2746ms, 500cycles)
Mon Dec 30 04:51:23 CET 2013: 50: No solution found.
Mon Dec 30 04:51:24 CET 2013: 51: finished (1779ms, 500cycles)
Mon Dec 30 04:51:24 CET 2013: 51: No solution found.
Mon Dec 30 04:51:26 CET 2013: 52: finished (1548ms, 500cycles)
Mon Dec 30 04:51:26 CET 2013: 52: No solution found.
Mon Dec 30 04:51:28 CET 2013: 53: finished (2473ms, 500cycles)
Mon Dec 30 04:51:28 CET 2013: 53: No solution found.
Mon Dec 30 04:51:30 CET 2013: 54: finished (1458ms, 500cycles)
Mon Dec 30 04:51:30 CET 2013: 54: No solution found.
Mon Dec 30 04:51:31 CET 2013: 55: finished (1419ms, 500cycles)
Mon Dec 30 04:51:31 CET 2013: 55: No solution found.
Mon Dec 30 04:51:33 CET 2013: 56: finished (1984ms, 500cycles)
Mon Dec 30 04:51:33 CET 2013: 56: No solution found.
Mon Dec 30 04:51:36 CET 2013: 57: finished (2503ms, 500cycles)
Mon Dec 30 04:51:36 CET 2013: 57: No solution found.
Mon Dec 30 04:51:37 CET 2013: 58: finished (1754ms, 500cycles)
Mon Dec 30 04:51:37 CET 2013: 58: No solution found.
Mon Dec 30 04:51:40 CET 2013: 59: finished (2776ms, 500cycles)
Mon Dec 30 04:51:40 CET 2013: 59: No solution found.
Mon Dec 30 04:51:43 CET 2013: 60: finished (2864ms, 500cycles)
Mon Dec 30 04:51:43 CET 2013: 60: No solution found.
Mon Dec 30 04:51:48 CET 2013: 61: finished (4872ms, 500cycles)
Mon Dec 30 04:51:48 CET 2013: 61: No solution found.
Mon Dec 30 04:51:48 CET 2013: 62: finished (271ms, 33cycles)
Mon Dec 30 04:51:48 CET 2013: 62: Solution found.
Mon Dec 30 04:51:51 CET 2013: 63: finished (2863ms, 500cycles)
Mon Dec 30 04:51:51 CET 2013: 63: No solution found.
Mon Dec 30 04:51:52 CET 2013: 64: finished (1230ms, 500cycles)
Mon Dec 30 04:51:52 CET 2013: 64: No solution found.
Mon Dec 30 04:51:55 CET 2013: 65: finished (2276ms, 500cycles)
Mon Dec 30 04:51:55 CET 2013: 65: No solution found.
Mon Dec 30 04:51:56 CET 2013: 66: finished (1361ms, 500cycles)
Mon Dec 30 04:51:56 CET 2013: 66: No solution found.
Mon Dec 30 04:51:59 CET 2013: 67: finished (2889ms, 500cycles)
Mon Dec 30 04:51:59 CET 2013: 67: No solution found.
Mon Dec 30 04:52:00 CET 2013: 68: finished (1361ms, 500cycles)
Mon Dec 30 04:52:00 CET 2013: 68: No solution found.
Mon Dec 30 04:52:02 CET 2013: 69: finished (1343ms, 500cycles)
Mon Dec 30 04:52:02 CET 2013: 69: No solution found.
Mon Dec 30 04:52:03 CET 2013: 70: finished (1384ms, 500cycles)
Mon Dec 30 04:52:03 CET 2013: 70: No solution found.
Mon Dec 30 04:52:06 CET 2013: 71: finished (2929ms, 500cycles)
Mon Dec 30 04:52:06 CET 2013: 71: No solution found.
Mon Dec 30 04:52:08 CET 2013: 72: finished (2569ms, 500cycles)
Mon Dec 30 04:52:08 CET 2013: 72: No solution found.
Mon Dec 30 04:52:11 CET 2013: 73: finished (2601ms, 500cycles)
Mon Dec 30 04:52:11 CET 2013: 73: No solution found.
Mon Dec 30 04:52:14 CET 2013: 74: finished (2666ms, 500cycles)
Mon Dec 30 04:52:14 CET 2013: 74: No solution found.
Mon Dec 30 04:52:16 CET 2013: 75: finished (2343ms, 500cycles)
Mon Dec 30 04:52:16 CET 2013: 75: No solution found.
Mon Dec 30 04:52:17 CET 2013: 76: finished (1237ms, 500cycles)
Mon Dec 30 04:52:17 CET 2013: 76: No solution found.
Mon Dec 30 04:52:20 CET 2013: 77: finished (3017ms, 500cycles)
Mon Dec 30 04:52:20 CET 2013: 77: No solution found.
Mon Dec 30 04:52:23 CET 2013: 78: finished (2641ms, 500cycles)
Mon Dec 30 04:52:23 CET 2013: 78: No solution found.
Mon Dec 30 04:52:26 CET 2013: 79: finished (2689ms, 500cycles)
Mon Dec 30 04:52:26 CET 2013: 79: No solution found.
Mon Dec 30 04:52:27 CET 2013: 80: finished (1235ms, 500cycles)
Mon Dec 30 04:52:27 CET 2013: 80: No solution found.
Mon Dec 30 04:52:28 CET 2013: 81: finished (1439ms, 500cycles)
Mon Dec 30 04:52:28 CET 2013: 81: No solution found.
Mon Dec 30 04:52:30 CET 2013: 82: finished (1251ms, 500cycles)
Mon Dec 30 04:52:30 CET 2013: 82: No solution found.
Mon Dec 30 04:52:30 CET 2013: 83: finished (84ms, 26cycles)
Mon Dec 30 04:52:30 CET 2013: 83: Solution found.
Mon Dec 30 04:52:32 CET 2013: 84: finished (2506ms, 500cycles)
Mon Dec 30 04:52:32 CET 2013: 84: No solution found.
Mon Dec 30 04:52:34 CET 2013: 85: finished (1436ms, 500cycles)
Mon Dec 30 04:52:34 CET 2013: 85: No solution found.
Mon Dec 30 04:52:35 CET 2013: 86: finished (1332ms, 500cycles)
Mon Dec 30 04:52:35 CET 2013: 86: No solution found.
Mon Dec 30 04:52:38 CET 2013: 87: finished (2751ms, 500cycles)
Mon Dec 30 04:52:38 CET 2013: 87: No solution found.
Mon Dec 30 04:52:39 CET 2013: 88: finished (1327ms, 500cycles)
Mon Dec 30 04:52:39 CET 2013: 88: No solution found.
Mon Dec 30 04:52:44 CET 2013: 89: finished (4592ms, 500cycles)
Mon Dec 30 04:52:44 CET 2013: 89: No solution found.
Mon Dec 30 04:52:46 CET 2013: 90: finished (2715ms, 500cycles)
Mon Dec 30 04:52:46 CET 2013: 90: No solution found.
Mon Dec 30 04:52:48 CET 2013: 91: finished (1782ms, 500cycles)
Mon Dec 30 04:52:48 CET 2013: 91: No solution found.
Mon Dec 30 04:52:51 CET 2013: 92: finished (3000ms, 500cycles)
Mon Dec 30 04:52:51 CET 2013: 92: No solution found.
Mon Dec 30 04:52:54 CET 2013: 93: finished (2634ms, 500cycles)
Mon Dec 30 04:52:54 CET 2013: 93: No solution found.
Mon Dec 30 04:52:56 CET 2013: 94: finished (2766ms, 500cycles)
Mon Dec 30 04:52:56 CET 2013: 94: No solution found.
Mon Dec 30 04:52:59 CET 2013: 95: finished (2660ms, 500cycles)
Mon Dec 30 04:52:59 CET 2013: 95: No solution found.
Mon Dec 30 04:52:59 CET 2013: 96: finished (266ms, 79cycles)
Mon Dec 30 04:52:59 CET 2013: 96: Solution found.
Mon Dec 30 04:53:01 CET 2013: 97: finished (1357ms, 500cycles)
Mon Dec 30 04:53:01 CET 2013: 97: No solution found.
Mon Dec 30 04:53:02 CET 2013: 98: finished (1148ms, 294cycles)
Mon Dec 30 04:53:02 CET 2013: 98: Solution found.
Mon Dec 30 04:53:07 CET 2013: 99: finished (5549ms, 500cycles)
Mon Dec 30 04:53:07 CET 2013: 99: No solution found.
Mon Dec 30 04:53:07 CET 2013: Solution Found: 14
Mon Dec 30 04:53:07 CET 2013: Avg cycles: 148
Mon Dec 30 04:53:07 CET 2013: Max cycles: 449
Mon Dec 30 04:53:07 CET 2013: Min cycles: 3
Mon Dec 30 04:53:07 CET 2013: No solution found: 86
Mon Dec 30 04:53:07 CET 2013: logging finished. (runtime: 211934ms)
