Fri Dec 27 01:07:48 CET 2013: Problem Count: 50
Fri Dec 27 01:07:48 CET 2013: CandidatesCount: 100
Fri Dec 27 01:07:48 CET 2013: Max Cycles: 500
Fri Dec 27 01:07:49 CET 2013: 0: finished (955ms, 500cycles)
Fri Dec 27 01:07:49 CET 2013: 0: No solution found.
Fri Dec 27 01:07:50 CET 2013: 1: finished (752ms, 500cycles)
Fri Dec 27 01:07:50 CET 2013: 1: No solution found.
Fri Dec 27 01:07:50 CET 2013: 2: finished (85ms, 58cycles)
Fri Dec 27 01:07:50 CET 2013: 2: Solution found.
Fri Dec 27 01:07:51 CET 2013: 3: finished (714ms, 500cycles)
Fri Dec 27 01:07:51 CET 2013: 3: No solution found.
Fri Dec 27 01:07:51 CET 2013: 4: finished (632ms, 500cycles)
Fri Dec 27 01:07:51 CET 2013: 4: No solution found.
Fri Dec 27 01:07:52 CET 2013: 5: finished (705ms, 500cycles)
Fri Dec 27 01:07:52 CET 2013: 5: No solution found.
Fri Dec 27 01:07:53 CET 2013: 6: finished (696ms, 500cycles)
Fri Dec 27 01:07:53 CET 2013: 6: No solution found.
Fri Dec 27 01:07:54 CET 2013: 7: finished (744ms, 500cycles)
Fri Dec 27 01:07:54 CET 2013: 7: No solution found.
Fri Dec 27 01:07:54 CET 2013: 8: finished (707ms, 500cycles)
Fri Dec 27 01:07:54 CET 2013: 8: No solution found.
Fri Dec 27 01:07:55 CET 2013: 9: finished (659ms, 500cycles)
Fri Dec 27 01:07:55 CET 2013: 9: No solution found.
Fri Dec 27 01:07:56 CET 2013: 10: finished (1419ms, 500cycles)
Fri Dec 27 01:07:56 CET 2013: 10: No solution found.
Fri Dec 27 01:07:58 CET 2013: 11: finished (1863ms, 500cycles)
Fri Dec 27 01:07:58 CET 2013: 11: No solution found.
Fri Dec 27 01:08:00 CET 2013: 12: finished (1653ms, 500cycles)
Fri Dec 27 01:08:00 CET 2013: 12: No solution found.
Fri Dec 27 01:08:00 CET 2013: 13: finished (63ms, 36cycles)
Fri Dec 27 01:08:00 CET 2013: 13: Solution found.
