Mon May 19 19:29:12 CEST 2014: Problem Count: 50
Mon May 19 19:29:12 CEST 2014: CandidatesCount: 100
Mon May 19 19:29:12 CEST 2014: Max Cycles: 500
Mon May 19 19:29:13 CEST 2014: 0: finished (1677ms, 500cycles)
Mon May 19 19:29:13 CEST 2014: 0: No solution found.
Mon May 19 19:29:14 CEST 2014: 1: finished (606ms, 500cycles)
Mon May 19 19:29:14 CEST 2014: 1: No solution found.
Mon May 19 19:29:15 CEST 2014: 2: finished (1416ms, 500cycles)
Mon May 19 19:29:15 CEST 2014: 2: No solution found.
Mon May 19 19:29:17 CEST 2014: 3: finished (1163ms, 500cycles)
Mon May 19 19:29:17 CEST 2014: 3: No solution found.
Mon May 19 19:29:17 CEST 2014: 4: finished (369ms, 150cycles)
Mon May 19 19:29:17 CEST 2014: 4: Solution found.
Mon May 19 19:29:18 CEST 2014: 5: finished (1218ms, 500cycles)
Mon May 19 19:29:18 CEST 2014: 5: No solution found.
Mon May 19 19:29:19 CEST 2014: 6: finished (1213ms, 500cycles)
Mon May 19 19:29:19 CEST 2014: 6: No solution found.
Mon May 19 19:29:21 CEST 2014: 7: finished (1367ms, 500cycles)
Mon May 19 19:29:21 CEST 2014: 7: No solution found.
Mon May 19 19:29:22 CEST 2014: 8: finished (1172ms, 500cycles)
Mon May 19 19:29:22 CEST 2014: 8: No solution found.
Mon May 19 19:29:23 CEST 2014: 9: finished (936ms, 500cycles)
Mon May 19 19:29:23 CEST 2014: 9: No solution found.
Mon May 19 19:29:24 CEST 2014: 10: finished (1350ms, 500cycles)
Mon May 19 19:29:24 CEST 2014: 10: No solution found.
Mon May 19 19:29:24 CEST 2014: 11: finished (181ms, 96cycles)
Mon May 19 19:29:24 CEST 2014: 11: Solution found.
Mon May 19 19:29:25 CEST 2014: 12: finished (997ms, 500cycles)
Mon May 19 19:29:25 CEST 2014: 12: No solution found.
Mon May 19 19:29:26 CEST 2014: 13: finished (676ms, 500cycles)
Mon May 19 19:29:26 CEST 2014: 13: No solution found.
Mon May 19 19:29:27 CEST 2014: 14: finished (721ms, 500cycles)
Mon May 19 19:29:27 CEST 2014: 14: No solution found.
Mon May 19 19:29:27 CEST 2014: 15: finished (659ms, 500cycles)
Mon May 19 19:29:27 CEST 2014: 15: No solution found.
Mon May 19 19:29:28 CEST 2014: 16: finished (655ms, 500cycles)
Mon May 19 19:29:28 CEST 2014: 16: No solution found.
Mon May 19 19:29:29 CEST 2014: 17: finished (1105ms, 500cycles)
Mon May 19 19:29:29 CEST 2014: 17: No solution found.
Mon May 19 19:29:30 CEST 2014: 18: finished (629ms, 500cycles)
Mon May 19 19:29:30 CEST 2014: 18: No solution found.
Mon May 19 19:29:30 CEST 2014: 19: finished (656ms, 500cycles)
Mon May 19 19:29:30 CEST 2014: 19: No solution found.
Mon May 19 19:29:31 CEST 2014: 20: finished (595ms, 500cycles)
Mon May 19 19:29:31 CEST 2014: 20: No solution found.
Mon May 19 19:29:32 CEST 2014: 21: finished (655ms, 500cycles)
Mon May 19 19:29:32 CEST 2014: 21: No solution found.
Mon May 19 19:29:33 CEST 2014: 22: finished (908ms, 500cycles)
Mon May 19 19:29:33 CEST 2014: 22: No solution found.
Mon May 19 19:29:34 CEST 2014: 23: finished (921ms, 500cycles)
Mon May 19 19:29:34 CEST 2014: 23: No solution found.
Mon May 19 19:29:34 CEST 2014: 24: finished (706ms, 500cycles)
Mon May 19 19:29:34 CEST 2014: 24: No solution found.
Mon May 19 19:29:35 CEST 2014: 25: finished (632ms, 500cycles)
Mon May 19 19:29:35 CEST 2014: 25: No solution found.
Mon May 19 19:29:37 CEST 2014: 26: finished (1606ms, 500cycles)
Mon May 19 19:29:37 CEST 2014: 26: No solution found.
Mon May 19 19:29:39 CEST 2014: 27: finished (2418ms, 500cycles)
Mon May 19 19:29:39 CEST 2014: 27: No solution found.
Mon May 19 19:29:40 CEST 2014: 28: finished (1061ms, 500cycles)
Mon May 19 19:29:40 CEST 2014: 28: No solution found.
Mon May 19 19:29:41 CEST 2014: 29: finished (599ms, 500cycles)
Mon May 19 19:29:41 CEST 2014: 29: No solution found.
Mon May 19 19:29:42 CEST 2014: 30: finished (1111ms, 500cycles)
Mon May 19 19:29:42 CEST 2014: 30: No solution found.
Mon May 19 19:29:43 CEST 2014: 31: finished (1161ms, 500cycles)
Mon May 19 19:29:43 CEST 2014: 31: No solution found.
Mon May 19 19:29:44 CEST 2014: 32: finished (1436ms, 500cycles)
Mon May 19 19:29:44 CEST 2014: 32: No solution found.
Mon May 19 19:29:45 CEST 2014: 33: finished (668ms, 500cycles)
Mon May 19 19:29:45 CEST 2014: 33: No solution found.
Mon May 19 19:29:46 CEST 2014: 34: finished (1321ms, 500cycles)
Mon May 19 19:29:46 CEST 2014: 34: No solution found.
Mon May 19 19:29:47 CEST 2014: 35: finished (933ms, 500cycles)
Mon May 19 19:29:47 CEST 2014: 35: No solution found.
Mon May 19 19:29:48 CEST 2014: 36: finished (582ms, 500cycles)
Mon May 19 19:29:48 CEST 2014: 36: No solution found.
Mon May 19 19:29:48 CEST 2014: 37: finished (617ms, 500cycles)
Mon May 19 19:29:48 CEST 2014: 37: No solution found.
Mon May 19 19:29:50 CEST 2014: 38: finished (1599ms, 500cycles)
Mon May 19 19:29:50 CEST 2014: 38: No solution found.
Mon May 19 19:29:51 CEST 2014: 39: finished (1238ms, 500cycles)
Mon May 19 19:29:51 CEST 2014: 39: No solution found.
Mon May 19 19:29:52 CEST 2014: 40: finished (1201ms, 500cycles)
Mon May 19 19:29:52 CEST 2014: 40: No solution found.
Mon May 19 19:29:53 CEST 2014: 41: finished (909ms, 500cycles)
Mon May 19 19:29:53 CEST 2014: 41: No solution found.
Mon May 19 19:29:55 CEST 2014: 42: finished (1491ms, 500cycles)
Mon May 19 19:29:55 CEST 2014: 42: No solution found.
Mon May 19 19:29:55 CEST 2014: 43: finished (465ms, 222cycles)
Mon May 19 19:29:55 CEST 2014: 43: Solution found.
Mon May 19 19:29:56 CEST 2014: 44: finished (929ms, 500cycles)
Mon May 19 19:29:56 CEST 2014: 44: No solution found.
Mon May 19 19:29:57 CEST 2014: 45: finished (692ms, 500cycles)
Mon May 19 19:29:57 CEST 2014: 45: No solution found.
Mon May 19 19:29:58 CEST 2014: 46: finished (1319ms, 500cycles)
Mon May 19 19:29:58 CEST 2014: 46: No solution found.
Mon May 19 19:29:59 CEST 2014: 47: finished (679ms, 500cycles)
Mon May 19 19:29:59 CEST 2014: 47: No solution found.
Mon May 19 19:30:00 CEST 2014: 48: finished (1296ms, 500cycles)
Mon May 19 19:30:00 CEST 2014: 48: No solution found.
Mon May 19 19:30:00 CEST 2014: 49: finished (39ms, 27cycles)
Mon May 19 19:30:00 CEST 2014: 49: Solution found.
Mon May 19 19:30:01 CEST 2014: 50: finished (632ms, 500cycles)
Mon May 19 19:30:01 CEST 2014: 50: No solution found.
Mon May 19 19:30:02 CEST 2014: 51: finished (687ms, 500cycles)
Mon May 19 19:30:02 CEST 2014: 51: No solution found.
Mon May 19 19:30:02 CEST 2014: 52: finished (805ms, 500cycles)
Mon May 19 19:30:02 CEST 2014: 52: No solution found.
Mon May 19 19:30:03 CEST 2014: 53: finished (630ms, 500cycles)
Mon May 19 19:30:03 CEST 2014: 53: No solution found.
Mon May 19 19:30:04 CEST 2014: 54: finished (625ms, 500cycles)
Mon May 19 19:30:04 CEST 2014: 54: No solution found.
Mon May 19 19:30:04 CEST 2014: 55: finished (608ms, 500cycles)
Mon May 19 19:30:04 CEST 2014: 55: No solution found.
Mon May 19 19:30:05 CEST 2014: 56: finished (633ms, 500cycles)
Mon May 19 19:30:05 CEST 2014: 56: No solution found.
Mon May 19 19:30:06 CEST 2014: 57: finished (920ms, 500cycles)
Mon May 19 19:30:06 CEST 2014: 57: No solution found.
