Sat Dec 28 06:49:54 CET 2013: Problem Count: 100
Sat Dec 28 06:49:54 CET 2013: CandidatesCount: 250
Sat Dec 28 06:49:54 CET 2013: Max Cycles: 250
Sat Dec 28 06:50:10 CET 2013: 0: finished (15440ms, 250cycles)
Sat Dec 28 06:50:10 CET 2013: 0: No solution found.
Sat Dec 28 06:50:25 CET 2013: 1: finished (15500ms, 250cycles)
Sat Dec 28 06:50:25 CET 2013: 1: No solution found.
Sat Dec 28 06:50:32 CET 2013: 2: finished (6507ms, 103cycles)
Sat Dec 28 06:50:32 CET 2013: 2: Solution found.
Sat Dec 28 06:50:47 CET 2013: 3: finished (14721ms, 250cycles)
Sat Dec 28 06:50:47 CET 2013: 3: No solution found.
Sat Dec 28 06:50:49 CET 2013: 4: finished (2421ms, 36cycles)
Sat Dec 28 06:50:49 CET 2013: 4: Solution found.
Sat Dec 28 06:51:04 CET 2013: 5: finished (15497ms, 250cycles)
Sat Dec 28 06:51:04 CET 2013: 5: No solution found.
Sat Dec 28 06:51:20 CET 2013: 6: finished (15078ms, 250cycles)
Sat Dec 28 06:51:20 CET 2013: 6: No solution found.
Sat Dec 28 06:51:35 CET 2013: 7: finished (15510ms, 250cycles)
Sat Dec 28 06:51:35 CET 2013: 7: No solution found.
Sat Dec 28 06:51:51 CET 2013: 8: finished (15504ms, 250cycles)
Sat Dec 28 06:51:51 CET 2013: 8: No solution found.
Sat Dec 28 06:52:06 CET 2013: 9: finished (14947ms, 250cycles)
Sat Dec 28 06:52:06 CET 2013: 9: No solution found.
Sat Dec 28 06:52:21 CET 2013: 10: finished (15320ms, 250cycles)
Sat Dec 28 06:52:21 CET 2013: 10: No solution found.
Sat Dec 28 06:52:26 CET 2013: 11: finished (5120ms, 80cycles)
Sat Dec 28 06:52:26 CET 2013: 11: Solution found.
Sat Dec 28 06:52:41 CET 2013: 12: finished (14889ms, 250cycles)
Sat Dec 28 06:52:41 CET 2013: 12: No solution found.
Sat Dec 28 06:52:56 CET 2013: 13: finished (15102ms, 250cycles)
Sat Dec 28 06:52:56 CET 2013: 13: No solution found.
Sat Dec 28 06:53:11 CET 2013: 14: finished (14843ms, 250cycles)
Sat Dec 28 06:53:11 CET 2013: 14: No solution found.
Sat Dec 28 06:53:25 CET 2013: 15: finished (14642ms, 250cycles)
Sat Dec 28 06:53:25 CET 2013: 15: No solution found.
Sat Dec 28 06:53:40 CET 2013: 16: finished (14671ms, 250cycles)
Sat Dec 28 06:53:40 CET 2013: 16: No solution found.
Sat Dec 28 06:53:55 CET 2013: 17: finished (15115ms, 250cycles)
Sat Dec 28 06:53:55 CET 2013: 17: No solution found.
Sat Dec 28 06:54:10 CET 2013: 18: finished (14401ms, 250cycles)
Sat Dec 28 06:54:10 CET 2013: 18: No solution found.
Sat Dec 28 06:54:25 CET 2013: 19: finished (15132ms, 250cycles)
Sat Dec 28 06:54:25 CET 2013: 19: No solution found.
Sat Dec 28 06:54:39 CET 2013: 20: finished (14595ms, 250cycles)
Sat Dec 28 06:54:39 CET 2013: 20: No solution found.
Sat Dec 28 06:54:54 CET 2013: 21: finished (14825ms, 250cycles)
Sat Dec 28 06:54:54 CET 2013: 21: No solution found.
Sat Dec 28 06:55:09 CET 2013: 22: finished (14368ms, 250cycles)
Sat Dec 28 06:55:09 CET 2013: 22: No solution found.
