Mon Dec 30 16:15:46 CET 2013: Problem Count: 100
Mon Dec 30 16:15:46 CET 2013: CandidatesCount: 50
Mon Dec 30 16:15:46 CET 2013: Max Cycles: 500
Mon Dec 30 16:15:47 CET 2013: 0: finished (1042ms, 500cycles)
Mon Dec 30 16:15:47 CET 2013: 0: No solution found.
Mon Dec 30 16:15:48 CET 2013: 1: finished (939ms, 500cycles)
Mon Dec 30 16:15:48 CET 2013: 1: No solution found.
Mon Dec 30 16:15:49 CET 2013: 2: finished (896ms, 500cycles)
Mon Dec 30 16:15:49 CET 2013: 2: No solution found.
Mon Dec 30 16:15:50 CET 2013: 3: finished (1237ms, 500cycles)
Mon Dec 30 16:15:50 CET 2013: 3: No solution found.
Mon Dec 30 16:15:51 CET 2013: 4: finished (921ms, 500cycles)
Mon Dec 30 16:15:51 CET 2013: 4: No solution found.
Mon Dec 30 16:15:52 CET 2013: 5: finished (887ms, 500cycles)
Mon Dec 30 16:15:52 CET 2013: 5: No solution found.
Mon Dec 30 16:15:53 CET 2013: 6: finished (905ms, 500cycles)
Mon Dec 30 16:15:53 CET 2013: 6: No solution found.
Mon Dec 30 16:15:54 CET 2013: 7: finished (786ms, 500cycles)
Mon Dec 30 16:15:54 CET 2013: 7: No solution found.
Mon Dec 30 16:15:55 CET 2013: 8: finished (1162ms, 500cycles)
Mon Dec 30 16:15:55 CET 2013: 8: No solution found.
Mon Dec 30 16:15:56 CET 2013: 9: finished (862ms, 500cycles)
Mon Dec 30 16:15:56 CET 2013: 9: No solution found.
Mon Dec 30 16:15:57 CET 2013: 10: finished (883ms, 500cycles)
Mon Dec 30 16:15:57 CET 2013: 10: No solution found.
Mon Dec 30 16:15:58 CET 2013: 11: finished (899ms, 500cycles)
Mon Dec 30 16:15:58 CET 2013: 11: No solution found.
Mon Dec 30 16:15:59 CET 2013: 12: finished (945ms, 500cycles)
Mon Dec 30 16:15:59 CET 2013: 12: No solution found.
Mon Dec 30 16:16:00 CET 2013: 13: finished (1383ms, 500cycles)
Mon Dec 30 16:16:00 CET 2013: 13: No solution found.
Mon Dec 30 16:16:01 CET 2013: 14: finished (903ms, 500cycles)
Mon Dec 30 16:16:01 CET 2013: 14: No solution found.
Mon Dec 30 16:16:02 CET 2013: 15: finished (912ms, 500cycles)
Mon Dec 30 16:16:02 CET 2013: 15: No solution found.
Mon Dec 30 16:16:03 CET 2013: 16: finished (1346ms, 500cycles)
Mon Dec 30 16:16:03 CET 2013: 16: No solution found.
Mon Dec 30 16:16:04 CET 2013: 17: finished (832ms, 500cycles)
Mon Dec 30 16:16:04 CET 2013: 17: No solution found.
Mon Dec 30 16:16:05 CET 2013: 18: finished (1314ms, 500cycles)
Mon Dec 30 16:16:05 CET 2013: 18: No solution found.
Mon Dec 30 16:16:06 CET 2013: 19: finished (807ms, 500cycles)
Mon Dec 30 16:16:06 CET 2013: 19: No solution found.
Mon Dec 30 16:16:07 CET 2013: 20: finished (933ms, 357cycles)
Mon Dec 30 16:16:07 CET 2013: 20: Solution found.
Mon Dec 30 16:16:08 CET 2013: 21: finished (865ms, 500cycles)
Mon Dec 30 16:16:08 CET 2013: 21: No solution found.
Mon Dec 30 16:16:09 CET 2013: 22: finished (929ms, 500cycles)
Mon Dec 30 16:16:09 CET 2013: 22: No solution found.
Mon Dec 30 16:16:10 CET 2013: 23: finished (865ms, 500cycles)
Mon Dec 30 16:16:10 CET 2013: 23: No solution found.
Mon Dec 30 16:16:11 CET 2013: 24: finished (859ms, 500cycles)
Mon Dec 30 16:16:11 CET 2013: 24: No solution found.
Mon Dec 30 16:16:11 CET 2013: 25: finished (903ms, 500cycles)
Mon Dec 30 16:16:11 CET 2013: 25: No solution found.
Mon Dec 30 16:16:12 CET 2013: 26: finished (880ms, 500cycles)
Mon Dec 30 16:16:12 CET 2013: 26: No solution found.
Mon Dec 30 16:16:13 CET 2013: 27: finished (883ms, 500cycles)
Mon Dec 30 16:16:13 CET 2013: 27: No solution found.
Mon Dec 30 16:16:13 CET 2013: 28: finished (147ms, 79cycles)
Mon Dec 30 16:16:13 CET 2013: 28: Solution found.
Mon Dec 30 16:16:14 CET 2013: 29: finished (842ms, 500cycles)
Mon Dec 30 16:16:14 CET 2013: 29: No solution found.
Mon Dec 30 16:16:15 CET 2013: 30: finished (851ms, 500cycles)
Mon Dec 30 16:16:15 CET 2013: 30: No solution found.
Mon Dec 30 16:16:16 CET 2013: 31: finished (883ms, 500cycles)
Mon Dec 30 16:16:16 CET 2013: 31: No solution found.
Mon Dec 30 16:16:17 CET 2013: 32: finished (861ms, 500cycles)
Mon Dec 30 16:16:17 CET 2013: 32: No solution found.
