Mon Dec 30 14:29:37 CET 2013: Problem Count: 150
Mon Dec 30 14:29:37 CET 2013: CandidatesCount: 100
Mon Dec 30 14:29:37 CET 2013: Max Cycles: 500
Mon Dec 30 14:33:20 CET 2013: 31: No solution found.
Mon Dec 30 14:33:26 CET 2013: 32: finished (6696ms, 500cycles)
Mon Dec 30 14:33:26 CET 2013: 32: No solution found.
Mon Dec 30 14:33:34 CET 2013: 33: finished (7138ms, 500cycles)
Mon Dec 30 14:33:34 CET 2013: 33: No solution found.
Mon Dec 30 14:33:41 CET 2013: 34: finished (7063ms, 500cycles)
Mon Dec 30 14:33:41 CET 2013: 34: No solution found.
Mon Dec 30 14:33:47 CET 2013: 35: finished (6045ms, 500cycles)
Mon Dec 30 14:33:47 CET 2013: 35: No solution found.
Mon Dec 30 14:33:48 CET 2013: 36: finished (1226ms, 83cycles)
Mon Dec 30 14:33:48 CET 2013: 36: Solution found.
Mon Dec 30 14:33:55 CET 2013: 37: finished (6652ms, 500cycles)
Mon Dec 30 14:33:55 CET 2013: 37: No solution found.
Mon Dec 30 14:34:03 CET 2013: 38: finished (8081ms, 500cycles)
Mon Dec 30 14:34:03 CET 2013: 38: No solution found.
Mon Dec 30 14:34:09 CET 2013: 39: finished (6799ms, 500cycles)
Mon Dec 30 14:34:09 CET 2013: 39: No solution found.
Mon Dec 30 14:34:16 CET 2013: 40: finished (6444ms, 500cycles)
Mon Dec 30 14:34:16 CET 2013: 40: No solution found.
Mon Dec 30 14:34:17 CET 2013: 41: finished (702ms, 49cycles)
Mon Dec 30 14:34:17 CET 2013: 41: Solution found.
Mon Dec 30 14:34:24 CET 2013: 42: finished (7177ms, 500cycles)
Mon Dec 30 14:34:24 CET 2013: 42: No solution found.
Mon Dec 30 14:34:24 CET 2013: 43: finished (460ms, 31cycles)
Mon Dec 30 14:34:24 CET 2013: 43: Solution found.
Mon Dec 30 14:34:31 CET 2013: 44: finished (6747ms, 500cycles)
Mon Dec 30 14:34:31 CET 2013: 44: No solution found.
Mon Dec 30 14:34:38 CET 2013: 45: finished (6995ms, 500cycles)
Mon Dec 30 14:34:38 CET 2013: 45: No solution found.
Mon Dec 30 14:34:39 CET 2013: 46: finished (1256ms, 85cycles)
Mon Dec 30 14:34:39 CET 2013: 46: Solution found.
Mon Dec 30 14:34:46 CET 2013: 47: finished (7178ms, 500cycles)
Mon Dec 30 14:34:46 CET 2013: 47: No solution found.
Mon Dec 30 14:34:53 CET 2013: 48: finished (6831ms, 500cycles)
Mon Dec 30 14:34:53 CET 2013: 48: No solution found.
Mon Dec 30 14:35:00 CET 2013: 49: finished (6885ms, 500cycles)
Mon Dec 30 14:35:00 CET 2013: 49: No solution found.
Mon Dec 30 14:35:07 CET 2013: 50: finished (6859ms, 500cycles)
Mon Dec 30 14:35:07 CET 2013: 50: No solution found.
Mon Dec 30 14:35:13 CET 2013: 51: finished (6254ms, 500cycles)
Mon Dec 30 14:35:13 CET 2013: 51: No solution found.
Mon Dec 30 14:35:20 CET 2013: 52: finished (6952ms, 500cycles)
Mon Dec 30 14:35:20 CET 2013: 52: No solution found.
Mon Dec 30 14:35:21 CET 2013: 53: finished (571ms, 41cycles)
Mon Dec 30 14:35:21 CET 2013: 53: Solution found.
Mon Dec 30 14:35:28 CET 2013: 54: finished (6950ms, 500cycles)
Mon Dec 30 14:35:28 CET 2013: 54: No solution found.
Mon Dec 30 14:35:29 CET 2013: 55: finished (1017ms, 68cycles)
Mon Dec 30 14:35:29 CET 2013: 55: Solution found.
Mon Dec 30 14:35:36 CET 2013: 56: finished (6814ms, 500cycles)
Mon Dec 30 14:35:36 CET 2013: 56: No solution found.
Mon Dec 30 14:35:43 CET 2013: 57: finished (7444ms, 500cycles)
Mon Dec 30 14:35:43 CET 2013: 57: No solution found.
Mon Dec 30 14:35:51 CET 2013: 58: finished (7831ms, 500cycles)
Mon Dec 30 14:35:51 CET 2013: 58: No solution found.
Mon Dec 30 14:35:52 CET 2013: 59: finished (1340ms, 94cycles)
Mon Dec 30 14:35:52 CET 2013: 59: Solution found.
Mon Dec 30 14:35:59 CET 2013: 60: finished (6982ms, 500cycles)
Mon Dec 30 14:35:59 CET 2013: 60: No solution found.
Mon Dec 30 14:36:07 CET 2013: 61: finished (7873ms, 500cycles)
Mon Dec 30 14:36:07 CET 2013: 61: No solution found.
Mon Dec 30 14:36:15 CET 2013: 62: finished (7618ms, 500cycles)
Mon Dec 30 14:36:15 CET 2013: 62: No solution found.
Mon Dec 30 14:36:22 CET 2013: 63: finished (7292ms, 500cycles)
Mon Dec 30 14:36:22 CET 2013: 63: No solution found.
Mon Dec 30 14:36:29 CET 2013: 64: finished (6973ms, 500cycles)
Mon Dec 30 14:36:29 CET 2013: 64: No solution found.
Mon Dec 30 14:36:36 CET 2013: 65: finished (7338ms, 500cycles)
Mon Dec 30 14:36:36 CET 2013: 65: No solution found.
Mon Dec 30 14:36:43 CET 2013: 66: finished (6775ms, 500cycles)
Mon Dec 30 14:36:43 CET 2013: 66: No solution found.
Mon Dec 30 14:36:50 CET 2013: 67: finished (6916ms, 500cycles)
Mon Dec 30 14:36:50 CET 2013: 67: No solution found.
Mon Dec 30 14:36:56 CET 2013: 68: finished (6178ms, 500cycles)
Mon Dec 30 14:36:56 CET 2013: 68: No solution found.
Mon Dec 30 14:37:03 CET 2013: 69: finished (6608ms, 500cycles)
Mon Dec 30 14:37:03 CET 2013: 69: No solution found.
Mon Dec 30 14:37:10 CET 2013: 70: finished (7182ms, 500cycles)
Mon Dec 30 14:37:10 CET 2013: 70: No solution found.
Mon Dec 30 14:37:16 CET 2013: 71: finished (6558ms, 500cycles)
Mon Dec 30 14:37:16 CET 2013: 71: No solution found.
Mon Dec 30 14:37:23 CET 2013: 72: finished (6500ms, 500cycles)
Mon Dec 30 14:37:23 CET 2013: 72: No solution found.
Mon Dec 30 14:37:29 CET 2013: 73: finished (6508ms, 500cycles)
Mon Dec 30 14:37:29 CET 2013: 73: No solution found.
Mon Dec 30 14:37:36 CET 2013: 74: finished (6878ms, 500cycles)
Mon Dec 30 14:37:36 CET 2013: 74: No solution found.
Mon Dec 30 14:37:43 CET 2013: 75: finished (6852ms, 500cycles)
Mon Dec 30 14:37:43 CET 2013: 75: No solution found.
Mon Dec 30 14:37:51 CET 2013: 76: finished (7540ms, 500cycles)
Mon Dec 30 14:37:51 CET 2013: 76: No solution found.
Mon Dec 30 14:37:52 CET 2013: 77: finished (1205ms, 83cycles)
Mon Dec 30 14:37:52 CET 2013: 77: Solution found.
Mon Dec 30 14:37:59 CET 2013: 78: finished (6983ms, 500cycles)
Mon Dec 30 14:37:59 CET 2013: 78: No solution found.
Mon Dec 30 14:38:06 CET 2013: 79: finished (6836ms, 500cycles)
Mon Dec 30 14:38:06 CET 2013: 79: No solution found.
Mon Dec 30 14:38:12 CET 2013: 80: finished (6508ms, 500cycles)
Mon Dec 30 14:38:12 CET 2013: 80: No solution found.
Mon Dec 30 14:38:19 CET 2013: 81: finished (6557ms, 500cycles)
Mon Dec 30 14:38:19 CET 2013: 81: No solution found.
Mon Dec 30 14:38:27 CET 2013: 82: finished (8040ms, 500cycles)
Mon Dec 30 14:38:27 CET 2013: 82: No solution found.
Mon Dec 30 14:38:33 CET 2013: 83: finished (6354ms, 500cycles)
Mon Dec 30 14:38:33 CET 2013: 83: No solution found.
Mon Dec 30 14:38:39 CET 2013: 84: finished (6212ms, 500cycles)
Mon Dec 30 14:38:39 CET 2013: 84: No solution found.
Mon Dec 30 14:38:46 CET 2013: 85: finished (6502ms, 500cycles)
Mon Dec 30 14:38:46 CET 2013: 85: No solution found.
Mon Dec 30 14:38:53 CET 2013: 86: finished (7060ms, 500cycles)
Mon Dec 30 14:38:53 CET 2013: 86: No solution found.
Mon Dec 30 14:38:54 CET 2013: 87: finished (907ms, 57cycles)
Mon Dec 30 14:38:54 CET 2013: 87: Solution found.
Mon Dec 30 14:39:01 CET 2013: 88: finished (7470ms, 500cycles)
Mon Dec 30 14:39:01 CET 2013: 88: No solution found.
Mon Dec 30 14:39:08 CET 2013: 89: finished (7038ms, 500cycles)
Mon Dec 30 14:39:08 CET 2013: 89: No solution found.
Mon Dec 30 14:39:15 CET 2013: 90: finished (6738ms, 500cycles)
Mon Dec 30 14:39:15 CET 2013: 90: No solution found.
Mon Dec 30 14:39:22 CET 2013: 91: finished (6884ms, 500cycles)
Mon Dec 30 14:39:22 CET 2013: 91: No solution found.
Mon Dec 30 14:39:29 CET 2013: 92: finished (6777ms, 500cycles)
Mon Dec 30 14:39:29 CET 2013: 92: No solution found.
Mon Dec 30 14:39:36 CET 2013: 93: finished (6810ms, 500cycles)
Mon Dec 30 14:39:36 CET 2013: 93: No solution found.
Mon Dec 30 14:39:42 CET 2013: 94: finished (6344ms, 500cycles)
Mon Dec 30 14:39:42 CET 2013: 94: No solution found.
Mon Dec 30 14:39:49 CET 2013: 95: finished (6526ms, 500cycles)
Mon Dec 30 14:39:49 CET 2013: 95: No solution found.
Mon Dec 30 14:39:55 CET 2013: 96: finished (6454ms, 500cycles)
Mon Dec 30 14:39:55 CET 2013: 96: No solution found.
Mon Dec 30 14:40:02 CET 2013: 97: finished (6780ms, 500cycles)
Mon Dec 30 14:40:02 CET 2013: 97: No solution found.
Mon Dec 30 14:40:09 CET 2013: 98: finished (6993ms, 500cycles)
Mon Dec 30 14:40:09 CET 2013: 98: No solution found.
Mon Dec 30 14:40:16 CET 2013: 99: finished (7622ms, 500cycles)
Mon Dec 30 14:40:16 CET 2013: 99: No solution found.
Mon Dec 30 14:40:16 CET 2013: Solution Found: 12
Mon Dec 30 14:40:16 CET 2013: Avg cycles: 80
Mon Dec 30 14:40:16 CET 2013: Max cycles: 277
Mon Dec 30 14:40:16 CET 2013: Min cycles: 31
Mon Dec 30 14:40:16 CET 2013: No solution found: 88
Mon Dec 30 14:40:16 CET 2013: logging finished. (runtime: 639621ms)
