Mon May 19 15:04:48 CEST 2014: Problem Count: 100
Mon May 19 15:04:48 CEST 2014: CandidatesCount: 50
Mon May 19 15:04:48 CEST 2014: Max Cycles: 500
Mon May 19 15:04:49 CEST 2014: 0: finished (958ms, 500cycles)
Mon May 19 15:04:49 CEST 2014: 0: No solution found.
Mon May 19 15:04:50 CEST 2014: 1: finished (928ms, 500cycles)
Mon May 19 15:04:50 CEST 2014: 1: No solution found.
Mon May 19 15:04:51 CEST 2014: 2: finished (913ms, 500cycles)
Mon May 19 15:04:51 CEST 2014: 2: No solution found.
Mon May 19 15:04:52 CEST 2014: 3: finished (914ms, 500cycles)
Mon May 19 15:04:52 CEST 2014: 3: No solution found.
Mon May 19 15:04:53 CEST 2014: 4: finished (963ms, 500cycles)
Mon May 19 15:04:53 CEST 2014: 4: No solution found.
Mon May 19 15:04:54 CEST 2014: 5: finished (884ms, 500cycles)
Mon May 19 15:04:54 CEST 2014: 5: No solution found.
Mon May 19 15:04:54 CEST 2014: 6: finished (857ms, 500cycles)
Mon May 19 15:04:54 CEST 2014: 6: No solution found.
Mon May 19 15:04:55 CEST 2014: 7: finished (420ms, 189cycles)
Mon May 19 15:04:55 CEST 2014: 7: Solution found.
Mon May 19 15:04:56 CEST 2014: 8: finished (998ms, 500cycles)
Mon May 19 15:04:56 CEST 2014: 8: No solution found.
Mon May 19 15:04:57 CEST 2014: 9: finished (892ms, 500cycles)
Mon May 19 15:04:57 CEST 2014: 9: No solution found.
Mon May 19 15:04:58 CEST 2014: 10: finished (837ms, 500cycles)
Mon May 19 15:04:58 CEST 2014: 10: No solution found.
Mon May 19 15:04:59 CEST 2014: 11: finished (943ms, 500cycles)
Mon May 19 15:04:59 CEST 2014: 11: No solution found.
Mon May 19 15:05:00 CEST 2014: 12: finished (977ms, 500cycles)
Mon May 19 15:05:00 CEST 2014: 12: No solution found.
Mon May 19 15:05:01 CEST 2014: 13: finished (1855ms, 500cycles)
Mon May 19 15:05:01 CEST 2014: 13: No solution found.
Mon May 19 15:05:04 CEST 2014: 14: finished (2536ms, 500cycles)
Mon May 19 15:05:04 CEST 2014: 14: No solution found.
Mon May 19 15:05:06 CEST 2014: 15: finished (1715ms, 500cycles)
Mon May 19 15:05:06 CEST 2014: 15: No solution found.
Mon May 19 15:05:07 CEST 2014: 16: finished (939ms, 500cycles)
Mon May 19 15:05:07 CEST 2014: 16: No solution found.
Mon May 19 15:05:07 CEST 2014: 17: finished (875ms, 500cycles)
Mon May 19 15:05:07 CEST 2014: 17: No solution found.
Mon May 19 15:05:08 CEST 2014: 18: finished (966ms, 500cycles)
Mon May 19 15:05:08 CEST 2014: 18: No solution found.
Mon May 19 15:05:10 CEST 2014: 19: finished (1307ms, 500cycles)
Mon May 19 15:05:10 CEST 2014: 19: No solution found.
Mon May 19 15:05:11 CEST 2014: 20: finished (891ms, 500cycles)
Mon May 19 15:05:11 CEST 2014: 20: No solution found.
Mon May 19 15:05:12 CEST 2014: 21: finished (967ms, 500cycles)
Mon May 19 15:05:12 CEST 2014: 21: No solution found.
Mon May 19 15:05:13 CEST 2014: 22: finished (929ms, 500cycles)
Mon May 19 15:05:13 CEST 2014: 22: No solution found.
Mon May 19 15:05:13 CEST 2014: 23: finished (944ms, 500cycles)
Mon May 19 15:05:13 CEST 2014: 23: No solution found.
Mon May 19 15:05:14 CEST 2014: 24: finished (934ms, 500cycles)
Mon May 19 15:05:14 CEST 2014: 24: No solution found.
