Sat Dec 28 14:12:07 CET 2013: Problem Count: 150
Sat Dec 28 14:12:07 CET 2013: CandidatesCount: 100
Sat Dec 28 14:12:07 CET 2013: Max Cycles: 500
Sat Dec 28 14:12:17 CET 2013: 0: finished (10064ms, 500cycles)
Sat Dec 28 14:12:17 CET 2013: 0: No solution found.
Sat Dec 28 14:12:31 CET 2013: 1: finished (13921ms, 500cycles)
Sat Dec 28 14:12:31 CET 2013: 1: No solution found.
Sat Dec 28 14:12:42 CET 2013: 2: finished (10618ms, 500cycles)
Sat Dec 28 14:12:42 CET 2013: 2: No solution found.
Sat Dec 28 14:12:55 CET 2013: 3: finished (13289ms, 500cycles)
Sat Dec 28 14:12:55 CET 2013: 3: No solution found.
Sat Dec 28 14:13:05 CET 2013: 4: finished (10100ms, 500cycles)
Sat Dec 28 14:13:05 CET 2013: 4: No solution found.
Sat Dec 28 14:13:16 CET 2013: 5: finished (10425ms, 500cycles)
Sat Dec 28 14:13:16 CET 2013: 5: No solution found.
Sat Dec 28 14:13:26 CET 2013: 6: finished (10390ms, 500cycles)
Sat Dec 28 14:13:26 CET 2013: 6: No solution found.
Sat Dec 28 14:13:39 CET 2013: 7: finished (13017ms, 500cycles)
Sat Dec 28 14:13:39 CET 2013: 7: No solution found.
Sat Dec 28 14:13:42 CET 2013: 8: finished (2501ms, 110cycles)
Sat Dec 28 14:13:42 CET 2013: 8: Solution found.
Sat Dec 28 14:13:52 CET 2013: 9: finished (10112ms, 500cycles)
Sat Dec 28 14:13:52 CET 2013: 9: No solution found.
Sat Dec 28 14:14:05 CET 2013: 10: finished (13190ms, 500cycles)
Sat Dec 28 14:14:05 CET 2013: 10: No solution found.
Sat Dec 28 14:14:16 CET 2013: 11: finished (10555ms, 500cycles)
Sat Dec 28 14:14:16 CET 2013: 11: No solution found.
Sat Dec 28 14:14:29 CET 2013: 12: finished (13589ms, 500cycles)
Sat Dec 28 14:14:29 CET 2013: 12: No solution found.
Sat Dec 28 14:14:39 CET 2013: 13: finished (10043ms, 500cycles)
Sat Dec 28 14:14:39 CET 2013: 13: No solution found.
Sat Dec 28 14:14:52 CET 2013: 14: finished (12602ms, 500cycles)
Sat Dec 28 14:14:52 CET 2013: 14: No solution found.
Sat Dec 28 14:15:04 CET 2013: 15: finished (12293ms, 500cycles)
Sat Dec 28 14:15:04 CET 2013: 15: No solution found.
Sat Dec 28 14:15:15 CET 2013: 16: finished (10613ms, 500cycles)
Sat Dec 28 14:15:15 CET 2013: 16: No solution found.
Sat Dec 28 14:15:28 CET 2013: 17: finished (13207ms, 500cycles)
Sat Dec 28 14:15:28 CET 2013: 17: No solution found.
Sat Dec 28 14:15:38 CET 2013: 18: finished (10206ms, 500cycles)
Sat Dec 28 14:15:38 CET 2013: 18: No solution found.
Sat Dec 28 14:15:51 CET 2013: 19: finished (12979ms, 500cycles)
Sat Dec 28 14:15:51 CET 2013: 19: No solution found.
Sat Dec 28 14:16:01 CET 2013: 20: finished (10289ms, 500cycles)
Sat Dec 28 14:16:01 CET 2013: 20: No solution found.
Sat Dec 28 14:16:12 CET 2013: 21: finished (10405ms, 500cycles)
Sat Dec 28 14:16:12 CET 2013: 21: No solution found.
Sat Dec 28 14:16:22 CET 2013: 22: finished (10358ms, 500cycles)
Sat Dec 28 14:16:22 CET 2013: 22: No solution found.
Sat Dec 28 14:16:32 CET 2013: 23: finished (10270ms, 477cycles)
Sat Dec 28 14:16:32 CET 2013: 23: Solution found.
Sat Dec 28 14:16:43 CET 2013: 24: finished (10724ms, 500cycles)
Sat Dec 28 14:16:43 CET 2013: 24: No solution found.
Sat Dec 28 14:16:56 CET 2013: 25: finished (13176ms, 500cycles)
Sat Dec 28 14:16:56 CET 2013: 25: No solution found.
Sat Dec 28 14:17:08 CET 2013: 26: finished (11723ms, 500cycles)
Sat Dec 28 14:17:08 CET 2013: 26: No solution found.
