Sat Dec 28 12:06:25 CET 2013: Problem Count: 100
Sat Dec 28 12:06:25 CET 2013: CandidatesCount: 50
Sat Dec 28 12:06:25 CET 2013: Max Cycles: 2000
Sat Dec 28 12:06:36 CET 2013: 0: finished (11095ms, 2000cycles)
Sat Dec 28 12:06:36 CET 2013: 0: No solution found.
Sat Dec 28 12:06:47 CET 2013: 1: finished (10709ms, 2000cycles)
Sat Dec 28 12:06:47 CET 2013: 1: No solution found.
Sat Dec 28 12:06:58 CET 2013: 2: finished (11049ms, 2000cycles)
Sat Dec 28 12:06:58 CET 2013: 2: No solution found.
Sat Dec 28 12:07:09 CET 2013: 3: finished (10886ms, 2000cycles)
Sat Dec 28 12:07:09 CET 2013: 3: No solution found.
Sat Dec 28 12:07:20 CET 2013: 4: finished (10653ms, 2000cycles)
Sat Dec 28 12:07:20 CET 2013: 4: No solution found.
Sat Dec 28 12:07:31 CET 2013: 5: finished (10936ms, 2000cycles)
Sat Dec 28 12:07:31 CET 2013: 5: No solution found.
Sat Dec 28 12:07:42 CET 2013: 6: finished (11416ms, 2000cycles)
Sat Dec 28 12:07:42 CET 2013: 6: No solution found.
Sat Dec 28 12:07:53 CET 2013: 7: finished (11280ms, 2000cycles)
Sat Dec 28 12:07:53 CET 2013: 7: No solution found.
Sat Dec 28 12:08:04 CET 2013: 8: finished (10920ms, 2000cycles)
Sat Dec 28 12:08:04 CET 2013: 8: No solution found.
Sat Dec 28 12:08:15 CET 2013: 9: finished (10837ms, 2000cycles)
Sat Dec 28 12:08:15 CET 2013: 9: No solution found.
Sat Dec 28 12:08:27 CET 2013: 10: finished (11608ms, 2000cycles)
Sat Dec 28 12:08:27 CET 2013: 10: No solution found.
Sat Dec 28 12:08:38 CET 2013: 11: finished (11378ms, 2000cycles)
Sat Dec 28 12:08:38 CET 2013: 11: No solution found.
Sat Dec 28 12:08:51 CET 2013: 12: finished (12611ms, 2000cycles)
Sat Dec 28 12:08:51 CET 2013: 12: No solution found.
Sat Dec 28 12:09:02 CET 2013: 13: finished (11054ms, 2000cycles)
Sat Dec 28 12:09:02 CET 2013: 13: No solution found.
Sat Dec 28 12:09:13 CET 2013: 14: finished (11229ms, 2000cycles)
Sat Dec 28 12:09:13 CET 2013: 14: No solution found.
