Fri Dec 27 22:05:35 CET 2013: Problem Count: 200
Fri Dec 27 22:05:35 CET 2013: CandidatesCount: 100
Fri Dec 27 22:05:35 CET 2013: Max Cycles: 500
Fri Dec 27 22:05:42 CET 2013: 0: finished (6224ms, 89cycles)
Fri Dec 27 22:05:42 CET 2013: 0: Solution found.
Fri Dec 27 22:06:17 CET 2013: 1: finished (35116ms, 500cycles)
Fri Dec 27 22:06:17 CET 2013: 1: No solution found.
Fri Dec 27 22:06:50 CET 2013: 2: finished (33647ms, 500cycles)
Fri Dec 27 22:06:50 CET 2013: 2: No solution found.
Fri Dec 27 22:07:25 CET 2013: 3: finished (35030ms, 500cycles)
Fri Dec 27 22:07:25 CET 2013: 3: No solution found.
Fri Dec 27 22:07:59 CET 2013: 4: finished (33629ms, 500cycles)
Fri Dec 27 22:07:59 CET 2013: 4: No solution found.
Fri Dec 27 22:08:34 CET 2013: 5: finished (34721ms, 500cycles)
Fri Dec 27 22:08:34 CET 2013: 5: No solution found.
Fri Dec 27 22:09:07 CET 2013: 6: finished (33498ms, 500cycles)
Fri Dec 27 22:09:07 CET 2013: 6: No solution found.
Fri Dec 27 22:09:12 CET 2013: 7: finished (4204ms, 59cycles)
Fri Dec 27 22:09:12 CET 2013: 7: Solution found.
Fri Dec 27 22:09:45 CET 2013: 8: finished (33577ms, 500cycles)
Fri Dec 27 22:09:45 CET 2013: 8: No solution found.
Fri Dec 27 22:10:19 CET 2013: 9: finished (33494ms, 500cycles)
Fri Dec 27 22:10:19 CET 2013: 9: No solution found.
Fri Dec 27 22:10:53 CET 2013: 10: finished (34562ms, 500cycles)
Fri Dec 27 22:10:53 CET 2013: 10: No solution found.
Fri Dec 27 22:11:27 CET 2013: 11: finished (33951ms, 500cycles)
Fri Dec 27 22:11:27 CET 2013: 11: No solution found.
Fri Dec 27 22:12:03 CET 2013: 12: finished (35788ms, 500cycles)
Fri Dec 27 22:12:03 CET 2013: 12: No solution found.
Fri Dec 27 22:12:38 CET 2013: 13: finished (34858ms, 500cycles)
Fri Dec 27 22:12:38 CET 2013: 13: No solution found.
Fri Dec 27 22:13:13 CET 2013: 14: finished (35449ms, 500cycles)
Fri Dec 27 22:13:13 CET 2013: 14: No solution found.
Fri Dec 27 22:13:46 CET 2013: 15: finished (32879ms, 500cycles)
Fri Dec 27 22:13:46 CET 2013: 15: No solution found.
Fri Dec 27 22:14:21 CET 2013: 16: finished (35404ms, 500cycles)
Fri Dec 27 22:14:21 CET 2013: 16: No solution found.
Fri Dec 27 22:14:55 CET 2013: 17: finished (33451ms, 500cycles)
Fri Dec 27 22:14:55 CET 2013: 17: No solution found.
Fri Dec 27 22:15:29 CET 2013: 18: finished (34415ms, 500cycles)
Fri Dec 27 22:15:29 CET 2013: 18: No solution found.
Fri Dec 27 22:16:03 CET 2013: 19: finished (33337ms, 500cycles)
Fri Dec 27 22:16:03 CET 2013: 19: No solution found.
Fri Dec 27 22:16:36 CET 2013: 20: finished (33474ms, 500cycles)
Fri Dec 27 22:16:36 CET 2013: 20: No solution found.
Fri Dec 27 22:17:10 CET 2013: 21: finished (34008ms, 500cycles)
Fri Dec 27 22:17:10 CET 2013: 21: No solution found.
Fri Dec 27 22:17:45 CET 2013: 22: finished (34771ms, 500cycles)
Fri Dec 27 22:17:45 CET 2013: 22: No solution found.
Fri Dec 27 22:17:49 CET 2013: 23: finished (4279ms, 60cycles)
Fri Dec 27 22:17:49 CET 2013: 23: Solution found.
Fri Dec 27 22:18:22 CET 2013: 24: finished (33175ms, 500cycles)
Fri Dec 27 22:18:22 CET 2013: 24: No solution found.
Fri Dec 27 22:18:56 CET 2013: 25: finished (33151ms, 500cycles)
Fri Dec 27 22:18:56 CET 2013: 25: No solution found.
Fri Dec 27 22:19:29 CET 2013: 26: finished (33386ms, 500cycles)
Fri Dec 27 22:19:29 CET 2013: 26: No solution found.
Fri Dec 27 22:20:03 CET 2013: 27: finished (33946ms, 500cycles)
Fri Dec 27 22:20:03 CET 2013: 27: No solution found.
Fri Dec 27 22:20:38 CET 2013: 28: finished (35151ms, 500cycles)
Fri Dec 27 22:20:38 CET 2013: 28: No solution found.
Fri Dec 27 22:21:13 CET 2013: 29: finished (34868ms, 500cycles)
