Mon May 19 11:04:45 CEST 2014: Problem Count: 100
Mon May 19 11:04:45 CEST 2014: CandidatesCount: 50
Mon May 19 11:04:45 CEST 2014: Max Cycles: 500
Mon May 19 11:04:45 CEST 2014: 0: finished (73ms, 36cycles)
Mon May 19 11:04:45 CEST 2014: 0: Solution found.
Mon May 19 11:04:46 CEST 2014: 1: finished (951ms, 500cycles)
Mon May 19 11:04:46 CEST 2014: 1: No solution found.
Mon May 19 11:04:46 CEST 2014: 2: finished (898ms, 500cycles)
Mon May 19 11:04:46 CEST 2014: 2: No solution found.
Mon May 19 11:04:47 CEST 2014: 3: finished (906ms, 500cycles)
Mon May 19 11:04:47 CEST 2014: 3: No solution found.
Mon May 19 11:04:48 CEST 2014: 4: finished (878ms, 500cycles)
Mon May 19 11:04:48 CEST 2014: 4: No solution found.
Mon May 19 11:04:49 CEST 2014: 5: finished (1056ms, 500cycles)
Mon May 19 11:04:49 CEST 2014: 5: No solution found.
Mon May 19 11:04:50 CEST 2014: 6: finished (1150ms, 500cycles)
Mon May 19 11:04:50 CEST 2014: 6: No solution found.
Mon May 19 11:04:51 CEST 2014: 7: finished (883ms, 500cycles)
Mon May 19 11:04:51 CEST 2014: 7: No solution found.
Mon May 19 11:04:52 CEST 2014: 8: finished (934ms, 500cycles)
Mon May 19 11:04:52 CEST 2014: 8: No solution found.
Mon May 19 11:04:53 CEST 2014: 9: finished (944ms, 500cycles)
Mon May 19 11:04:53 CEST 2014: 9: No solution found.
Mon May 19 11:04:54 CEST 2014: 10: finished (879ms, 500cycles)
Mon May 19 11:04:54 CEST 2014: 10: No solution found.
Mon May 19 11:04:55 CEST 2014: 11: finished (927ms, 500cycles)
Mon May 19 11:04:55 CEST 2014: 11: No solution found.
Mon May 19 11:04:56 CEST 2014: 12: finished (899ms, 500cycles)
Mon May 19 11:04:56 CEST 2014: 12: No solution found.
Mon May 19 11:04:56 CEST 2014: 13: finished (330ms, 153cycles)
Mon May 19 11:04:56 CEST 2014: 13: Solution found.
Mon May 19 11:04:57 CEST 2014: 14: finished (956ms, 500cycles)
Mon May 19 11:04:57 CEST 2014: 14: No solution found.
Mon May 19 11:04:58 CEST 2014: 15: finished (1068ms, 500cycles)
Mon May 19 11:04:58 CEST 2014: 15: No solution found.
Mon May 19 11:04:59 CEST 2014: 16: finished (880ms, 500cycles)
Mon May 19 11:04:59 CEST 2014: 16: No solution found.
Mon May 19 11:05:01 CEST 2014: 17: finished (1350ms, 500cycles)
Mon May 19 11:05:01 CEST 2014: 17: No solution found.
Mon May 19 11:05:01 CEST 2014: 18: finished (131ms, 61cycles)
Mon May 19 11:05:01 CEST 2014: 18: Solution found.
Mon May 19 11:05:02 CEST 2014: 19: finished (943ms, 500cycles)
Mon May 19 11:05:02 CEST 2014: 19: No solution found.
Mon May 19 11:05:03 CEST 2014: 20: finished (905ms, 500cycles)
Mon May 19 11:05:03 CEST 2014: 20: No solution found.
Mon May 19 11:05:03 CEST 2014: 21: finished (829ms, 500cycles)
Mon May 19 11:05:03 CEST 2014: 21: No solution found.
Mon May 19 11:05:04 CEST 2014: 22: finished (913ms, 500cycles)
Mon May 19 11:05:04 CEST 2014: 22: No solution found.
Mon May 19 11:05:05 CEST 2014: 23: finished (866ms, 500cycles)
Mon May 19 11:05:05 CEST 2014: 23: No solution found.
Mon May 19 11:05:06 CEST 2014: 24: finished (897ms, 500cycles)
Mon May 19 11:05:06 CEST 2014: 24: No solution found.
Mon May 19 11:05:06 CEST 2014: 25: finished (149ms, 66cycles)
Mon May 19 11:05:06 CEST 2014: 25: Solution found.
Mon May 19 11:05:08 CEST 2014: 26: finished (1359ms, 500cycles)
Mon May 19 11:05:08 CEST 2014: 26: No solution found.
Mon May 19 11:05:08 CEST 2014: 27: finished (76ms, 39cycles)
Mon May 19 11:05:08 CEST 2014: 27: Solution found.
Mon May 19 11:05:08 CEST 2014: 28: finished (251ms, 127cycles)
Mon May 19 11:05:08 CEST 2014: 28: Solution found.
Mon May 19 11:05:09 CEST 2014: 29: finished (900ms, 500cycles)
Mon May 19 11:05:09 CEST 2014: 29: No solution found.
Mon May 19 11:05:10 CEST 2014: 30: finished (904ms, 500cycles)
Mon May 19 11:05:10 CEST 2014: 30: No solution found.
Mon May 19 11:05:10 CEST 2014: 31: finished (305ms, 129cycles)
Mon May 19 11:05:10 CEST 2014: 31: Solution found.
Mon May 19 11:05:10 CEST 2014: 32: finished (210ms, 86cycles)
Mon May 19 11:05:10 CEST 2014: 32: Solution found.
Mon May 19 11:05:11 CEST 2014: 33: finished (882ms, 500cycles)
Mon May 19 11:05:11 CEST 2014: 33: No solution found.
Mon May 19 11:05:12 CEST 2014: 34: finished (915ms, 500cycles)
Mon May 19 11:05:12 CEST 2014: 34: No solution found.
Mon May 19 11:05:13 CEST 2014: 35: finished (894ms, 500cycles)
Mon May 19 11:05:13 CEST 2014: 35: No solution found.
Mon May 19 11:05:14 CEST 2014: 36: finished (904ms, 500cycles)
Mon May 19 11:05:14 CEST 2014: 36: No solution found.
Mon May 19 11:05:15 CEST 2014: 37: finished (938ms, 500cycles)
Mon May 19 11:05:15 CEST 2014: 37: No solution found.
Mon May 19 11:05:16 CEST 2014: 38: finished (953ms, 500cycles)
Mon May 19 11:05:16 CEST 2014: 38: No solution found.
Mon May 19 11:05:17 CEST 2014: 39: finished (903ms, 500cycles)
Mon May 19 11:05:17 CEST 2014: 39: No solution found.
Mon May 19 11:05:18 CEST 2014: 40: finished (945ms, 500cycles)
Mon May 19 11:05:18 CEST 2014: 40: No solution found.
Mon May 19 11:05:18 CEST 2014: 41: finished (931ms, 500cycles)
Mon May 19 11:05:18 CEST 2014: 41: No solution found.
Mon May 19 11:05:19 CEST 2014: 42: finished (870ms, 500cycles)
Mon May 19 11:05:19 CEST 2014: 42: No solution found.
Mon May 19 11:05:20 CEST 2014: 43: finished (934ms, 500cycles)
Mon May 19 11:05:20 CEST 2014: 43: No solution found.
Mon May 19 11:05:20 CEST 2014: 44: finished (211ms, 104cycles)
Mon May 19 11:05:20 CEST 2014: 44: Solution found.
Mon May 19 11:05:21 CEST 2014: 45: finished (907ms, 500cycles)
Mon May 19 11:05:21 CEST 2014: 45: No solution found.
Mon May 19 11:05:22 CEST 2014: 46: finished (941ms, 500cycles)
Mon May 19 11:05:22 CEST 2014: 46: No solution found.
Mon May 19 11:05:23 CEST 2014: 47: finished (808ms, 500cycles)
Mon May 19 11:05:23 CEST 2014: 47: No solution found.
Mon May 19 11:05:24 CEST 2014: 48: finished (951ms, 500cycles)
Mon May 19 11:05:24 CEST 2014: 48: No solution found.
Mon May 19 11:05:25 CEST 2014: 49: finished (894ms, 500cycles)
Mon May 19 11:05:25 CEST 2014: 49: No solution found.
Mon May 19 11:05:25 CEST 2014: 50: finished (124ms, 55cycles)
Mon May 19 11:05:25 CEST 2014: 50: Solution found.
Mon May 19 11:05:26 CEST 2014: 51: finished (961ms, 500cycles)
Mon May 19 11:05:26 CEST 2014: 51: No solution found.
Mon May 19 11:05:27 CEST 2014: 52: finished (893ms, 500cycles)
Mon May 19 11:05:27 CEST 2014: 52: No solution found.
Mon May 19 11:05:28 CEST 2014: 53: finished (946ms, 500cycles)
