Mon May 19 19:15:52 CEST 2014: Problem Count: 200
Mon May 19 19:15:52 CEST 2014: CandidatesCount: 50
Mon May 19 19:15:52 CEST 2014: Max Cycles: 500
Mon May 19 19:15:55 CEST 2014: 0: finished (3164ms, 500cycles)
Mon May 19 19:15:55 CEST 2014: 0: No solution found.
Mon May 19 19:15:58 CEST 2014: 1: finished (2968ms, 500cycles)
Mon May 19 19:15:58 CEST 2014: 1: No solution found.
Mon May 19 19:16:01 CEST 2014: 2: finished (3123ms, 500cycles)
Mon May 19 19:16:01 CEST 2014: 2: No solution found.
Mon May 19 19:16:04 CEST 2014: 3: finished (3043ms, 500cycles)
Mon May 19 19:16:04 CEST 2014: 3: No solution found.
Mon May 19 19:16:07 CEST 2014: 4: finished (2943ms, 500cycles)
Mon May 19 19:16:07 CEST 2014: 4: No solution found.
Mon May 19 19:16:13 CEST 2014: 5: finished (5993ms, 500cycles)
Mon May 19 19:16:13 CEST 2014: 5: No solution found.
Mon May 19 19:16:16 CEST 2014: 6: finished (3123ms, 500cycles)
Mon May 19 19:16:16 CEST 2014: 6: No solution found.
Mon May 19 19:16:19 CEST 2014: 7: finished (2759ms, 500cycles)
Mon May 19 19:16:19 CEST 2014: 7: No solution found.
Mon May 19 19:16:22 CEST 2014: 8: finished (3045ms, 500cycles)
Mon May 19 19:16:22 CEST 2014: 8: No solution found.
Mon May 19 19:16:25 CEST 2014: 9: finished (2878ms, 500cycles)
Mon May 19 19:16:25 CEST 2014: 9: No solution found.
Mon May 19 19:16:28 CEST 2014: 10: finished (3480ms, 500cycles)
Mon May 19 19:16:28 CEST 2014: 10: No solution found.
Mon May 19 19:16:31 CEST 2014: 11: finished (3045ms, 500cycles)
Mon May 19 19:16:31 CEST 2014: 11: No solution found.
Mon May 19 19:16:32 CEST 2014: 12: finished (484ms, 65cycles)
Mon May 19 19:16:32 CEST 2014: 12: Solution found.
Mon May 19 19:16:38 CEST 2014: 13: finished (6539ms, 500cycles)
Mon May 19 19:16:38 CEST 2014: 13: No solution found.
Mon May 19 19:16:41 CEST 2014: 14: finished (3389ms, 500cycles)
Mon May 19 19:16:41 CEST 2014: 14: No solution found.
Mon May 19 19:16:45 CEST 2014: 15: finished (3136ms, 500cycles)
Mon May 19 19:16:45 CEST 2014: 15: No solution found.
Mon May 19 19:16:48 CEST 2014: 16: finished (2886ms, 476cycles)
Mon May 19 19:16:48 CEST 2014: 16: Solution found.
Mon May 19 19:16:51 CEST 2014: 17: finished (3097ms, 500cycles)
Mon May 19 19:16:51 CEST 2014: 17: No solution found.
Mon May 19 19:16:53 CEST 2014: 18: finished (2733ms, 500cycles)
Mon May 19 19:16:53 CEST 2014: 18: No solution found.
Mon May 19 19:17:00 CEST 2014: 19: finished (6274ms, 500cycles)
Mon May 19 19:17:00 CEST 2014: 19: No solution found.
Mon May 19 19:17:03 CEST 2014: 20: finished (3514ms, 500cycles)
Mon May 19 19:17:03 CEST 2014: 20: No solution found.
Mon May 19 19:17:04 CEST 2014: 21: finished (582ms, 89cycles)
Mon May 19 19:17:04 CEST 2014: 21: Solution found.
Mon May 19 19:17:07 CEST 2014: 22: finished (3043ms, 500cycles)
Mon May 19 19:17:07 CEST 2014: 22: No solution found.
Mon May 19 19:17:07 CEST 2014: 23: finished (359ms, 51cycles)
Mon May 19 19:17:07 CEST 2014: 23: Solution found.
Mon May 19 19:17:12 CEST 2014: 24: finished (4815ms, 500cycles)
Mon May 19 19:17:12 CEST 2014: 24: No solution found.
Mon May 19 19:17:16 CEST 2014: 25: finished (4356ms, 500cycles)
Mon May 19 19:17:16 CEST 2014: 25: No solution found.
Mon May 19 19:17:19 CEST 2014: 26: finished (3095ms, 500cycles)
Mon May 19 19:17:19 CEST 2014: 26: No solution found.
Mon May 19 19:17:23 CEST 2014: 27: finished (3126ms, 500cycles)
Mon May 19 19:17:23 CEST 2014: 27: No solution found.
Mon May 19 19:17:25 CEST 2014: 28: finished (2865ms, 500cycles)
Mon May 19 19:17:25 CEST 2014: 28: No solution found.
Mon May 19 19:17:25 CEST 2014: 29: finished (105ms, 13cycles)
Mon May 19 19:17:25 CEST 2014: 29: Solution found.
