Sat Dec 28 12:25:31 CET 2013: Problem Count: 150
Sat Dec 28 12:25:31 CET 2013: CandidatesCount: 50
Sat Dec 28 12:25:31 CET 2013: Max Cycles: 1000
Sat Dec 28 12:25:42 CET 2013: 0: finished (10729ms, 1000cycles)
Sat Dec 28 12:25:42 CET 2013: 0: No solution found.
Sat Dec 28 12:25:56 CET 2013: 1: finished (13768ms, 1000cycles)
Sat Dec 28 12:25:56 CET 2013: 1: No solution found.
Sat Dec 28 12:26:09 CET 2013: 2: finished (13345ms, 1000cycles)
Sat Dec 28 12:26:09 CET 2013: 2: No solution found.
Sat Dec 28 12:26:19 CET 2013: 3: finished (10375ms, 1000cycles)
Sat Dec 28 12:26:19 CET 2013: 3: No solution found.
Sat Dec 28 12:26:34 CET 2013: 4: finished (14623ms, 1000cycles)
Sat Dec 28 12:26:34 CET 2013: 4: No solution found.
Sat Dec 28 12:26:49 CET 2013: 5: finished (15106ms, 1000cycles)
Sat Dec 28 12:26:49 CET 2013: 5: No solution found.
Sat Dec 28 12:27:04 CET 2013: 6: finished (14454ms, 1000cycles)
Sat Dec 28 12:27:04 CET 2013: 6: No solution found.
Sat Dec 28 12:27:14 CET 2013: 7: finished (10210ms, 1000cycles)
Sat Dec 28 12:27:14 CET 2013: 7: No solution found.
Sat Dec 28 12:27:24 CET 2013: 8: finished (10478ms, 1000cycles)
Sat Dec 28 12:27:24 CET 2013: 8: No solution found.
Sat Dec 28 12:27:37 CET 2013: 9: finished (12997ms, 1000cycles)
Sat Dec 28 12:27:37 CET 2013: 9: No solution found.
Sat Dec 28 12:27:47 CET 2013: 10: finished (9891ms, 1000cycles)
Sat Dec 28 12:27:47 CET 2013: 10: No solution found.
Sat Dec 28 12:28:00 CET 2013: 11: finished (12844ms, 1000cycles)
Sat Dec 28 12:28:00 CET 2013: 11: No solution found.
Sat Dec 28 12:28:10 CET 2013: 12: finished (10340ms, 1000cycles)
Sat Dec 28 12:28:10 CET 2013: 12: No solution found.
Sat Dec 28 12:28:20 CET 2013: 13: finished (10054ms, 1000cycles)
Sat Dec 28 12:28:20 CET 2013: 13: No solution found.
Sat Dec 28 12:28:34 CET 2013: 14: finished (13076ms, 1000cycles)
Sat Dec 28 12:28:34 CET 2013: 14: No solution found.
Sat Dec 28 12:28:44 CET 2013: 15: finished (10651ms, 1000cycles)
Sat Dec 28 12:28:44 CET 2013: 15: No solution found.
Sat Dec 28 12:28:57 CET 2013: 16: finished (12934ms, 1000cycles)
Sat Dec 28 12:28:57 CET 2013: 16: No solution found.
Sat Dec 28 12:29:07 CET 2013: 17: finished (10155ms, 1000cycles)
Sat Dec 28 12:29:07 CET 2013: 17: No solution found.
Sat Dec 28 12:29:18 CET 2013: 18: finished (10640ms, 1000cycles)
Sat Dec 28 12:29:18 CET 2013: 18: No solution found.
Sat Dec 28 12:29:31 CET 2013: 19: finished (13157ms, 1000cycles)
Sat Dec 28 12:29:31 CET 2013: 19: No solution found.
Sat Dec 28 12:29:41 CET 2013: 20: finished (9956ms, 1000cycles)
Sat Dec 28 12:29:41 CET 2013: 20: No solution found.
Sat Dec 28 12:29:52 CET 2013: 21: finished (10850ms, 1000cycles)
Sat Dec 28 12:29:52 CET 2013: 21: No solution found.
Sat Dec 28 12:30:03 CET 2013: 22: finished (10687ms, 1000cycles)
Sat Dec 28 12:30:03 CET 2013: 22: No solution found.
Sat Dec 28 12:30:16 CET 2013: 23: finished (12984ms, 1000cycles)
Sat Dec 28 12:30:16 CET 2013: 23: No solution found.
Sat Dec 28 12:30:27 CET 2013: 24: finished (11100ms, 1000cycles)
Sat Dec 28 12:30:27 CET 2013: 24: No solution found.
Sat Dec 28 12:30:29 CET 2013: 25: finished (2711ms, 251cycles)
Sat Dec 28 12:30:29 CET 2013: 25: Solution found.
Sat Dec 28 12:30:44 CET 2013: 26: finished (14246ms, 1000cycles)
Sat Dec 28 12:30:44 CET 2013: 26: No solution found.
Sat Dec 28 12:30:54 CET 2013: 27: finished (10592ms, 1000cycles)
Sat Dec 28 12:30:54 CET 2013: 27: No solution found.
Sat Dec 28 12:31:09 CET 2013: 28: finished (15113ms, 1000cycles)
Sat Dec 28 12:31:09 CET 2013: 28: No solution found.
Sat Dec 28 12:31:27 CET 2013: 29: finished (17796ms, 1000cycles)
Sat Dec 28 12:31:27 CET 2013: 29: No solution found.
Sat Dec 28 12:31:44 CET 2013: 30: finished (16465ms, 1000cycles)
Sat Dec 28 12:31:44 CET 2013: 30: No solution found.
Sat Dec 28 12:31:59 CET 2013: 31: finished (15526ms, 1000cycles)
Sat Dec 28 12:31:59 CET 2013: 31: No solution found.
Sat Dec 28 12:32:14 CET 2013: 32: finished (14999ms, 1000cycles)
Sat Dec 28 12:32:14 CET 2013: 32: No solution found.
Sat Dec 28 12:32:30 CET 2013: 33: finished (15584ms, 1000cycles)
Sat Dec 28 12:32:30 CET 2013: 33: No solution found.
Sat Dec 28 12:32:45 CET 2013: 34: finished (14987ms, 1000cycles)
Sat Dec 28 12:32:45 CET 2013: 34: No solution found.
Sat Dec 28 12:32:55 CET 2013: 35: finished (10503ms, 1000cycles)
Sat Dec 28 12:32:55 CET 2013: 35: No solution found.
Sat Dec 28 12:33:06 CET 2013: 36: finished (10989ms, 1000cycles)
Sat Dec 28 12:33:06 CET 2013: 36: No solution found.
Sat Dec 28 12:33:20 CET 2013: 37: finished (14169ms, 1000cycles)
Sat Dec 28 12:33:20 CET 2013: 37: No solution found.
Sat Dec 28 12:33:35 CET 2013: 38: finished (14820ms, 1000cycles)
Sat Dec 28 12:33:35 CET 2013: 38: No solution found.
Sat Dec 28 12:33:50 CET 2013: 39: finished (14807ms, 1000cycles)
Sat Dec 28 12:33:50 CET 2013: 39: No solution found.
Sat Dec 28 12:34:01 CET 2013: 40: finished (10693ms, 1000cycles)
Sat Dec 28 12:34:01 CET 2013: 40: No solution found.
Sat Dec 28 12:34:05 CET 2013: 41: finished (4243ms, 177cycles)
Sat Dec 28 12:34:05 CET 2013: 41: Solution found.
Sat Dec 28 12:34:16 CET 2013: 42: finished (11235ms, 1000cycles)
Sat Dec 28 12:34:16 CET 2013: 42: No solution found.
Sat Dec 28 12:34:30 CET 2013: 43: finished (13935ms, 1000cycles)
Sat Dec 28 12:34:30 CET 2013: 43: No solution found.
Sat Dec 28 12:34:45 CET 2013: 44: finished (14454ms, 1000cycles)
Sat Dec 28 12:34:45 CET 2013: 44: No solution found.
Sat Dec 28 12:34:56 CET 2013: 45: finished (11156ms, 1000cycles)
Sat Dec 28 12:34:56 CET 2013: 45: No solution found.
Sat Dec 28 12:35:06 CET 2013: 46: finished (10631ms, 1000cycles)
Sat Dec 28 12:35:06 CET 2013: 46: No solution found.
Sat Dec 28 12:35:22 CET 2013: 47: finished (15456ms, 1000cycles)
Sat Dec 28 12:35:22 CET 2013: 47: No solution found.
Sat Dec 28 12:35:37 CET 2013: 48: finished (15556ms, 1000cycles)
Sat Dec 28 12:35:37 CET 2013: 48: No solution found.
Sat Dec 28 12:35:52 CET 2013: 49: finished (14384ms, 1000cycles)
Sat Dec 28 12:35:52 CET 2013: 49: No solution found.
Sat Dec 28 12:36:02 CET 2013: 50: finished (10469ms, 1000cycles)
Sat Dec 28 12:36:02 CET 2013: 50: No solution found.
Sat Dec 28 12:36:15 CET 2013: 51: finished (13215ms, 1000cycles)
Sat Dec 28 12:36:15 CET 2013: 51: No solution found.
Sat Dec 28 12:36:29 CET 2013: 52: finished (13923ms, 1000cycles)
Sat Dec 28 12:36:29 CET 2013: 52: No solution found.
Sat Dec 28 12:36:44 CET 2013: 53: finished (14435ms, 1000cycles)
Sat Dec 28 12:36:44 CET 2013: 53: No solution found.
Sat Dec 28 12:36:55 CET 2013: 54: finished (10840ms, 1000cycles)
Sat Dec 28 12:36:55 CET 2013: 54: No solution found.
Sat Dec 28 12:37:08 CET 2013: 55: finished (13636ms, 1000cycles)
Sat Dec 28 12:37:08 CET 2013: 55: No solution found.
Sat Dec 28 12:37:22 CET 2013: 56: finished (13855ms, 1000cycles)
Sat Dec 28 12:37:22 CET 2013: 56: No solution found.
Sat Dec 28 12:37:36 CET 2013: 57: finished (14068ms, 1000cycles)
Sat Dec 28 12:37:36 CET 2013: 57: No solution found.
Sat Dec 28 12:37:52 CET 2013: 58: finished (15623ms, 1000cycles)
Sat Dec 28 12:37:52 CET 2013: 58: No solution found.
Sat Dec 28 12:38:07 CET 2013: 59: finished (15503ms, 1000cycles)
Sat Dec 28 12:38:07 CET 2013: 59: No solution found.
Sat Dec 28 12:38:22 CET 2013: 60: finished (15024ms, 1000cycles)
Sat Dec 28 12:38:22 CET 2013: 60: No solution found.
Sat Dec 28 12:38:34 CET 2013: 61: finished (11899ms, 1000cycles)
Sat Dec 28 12:38:34 CET 2013: 61: No solution found.
Sat Dec 28 12:38:49 CET 2013: 62: finished (14314ms, 1000cycles)
Sat Dec 28 12:38:49 CET 2013: 62: No solution found.
Sat Dec 28 12:39:04 CET 2013: 63: finished (15070ms, 1000cycles)
Sat Dec 28 12:39:04 CET 2013: 63: No solution found.
Sat Dec 28 12:39:18 CET 2013: 64: finished (14715ms, 1000cycles)
Sat Dec 28 12:39:18 CET 2013: 64: No solution found.
Sat Dec 28 12:39:34 CET 2013: 65: finished (15551ms, 1000cycles)
Sat Dec 28 12:39:34 CET 2013: 65: No solution found.
Sat Dec 28 12:39:49 CET 2013: 66: finished (15166ms, 1000cycles)
Sat Dec 28 12:39:49 CET 2013: 66: No solution found.
Sat Dec 28 12:40:04 CET 2013: 67: finished (15334ms, 1000cycles)
Sat Dec 28 12:40:04 CET 2013: 67: No solution found.
