Sat Dec 28 15:47:06 CET 2013: Problem Count: 150
Sat Dec 28 15:47:06 CET 2013: CandidatesCount: 150
Sat Dec 28 15:47:06 CET 2013: Max Cycles: 500
Sat Dec 28 15:47:11 CET 2013: 0: finished (4397ms, 132cycles)
Sat Dec 28 15:47:11 CET 2013: 0: Solution found.
Sat Dec 28 15:47:29 CET 2013: 1: finished (18214ms, 500cycles)
Sat Dec 28 15:47:29 CET 2013: 1: No solution found.
Sat Dec 28 15:47:30 CET 2013: 2: finished (879ms, 25cycles)
Sat Dec 28 15:47:30 CET 2013: 2: Solution found.
Sat Dec 28 15:47:48 CET 2013: 3: finished (18062ms, 500cycles)
Sat Dec 28 15:47:48 CET 2013: 3: No solution found.
Sat Dec 28 15:48:03 CET 2013: 4: finished (15412ms, 500cycles)
Sat Dec 28 15:48:03 CET 2013: 4: No solution found.
Sat Dec 28 15:48:19 CET 2013: 5: finished (15368ms, 500cycles)
Sat Dec 28 15:48:19 CET 2013: 5: No solution found.
Sat Dec 28 15:48:35 CET 2013: 6: finished (16096ms, 500cycles)
Sat Dec 28 15:48:35 CET 2013: 6: No solution found.
Sat Dec 28 15:48:37 CET 2013: 7: finished (2407ms, 73cycles)
Sat Dec 28 15:48:37 CET 2013: 7: Solution found.
Sat Dec 28 15:48:53 CET 2013: 8: finished (16203ms, 500cycles)
Sat Dec 28 15:48:53 CET 2013: 8: No solution found.
Sat Dec 28 15:49:12 CET 2013: 9: finished (18660ms, 500cycles)
Sat Dec 28 15:49:12 CET 2013: 9: No solution found.
Sat Dec 28 15:49:31 CET 2013: 10: finished (18789ms, 500cycles)
Sat Dec 28 15:49:31 CET 2013: 10: No solution found.
Sat Dec 28 15:49:46 CET 2013: 11: finished (15456ms, 500cycles)
Sat Dec 28 15:49:46 CET 2013: 11: No solution found.
Sat Dec 28 15:50:04 CET 2013: 12: finished (17122ms, 500cycles)
Sat Dec 28 15:50:04 CET 2013: 12: No solution found.
Sat Dec 28 15:50:23 CET 2013: 13: finished (18992ms, 500cycles)
Sat Dec 28 15:50:23 CET 2013: 13: No solution found.
Sat Dec 28 15:50:41 CET 2013: 14: finished (18958ms, 500cycles)
Sat Dec 28 15:50:41 CET 2013: 14: No solution found.
Sat Dec 28 15:50:57 CET 2013: 15: finished (15249ms, 500cycles)
Sat Dec 28 15:50:57 CET 2013: 15: No solution found.
Sat Dec 28 15:51:01 CET 2013: 16: finished (4319ms, 132cycles)
Sat Dec 28 15:51:01 CET 2013: 16: Solution found.
Sat Dec 28 15:51:03 CET 2013: 17: finished (1475ms, 44cycles)
Sat Dec 28 15:51:03 CET 2013: 17: Solution found.
Sat Dec 28 15:51:18 CET 2013: 18: finished (15220ms, 500cycles)
Sat Dec 28 15:51:18 CET 2013: 18: No solution found.
Sat Dec 28 15:51:37 CET 2013: 19: finished (18868ms, 500cycles)
Sat Dec 28 15:51:37 CET 2013: 19: No solution found.
Sat Dec 28 15:51:41 CET 2013: 20: finished (4802ms, 151cycles)
Sat Dec 28 15:51:41 CET 2013: 20: Solution found.
Sat Dec 28 15:52:00 CET 2013: 21: finished (18772ms, 500cycles)
Sat Dec 28 15:52:00 CET 2013: 21: No solution found.
Sat Dec 28 15:52:16 CET 2013: 22: finished (16042ms, 500cycles)
Sat Dec 28 15:52:16 CET 2013: 22: No solution found.
Sat Dec 28 15:52:20 CET 2013: 23: finished (3609ms, 108cycles)
Sat Dec 28 15:52:20 CET 2013: 23: Solution found.
Sat Dec 28 15:52:36 CET 2013: 24: finished (16102ms, 500cycles)
Sat Dec 28 15:52:36 CET 2013: 24: No solution found.
Sat Dec 28 15:52:54 CET 2013: 25: finished (17867ms, 500cycles)
Sat Dec 28 15:52:54 CET 2013: 25: No solution found.
Sat Dec 28 15:53:09 CET 2013: 26: finished (15237ms, 500cycles)
Sat Dec 28 15:53:09 CET 2013: 26: No solution found.
Sat Dec 28 15:53:11 CET 2013: 27: finished (1646ms, 48cycles)
Sat Dec 28 15:53:11 CET 2013: 27: Solution found.
Sat Dec 28 15:53:30 CET 2013: 28: finished (19211ms, 500cycles)
Sat Dec 28 15:53:30 CET 2013: 28: No solution found.
Sat Dec 28 15:53:48 CET 2013: 29: finished (18151ms, 500cycles)
Sat Dec 28 15:53:48 CET 2013: 29: No solution found.
