Fri Dec 27 09:39:08 CET 2013: Problem Count: 50
Fri Dec 27 09:39:08 CET 2013: CandidatesCount: 50
Fri Dec 27 09:39:08 CET 2013: Max Cycles: 500
Fri Dec 27 09:39:21 CET 2013: 31: No solution found.
Fri Dec 27 09:39:21 CET 2013: 32: finished (339ms, 500cycles)
Fri Dec 27 09:39:21 CET 2013: 32: No solution found.
Fri Dec 27 09:39:21 CET 2013: 33: finished (345ms, 500cycles)
Fri Dec 27 09:39:21 CET 2013: 33: No solution found.
Fri Dec 27 09:39:21 CET 2013: 34: finished (113ms, 145cycles)
Fri Dec 27 09:39:21 CET 2013: 34: Solution found.
Fri Dec 27 09:39:22 CET 2013: 35: finished (381ms, 500cycles)
Fri Dec 27 09:39:22 CET 2013: 35: No solution found.
Fri Dec 27 09:39:22 CET 2013: 36: finished (321ms, 500cycles)
Fri Dec 27 09:39:22 CET 2013: 36: No solution found.
Fri Dec 27 09:39:22 CET 2013: 37: finished (352ms, 500cycles)
Fri Dec 27 09:39:22 CET 2013: 37: No solution found.
Fri Dec 27 09:39:23 CET 2013: 38: finished (360ms, 500cycles)
Fri Dec 27 09:39:23 CET 2013: 38: No solution found.
Fri Dec 27 09:39:23 CET 2013: 39: finished (322ms, 500cycles)
Fri Dec 27 09:39:23 CET 2013: 39: No solution found.
Fri Dec 27 09:39:23 CET 2013: 40: finished (341ms, 500cycles)
Fri Dec 27 09:39:23 CET 2013: 40: No solution found.
Fri Dec 27 09:39:24 CET 2013: 41: finished (413ms, 500cycles)
Fri Dec 27 09:39:24 CET 2013: 41: No solution found.
Fri Dec 27 09:39:24 CET 2013: 42: finished (317ms, 500cycles)
Fri Dec 27 09:39:24 CET 2013: 42: No solution found.
Fri Dec 27 09:39:25 CET 2013: 43: finished (327ms, 500cycles)
Fri Dec 27 09:39:25 CET 2013: 43: No solution found.
Fri Dec 27 09:39:25 CET 2013: 44: finished (367ms, 500cycles)
Fri Dec 27 09:39:25 CET 2013: 44: No solution found.
Fri Dec 27 09:39:25 CET 2013: 45: finished (320ms, 500cycles)
Fri Dec 27 09:39:25 CET 2013: 45: No solution found.
Fri Dec 27 09:39:26 CET 2013: 46: finished (313ms, 500cycles)
Fri Dec 27 09:39:26 CET 2013: 46: No solution found.
Fri Dec 27 09:39:26 CET 2013: 47: finished (338ms, 500cycles)
Fri Dec 27 09:39:26 CET 2013: 47: No solution found.
Fri Dec 27 09:39:26 CET 2013: 48: finished (339ms, 500cycles)
Fri Dec 27 09:39:26 CET 2013: 48: No solution found.
Fri Dec 27 09:39:27 CET 2013: 49: finished (378ms, 500cycles)
Fri Dec 27 09:39:27 CET 2013: 49: No solution found.
Fri Dec 27 09:39:27 CET 2013: 50: finished (354ms, 500cycles)
Fri Dec 27 09:39:27 CET 2013: 50: No solution found.
Fri Dec 27 09:39:27 CET 2013: 51: finished (372ms, 500cycles)
Fri Dec 27 09:39:27 CET 2013: 51: No solution found.
Fri Dec 27 09:39:28 CET 2013: 52: finished (314ms, 500cycles)
Fri Dec 27 09:39:28 CET 2013: 52: No solution found.
Fri Dec 27 09:39:28 CET 2013: 53: finished (313ms, 500cycles)
Fri Dec 27 09:39:28 CET 2013: 53: No solution found.
Fri Dec 27 09:39:28 CET 2013: 54: finished (319ms, 500cycles)
Fri Dec 27 09:39:28 CET 2013: 54: No solution found.
Fri Dec 27 09:39:29 CET 2013: 55: finished (335ms, 500cycles)
Fri Dec 27 09:39:29 CET 2013: 55: No solution found.
Fri Dec 27 09:39:29 CET 2013: 56: finished (40ms, 55cycles)
Fri Dec 27 09:39:29 CET 2013: 56: Solution found.
Fri Dec 27 09:39:29 CET 2013: 57: finished (318ms, 500cycles)
Fri Dec 27 09:39:29 CET 2013: 57: No solution found.
Fri Dec 27 09:39:29 CET 2013: 58: finished (328ms, 500cycles)
Fri Dec 27 09:39:29 CET 2013: 58: No solution found.
Fri Dec 27 09:39:29 CET 2013: 59: finished (64ms, 81cycles)
Fri Dec 27 09:39:29 CET 2013: 59: Solution found.
Fri Dec 27 09:39:29 CET 2013: 60: finished (57ms, 75cycles)
Fri Dec 27 09:39:29 CET 2013: 60: Solution found.
Fri Dec 27 09:39:30 CET 2013: 61: finished (366ms, 500cycles)
Fri Dec 27 09:39:30 CET 2013: 61: No solution found.
Fri Dec 27 09:39:30 CET 2013: 62: finished (361ms, 500cycles)
Fri Dec 27 09:39:30 CET 2013: 62: No solution found.
Fri Dec 27 09:39:30 CET 2013: 63: finished (325ms, 500cycles)
Fri Dec 27 09:39:30 CET 2013: 63: No solution found.
Fri Dec 27 09:39:31 CET 2013: 64: finished (502ms, 500cycles)
Fri Dec 27 09:39:31 CET 2013: 64: No solution found.
Fri Dec 27 09:39:31 CET 2013: 65: finished (300ms, 500cycles)
Fri Dec 27 09:39:31 CET 2013: 65: No solution found.
Fri Dec 27 09:39:32 CET 2013: 66: finished (334ms, 500cycles)
Fri Dec 27 09:39:32 CET 2013: 66: No solution found.
Fri Dec 27 09:39:32 CET 2013: 67: finished (27ms, 35cycles)
Fri Dec 27 09:39:32 CET 2013: 67: Solution found.
Fri Dec 27 09:39:32 CET 2013: 68: finished (353ms, 500cycles)
Fri Dec 27 09:39:32 CET 2013: 68: No solution found.
Fri Dec 27 09:39:32 CET 2013: 69: finished (352ms, 500cycles)
Fri Dec 27 09:39:32 CET 2013: 69: No solution found.
Fri Dec 27 09:39:33 CET 2013: 70: finished (385ms, 500cycles)
Fri Dec 27 09:39:33 CET 2013: 70: No solution found.
Fri Dec 27 09:39:33 CET 2013: 71: finished (42ms, 42cycles)
Fri Dec 27 09:39:33 CET 2013: 71: Solution found.
Fri Dec 27 09:39:33 CET 2013: 72: finished (41ms, 48cycles)
Fri Dec 27 09:39:33 CET 2013: 72: Solution found.
Fri Dec 27 09:39:33 CET 2013: 73: finished (331ms, 500cycles)
Fri Dec 27 09:39:33 CET 2013: 73: No solution found.
Fri Dec 27 09:39:33 CET 2013: 74: finished (309ms, 500cycles)
Fri Dec 27 09:39:33 CET 2013: 74: No solution found.
Fri Dec 27 09:39:34 CET 2013: 75: finished (323ms, 500cycles)
Fri Dec 27 09:39:34 CET 2013: 75: No solution found.
Fri Dec 27 09:39:34 CET 2013: 76: finished (321ms, 500cycles)
Fri Dec 27 09:39:34 CET 2013: 76: No solution found.
Fri Dec 27 09:39:34 CET 2013: 77: finished (372ms, 500cycles)
Fri Dec 27 09:39:34 CET 2013: 77: No solution found.
Fri Dec 27 09:39:35 CET 2013: 78: finished (360ms, 500cycles)
Fri Dec 27 09:39:35 CET 2013: 78: No solution found.
Fri Dec 27 09:39:35 CET 2013: 79: finished (310ms, 500cycles)
Fri Dec 27 09:39:35 CET 2013: 79: No solution found.
Fri Dec 27 09:39:35 CET 2013: 80: finished (374ms, 500cycles)
Fri Dec 27 09:39:35 CET 2013: 80: No solution found.
Fri Dec 27 09:39:36 CET 2013: 81: finished (351ms, 500cycles)
Fri Dec 27 09:39:36 CET 2013: 81: No solution found.
Fri Dec 27 09:39:36 CET 2013: 82: finished (337ms, 500cycles)
Fri Dec 27 09:39:36 CET 2013: 82: No solution found.
Fri Dec 27 09:39:37 CET 2013: 83: finished (334ms, 500cycles)
Fri Dec 27 09:39:37 CET 2013: 83: No solution found.
Fri Dec 27 09:39:37 CET 2013: 84: finished (363ms, 500cycles)
Fri Dec 27 09:39:37 CET 2013: 84: No solution found.
Fri Dec 27 09:39:37 CET 2013: 85: finished (220ms, 293cycles)
Fri Dec 27 09:39:37 CET 2013: 85: Solution found.
Fri Dec 27 09:39:37 CET 2013: 86: finished (321ms, 500cycles)
Fri Dec 27 09:39:37 CET 2013: 86: No solution found.
Fri Dec 27 09:39:38 CET 2013: 87: finished (346ms, 500cycles)
Fri Dec 27 09:39:38 CET 2013: 87: No solution found.
Fri Dec 27 09:39:38 CET 2013: 88: finished (353ms, 500cycles)
Fri Dec 27 09:39:38 CET 2013: 88: No solution found.
Fri Dec 27 09:39:38 CET 2013: 89: finished (321ms, 500cycles)
Fri Dec 27 09:39:38 CET 2013: 89: No solution found.
Fri Dec 27 09:39:39 CET 2013: 90: finished (329ms, 500cycles)
Fri Dec 27 09:39:39 CET 2013: 90: No solution found.
Fri Dec 27 09:39:39 CET 2013: 91: finished (333ms, 500cycles)
Fri Dec 27 09:39:39 CET 2013: 91: No solution found.
Fri Dec 27 09:39:39 CET 2013: 92: finished (38ms, 51cycles)
Fri Dec 27 09:39:39 CET 2013: 92: Solution found.
Fri Dec 27 09:39:39 CET 2013: 93: finished (307ms, 500cycles)
Fri Dec 27 09:39:39 CET 2013: 93: No solution found.
Fri Dec 27 09:39:40 CET 2013: 94: finished (313ms, 500cycles)
Fri Dec 27 09:39:40 CET 2013: 94: No solution found.
Fri Dec 27 09:39:40 CET 2013: 95: finished (333ms, 500cycles)
Fri Dec 27 09:39:40 CET 2013: 95: No solution found.
Fri Dec 27 09:39:40 CET 2013: 96: finished (357ms, 500cycles)
Fri Dec 27 09:39:40 CET 2013: 96: No solution found.
Fri Dec 27 09:39:41 CET 2013: 97: finished (304ms, 500cycles)
Fri Dec 27 09:39:41 CET 2013: 97: No solution found.
Fri Dec 27 09:39:41 CET 2013: 98: finished (319ms, 500cycles)
Fri Dec 27 09:39:41 CET 2013: 98: No solution found.
Fri Dec 27 09:39:41 CET 2013: 99: finished (356ms, 500cycles)
Fri Dec 27 09:39:41 CET 2013: 99: No solution found.
Fri Dec 27 09:39:41 CET 2013: Solution Found: 12
Fri Dec 27 09:39:41 CET 2013: Avg cycles: 85
Fri Dec 27 09:39:41 CET 2013: Max cycles: 293
Fri Dec 27 09:39:41 CET 2013: Min cycles: 35
Fri Dec 27 09:39:41 CET 2013: No solution found: 88
Fri Dec 27 09:39:41 CET 2013: logging finished. (runtime: 33413ms)
