Mon Dec 30 13:54:14 CET 2013: Problem Count: 150
Mon Dec 30 13:54:14 CET 2013: CandidatesCount: 50
Mon Dec 30 13:54:14 CET 2013: Max Cycles: 500
Mon Dec 30 13:54:18 CET 2013: 0: finished (3868ms, 500cycles)
Mon Dec 30 13:54:18 CET 2013: 0: No solution found.
Mon Dec 30 13:54:21 CET 2013: 1: finished (3438ms, 500cycles)
Mon Dec 30 13:54:21 CET 2013: 1: No solution found.
Mon Dec 30 13:54:24 CET 2013: 2: finished (3383ms, 500cycles)
Mon Dec 30 13:54:24 CET 2013: 2: No solution found.
Mon Dec 30 13:54:28 CET 2013: 3: finished (3732ms, 500cycles)
Mon Dec 30 13:54:28 CET 2013: 3: No solution found.
Mon Dec 30 13:54:31 CET 2013: 4: finished (2967ms, 500cycles)
Mon Dec 30 13:54:31 CET 2013: 4: No solution found.
Mon Dec 30 13:54:35 CET 2013: 5: finished (3606ms, 500cycles)
Mon Dec 30 13:54:35 CET 2013: 5: No solution found.
Mon Dec 30 13:54:38 CET 2013: 6: finished (3500ms, 500cycles)
Mon Dec 30 13:54:38 CET 2013: 6: No solution found.
Mon Dec 30 13:54:42 CET 2013: 7: finished (3423ms, 500cycles)
Mon Dec 30 13:54:42 CET 2013: 7: No solution found.
Mon Dec 30 13:54:45 CET 2013: 8: finished (3383ms, 500cycles)
Mon Dec 30 13:54:45 CET 2013: 8: No solution found.
Mon Dec 30 13:54:49 CET 2013: 9: finished (3473ms, 500cycles)
Mon Dec 30 13:54:49 CET 2013: 9: No solution found.
Mon Dec 30 13:54:52 CET 2013: 10: finished (3302ms, 500cycles)
Mon Dec 30 13:54:52 CET 2013: 10: No solution found.
Mon Dec 30 13:54:55 CET 2013: 11: finished (3488ms, 500cycles)
Mon Dec 30 13:54:55 CET 2013: 11: No solution found.
Mon Dec 30 13:54:59 CET 2013: 12: finished (3291ms, 500cycles)
Mon Dec 30 13:54:59 CET 2013: 12: No solution found.
Mon Dec 30 13:54:59 CET 2013: 13: finished (433ms, 65cycles)
Mon Dec 30 13:54:59 CET 2013: 13: Solution found.
Mon Dec 30 13:55:02 CET 2013: 14: finished (3000ms, 500cycles)
Mon Dec 30 13:55:02 CET 2013: 14: No solution found.
Mon Dec 30 13:55:05 CET 2013: 15: finished (3273ms, 500cycles)
Mon Dec 30 13:55:05 CET 2013: 15: No solution found.
Mon Dec 30 13:55:09 CET 2013: 16: finished (3389ms, 500cycles)
Mon Dec 30 13:55:09 CET 2013: 16: No solution found.
Mon Dec 30 13:55:10 CET 2013: 17: finished (1007ms, 127cycles)
Mon Dec 30 13:55:10 CET 2013: 17: Solution found.
Mon Dec 30 13:55:13 CET 2013: 18: finished (3342ms, 500cycles)
Mon Dec 30 13:55:13 CET 2013: 18: No solution found.
Mon Dec 30 13:55:16 CET 2013: 19: finished (3174ms, 500cycles)
Mon Dec 30 13:55:16 CET 2013: 19: No solution found.
Mon Dec 30 13:55:20 CET 2013: 20: finished (3284ms, 500cycles)
Mon Dec 30 13:55:20 CET 2013: 20: No solution found.
Mon Dec 30 13:55:23 CET 2013: 21: finished (3566ms, 500cycles)
Mon Dec 30 13:55:23 CET 2013: 21: No solution found.
Mon Dec 30 13:55:26 CET 2013: 22: finished (3239ms, 500cycles)
Mon Dec 30 13:55:26 CET 2013: 22: No solution found.
Mon Dec 30 13:55:27 CET 2013: 23: finished (410ms, 59cycles)
Mon Dec 30 13:55:27 CET 2013: 23: Solution found.
Mon Dec 30 13:55:30 CET 2013: 24: finished (3378ms, 500cycles)
Mon Dec 30 13:55:30 CET 2013: 24: No solution found.
Mon Dec 30 13:55:34 CET 2013: 25: finished (3442ms, 500cycles)
Mon Dec 30 13:55:34 CET 2013: 25: No solution found.
Mon Dec 30 13:55:38 CET 2013: 26: finished (4017ms, 500cycles)
Mon Dec 30 13:55:38 CET 2013: 26: No solution found.
Mon Dec 30 13:55:41 CET 2013: 27: finished (3148ms, 500cycles)
Mon Dec 30 13:55:41 CET 2013: 27: No solution found.
Mon Dec 30 13:55:44 CET 2013: 28: finished (3335ms, 500cycles)
Mon Dec 30 13:55:44 CET 2013: 28: No solution found.
Mon Dec 30 13:55:48 CET 2013: 29: finished (3537ms, 500cycles)
Mon Dec 30 13:55:48 CET 2013: 29: No solution found.
Mon Dec 30 13:55:50 CET 2013: 30: finished (2332ms, 299cycles)
Mon Dec 30 13:55:50 CET 2013: 30: Solution found.
Mon Dec 30 13:55:53 CET 2013: 31: finished (3553ms, 500cycles)
Mon Dec 30 13:55:53 CET 2013: 31: No solution found.
Mon Dec 30 13:55:57 CET 2013: 32: finished (3515ms, 500cycles)
Mon Dec 30 13:55:57 CET 2013: 32: No solution found.
Mon Dec 30 13:56:00 CET 2013: 33: finished (3255ms, 500cycles)
Mon Dec 30 13:56:00 CET 2013: 33: No solution found.
Mon Dec 30 13:56:04 CET 2013: 34: finished (3527ms, 500cycles)
Mon Dec 30 13:56:04 CET 2013: 34: No solution found.
Mon Dec 30 13:56:07 CET 2013: 35: finished (3530ms, 500cycles)
Mon Dec 30 13:56:07 CET 2013: 35: No solution found.
Mon Dec 30 13:56:11 CET 2013: 36: finished (3525ms, 500cycles)
Mon Dec 30 13:56:11 CET 2013: 36: No solution found.
Mon Dec 30 13:56:14 CET 2013: 37: finished (3578ms, 500cycles)
Mon Dec 30 13:56:14 CET 2013: 37: No solution found.
Mon Dec 30 13:56:18 CET 2013: 38: finished (3451ms, 500cycles)
Mon Dec 30 13:56:18 CET 2013: 38: No solution found.
Mon Dec 30 13:56:21 CET 2013: 39: finished (3531ms, 500cycles)
Mon Dec 30 13:56:21 CET 2013: 39: No solution found.
Mon Dec 30 13:56:25 CET 2013: 40: finished (3598ms, 500cycles)
Mon Dec 30 13:56:25 CET 2013: 40: No solution found.
Mon Dec 30 13:56:28 CET 2013: 41: finished (3328ms, 500cycles)
Mon Dec 30 13:56:28 CET 2013: 41: No solution found.
Mon Dec 30 13:56:32 CET 2013: 42: finished (3418ms, 500cycles)
Mon Dec 30 13:56:32 CET 2013: 42: No solution found.
Mon Dec 30 13:56:35 CET 2013: 43: finished (2954ms, 500cycles)
Mon Dec 30 13:56:35 CET 2013: 43: No solution found.
Mon Dec 30 13:56:38 CET 2013: 44: finished (3369ms, 500cycles)
Mon Dec 30 13:56:38 CET 2013: 44: No solution found.
Mon Dec 30 13:56:41 CET 2013: 45: finished (3424ms, 500cycles)
Mon Dec 30 13:56:41 CET 2013: 45: No solution found.
Mon Dec 30 13:56:45 CET 2013: 46: finished (3182ms, 500cycles)
Mon Dec 30 13:56:45 CET 2013: 46: No solution found.
Mon Dec 30 13:56:48 CET 2013: 47: finished (3536ms, 500cycles)
Mon Dec 30 13:56:48 CET 2013: 47: No solution found.
Mon Dec 30 13:56:52 CET 2013: 48: finished (3459ms, 500cycles)
Mon Dec 30 13:56:52 CET 2013: 48: No solution found.
Mon Dec 30 13:56:55 CET 2013: 49: finished (3032ms, 500cycles)
Mon Dec 30 13:56:55 CET 2013: 49: No solution found.
Mon Dec 30 13:56:58 CET 2013: 50: finished (3566ms, 500cycles)
Mon Dec 30 13:56:58 CET 2013: 50: No solution found.
Mon Dec 30 13:56:59 CET 2013: 51: finished (352ms, 48cycles)
Mon Dec 30 13:56:59 CET 2013: 51: Solution found.
Mon Dec 30 13:57:02 CET 2013: 52: finished (3396ms, 500cycles)
Mon Dec 30 13:57:02 CET 2013: 52: No solution found.
Mon Dec 30 13:57:06 CET 2013: 53: finished (3712ms, 500cycles)
Mon Dec 30 13:57:06 CET 2013: 53: No solution found.
Mon Dec 30 13:57:09 CET 2013: 54: finished (3423ms, 500cycles)
Mon Dec 30 13:57:09 CET 2013: 54: No solution found.
Mon Dec 30 13:57:13 CET 2013: 55: finished (3517ms, 500cycles)
Mon Dec 30 13:57:13 CET 2013: 55: No solution found.
Mon Dec 30 13:57:16 CET 2013: 56: finished (3412ms, 500cycles)
Mon Dec 30 13:57:16 CET 2013: 56: No solution found.
Mon Dec 30 13:57:20 CET 2013: 57: finished (3961ms, 500cycles)
Mon Dec 30 13:57:20 CET 2013: 57: No solution found.
Mon Dec 30 13:57:24 CET 2013: 58: finished (3526ms, 500cycles)
Mon Dec 30 13:57:24 CET 2013: 58: No solution found.
Mon Dec 30 13:57:27 CET 2013: 59: finished (3170ms, 500cycles)
Mon Dec 30 13:57:27 CET 2013: 59: No solution found.
Mon Dec 30 13:57:30 CET 2013: 60: finished (3151ms, 500cycles)
Mon Dec 30 13:57:30 CET 2013: 60: No solution found.
Mon Dec 30 13:57:33 CET 2013: 61: finished (3502ms, 500cycles)
Mon Dec 30 13:57:33 CET 2013: 61: No solution found.
Mon Dec 30 13:57:37 CET 2013: 62: finished (3727ms, 500cycles)
Mon Dec 30 13:57:37 CET 2013: 62: No solution found.
Mon Dec 30 13:57:40 CET 2013: 63: finished (3285ms, 500cycles)
Mon Dec 30 13:57:40 CET 2013: 63: No solution found.
Mon Dec 30 13:57:44 CET 2013: 64: finished (3538ms, 500cycles)
Mon Dec 30 13:57:44 CET 2013: 64: No solution found.
Mon Dec 30 13:57:47 CET 2013: 65: finished (3444ms, 500cycles)
Mon Dec 30 13:57:47 CET 2013: 65: No solution found.
