Mon May 19 20:51:31 CEST 2014: Problem Count: 50
Mon May 19 20:51:31 CEST 2014: CandidatesCount: 200
Mon May 19 20:51:31 CEST 2014: Max Cycles: 500
Mon May 19 20:51:34 CEST 2014: 0: finished (2950ms, 500cycles)
Mon May 19 20:51:34 CEST 2014: 0: No solution found.
Mon May 19 20:51:37 CEST 2014: 1: finished (2900ms, 500cycles)
Mon May 19 20:51:37 CEST 2014: 1: No solution found.
Mon May 19 20:51:39 CEST 2014: 2: finished (2406ms, 500cycles)
Mon May 19 20:51:39 CEST 2014: 2: No solution found.
Mon May 19 20:51:42 CEST 2014: 3: finished (2638ms, 500cycles)
Mon May 19 20:51:42 CEST 2014: 3: No solution found.
Mon May 19 20:51:43 CEST 2014: 4: finished (1402ms, 500cycles)
Mon May 19 20:51:43 CEST 2014: 4: No solution found.
Mon May 19 20:51:45 CEST 2014: 5: finished (1924ms, 500cycles)
Mon May 19 20:51:45 CEST 2014: 5: No solution found.
Mon May 19 20:51:45 CEST 2014: 6: finished (64ms, 23cycles)
Mon May 19 20:51:45 CEST 2014: 6: Solution found.
Mon May 19 20:51:47 CEST 2014: 7: finished (2407ms, 500cycles)
Mon May 19 20:51:47 CEST 2014: 7: No solution found.
Mon May 19 20:51:49 CEST 2014: 8: finished (1459ms, 132cycles)
Mon May 19 20:51:49 CEST 2014: 8: Solution found.
Mon May 19 20:51:50 CEST 2014: 9: finished (916ms, 96cycles)
Mon May 19 20:51:50 CEST 2014: 9: Solution found.
Mon May 19 20:51:50 CEST 2014: 10: finished (183ms, 21cycles)
Mon May 19 20:51:50 CEST 2014: 10: Solution found.
Mon May 19 20:51:53 CEST 2014: 11: finished (3263ms, 500cycles)
Mon May 19 20:51:53 CEST 2014: 11: No solution found.
Mon May 19 20:51:54 CEST 2014: 12: finished (380ms, 77cycles)
Mon May 19 20:51:54 CEST 2014: 12: Solution found.
Mon May 19 20:51:55 CEST 2014: 13: finished (1469ms, 500cycles)
Mon May 19 20:51:55 CEST 2014: 13: No solution found.
Mon May 19 20:51:56 CEST 2014: 14: finished (1376ms, 500cycles)
Mon May 19 20:51:56 CEST 2014: 14: No solution found.
Mon May 19 20:51:59 CEST 2014: 15: finished (2511ms, 500cycles)
Mon May 19 20:51:59 CEST 2014: 15: No solution found.
Mon May 19 20:51:59 CEST 2014: 16: finished (71ms, 26cycles)
Mon May 19 20:51:59 CEST 2014: 16: Solution found.
Mon May 19 20:52:02 CEST 2014: 17: finished (2655ms, 500cycles)
Mon May 19 20:52:02 CEST 2014: 17: No solution found.
Mon May 19 20:52:04 CEST 2014: 18: finished (2288ms, 500cycles)
Mon May 19 20:52:04 CEST 2014: 18: No solution found.
Mon May 19 20:52:06 CEST 2014: 19: finished (1980ms, 500cycles)
Mon May 19 20:52:06 CEST 2014: 19: No solution found.
Mon May 19 20:52:08 CEST 2014: 20: finished (1781ms, 500cycles)
Mon May 19 20:52:08 CEST 2014: 20: No solution found.
Mon May 19 20:52:10 CEST 2014: 21: finished (2322ms, 500cycles)
Mon May 19 20:52:10 CEST 2014: 21: No solution found.
Mon May 19 20:52:12 CEST 2014: 22: finished (1697ms, 500cycles)
Mon May 19 20:52:12 CEST 2014: 22: No solution found.
Mon May 19 20:52:12 CEST 2014: 23: finished (379ms, 130cycles)
Mon May 19 20:52:12 CEST 2014: 23: Solution found.
Mon May 19 20:52:13 CEST 2014: 24: finished (378ms, 118cycles)
Mon May 19 20:52:13 CEST 2014: 24: Solution found.
Mon May 19 20:52:18 CEST 2014: 25: finished (5135ms, 500cycles)
Mon May 19 20:52:18 CEST 2014: 25: No solution found.
Mon May 19 20:52:21 CEST 2014: 26: finished (2937ms, 500cycles)
Mon May 19 20:52:21 CEST 2014: 26: No solution found.
Mon May 19 20:52:23 CEST 2014: 27: finished (1948ms, 500cycles)
Mon May 19 20:52:23 CEST 2014: 27: No solution found.
Mon May 19 20:52:24 CEST 2014: 28: finished (1330ms, 500cycles)
Mon May 19 20:52:24 CEST 2014: 28: No solution found.
Mon May 19 20:52:24 CEST 2014: 29: finished (254ms, 51cycles)
Mon May 19 20:52:24 CEST 2014: 29: Solution found.
Mon May 19 20:52:27 CEST 2014: 30: finished (2407ms, 500cycles)
Mon May 19 20:52:27 CEST 2014: 30: No solution found.
Mon May 19 20:52:29 CEST 2014: 31: finished (2806ms, 500cycles)
Mon May 19 20:52:29 CEST 2014: 31: No solution found.
Mon May 19 20:52:31 CEST 2014: 32: finished (1458ms, 500cycles)
Mon May 19 20:52:31 CEST 2014: 32: No solution found.
Mon May 19 20:52:32 CEST 2014: 33: finished (1505ms, 256cycles)
Mon May 19 20:52:32 CEST 2014: 33: Solution found.
Mon May 19 20:52:34 CEST 2014: 34: finished (1412ms, 500cycles)
Mon May 19 20:52:34 CEST 2014: 34: No solution found.
Mon May 19 20:52:35 CEST 2014: 35: finished (1430ms, 500cycles)
Mon May 19 20:52:35 CEST 2014: 35: No solution found.
Mon May 19 20:52:38 CEST 2014: 36: finished (2696ms, 500cycles)
Mon May 19 20:52:38 CEST 2014: 36: No solution found.
Mon May 19 20:52:39 CEST 2014: 37: finished (1371ms, 500cycles)
Mon May 19 20:52:39 CEST 2014: 37: No solution found.
Mon May 19 20:52:41 CEST 2014: 38: finished (2103ms, 500cycles)
Mon May 19 20:52:41 CEST 2014: 38: No solution found.
Mon May 19 20:52:43 CEST 2014: 39: finished (1947ms, 500cycles)
Mon May 19 20:52:43 CEST 2014: 39: No solution found.
Mon May 19 20:52:43 CEST 2014: 40: finished (66ms, 20cycles)
Mon May 19 20:52:43 CEST 2014: 40: Solution found.
Mon May 19 20:52:45 CEST 2014: 41: finished (1379ms, 500cycles)
Mon May 19 20:52:45 CEST 2014: 41: No solution found.
Mon May 19 20:52:47 CEST 2014: 42: finished (2693ms, 500cycles)
Mon May 19 20:52:47 CEST 2014: 42: No solution found.
Mon May 19 20:52:48 CEST 2014: 43: finished (570ms, 96cycles)
Mon May 19 20:52:48 CEST 2014: 43: Solution found.
Mon May 19 20:52:54 CEST 2014: 44: finished (5645ms, 500cycles)
Mon May 19 20:52:54 CEST 2014: 44: No solution found.
Mon May 19 20:52:55 CEST 2014: 45: finished (1677ms, 500cycles)
Mon May 19 20:52:55 CEST 2014: 45: No solution found.
Mon May 19 20:52:58 CEST 2014: 46: finished (2465ms, 500cycles)
Mon May 19 20:52:58 CEST 2014: 46: No solution found.
Mon May 19 20:52:59 CEST 2014: 47: finished (1422ms, 500cycles)
Mon May 19 20:52:59 CEST 2014: 47: No solution found.
Mon May 19 20:53:02 CEST 2014: 48: finished (2744ms, 500cycles)
Mon May 19 20:53:02 CEST 2014: 48: No solution found.
Mon May 19 20:53:05 CEST 2014: 49: finished (2800ms, 500cycles)
Mon May 19 20:53:05 CEST 2014: 49: No solution found.
Mon May 19 20:53:10 CEST 2014: 50: finished (4855ms, 500cycles)
Mon May 19 20:53:10 CEST 2014: 50: No solution found.
Mon May 19 20:53:13 CEST 2014: 51: finished (2988ms, 500cycles)
Mon May 19 20:53:13 CEST 2014: 51: No solution found.
Mon May 19 20:53:15 CEST 2014: 52: finished (2591ms, 500cycles)
Mon May 19 20:53:15 CEST 2014: 52: No solution found.
Mon May 19 20:53:18 CEST 2014: 53: finished (2489ms, 500cycles)
Mon May 19 20:53:18 CEST 2014: 53: No solution found.
Mon May 19 20:53:22 CEST 2014: 54: finished (4292ms, 500cycles)
Mon May 19 20:53:22 CEST 2014: 54: No solution found.
Mon May 19 20:53:27 CEST 2014: 55: finished (4671ms, 500cycles)
Mon May 19 20:53:27 CEST 2014: 55: No solution found.
Mon May 19 20:53:29 CEST 2014: 56: finished (2572ms, 500cycles)
Mon May 19 20:53:29 CEST 2014: 56: No solution found.
Mon May 19 20:53:31 CEST 2014: 57: finished (1378ms, 500cycles)
Mon May 19 20:53:31 CEST 2014: 57: No solution found.
Mon May 19 20:53:33 CEST 2014: 58: finished (2769ms, 500cycles)
Mon May 19 20:53:33 CEST 2014: 58: No solution found.
Mon May 19 20:53:35 CEST 2014: 59: finished (1709ms, 500cycles)
Mon May 19 20:53:35 CEST 2014: 59: No solution found.
Mon May 19 20:53:37 CEST 2014: 60: finished (2141ms, 500cycles)
Mon May 19 20:53:37 CEST 2014: 60: No solution found.
Mon May 19 20:53:39 CEST 2014: 61: finished (1903ms, 500cycles)
Mon May 19 20:53:39 CEST 2014: 61: No solution found.
Mon May 19 20:53:45 CEST 2014: 62: finished (5692ms, 500cycles)
Mon May 19 20:53:45 CEST 2014: 62: No solution found.
Mon May 19 20:53:48 CEST 2014: 63: finished (2799ms, 500cycles)
Mon May 19 20:53:48 CEST 2014: 63: No solution found.
Mon May 19 20:53:49 CEST 2014: 64: finished (1286ms, 500cycles)
Mon May 19 20:53:49 CEST 2014: 64: No solution found.
Mon May 19 20:53:51 CEST 2014: 65: finished (2578ms, 500cycles)
Mon May 19 20:53:51 CEST 2014: 65: No solution found.
Mon May 19 20:53:53 CEST 2014: 66: finished (1369ms, 500cycles)
Mon May 19 20:53:53 CEST 2014: 66: No solution found.
Mon May 19 20:53:56 CEST 2014: 67: finished (2669ms, 500cycles)
Mon May 19 20:53:56 CEST 2014: 67: No solution found.
Mon May 19 20:54:01 CEST 2014: 68: finished (5722ms, 500cycles)
Mon May 19 20:54:01 CEST 2014: 68: No solution found.
Mon May 19 20:54:04 CEST 2014: 69: finished (2830ms, 500cycles)
Mon May 19 20:54:04 CEST 2014: 69: No solution found.
Mon May 19 20:54:05 CEST 2014: 70: finished (1147ms, 236cycles)
Mon May 19 20:54:05 CEST 2014: 70: Solution found.
Mon May 19 20:54:08 CEST 2014: 71: finished (2685ms, 500cycles)
Mon May 19 20:54:08 CEST 2014: 71: No solution found.
Mon May 19 20:54:09 CEST 2014: 72: finished (1382ms, 500cycles)
Mon May 19 20:54:09 CEST 2014: 72: No solution found.
Mon May 19 20:54:09 CEST 2014: 73: finished (54ms, 17cycles)
Mon May 19 20:54:09 CEST 2014: 73: Solution found.
Mon May 19 20:54:12 CEST 2014: 74: finished (2527ms, 500cycles)
Mon May 19 20:54:12 CEST 2014: 74: No solution found.
Mon May 19 20:54:13 CEST 2014: 75: finished (1185ms, 324cycles)
Mon May 19 20:54:13 CEST 2014: 75: Solution found.
Mon May 19 20:54:16 CEST 2014: 76: finished (2640ms, 500cycles)
Mon May 19 20:54:16 CEST 2014: 76: No solution found.
Mon May 19 20:54:18 CEST 2014: 77: finished (2664ms, 500cycles)
Mon May 19 20:54:18 CEST 2014: 77: No solution found.
Mon May 19 20:54:20 CEST 2014: 78: finished (1396ms, 500cycles)
Mon May 19 20:54:20 CEST 2014: 78: No solution found.
Mon May 19 20:54:23 CEST 2014: 79: finished (2944ms, 500cycles)
Mon May 19 20:54:23 CEST 2014: 79: No solution found.
Mon May 19 20:54:25 CEST 2014: 80: finished (1918ms, 500cycles)
Mon May 19 20:54:25 CEST 2014: 80: No solution found.
