Sat Dec 28 14:29:46 CET 2013: Problem Count: 200
Sat Dec 28 14:29:46 CET 2013: CandidatesCount: 100
Sat Dec 28 14:29:46 CET 2013: Max Cycles: 500
Sat Dec 28 14:30:04 CET 2013: 0: finished (17200ms, 500cycles)
Sat Dec 28 14:30:04 CET 2013: 0: No solution found.
Sat Dec 28 14:30:25 CET 2013: 1: finished (21799ms, 500cycles)
Sat Dec 28 14:30:25 CET 2013: 1: No solution found.
Sat Dec 28 14:30:43 CET 2013: 2: finished (17677ms, 500cycles)
Sat Dec 28 14:30:43 CET 2013: 2: No solution found.
Sat Dec 28 14:31:00 CET 2013: 3: finished (16981ms, 500cycles)
Sat Dec 28 14:31:00 CET 2013: 3: No solution found.
Sat Dec 28 14:31:17 CET 2013: 4: finished (16679ms, 500cycles)
Sat Dec 28 14:31:17 CET 2013: 4: No solution found.
Sat Dec 28 14:31:37 CET 2013: 5: finished (20803ms, 500cycles)
Sat Dec 28 14:31:37 CET 2013: 5: No solution found.
Sat Dec 28 14:31:54 CET 2013: 6: finished (16753ms, 500cycles)
Sat Dec 28 14:31:54 CET 2013: 6: No solution found.
Sat Dec 28 14:32:15 CET 2013: 7: finished (20548ms, 500cycles)
Sat Dec 28 14:32:15 CET 2013: 7: No solution found.
Sat Dec 28 14:32:35 CET 2013: 8: finished (19758ms, 500cycles)
Sat Dec 28 14:32:35 CET 2013: 8: No solution found.
Sat Dec 28 14:32:36 CET 2013: 9: finished (1640ms, 44cycles)
Sat Dec 28 14:32:36 CET 2013: 9: Solution found.
Sat Dec 28 14:32:54 CET 2013: 10: finished (17480ms, 500cycles)
Sat Dec 28 14:32:54 CET 2013: 10: No solution found.
Sat Dec 28 14:33:11 CET 2013: 11: finished (16931ms, 500cycles)
Sat Dec 28 14:33:11 CET 2013: 11: No solution found.
Sat Dec 28 14:33:30 CET 2013: 12: finished (19618ms, 500cycles)
Sat Dec 28 14:33:30 CET 2013: 12: No solution found.
Sat Dec 28 14:33:50 CET 2013: 13: finished (20256ms, 500cycles)
Sat Dec 28 14:33:50 CET 2013: 13: No solution found.
Sat Dec 28 14:34:10 CET 2013: 14: finished (19411ms, 500cycles)
Sat Dec 28 14:34:10 CET 2013: 14: No solution found.
Sat Dec 28 14:34:29 CET 2013: 15: finished (19609ms, 500cycles)
Sat Dec 28 14:34:29 CET 2013: 15: No solution found.
Sat Dec 28 14:34:46 CET 2013: 16: finished (16950ms, 500cycles)
Sat Dec 28 14:34:46 CET 2013: 16: No solution found.
Sat Dec 28 14:35:06 CET 2013: 17: finished (19645ms, 500cycles)
Sat Dec 28 14:35:06 CET 2013: 17: No solution found.
Sat Dec 28 14:35:26 CET 2013: 18: finished (19669ms, 500cycles)
Sat Dec 28 14:35:26 CET 2013: 18: No solution found.
Sat Dec 28 14:35:45 CET 2013: 19: finished (19763ms, 500cycles)
Sat Dec 28 14:35:45 CET 2013: 19: No solution found.
Sat Dec 28 14:36:02 CET 2013: 20: finished (16583ms, 500cycles)
Sat Dec 28 14:36:02 CET 2013: 20: No solution found.
Sat Dec 28 14:36:22 CET 2013: 21: finished (20167ms, 500cycles)
Sat Dec 28 14:36:22 CET 2013: 21: No solution found.
Sat Dec 28 14:36:39 CET 2013: 22: finished (16691ms, 500cycles)
Sat Dec 28 14:36:39 CET 2013: 22: No solution found.
Sat Dec 28 14:36:59 CET 2013: 23: finished (19759ms, 500cycles)
Sat Dec 28 14:36:59 CET 2013: 23: No solution found.
Sat Dec 28 14:37:16 CET 2013: 24: finished (17661ms, 500cycles)
Sat Dec 28 14:37:16 CET 2013: 24: No solution found.
Sat Dec 28 14:37:34 CET 2013: 25: finished (17771ms, 500cycles)
Sat Dec 28 14:37:34 CET 2013: 25: No solution found.
Sat Dec 28 14:37:52 CET 2013: 26: finished (17416ms, 500cycles)
Sat Dec 28 14:37:52 CET 2013: 26: No solution found.
Sat Dec 28 14:38:13 CET 2013: 27: finished (21041ms, 500cycles)
Sat Dec 28 14:38:13 CET 2013: 27: No solution found.
Sat Dec 28 14:38:33 CET 2013: 28: finished (20483ms, 500cycles)
Sat Dec 28 14:38:33 CET 2013: 28: No solution found.
Sat Dec 28 14:38:53 CET 2013: 29: finished (19520ms, 500cycles)
Sat Dec 28 14:38:53 CET 2013: 29: No solution found.
Sat Dec 28 14:39:10 CET 2013: 30: finished (17249ms, 500cycles)
Sat Dec 28 14:39:10 CET 2013: 30: No solution found.
Sat Dec 28 14:39:31 CET 2013: 31: finished (20768ms, 500cycles)
Sat Dec 28 14:39:31 CET 2013: 31: No solution found.
Sat Dec 28 14:39:47 CET 2013: 32: finished (16767ms, 500cycles)
Sat Dec 28 14:39:47 CET 2013: 32: No solution found.
Sat Dec 28 14:40:05 CET 2013: 33: finished (17866ms, 500cycles)
Sat Dec 28 14:40:05 CET 2013: 33: No solution found.
Sat Dec 28 14:40:28 CET 2013: 34: finished (22554ms, 500cycles)
Sat Dec 28 14:40:28 CET 2013: 34: No solution found.
Sat Dec 28 14:40:47 CET 2013: 35: finished (19616ms, 500cycles)
Sat Dec 28 14:40:47 CET 2013: 35: No solution found.
Sat Dec 28 14:41:05 CET 2013: 36: finished (18080ms, 500cycles)
Sat Dec 28 14:41:05 CET 2013: 36: No solution found.
Sat Dec 28 14:41:07 CET 2013: 37: finished (1442ms, 39cycles)
Sat Dec 28 14:41:07 CET 2013: 37: Solution found.
Sat Dec 28 14:41:24 CET 2013: 38: finished (17443ms, 500cycles)
Sat Dec 28 14:41:24 CET 2013: 38: No solution found.
