Fri Dec 27 14:40:41 CET 2013: Problem Count: 50
Fri Dec 27 14:40:41 CET 2013: CandidatesCount: 50
Fri Dec 27 14:40:41 CET 2013: Max Cycles: 500
Fri Dec 27 14:40:43 CET 2013: 0: finished (2019ms, 500cycles)
Fri Dec 27 14:40:43 CET 2013: 0: No solution found.
Fri Dec 27 14:40:44 CET 2013: 1: finished (744ms, 500cycles)
Fri Dec 27 14:40:44 CET 2013: 1: No solution found.
Fri Dec 27 14:40:44 CET 2013: 2: finished (494ms, 500cycles)
Fri Dec 27 14:40:44 CET 2013: 2: No solution found.
Fri Dec 27 14:40:45 CET 2013: 3: finished (387ms, 500cycles)
Fri Dec 27 14:40:45 CET 2013: 3: No solution found.
Fri Dec 27 14:40:45 CET 2013: 4: finished (337ms, 500cycles)
Fri Dec 27 14:40:45 CET 2013: 4: No solution found.
Fri Dec 27 14:40:45 CET 2013: 5: finished (405ms, 500cycles)
Fri Dec 27 14:40:45 CET 2013: 5: No solution found.
Fri Dec 27 14:40:46 CET 2013: 6: finished (345ms, 500cycles)
Fri Dec 27 14:40:46 CET 2013: 6: No solution found.
Fri Dec 27 14:40:46 CET 2013: 7: finished (325ms, 500cycles)
Fri Dec 27 14:40:46 CET 2013: 7: No solution found.
Fri Dec 27 14:40:46 CET 2013: 8: finished (376ms, 500cycles)
Fri Dec 27 14:40:46 CET 2013: 8: No solution found.
Fri Dec 27 14:40:47 CET 2013: 9: finished (364ms, 500cycles)
Fri Dec 27 14:40:47 CET 2013: 9: No solution found.
Fri Dec 27 14:40:47 CET 2013: 10: finished (326ms, 500cycles)
Fri Dec 27 14:40:47 CET 2013: 10: No solution found.
Fri Dec 27 14:40:47 CET 2013: 11: finished (330ms, 500cycles)
Fri Dec 27 14:40:47 CET 2013: 11: No solution found.
Fri Dec 27 14:40:48 CET 2013: 12: finished (377ms, 500cycles)
Fri Dec 27 14:40:48 CET 2013: 12: No solution found.
Fri Dec 27 14:40:48 CET 2013: 13: finished (352ms, 500cycles)
Fri Dec 27 14:40:48 CET 2013: 13: No solution found.
Fri Dec 27 14:40:48 CET 2013: 14: finished (325ms, 500cycles)
Fri Dec 27 14:40:48 CET 2013: 14: No solution found.
Fri Dec 27 14:40:49 CET 2013: 15: finished (319ms, 500cycles)
Fri Dec 27 14:40:49 CET 2013: 15: No solution found.
Fri Dec 27 14:40:49 CET 2013: 16: finished (313ms, 500cycles)
Fri Dec 27 14:40:49 CET 2013: 16: No solution found.
Fri Dec 27 14:40:49 CET 2013: 17: finished (382ms, 500cycles)
Fri Dec 27 14:40:49 CET 2013: 17: No solution found.
Fri Dec 27 14:40:50 CET 2013: 18: finished (330ms, 500cycles)
Fri Dec 27 14:40:50 CET 2013: 18: No solution found.
Fri Dec 27 14:40:50 CET 2013: 19: finished (326ms, 500cycles)
Fri Dec 27 14:40:50 CET 2013: 19: No solution found.
Fri Dec 27 14:40:50 CET 2013: 20: finished (355ms, 500cycles)
Fri Dec 27 14:40:50 CET 2013: 20: No solution found.
Fri Dec 27 14:40:51 CET 2013: 21: finished (153ms, 195cycles)
Fri Dec 27 14:40:51 CET 2013: 21: Solution found.
Fri Dec 27 14:40:51 CET 2013: 22: finished (368ms, 500cycles)
Fri Dec 27 14:40:51 CET 2013: 22: No solution found.
Fri Dec 27 14:40:51 CET 2013: 23: finished (338ms, 500cycles)
Fri Dec 27 14:40:51 CET 2013: 23: No solution found.
Fri Dec 27 14:40:52 CET 2013: 24: finished (363ms, 500cycles)
Fri Dec 27 14:40:52 CET 2013: 24: No solution found.
Fri Dec 27 14:40:52 CET 2013: 25: finished (319ms, 500cycles)
Fri Dec 27 14:40:52 CET 2013: 25: No solution found.
Fri Dec 27 14:40:52 CET 2013: 26: finished (310ms, 500cycles)
Fri Dec 27 14:40:52 CET 2013: 26: No solution found.
Fri Dec 27 14:40:53 CET 2013: 27: finished (328ms, 500cycles)
Fri Dec 27 14:40:53 CET 2013: 27: No solution found.
Fri Dec 27 14:40:53 CET 2013: 28: finished (369ms, 500cycles)
Fri Dec 27 14:40:53 CET 2013: 28: No solution found.
Fri Dec 27 14:40:53 CET 2013: 29: finished (94ms, 112cycles)
Fri Dec 27 14:40:53 CET 2013: 29: Solution found.
Fri Dec 27 14:40:53 CET 2013: 30: finished (341ms, 500cycles)
Fri Dec 27 14:40:53 CET 2013: 30: No solution found.
Fri Dec 27 14:40:54 CET 2013: 31: finished (373ms, 500cycles)
Fri Dec 27 14:40:54 CET 2013: 31: No solution found.
Fri Dec 27 14:40:54 CET 2013: 32: finished (327ms, 500cycles)
Fri Dec 27 14:40:54 CET 2013: 32: No solution found.
Fri Dec 27 14:40:54 CET 2013: 33: finished (83ms, 110cycles)
Fri Dec 27 14:40:54 CET 2013: 33: Solution found.
Fri Dec 27 14:40:55 CET 2013: 34: finished (394ms, 500cycles)
Fri Dec 27 14:40:55 CET 2013: 34: No solution found.
Fri Dec 27 14:40:55 CET 2013: 35: finished (324ms, 500cycles)
Fri Dec 27 14:40:55 CET 2013: 35: No solution found.
Fri Dec 27 14:40:55 CET 2013: 36: finished (62ms, 83cycles)
Fri Dec 27 14:40:55 CET 2013: 36: Solution found.
Fri Dec 27 14:40:55 CET 2013: 37: finished (60ms, 80cycles)
Fri Dec 27 14:40:55 CET 2013: 37: Solution found.
Fri Dec 27 14:40:55 CET 2013: 38: finished (385ms, 500cycles)
Fri Dec 27 14:40:55 CET 2013: 38: No solution found.
Fri Dec 27 14:40:56 CET 2013: 39: finished (364ms, 500cycles)
Fri Dec 27 14:40:56 CET 2013: 39: No solution found.
Fri Dec 27 14:40:56 CET 2013: 40: finished (314ms, 500cycles)
Fri Dec 27 14:40:56 CET 2013: 40: No solution found.
Fri Dec 27 14:40:56 CET 2013: 41: finished (323ms, 500cycles)
Fri Dec 27 14:40:56 CET 2013: 41: No solution found.
Fri Dec 27 14:40:57 CET 2013: 42: finished (152ms, 116cycles)
Fri Dec 27 14:40:57 CET 2013: 42: Solution found.
Fri Dec 27 14:40:57 CET 2013: 43: finished (316ms, 500cycles)
Fri Dec 27 14:40:57 CET 2013: 43: No solution found.
Fri Dec 27 14:40:57 CET 2013: 44: finished (345ms, 500cycles)
Fri Dec 27 14:40:57 CET 2013: 44: No solution found.
Fri Dec 27 14:40:58 CET 2013: 45: finished (368ms, 500cycles)
Fri Dec 27 14:40:58 CET 2013: 45: No solution found.
Fri Dec 27 14:40:58 CET 2013: 46: finished (321ms, 500cycles)
Fri Dec 27 14:40:58 CET 2013: 46: No solution found.
Fri Dec 27 14:40:58 CET 2013: 47: finished (335ms, 500cycles)
Fri Dec 27 14:40:58 CET 2013: 47: No solution found.
Fri Dec 27 14:40:59 CET 2013: 48: finished (326ms, 500cycles)
Fri Dec 27 14:40:59 CET 2013: 48: No solution found.
Fri Dec 27 14:40:59 CET 2013: 49: finished (361ms, 500cycles)
Fri Dec 27 14:40:59 CET 2013: 49: No solution found.
Fri Dec 27 14:40:59 CET 2013: 50: finished (380ms, 500cycles)
Fri Dec 27 14:40:59 CET 2013: 50: No solution found.
Fri Dec 27 14:41:00 CET 2013: 51: finished (366ms, 500cycles)
Fri Dec 27 14:41:00 CET 2013: 51: No solution found.
Fri Dec 27 14:41:00 CET 2013: 52: finished (391ms, 500cycles)
Fri Dec 27 14:41:00 CET 2013: 52: No solution found.
Fri Dec 27 14:41:00 CET 2013: 53: finished (151ms, 196cycles)
Fri Dec 27 14:41:00 CET 2013: 53: Solution found.
Fri Dec 27 14:41:01 CET 2013: 54: finished (332ms, 500cycles)
Fri Dec 27 14:41:01 CET 2013: 54: No solution found.
Fri Dec 27 14:41:01 CET 2013: 55: finished (332ms, 500cycles)
Fri Dec 27 14:41:01 CET 2013: 55: No solution found.
Fri Dec 27 14:41:01 CET 2013: 56: finished (336ms, 500cycles)
Fri Dec 27 14:41:01 CET 2013: 56: No solution found.
Fri Dec 27 14:41:02 CET 2013: 57: finished (332ms, 500cycles)
Fri Dec 27 14:41:02 CET 2013: 57: No solution found.
Fri Dec 27 14:41:02 CET 2013: 58: finished (317ms, 500cycles)
Fri Dec 27 14:41:02 CET 2013: 58: No solution found.
Fri Dec 27 14:41:02 CET 2013: 59: finished (378ms, 500cycles)
Fri Dec 27 14:41:02 CET 2013: 59: No solution found.
Fri Dec 27 14:41:03 CET 2013: 60: finished (312ms, 500cycles)
Fri Dec 27 14:41:03 CET 2013: 60: No solution found.
Fri Dec 27 14:41:03 CET 2013: 61: finished (375ms, 500cycles)
Fri Dec 27 14:41:03 CET 2013: 61: No solution found.
Fri Dec 27 14:41:03 CET 2013: 62: finished (375ms, 500cycles)
Fri Dec 27 14:41:03 CET 2013: 62: No solution found.
Fri Dec 27 14:41:04 CET 2013: 63: finished (340ms, 500cycles)
Fri Dec 27 14:41:04 CET 2013: 63: No solution found.
Fri Dec 27 14:41:04 CET 2013: 64: finished (343ms, 500cycles)
Fri Dec 27 14:41:04 CET 2013: 64: No solution found.
Fri Dec 27 14:41:04 CET 2013: 65: finished (354ms, 500cycles)
Fri Dec 27 14:41:04 CET 2013: 65: No solution found.
Fri Dec 27 14:41:05 CET 2013: 66: finished (398ms, 500cycles)
Fri Dec 27 14:41:05 CET 2013: 66: No solution found.
Fri Dec 27 14:41:05 CET 2013: 67: finished (322ms, 500cycles)
Fri Dec 27 14:41:05 CET 2013: 67: No solution found.
Fri Dec 27 14:41:05 CET 2013: 68: finished (317ms, 500cycles)
Fri Dec 27 14:41:05 CET 2013: 68: No solution found.
Fri Dec 27 14:41:06 CET 2013: 69: finished (329ms, 500cycles)
Fri Dec 27 14:41:06 CET 2013: 69: No solution found.
Fri Dec 27 14:41:06 CET 2013: 70: finished (318ms, 500cycles)
Fri Dec 27 14:41:06 CET 2013: 70: No solution found.
Fri Dec 27 14:41:06 CET 2013: 71: finished (318ms, 500cycles)
Fri Dec 27 14:41:06 CET 2013: 71: No solution found.
Fri Dec 27 14:41:07 CET 2013: 72: finished (340ms, 500cycles)
Fri Dec 27 14:41:07 CET 2013: 72: No solution found.
Fri Dec 27 14:41:07 CET 2013: 73: finished (384ms, 500cycles)
Fri Dec 27 14:41:07 CET 2013: 73: No solution found.
Fri Dec 27 14:41:07 CET 2013: 74: finished (313ms, 500cycles)
Fri Dec 27 14:41:07 CET 2013: 74: No solution found.
Fri Dec 27 14:41:08 CET 2013: 75: finished (320ms, 500cycles)
Fri Dec 27 14:41:08 CET 2013: 75: No solution found.
Fri Dec 27 14:41:08 CET 2013: 76: finished (358ms, 500cycles)
Fri Dec 27 14:41:08 CET 2013: 76: No solution found.
Fri Dec 27 14:41:08 CET 2013: 77: finished (332ms, 500cycles)
Fri Dec 27 14:41:08 CET 2013: 77: No solution found.
Fri Dec 27 14:41:09 CET 2013: 78: finished (322ms, 500cycles)
Fri Dec 27 14:41:09 CET 2013: 78: No solution found.
Fri Dec 27 14:41:09 CET 2013: 79: finished (319ms, 500cycles)
Fri Dec 27 14:41:09 CET 2013: 79: No solution found.
Fri Dec 27 14:41:09 CET 2013: 80: finished (51ms, 67cycles)
Fri Dec 27 14:41:09 CET 2013: 80: Solution found.
Fri Dec 27 14:41:09 CET 2013: 81: finished (331ms, 500cycles)
Fri Dec 27 14:41:09 CET 2013: 81: No solution found.
Fri Dec 27 14:41:10 CET 2013: 82: finished (344ms, 500cycles)
Fri Dec 27 14:41:10 CET 2013: 82: No solution found.
Fri Dec 27 14:41:10 CET 2013: 83: finished (376ms, 500cycles)
Fri Dec 27 14:41:10 CET 2013: 83: No solution found.
Fri Dec 27 14:41:11 CET 2013: 84: finished (367ms, 500cycles)
Fri Dec 27 14:41:11 CET 2013: 84: No solution found.
