Mon May 19 23:14:03 CEST 2014: Problem Count: 150
Mon May 19 23:14:03 CEST 2014: CandidatesCount: 50
Mon May 19 23:14:03 CEST 2014: Max Cycles: 500
Mon May 19 23:14:05 CEST 2014: 0: finished (1848ms, 500cycles)
Mon May 19 23:14:05 CEST 2014: 0: No solution found.
Mon May 19 23:14:06 CEST 2014: 1: finished (1777ms, 500cycles)
Mon May 19 23:14:06 CEST 2014: 1: No solution found.
Mon May 19 23:14:08 CEST 2014: 2: finished (1712ms, 500cycles)
Mon May 19 23:14:08 CEST 2014: 2: No solution found.
Mon May 19 23:14:10 CEST 2014: 3: finished (1878ms, 500cycles)
Mon May 19 23:14:10 CEST 2014: 3: No solution found.
Mon May 19 23:14:12 CEST 2014: 4: finished (2192ms, 500cycles)
Mon May 19 23:14:12 CEST 2014: 4: No solution found.
Mon May 19 23:14:14 CEST 2014: 5: finished (1837ms, 500cycles)
Mon May 19 23:14:14 CEST 2014: 5: No solution found.
Mon May 19 23:14:16 CEST 2014: 6: finished (1880ms, 500cycles)
Mon May 19 23:14:16 CEST 2014: 6: No solution found.
Mon May 19 23:14:18 CEST 2014: 7: finished (1808ms, 500cycles)
Mon May 19 23:14:18 CEST 2014: 7: No solution found.
Mon May 19 23:14:19 CEST 2014: 8: finished (1635ms, 500cycles)
Mon May 19 23:14:19 CEST 2014: 8: No solution found.
Mon May 19 23:14:20 CEST 2014: 9: finished (294ms, 74cycles)
Mon May 19 23:14:20 CEST 2014: 9: Solution found.
Mon May 19 23:14:20 CEST 2014: 10: finished (460ms, 117cycles)
Mon May 19 23:14:20 CEST 2014: 10: Solution found.
Mon May 19 23:14:22 CEST 2014: 11: finished (1822ms, 500cycles)
Mon May 19 23:14:22 CEST 2014: 11: No solution found.
Mon May 19 23:14:24 CEST 2014: 12: finished (1729ms, 500cycles)
Mon May 19 23:14:24 CEST 2014: 12: No solution found.
Mon May 19 23:14:25 CEST 2014: 13: finished (1736ms, 500cycles)
Mon May 19 23:14:25 CEST 2014: 13: No solution found.
Mon May 19 23:14:27 CEST 2014: 14: finished (1831ms, 500cycles)
Mon May 19 23:14:27 CEST 2014: 14: No solution found.
Mon May 19 23:14:29 CEST 2014: 15: finished (1860ms, 500cycles)
Mon May 19 23:14:29 CEST 2014: 15: No solution found.
Mon May 19 23:14:31 CEST 2014: 16: finished (1952ms, 500cycles)
Mon May 19 23:14:31 CEST 2014: 16: No solution found.
Mon May 19 23:14:33 CEST 2014: 17: finished (1866ms, 500cycles)
Mon May 19 23:14:33 CEST 2014: 17: No solution found.
Mon May 19 23:14:35 CEST 2014: 18: finished (2435ms, 500cycles)
Mon May 19 23:14:35 CEST 2014: 18: No solution found.
Mon May 19 23:14:38 CEST 2014: 19: finished (3071ms, 500cycles)
Mon May 19 23:14:38 CEST 2014: 19: No solution found.
Mon May 19 23:14:40 CEST 2014: 20: finished (2137ms, 500cycles)
Mon May 19 23:14:40 CEST 2014: 20: No solution found.
Mon May 19 23:14:42 CEST 2014: 21: finished (1903ms, 500cycles)
Mon May 19 23:14:42 CEST 2014: 21: No solution found.
Mon May 19 23:14:44 CEST 2014: 22: finished (1915ms, 500cycles)
Mon May 19 23:14:44 CEST 2014: 22: No solution found.
Mon May 19 23:14:46 CEST 2014: 23: finished (1861ms, 500cycles)
Mon May 19 23:14:46 CEST 2014: 23: No solution found.
Mon May 19 23:14:48 CEST 2014: 24: finished (1707ms, 500cycles)
Mon May 19 23:14:48 CEST 2014: 24: No solution found.
Mon May 19 23:14:50 CEST 2014: 25: finished (1882ms, 500cycles)
Mon May 19 23:14:50 CEST 2014: 25: No solution found.
Mon May 19 23:14:52 CEST 2014: 26: finished (1863ms, 500cycles)
Mon May 19 23:14:52 CEST 2014: 26: No solution found.
Mon May 19 23:14:53 CEST 2014: 27: finished (1773ms, 500cycles)
Mon May 19 23:14:53 CEST 2014: 27: No solution found.
Mon May 19 23:14:55 CEST 2014: 28: finished (1615ms, 500cycles)
Mon May 19 23:14:55 CEST 2014: 28: No solution found.
Mon May 19 23:14:57 CEST 2014: 29: finished (2216ms, 500cycles)
Mon May 19 23:14:57 CEST 2014: 29: No solution found.
Mon May 19 23:14:59 CEST 2014: 30: finished (1887ms, 500cycles)
Mon May 19 23:14:59 CEST 2014: 30: No solution found.
Mon May 19 23:15:04 CEST 2014: 31: finished (4597ms, 500cycles)
Mon May 19 23:15:04 CEST 2014: 31: No solution found.
Mon May 19 23:15:06 CEST 2014: 32: finished (2846ms, 500cycles)
Mon May 19 23:15:06 CEST 2014: 32: No solution found.
Mon May 19 23:15:08 CEST 2014: 33: finished (1681ms, 500cycles)
Mon May 19 23:15:08 CEST 2014: 33: No solution found.
Mon May 19 23:15:10 CEST 2014: 34: finished (1823ms, 500cycles)
Mon May 19 23:15:10 CEST 2014: 34: No solution found.
Mon May 19 23:15:12 CEST 2014: 35: finished (1826ms, 500cycles)
Mon May 19 23:15:12 CEST 2014: 35: No solution found.
Mon May 19 23:15:14 CEST 2014: 36: finished (1860ms, 500cycles)
Mon May 19 23:15:14 CEST 2014: 36: No solution found.
Mon May 19 23:15:15 CEST 2014: 37: finished (1791ms, 500cycles)
Mon May 19 23:15:15 CEST 2014: 37: No solution found.
Mon May 19 23:15:16 CEST 2014: 38: finished (518ms, 136cycles)
Mon May 19 23:15:16 CEST 2014: 38: Solution found.
Mon May 19 23:15:18 CEST 2014: 39: finished (2396ms, 500cycles)
Mon May 19 23:15:18 CEST 2014: 39: No solution found.
Mon May 19 23:15:23 CEST 2014: 40: finished (4318ms, 500cycles)
Mon May 19 23:15:23 CEST 2014: 40: No solution found.
Mon May 19 23:15:25 CEST 2014: 41: finished (1825ms, 500cycles)
Mon May 19 23:15:25 CEST 2014: 41: No solution found.
Mon May 19 23:15:26 CEST 2014: 42: finished (1858ms, 500cycles)
Mon May 19 23:15:26 CEST 2014: 42: No solution found.
Mon May 19 23:15:28 CEST 2014: 43: finished (1757ms, 500cycles)
Mon May 19 23:15:28 CEST 2014: 43: No solution found.
Mon May 19 23:15:30 CEST 2014: 44: finished (1931ms, 500cycles)
Mon May 19 23:15:30 CEST 2014: 44: No solution found.
Mon May 19 23:15:32 CEST 2014: 45: finished (1917ms, 500cycles)
Mon May 19 23:15:32 CEST 2014: 45: No solution found.
Mon May 19 23:15:34 CEST 2014: 46: finished (1692ms, 500cycles)
Mon May 19 23:15:34 CEST 2014: 46: No solution found.
Mon May 19 23:15:36 CEST 2014: 47: finished (1825ms, 500cycles)
Mon May 19 23:15:36 CEST 2014: 47: No solution found.
Mon May 19 23:15:37 CEST 2014: 48: finished (1717ms, 500cycles)
Mon May 19 23:15:37 CEST 2014: 48: No solution found.
Mon May 19 23:15:39 CEST 2014: 49: finished (1869ms, 500cycles)
Mon May 19 23:15:39 CEST 2014: 49: No solution found.
Mon May 19 23:15:44 CEST 2014: 50: finished (4736ms, 500cycles)
Mon May 19 23:15:44 CEST 2014: 50: No solution found.
Mon May 19 23:15:46 CEST 2014: 51: finished (1883ms, 500cycles)
Mon May 19 23:15:46 CEST 2014: 51: No solution found.
Mon May 19 23:15:48 CEST 2014: 52: finished (1825ms, 500cycles)
Mon May 19 23:15:48 CEST 2014: 52: No solution found.
Mon May 19 23:15:50 CEST 2014: 53: finished (2305ms, 500cycles)
Mon May 19 23:15:50 CEST 2014: 53: No solution found.
Mon May 19 23:15:52 CEST 2014: 54: finished (1773ms, 500cycles)
Mon May 19 23:15:52 CEST 2014: 54: No solution found.
Mon May 19 23:15:54 CEST 2014: 55: finished (1877ms, 500cycles)
Mon May 19 23:15:54 CEST 2014: 55: No solution found.
Mon May 19 23:15:55 CEST 2014: 56: finished (1797ms, 500cycles)
Mon May 19 23:15:55 CEST 2014: 56: No solution found.
Mon May 19 23:15:57 CEST 2014: 57: finished (1690ms, 500cycles)
Mon May 19 23:15:57 CEST 2014: 57: No solution found.
Mon May 19 23:15:59 CEST 2014: 58: finished (1856ms, 500cycles)
Mon May 19 23:15:59 CEST 2014: 58: No solution found.
Mon May 19 23:16:01 CEST 2014: 59: finished (1860ms, 500cycles)
Mon May 19 23:16:01 CEST 2014: 59: No solution found.
Mon May 19 23:16:05 CEST 2014: 60: finished (3898ms, 500cycles)
Mon May 19 23:16:05 CEST 2014: 60: No solution found.
Mon May 19 23:16:08 CEST 2014: 61: finished (3381ms, 500cycles)
Mon May 19 23:16:08 CEST 2014: 61: No solution found.
Mon May 19 23:16:10 CEST 2014: 62: finished (1796ms, 500cycles)
Mon May 19 23:16:10 CEST 2014: 62: No solution found.
Mon May 19 23:16:12 CEST 2014: 63: finished (1834ms, 500cycles)
Mon May 19 23:16:12 CEST 2014: 63: No solution found.
Mon May 19 23:16:13 CEST 2014: 64: finished (1788ms, 500cycles)
Mon May 19 23:16:13 CEST 2014: 64: No solution found.
Mon May 19 23:16:15 CEST 2014: 65: finished (1730ms, 500cycles)
Mon May 19 23:16:15 CEST 2014: 65: No solution found.
Mon May 19 23:16:17 CEST 2014: 66: finished (1683ms, 500cycles)
Mon May 19 23:16:17 CEST 2014: 66: No solution found.
Mon May 19 23:16:19 CEST 2014: 67: finished (1967ms, 409cycles)
Mon May 19 23:16:19 CEST 2014: 67: Solution found.
Mon May 19 23:16:21 CEST 2014: 68: finished (1919ms, 500cycles)
Mon May 19 23:16:21 CEST 2014: 68: No solution found.
Mon May 19 23:16:24 CEST 2014: 69: finished (3770ms, 500cycles)
Mon May 19 23:16:24 CEST 2014: 69: No solution found.
Mon May 19 23:16:28 CEST 2014: 70: finished (3137ms, 500cycles)
Mon May 19 23:16:28 CEST 2014: 70: No solution found.
Mon May 19 23:16:28 CEST 2014: 71: finished (266ms, 71cycles)
Mon May 19 23:16:28 CEST 2014: 71: Solution found.
Mon May 19 23:16:30 CEST 2014: 72: finished (1830ms, 500cycles)
Mon May 19 23:16:30 CEST 2014: 72: No solution found.
Mon May 19 23:16:31 CEST 2014: 73: finished (1774ms, 500cycles)
Mon May 19 23:16:31 CEST 2014: 73: No solution found.
Mon May 19 23:16:33 CEST 2014: 74: finished (1690ms, 500cycles)
Mon May 19 23:16:33 CEST 2014: 74: No solution found.
Mon May 19 23:16:35 CEST 2014: 75: finished (1733ms, 500cycles)
Mon May 19 23:16:35 CEST 2014: 75: No solution found.
Mon May 19 23:16:38 CEST 2014: 76: finished (3187ms, 500cycles)
Mon May 19 23:16:38 CEST 2014: 76: No solution found.
Mon May 19 23:16:41 CEST 2014: 77: finished (3327ms, 500cycles)
Mon May 19 23:16:41 CEST 2014: 77: No solution found.
Mon May 19 23:16:43 CEST 2014: 78: finished (1881ms, 500cycles)
Mon May 19 23:16:43 CEST 2014: 78: No solution found.
Mon May 19 23:16:45 CEST 2014: 79: finished (1810ms, 500cycles)
Mon May 19 23:16:45 CEST 2014: 79: No solution found.
Mon May 19 23:16:47 CEST 2014: 80: finished (1827ms, 500cycles)
Mon May 19 23:16:47 CEST 2014: 80: No solution found.
Mon May 19 23:16:49 CEST 2014: 81: finished (1884ms, 500cycles)
Mon May 19 23:16:49 CEST 2014: 81: No solution found.
Mon May 19 23:16:51 CEST 2014: 82: finished (1689ms, 500cycles)
Mon May 19 23:16:51 CEST 2014: 82: No solution found.
Mon May 19 23:16:52 CEST 2014: 83: finished (1864ms, 500cycles)
Mon May 19 23:16:52 CEST 2014: 83: No solution found.
Mon May 19 23:16:54 CEST 2014: 84: finished (1920ms, 500cycles)
Mon May 19 23:16:54 CEST 2014: 84: No solution found.
Mon May 19 23:16:56 CEST 2014: 85: finished (1792ms, 500cycles)
Mon May 19 23:16:56 CEST 2014: 85: No solution found.
Mon May 19 23:16:58 CEST 2014: 86: finished (1922ms, 500cycles)
Mon May 19 23:16:58 CEST 2014: 86: No solution found.
Mon May 19 23:17:00 CEST 2014: 87: finished (1578ms, 500cycles)
Mon May 19 23:17:00 CEST 2014: 87: No solution found.
Mon May 19 23:17:03 CEST 2014: 88: finished (3490ms, 500cycles)
Mon May 19 23:17:03 CEST 2014: 88: No solution found.
Mon May 19 23:17:06 CEST 2014: 89: finished (2899ms, 500cycles)
Mon May 19 23:17:06 CEST 2014: 89: No solution found.
Mon May 19 23:17:08 CEST 2014: 90: finished (1813ms, 500cycles)
Mon May 19 23:17:08 CEST 2014: 90: No solution found.
Mon May 19 23:17:10 CEST 2014: 91: finished (1730ms, 500cycles)
Mon May 19 23:17:10 CEST 2014: 91: No solution found.
Mon May 19 23:17:11 CEST 2014: 92: finished (1782ms, 500cycles)
Mon May 19 23:17:11 CEST 2014: 92: No solution found.
Mon May 19 23:17:13 CEST 2014: 93: finished (1920ms, 500cycles)
Mon May 19 23:17:13 CEST 2014: 93: No solution found.
Mon May 19 23:17:15 CEST 2014: 94: finished (1990ms, 500cycles)
Mon May 19 23:17:15 CEST 2014: 94: No solution found.
Mon May 19 23:17:17 CEST 2014: 95: finished (1823ms, 500cycles)
Mon May 19 23:17:17 CEST 2014: 95: No solution found.
Mon May 19 23:17:19 CEST 2014: 96: finished (1857ms, 500cycles)
Mon May 19 23:17:19 CEST 2014: 96: No solution found.
Mon May 19 23:17:21 CEST 2014: 97: finished (1879ms, 500cycles)
Mon May 19 23:17:21 CEST 2014: 97: No solution found.
