Mon Dec 30 14:22:11 CET 2013: Problem Count: 50
Mon Dec 30 14:22:11 CET 2013: CandidatesCount: 100
Mon Dec 30 14:22:11 CET 2013: Max Cycles: 500
Mon Dec 30 14:22:11 CET 2013: 0: finished (230ms, 81cycles)
Mon Dec 30 14:22:11 CET 2013: 0: Solution found.
Mon Dec 30 14:22:13 CET 2013: 1: finished (1274ms, 500cycles)
Mon Dec 30 14:22:13 CET 2013: 1: No solution found.
Mon Dec 30 14:22:15 CET 2013: 2: finished (2112ms, 500cycles)
Mon Dec 30 14:22:15 CET 2013: 2: No solution found.
Mon Dec 30 14:22:16 CET 2013: 3: finished (1151ms, 500cycles)
Mon Dec 30 14:22:16 CET 2013: 3: No solution found.
Mon Dec 30 14:22:18 CET 2013: 4: finished (2056ms, 500cycles)
Mon Dec 30 14:22:18 CET 2013: 4: No solution found.
Mon Dec 30 14:22:20 CET 2013: 5: finished (2109ms, 500cycles)
Mon Dec 30 14:22:20 CET 2013: 5: No solution found.
Mon Dec 30 14:22:22 CET 2013: 6: finished (2278ms, 500cycles)
Mon Dec 30 14:22:22 CET 2013: 6: No solution found.
Mon Dec 30 14:22:24 CET 2013: 7: finished (1979ms, 500cycles)
Mon Dec 30 14:22:24 CET 2013: 7: No solution found.
Mon Dec 30 14:22:26 CET 2013: 8: finished (1352ms, 500cycles)
Mon Dec 30 14:22:26 CET 2013: 8: No solution found.
Mon Dec 30 14:22:28 CET 2013: 9: finished (2288ms, 500cycles)
Mon Dec 30 14:22:28 CET 2013: 9: No solution found.
Mon Dec 30 14:22:31 CET 2013: 10: finished (2555ms, 500cycles)
Mon Dec 30 14:22:31 CET 2013: 10: No solution found.
Mon Dec 30 14:22:32 CET 2013: 11: finished (1175ms, 500cycles)
Mon Dec 30 14:22:32 CET 2013: 11: No solution found.
Mon Dec 30 14:22:33 CET 2013: 12: finished (1138ms, 500cycles)
Mon Dec 30 14:22:33 CET 2013: 12: No solution found.
Mon Dec 30 14:22:34 CET 2013: 13: finished (1199ms, 500cycles)
Mon Dec 30 14:22:34 CET 2013: 13: No solution found.
Mon Dec 30 14:22:36 CET 2013: 14: finished (1932ms, 500cycles)
Mon Dec 30 14:22:36 CET 2013: 14: No solution found.
Mon Dec 30 14:22:37 CET 2013: 15: finished (1178ms, 500cycles)
Mon Dec 30 14:22:37 CET 2013: 15: No solution found.
Mon Dec 30 14:22:38 CET 2013: 16: finished (1275ms, 500cycles)
Mon Dec 30 14:22:38 CET 2013: 16: No solution found.
Mon Dec 30 14:22:39 CET 2013: 17: finished (74ms, 26cycles)
Mon Dec 30 14:22:39 CET 2013: 17: Solution found.
Mon Dec 30 14:22:40 CET 2013: 18: finished (1717ms, 500cycles)
Mon Dec 30 14:22:40 CET 2013: 18: No solution found.
Mon Dec 30 14:22:42 CET 2013: 19: finished (1259ms, 500cycles)
Mon Dec 30 14:22:42 CET 2013: 19: No solution found.
Mon Dec 30 14:22:43 CET 2013: 20: finished (1209ms, 500cycles)
Mon Dec 30 14:22:43 CET 2013: 20: No solution found.
Mon Dec 30 14:22:44 CET 2013: 21: finished (1119ms, 500cycles)
Mon Dec 30 14:22:44 CET 2013: 21: No solution found.
Mon Dec 30 14:22:46 CET 2013: 22: finished (2318ms, 500cycles)
Mon Dec 30 14:22:46 CET 2013: 22: No solution found.
Mon Dec 30 14:22:47 CET 2013: 23: finished (1222ms, 500cycles)
Mon Dec 30 14:22:47 CET 2013: 23: No solution found.
Mon Dec 30 14:22:48 CET 2013: 24: finished (145ms, 43cycles)
Mon Dec 30 14:22:48 CET 2013: 24: Solution found.
Mon Dec 30 14:22:49 CET 2013: 25: finished (1226ms, 500cycles)
Mon Dec 30 14:22:49 CET 2013: 25: No solution found.
