Mon May 19 23:17:25 CEST 2014: Problem Count: 200
Mon May 19 23:17:25 CEST 2014: CandidatesCount: 50
Mon May 19 23:17:25 CEST 2014: Max Cycles: 500
Mon May 19 23:17:27 CEST 2014: 0: finished (2823ms, 500cycles)
Mon May 19 23:17:27 CEST 2014: 0: No solution found.
Mon May 19 23:17:30 CEST 2014: 1: finished (3014ms, 500cycles)
Mon May 19 23:17:30 CEST 2014: 1: No solution found.
Mon May 19 23:17:33 CEST 2014: 2: finished (2993ms, 500cycles)
Mon May 19 23:17:33 CEST 2014: 2: No solution found.
Mon May 19 23:17:36 CEST 2014: 3: finished (2967ms, 500cycles)
Mon May 19 23:17:36 CEST 2014: 3: No solution found.
Mon May 19 23:17:39 CEST 2014: 4: finished (2920ms, 500cycles)
Mon May 19 23:17:39 CEST 2014: 4: No solution found.
Mon May 19 23:17:42 CEST 2014: 5: finished (2981ms, 500cycles)
Mon May 19 23:17:42 CEST 2014: 5: No solution found.
Mon May 19 23:17:45 CEST 2014: 6: finished (3003ms, 500cycles)
Mon May 19 23:17:45 CEST 2014: 6: No solution found.
Mon May 19 23:17:46 CEST 2014: 7: finished (259ms, 36cycles)
Mon May 19 23:17:46 CEST 2014: 7: Solution found.
Mon May 19 23:17:48 CEST 2014: 8: finished (2785ms, 500cycles)
Mon May 19 23:17:48 CEST 2014: 8: No solution found.
Mon May 19 23:17:51 CEST 2014: 9: finished (2788ms, 500cycles)
Mon May 19 23:17:51 CEST 2014: 9: No solution found.
Mon May 19 23:17:54 CEST 2014: 10: finished (3188ms, 500cycles)
Mon May 19 23:17:54 CEST 2014: 10: No solution found.
Mon May 19 23:18:00 CEST 2014: 11: finished (5946ms, 500cycles)
Mon May 19 23:18:00 CEST 2014: 11: No solution found.
Mon May 19 23:18:03 CEST 2014: 12: finished (3078ms, 500cycles)
Mon May 19 23:18:03 CEST 2014: 12: No solution found.
Mon May 19 23:18:06 CEST 2014: 13: finished (3045ms, 500cycles)
Mon May 19 23:18:06 CEST 2014: 13: No solution found.
Mon May 19 23:18:09 CEST 2014: 14: finished (2968ms, 500cycles)
Mon May 19 23:18:09 CEST 2014: 14: No solution found.
Mon May 19 23:18:12 CEST 2014: 15: finished (2729ms, 500cycles)
Mon May 19 23:18:12 CEST 2014: 15: No solution found.
Mon May 19 23:18:15 CEST 2014: 16: finished (2974ms, 500cycles)
Mon May 19 23:18:15 CEST 2014: 16: No solution found.
Mon May 19 23:18:18 CEST 2014: 17: finished (3117ms, 500cycles)
Mon May 19 23:18:18 CEST 2014: 17: No solution found.
Mon May 19 23:18:23 CEST 2014: 18: finished (5063ms, 500cycles)
Mon May 19 23:18:23 CEST 2014: 18: No solution found.
Mon May 19 23:18:28 CEST 2014: 19: finished (5158ms, 500cycles)
Mon May 19 23:18:28 CEST 2014: 19: No solution found.
Mon May 19 23:18:31 CEST 2014: 20: finished (2953ms, 500cycles)
Mon May 19 23:18:31 CEST 2014: 20: No solution found.
Mon May 19 23:18:34 CEST 2014: 21: finished (2849ms, 500cycles)
Mon May 19 23:18:34 CEST 2014: 21: No solution found.
Mon May 19 23:18:37 CEST 2014: 22: finished (3117ms, 500cycles)
Mon May 19 23:18:37 CEST 2014: 22: No solution found.
Mon May 19 23:18:40 CEST 2014: 23: finished (3037ms, 500cycles)
Mon May 19 23:18:40 CEST 2014: 23: No solution found.
Mon May 19 23:18:43 CEST 2014: 24: finished (2948ms, 500cycles)
Mon May 19 23:18:43 CEST 2014: 24: No solution found.
Mon May 19 23:18:50 CEST 2014: 25: finished (7005ms, 500cycles)
Mon May 19 23:18:50 CEST 2014: 25: No solution found.
Mon May 19 23:18:53 CEST 2014: 26: finished (3062ms, 500cycles)
Mon May 19 23:18:53 CEST 2014: 26: No solution found.
Mon May 19 23:18:56 CEST 2014: 27: finished (3163ms, 500cycles)
Mon May 19 23:18:56 CEST 2014: 27: No solution found.
