Sat Dec 28 16:50:20 CET 2013: Problem Count: 100
Sat Dec 28 16:50:20 CET 2013: CandidatesCount: 50
Sat Dec 28 16:50:20 CET 2013: Max Cycles: 2000
Sat Dec 28 16:50:31 CET 2013: 0: finished (11002ms, 2000cycles)
Sat Dec 28 16:50:31 CET 2013: 0: No solution found.
Sat Dec 28 16:50:31 CET 2013: 1: finished (181ms, 29cycles)
Sat Dec 28 16:50:31 CET 2013: 1: Solution found.
Sat Dec 28 16:50:34 CET 2013: 2: finished (3178ms, 563cycles)
Sat Dec 28 16:50:34 CET 2013: 2: Solution found.
Sat Dec 28 16:50:45 CET 2013: 3: finished (10808ms, 2000cycles)
Sat Dec 28 16:50:45 CET 2013: 3: No solution found.
Sat Dec 28 16:50:55 CET 2013: 4: finished (10646ms, 2000cycles)
Sat Dec 28 16:50:55 CET 2013: 4: No solution found.
Sat Dec 28 16:51:09 CET 2013: 5: finished (13450ms, 2000cycles)
Sat Dec 28 16:51:09 CET 2013: 5: No solution found.
Sat Dec 28 16:51:19 CET 2013: 6: finished (10579ms, 2000cycles)
Sat Dec 28 16:51:19 CET 2013: 6: No solution found.
Sat Dec 28 16:51:33 CET 2013: 7: finished (13197ms, 2000cycles)
Sat Dec 28 16:51:33 CET 2013: 7: No solution found.
Sat Dec 28 16:51:46 CET 2013: 8: finished (13658ms, 2000cycles)
Sat Dec 28 16:51:46 CET 2013: 8: No solution found.
Sat Dec 28 16:51:57 CET 2013: 9: finished (10808ms, 2000cycles)
Sat Dec 28 16:51:57 CET 2013: 9: No solution found.
Sat Dec 28 16:52:12 CET 2013: 10: finished (14598ms, 2000cycles)
Sat Dec 28 16:52:12 CET 2013: 10: No solution found.
Sat Dec 28 16:52:22 CET 2013: 11: finished (10475ms, 2000cycles)
Sat Dec 28 16:52:22 CET 2013: 11: No solution found.
Sat Dec 28 16:52:33 CET 2013: 12: finished (10880ms, 2000cycles)
Sat Dec 28 16:52:33 CET 2013: 12: No solution found.
Sat Dec 28 16:52:46 CET 2013: 13: finished (12967ms, 2000cycles)
Sat Dec 28 16:52:46 CET 2013: 13: No solution found.
Sat Dec 28 16:52:57 CET 2013: 14: finished (10886ms, 2000cycles)
Sat Dec 28 16:52:57 CET 2013: 14: No solution found.
Sat Dec 28 16:53:10 CET 2013: 15: finished (13483ms, 2000cycles)
Sat Dec 28 16:53:10 CET 2013: 15: No solution found.
Sat Dec 28 16:53:21 CET 2013: 16: finished (10567ms, 2000cycles)
Sat Dec 28 16:53:21 CET 2013: 16: No solution found.
Sat Dec 28 16:53:34 CET 2013: 17: finished (13441ms, 2000cycles)
Sat Dec 28 16:53:34 CET 2013: 17: No solution found.
Sat Dec 28 16:53:48 CET 2013: 18: finished (13619ms, 2000cycles)
Sat Dec 28 16:53:48 CET 2013: 18: No solution found.
Sat Dec 28 16:53:59 CET 2013: 19: finished (10728ms, 2000cycles)
Sat Dec 28 16:53:59 CET 2013: 19: No solution found.
Sat Dec 28 16:54:10 CET 2013: 20: finished (10825ms, 2000cycles)
Sat Dec 28 16:54:10 CET 2013: 20: No solution found.
Sat Dec 28 16:54:20 CET 2013: 21: finished (10558ms, 2000cycles)
Sat Dec 28 16:54:20 CET 2013: 21: No solution found.
Sat Dec 28 16:54:34 CET 2013: 22: finished (13530ms, 2000cycles)
Sat Dec 28 16:54:34 CET 2013: 22: No solution found.
Sat Dec 28 16:54:44 CET 2013: 23: finished (10695ms, 2000cycles)
Sat Dec 28 16:54:44 CET 2013: 23: No solution found.
Sat Dec 28 16:54:56 CET 2013: 24: finished (11452ms, 2000cycles)
Sat Dec 28 16:54:56 CET 2013: 24: No solution found.
Sat Dec 28 16:55:06 CET 2013: 25: finished (10642ms, 2000cycles)
Sat Dec 28 16:55:06 CET 2013: 25: No solution found.
Sat Dec 28 16:55:20 CET 2013: 26: finished (13394ms, 2000cycles)
Sat Dec 28 16:55:20 CET 2013: 26: No solution found.
Sat Dec 28 16:55:31 CET 2013: 27: finished (11256ms, 2000cycles)
Sat Dec 28 16:55:31 CET 2013: 27: No solution found.
Sat Dec 28 16:55:45 CET 2013: 28: finished (13978ms, 2000cycles)
Sat Dec 28 16:55:45 CET 2013: 28: No solution found.
Sat Dec 28 16:55:56 CET 2013: 29: finished (10527ms, 2000cycles)
Sat Dec 28 16:55:56 CET 2013: 29: No solution found.
Sat Dec 28 16:56:09 CET 2013: 30: finished (13294ms, 2000cycles)
Sat Dec 28 16:56:09 CET 2013: 30: No solution found.
Sat Dec 28 16:56:20 CET 2013: 31: finished (10859ms, 2000cycles)
Sat Dec 28 16:56:20 CET 2013: 31: No solution found.
Sat Dec 28 16:56:33 CET 2013: 32: finished (13620ms, 2000cycles)
Sat Dec 28 16:56:33 CET 2013: 32: No solution found.
Sat Dec 28 16:56:44 CET 2013: 33: finished (10634ms, 2000cycles)
Sat Dec 28 16:56:44 CET 2013: 33: No solution found.
Sat Dec 28 16:56:57 CET 2013: 34: finished (13420ms, 2000cycles)
Sat Dec 28 16:56:57 CET 2013: 34: No solution found.
Sat Dec 28 16:57:11 CET 2013: 35: finished (13305ms, 2000cycles)
