Mon May 19 11:06:09 CEST 2014: Problem Count: 150
Mon May 19 11:06:09 CEST 2014: CandidatesCount: 50
Mon May 19 11:06:09 CEST 2014: Max Cycles: 500
Mon May 19 11:06:11 CEST 2014: 0: finished (2203ms, 500cycles)
Mon May 19 11:06:11 CEST 2014: 0: No solution found.
Mon May 19 11:06:13 CEST 2014: 1: finished (1886ms, 500cycles)
Mon May 19 11:06:13 CEST 2014: 1: No solution found.
Mon May 19 11:06:14 CEST 2014: 2: finished (199ms, 48cycles)
Mon May 19 11:06:14 CEST 2014: 2: Solution found.
Mon May 19 11:06:15 CEST 2014: 3: finished (1876ms, 500cycles)
Mon May 19 11:06:15 CEST 2014: 3: No solution found.
Mon May 19 11:06:17 CEST 2014: 4: finished (1726ms, 500cycles)
Mon May 19 11:06:17 CEST 2014: 4: No solution found.
Mon May 19 11:06:19 CEST 2014: 5: finished (1801ms, 500cycles)
Mon May 19 11:06:19 CEST 2014: 5: No solution found.
Mon May 19 11:06:21 CEST 2014: 6: finished (1842ms, 500cycles)
Mon May 19 11:06:21 CEST 2014: 6: No solution found.
Mon May 19 11:06:23 CEST 2014: 7: finished (1725ms, 500cycles)
Mon May 19 11:06:23 CEST 2014: 7: No solution found.
Mon May 19 11:06:24 CEST 2014: 8: finished (1704ms, 500cycles)
Mon May 19 11:06:24 CEST 2014: 8: No solution found.
Mon May 19 11:06:26 CEST 2014: 9: finished (1776ms, 500cycles)
Mon May 19 11:06:26 CEST 2014: 9: No solution found.
Mon May 19 11:06:28 CEST 2014: 10: finished (1841ms, 500cycles)
Mon May 19 11:06:28 CEST 2014: 10: No solution found.
Mon May 19 11:06:30 CEST 2014: 11: finished (1856ms, 500cycles)
Mon May 19 11:06:30 CEST 2014: 11: No solution found.
Mon May 19 11:06:30 CEST 2014: 12: finished (133ms, 31cycles)
Mon May 19 11:06:30 CEST 2014: 12: Solution found.
Mon May 19 11:06:32 CEST 2014: 13: finished (1712ms, 500cycles)
