Sat Dec 28 00:29:46 CET 2013: Problem Count: 150
Sat Dec 28 00:29:46 CET 2013: CandidatesCount: 150
Sat Dec 28 00:29:46 CET 2013: Max Cycles: 500
Sat Dec 28 00:30:20 CET 2013: 0: finished (34813ms, 500cycles)
Sat Dec 28 00:30:20 CET 2013: 0: No solution found.
Sat Dec 28 00:30:54 CET 2013: 1: finished (33915ms, 500cycles)
Sat Dec 28 00:30:54 CET 2013: 1: No solution found.
Sat Dec 28 00:31:29 CET 2013: 2: finished (34827ms, 500cycles)
Sat Dec 28 00:31:29 CET 2013: 2: No solution found.
Sat Dec 28 00:32:03 CET 2013: 3: finished (33945ms, 500cycles)
Sat Dec 28 00:32:03 CET 2013: 3: No solution found.
Sat Dec 28 00:32:38 CET 2013: 4: finished (35268ms, 500cycles)
Sat Dec 28 00:32:38 CET 2013: 4: No solution found.
Sat Dec 28 00:33:13 CET 2013: 5: finished (35141ms, 500cycles)
Sat Dec 28 00:33:13 CET 2013: 5: No solution found.
Sat Dec 28 00:33:17 CET 2013: 6: finished (3695ms, 46cycles)
Sat Dec 28 00:33:17 CET 2013: 6: Solution found.
Sat Dec 28 00:33:51 CET 2013: 7: finished (33689ms, 500cycles)
Sat Dec 28 00:33:51 CET 2013: 7: No solution found.
Sat Dec 28 00:34:24 CET 2013: 8: finished (33565ms, 500cycles)
Sat Dec 28 00:34:24 CET 2013: 8: No solution found.
Sat Dec 28 00:34:32 CET 2013: 9: finished (8047ms, 111cycles)
Sat Dec 28 00:34:32 CET 2013: 9: Solution found.
Sat Dec 28 00:35:07 CET 2013: 10: finished (34673ms, 500cycles)
Sat Dec 28 00:35:07 CET 2013: 10: No solution found.
Sat Dec 28 00:35:41 CET 2013: 11: finished (33688ms, 500cycles)
Sat Dec 28 00:35:41 CET 2013: 11: No solution found.
Sat Dec 28 00:36:15 CET 2013: 12: finished (34151ms, 500cycles)
Sat Dec 28 00:36:15 CET 2013: 12: No solution found.
Sat Dec 28 00:36:47 CET 2013: 13: finished (31956ms, 500cycles)
Sat Dec 28 00:36:47 CET 2013: 13: No solution found.
Sat Dec 28 00:37:20 CET 2013: 14: finished (32964ms, 500cycles)
Sat Dec 28 00:37:20 CET 2013: 14: No solution found.
