Sat Dec 28 12:47:07 CET 2013: Problem Count: 200
Sat Dec 28 12:47:07 CET 2013: CandidatesCount: 50
Sat Dec 28 12:47:07 CET 2013: Max Cycles: 1000
Sat Dec 28 12:47:25 CET 2013: 0: finished (18916ms, 1000cycles)
Sat Dec 28 12:47:25 CET 2013: 0: No solution found.
Sat Dec 28 12:47:44 CET 2013: 1: finished (19029ms, 1000cycles)
Sat Dec 28 12:47:44 CET 2013: 1: No solution found.
Sat Dec 28 12:48:02 CET 2013: 2: finished (17047ms, 1000cycles)
Sat Dec 28 12:48:02 CET 2013: 2: No solution found.
Sat Dec 28 12:48:23 CET 2013: 3: finished (21189ms, 1000cycles)
Sat Dec 28 12:48:23 CET 2013: 3: No solution found.
Sat Dec 28 12:48:44 CET 2013: 4: finished (20994ms, 1000cycles)
Sat Dec 28 12:48:44 CET 2013: 4: No solution found.
Sat Dec 28 12:49:02 CET 2013: 5: finished (17820ms, 1000cycles)
Sat Dec 28 12:49:02 CET 2013: 5: No solution found.
Sat Dec 28 12:49:23 CET 2013: 6: finished (21643ms, 1000cycles)
Sat Dec 28 12:49:23 CET 2013: 6: No solution found.
Sat Dec 28 12:49:43 CET 2013: 7: finished (20060ms, 1000cycles)
Sat Dec 28 12:49:43 CET 2013: 7: No solution found.
Sat Dec 28 12:50:01 CET 2013: 8: finished (17547ms, 1000cycles)
Sat Dec 28 12:50:01 CET 2013: 8: No solution found.
Sat Dec 28 12:50:21 CET 2013: 9: finished (20425ms, 1000cycles)
Sat Dec 28 12:50:21 CET 2013: 9: No solution found.
Sat Dec 28 12:50:41 CET 2013: 10: finished (20170ms, 1000cycles)
Sat Dec 28 12:50:41 CET 2013: 10: No solution found.
Sat Dec 28 12:51:02 CET 2013: 11: finished (20724ms, 1000cycles)
Sat Dec 28 12:51:02 CET 2013: 11: No solution found.
Sat Dec 28 12:51:22 CET 2013: 12: finished (20282ms, 1000cycles)
Sat Dec 28 12:51:22 CET 2013: 12: No solution found.
Sat Dec 28 12:51:43 CET 2013: 13: finished (20983ms, 1000cycles)
Sat Dec 28 12:51:43 CET 2013: 13: No solution found.
Sat Dec 28 12:52:04 CET 2013: 14: finished (21145ms, 1000cycles)
Sat Dec 28 12:52:04 CET 2013: 14: No solution found.
Sat Dec 28 12:52:25 CET 2013: 15: finished (20142ms, 1000cycles)
Sat Dec 28 12:52:25 CET 2013: 15: No solution found.
Sat Dec 28 12:52:45 CET 2013: 16: finished (20377ms, 1000cycles)
Sat Dec 28 12:52:45 CET 2013: 16: No solution found.
Sat Dec 28 12:53:06 CET 2013: 17: finished (20680ms, 1000cycles)
Sat Dec 28 12:53:06 CET 2013: 17: No solution found.
Sat Dec 28 12:53:26 CET 2013: 18: finished (20194ms, 1000cycles)
Sat Dec 28 12:53:26 CET 2013: 18: No solution found.
Sat Dec 28 12:53:47 CET 2013: 19: finished (20773ms, 1000cycles)
Sat Dec 28 12:53:47 CET 2013: 19: No solution found.
Sat Dec 28 12:54:08 CET 2013: 20: finished (21798ms, 1000cycles)
Sat Dec 28 12:54:08 CET 2013: 20: No solution found.
Sat Dec 28 12:54:25 CET 2013: 21: finished (16701ms, 1000cycles)
Sat Dec 28 12:54:25 CET 2013: 21: No solution found.
Sat Dec 28 12:54:45 CET 2013: 22: finished (20277ms, 1000cycles)
Sat Dec 28 12:54:45 CET 2013: 22: No solution found.
Sat Dec 28 12:55:03 CET 2013: 23: finished (17656ms, 1000cycles)
Sat Dec 28 12:55:03 CET 2013: 23: No solution found.
Sat Dec 28 12:55:24 CET 2013: 24: finished (20428ms, 1000cycles)
Sat Dec 28 12:55:24 CET 2013: 24: No solution found.
Sat Dec 28 12:55:40 CET 2013: 25: finished (16867ms, 1000cycles)
Sat Dec 28 12:55:40 CET 2013: 25: No solution found.
Sat Dec 28 12:56:01 CET 2013: 26: finished (20683ms, 1000cycles)
Sat Dec 28 12:56:01 CET 2013: 26: No solution found.
Sat Dec 28 12:56:18 CET 2013: 27: finished (16818ms, 1000cycles)
Sat Dec 28 12:56:18 CET 2013: 27: No solution found.
Sat Dec 28 12:56:37 CET 2013: 28: finished (19307ms, 1000cycles)
Sat Dec 28 12:56:37 CET 2013: 28: No solution found.
Sat Dec 28 12:56:57 CET 2013: 29: finished (19783ms, 1000cycles)
