Fri Dec 27 09:44:23 CET 2013: Problem Count: 200
Fri Dec 27 09:44:23 CET 2013: CandidatesCount: 50
Fri Dec 27 09:44:23 CET 2013: Max Cycles: 500
Fri Dec 27 09:44:27 CET 2013: 0: finished (3560ms, 500cycles)
Fri Dec 27 09:44:27 CET 2013: 0: No solution found.
Fri Dec 27 09:44:31 CET 2013: 1: finished (3797ms, 500cycles)
Fri Dec 27 09:44:31 CET 2013: 1: No solution found.
Fri Dec 27 09:44:31 CET 2013: 2: finished (326ms, 42cycles)
Fri Dec 27 09:44:31 CET 2013: 2: Solution found.
Fri Dec 27 09:44:34 CET 2013: 3: finished (3517ms, 500cycles)
Fri Dec 27 09:44:34 CET 2013: 3: No solution found.
Fri Dec 27 09:44:38 CET 2013: 4: finished (3182ms, 500cycles)
Fri Dec 27 09:44:38 CET 2013: 4: No solution found.
Fri Dec 27 09:44:41 CET 2013: 5: finished (3703ms, 500cycles)
Fri Dec 27 09:44:41 CET 2013: 5: No solution found.
Fri Dec 27 09:44:45 CET 2013: 6: finished (3479ms, 500cycles)
Fri Dec 27 09:44:45 CET 2013: 6: No solution found.
Fri Dec 27 09:44:49 CET 2013: 7: finished (3817ms, 500cycles)
Fri Dec 27 09:44:49 CET 2013: 7: No solution found.
Fri Dec 27 09:44:49 CET 2013: 8: finished (588ms, 81cycles)
Fri Dec 27 09:44:49 CET 2013: 8: Solution found.
Fri Dec 27 09:44:53 CET 2013: 9: finished (3613ms, 500cycles)
Fri Dec 27 09:44:53 CET 2013: 9: No solution found.
Fri Dec 27 09:44:56 CET 2013: 10: finished (3080ms, 500cycles)
Fri Dec 27 09:44:56 CET 2013: 10: No solution found.
Fri Dec 27 09:44:59 CET 2013: 11: finished (2999ms, 500cycles)
Fri Dec 27 09:44:59 CET 2013: 11: No solution found.
Fri Dec 27 09:45:02 CET 2013: 12: finished (3496ms, 500cycles)
Fri Dec 27 09:45:02 CET 2013: 12: No solution found.
Fri Dec 27 09:45:06 CET 2013: 13: finished (3842ms, 500cycles)
Fri Dec 27 09:45:06 CET 2013: 13: No solution found.
Fri Dec 27 09:45:10 CET 2013: 14: finished (3643ms, 500cycles)
Fri Dec 27 09:45:10 CET 2013: 14: No solution found.
Fri Dec 27 09:45:14 CET 2013: 15: finished (3633ms, 500cycles)
Fri Dec 27 09:45:14 CET 2013: 15: No solution found.
Fri Dec 27 09:45:17 CET 2013: 16: finished (3409ms, 500cycles)
Fri Dec 27 09:45:17 CET 2013: 16: No solution found.
Fri Dec 27 09:45:17 CET 2013: 17: finished (481ms, 64cycles)
Fri Dec 27 09:45:17 CET 2013: 17: Solution found.
Fri Dec 27 09:45:21 CET 2013: 18: finished (3692ms, 500cycles)
Fri Dec 27 09:45:21 CET 2013: 18: No solution found.
Fri Dec 27 09:45:24 CET 2013: 19: finished (2905ms, 500cycles)
