Sat Dec 28 18:19:17 CET 2013: Problem Count: 50
Sat Dec 28 18:19:17 CET 2013: CandidatesCount: 100
Sat Dec 28 18:19:17 CET 2013: Max Cycles: 2000
Sat Dec 28 18:19:18 CET 2013: 0: finished (1083ms, 215cycles)
Sat Dec 28 18:19:18 CET 2013: 0: Solution found.
Sat Dec 28 18:19:26 CET 2013: 1: finished (8419ms, 2000cycles)
Sat Dec 28 18:19:26 CET 2013: 1: No solution found.
Sat Dec 28 18:19:35 CET 2013: 2: finished (8310ms, 2000cycles)
Sat Dec 28 18:19:35 CET 2013: 2: No solution found.
Sat Dec 28 18:19:35 CET 2013: 3: finished (518ms, 105cycles)
Sat Dec 28 18:19:35 CET 2013: 3: Solution found.
Sat Dec 28 18:19:43 CET 2013: 4: finished (8352ms, 2000cycles)
Sat Dec 28 18:19:43 CET 2013: 4: No solution found.
Sat Dec 28 18:19:52 CET 2013: 5: finished (8364ms, 2000cycles)
Sat Dec 28 18:19:52 CET 2013: 5: No solution found.
Sat Dec 28 18:20:01 CET 2013: 6: finished (9442ms, 2000cycles)
Sat Dec 28 18:20:01 CET 2013: 6: No solution found.
Sat Dec 28 18:20:13 CET 2013: 7: finished (11950ms, 2000cycles)
Sat Dec 28 18:20:13 CET 2013: 7: No solution found.
Sat Dec 28 18:20:22 CET 2013: 8: finished (8341ms, 2000cycles)
Sat Dec 28 18:20:22 CET 2013: 8: No solution found.
Sat Dec 28 18:20:30 CET 2013: 9: finished (8310ms, 2000cycles)
Sat Dec 28 18:20:30 CET 2013: 9: No solution found.
Sat Dec 28 18:20:44 CET 2013: 10: finished (13686ms, 2000cycles)
Sat Dec 28 18:20:44 CET 2013: 10: No solution found.
Sat Dec 28 18:20:53 CET 2013: 11: finished (9822ms, 2000cycles)
Sat Dec 28 18:20:53 CET 2013: 11: No solution found.
Sat Dec 28 18:21:02 CET 2013: 12: finished (8257ms, 2000cycles)
Sat Dec 28 18:21:02 CET 2013: 12: No solution found.
Sat Dec 28 18:21:13 CET 2013: 13: finished (11270ms, 2000cycles)
Sat Dec 28 18:21:13 CET 2013: 13: No solution found.
Sat Dec 28 18:21:21 CET 2013: 14: finished (8289ms, 2000cycles)
Sat Dec 28 18:21:21 CET 2013: 14: No solution found.
Sat Dec 28 18:21:30 CET 2013: 15: finished (8366ms, 2000cycles)
Sat Dec 28 18:21:30 CET 2013: 15: No solution found.
Sat Dec 28 18:21:38 CET 2013: 16: finished (8468ms, 2000cycles)
Sat Dec 28 18:21:38 CET 2013: 16: No solution found.
Sat Dec 28 18:21:48 CET 2013: 17: finished (10076ms, 2000cycles)
Sat Dec 28 18:21:48 CET 2013: 17: No solution found.
Sat Dec 28 18:21:57 CET 2013: 18: finished (9170ms, 2000cycles)
Sat Dec 28 18:21:57 CET 2013: 18: No solution found.
Sat Dec 28 18:22:09 CET 2013: 19: finished (11240ms, 2000cycles)
Sat Dec 28 18:22:09 CET 2013: 19: No solution found.
Sat Dec 28 18:22:17 CET 2013: 20: finished (8455ms, 2000cycles)
Sat Dec 28 18:22:17 CET 2013: 20: No solution found.
Sat Dec 28 18:22:26 CET 2013: 21: finished (8709ms, 2000cycles)
Sat Dec 28 18:22:26 CET 2013: 21: No solution found.
Sat Dec 28 18:22:34 CET 2013: 22: finished (8307ms, 2000cycles)
Sat Dec 28 18:22:34 CET 2013: 22: No solution found.
Sat Dec 28 18:22:42 CET 2013: 23: finished (8335ms, 2000cycles)
Sat Dec 28 18:22:42 CET 2013: 23: No solution found.
Sat Dec 28 18:22:52 CET 2013: 24: finished (10014ms, 2000cycles)
Sat Dec 28 18:22:52 CET 2013: 24: No solution found.
Sat Dec 28 18:23:02 CET 2013: 25: finished (10133ms, 2000cycles)
Sat Dec 28 18:23:02 CET 2013: 25: No solution found.
Sat Dec 28 18:23:12 CET 2013: 26: finished (9564ms, 2000cycles)
Sat Dec 28 18:23:12 CET 2013: 26: No solution found.
Sat Dec 28 18:23:20 CET 2013: 27: finished (7981ms, 2000cycles)
Sat Dec 28 18:23:20 CET 2013: 27: No solution found.
Sat Dec 28 18:23:28 CET 2013: 28: finished (8189ms, 2000cycles)
Sat Dec 28 18:23:28 CET 2013: 28: No solution found.
Sat Dec 28 18:23:36 CET 2013: 29: finished (8219ms, 2000cycles)
Sat Dec 28 18:23:36 CET 2013: 29: No solution found.
Sat Dec 28 18:23:49 CET 2013: 30: finished (12174ms, 2000cycles)
Sat Dec 28 18:23:49 CET 2013: 30: No solution found.
Sat Dec 28 18:23:57 CET 2013: 31: finished (8479ms, 2000cycles)
Sat Dec 28 18:23:57 CET 2013: 31: No solution found.
Sat Dec 28 18:24:06 CET 2013: 32: finished (8900ms, 2000cycles)
Sat Dec 28 18:24:06 CET 2013: 32: No solution found.
Sat Dec 28 18:24:10 CET 2013: 33: finished (3585ms, 314cycles)
Sat Dec 28 18:24:10 CET 2013: 33: Solution found.
Sat Dec 28 18:24:18 CET 2013: 34: finished (8255ms, 2000cycles)
Sat Dec 28 18:24:18 CET 2013: 34: No solution found.
Sat Dec 28 18:24:28 CET 2013: 35: finished (10435ms, 2000cycles)
Sat Dec 28 18:24:28 CET 2013: 35: No solution found.
Sat Dec 28 18:24:37 CET 2013: 36: finished (8776ms, 2000cycles)
Sat Dec 28 18:24:37 CET 2013: 36: No solution found.
Sat Dec 28 18:24:45 CET 2013: 37: finished (8374ms, 2000cycles)
Sat Dec 28 18:24:45 CET 2013: 37: No solution found.
Sat Dec 28 18:24:54 CET 2013: 38: finished (8373ms, 2000cycles)
Sat Dec 28 18:24:54 CET 2013: 38: No solution found.
Sat Dec 28 18:25:02 CET 2013: 39: finished (8512ms, 2000cycles)
Sat Dec 28 18:25:02 CET 2013: 39: No solution found.
Sat Dec 28 18:25:14 CET 2013: 40: finished (11637ms, 2000cycles)
Sat Dec 28 18:25:14 CET 2013: 40: No solution found.
Sat Dec 28 18:25:22 CET 2013: 41: finished (8542ms, 2000cycles)
Sat Dec 28 18:25:22 CET 2013: 41: No solution found.
Sat Dec 28 18:25:31 CET 2013: 42: finished (8314ms, 2000cycles)
Sat Dec 28 18:25:31 CET 2013: 42: No solution found.
Sat Dec 28 18:25:39 CET 2013: 43: finished (8150ms, 2000cycles)
Sat Dec 28 18:25:39 CET 2013: 43: No solution found.
Sat Dec 28 18:25:41 CET 2013: 44: finished (1904ms, 383cycles)
Sat Dec 28 18:25:41 CET 2013: 44: Solution found.
Sat Dec 28 18:25:49 CET 2013: 45: finished (8337ms, 2000cycles)
Sat Dec 28 18:25:49 CET 2013: 45: No solution found.
Sat Dec 28 18:26:00 CET 2013: 46: finished (10700ms, 2000cycles)
Sat Dec 28 18:26:00 CET 2013: 46: No solution found.
Sat Dec 28 18:26:08 CET 2013: 47: finished (8058ms, 2000cycles)
Sat Dec 28 18:26:08 CET 2013: 47: No solution found.
Sat Dec 28 18:26:16 CET 2013: 48: finished (8353ms, 2000cycles)
Sat Dec 28 18:26:16 CET 2013: 48: No solution found.
Sat Dec 28 18:26:25 CET 2013: 49: finished (8360ms, 2000cycles)
Sat Dec 28 18:26:25 CET 2013: 49: No solution found.
Sat Dec 28 18:26:34 CET 2013: 50: finished (8958ms, 2000cycles)
Sat Dec 28 18:26:34 CET 2013: 50: No solution found.
Sat Dec 28 18:26:45 CET 2013: 51: finished (11407ms, 2000cycles)
Sat Dec 28 18:26:45 CET 2013: 51: No solution found.
Sat Dec 28 18:26:54 CET 2013: 52: finished (8511ms, 2000cycles)
Sat Dec 28 18:26:54 CET 2013: 52: No solution found.
Sat Dec 28 18:27:02 CET 2013: 53: finished (8257ms, 2000cycles)
Sat Dec 28 18:27:02 CET 2013: 53: No solution found.
Sat Dec 28 18:27:10 CET 2013: 54: finished (8287ms, 2000cycles)
Sat Dec 28 18:27:10 CET 2013: 54: No solution found.
Sat Dec 28 18:27:24 CET 2013: 55: finished (13527ms, 2000cycles)
Sat Dec 28 18:27:24 CET 2013: 55: No solution found.
Sat Dec 28 18:27:32 CET 2013: 56: finished (8355ms, 2000cycles)
Sat Dec 28 18:27:32 CET 2013: 56: No solution found.
