Mon Dec 30 02:26:55 CET 2013: Problem Count: 200
Mon Dec 30 02:26:55 CET 2013: CandidatesCount: 50
Mon Dec 30 02:26:55 CET 2013: Max Cycles: 500
Mon Dec 30 02:27:01 CET 2013: 0: finished (5494ms, 500cycles)
Mon Dec 30 02:27:01 CET 2013: 0: No solution found.
Mon Dec 30 02:27:06 CET 2013: 1: finished (5629ms, 500cycles)
Mon Dec 30 02:27:06 CET 2013: 1: No solution found.
Mon Dec 30 02:27:11 CET 2013: 2: finished (5012ms, 500cycles)
Mon Dec 30 02:27:11 CET 2013: 2: No solution found.
Mon Dec 30 02:27:16 CET 2013: 3: finished (4891ms, 500cycles)
Mon Dec 30 02:27:16 CET 2013: 3: No solution found.
Mon Dec 30 02:27:22 CET 2013: 4: finished (5279ms, 500cycles)
Mon Dec 30 02:27:22 CET 2013: 4: No solution found.
Mon Dec 30 02:27:27 CET 2013: 5: finished (5604ms, 500cycles)
Mon Dec 30 02:27:27 CET 2013: 5: No solution found.
Mon Dec 30 02:27:33 CET 2013: 6: finished (5615ms, 500cycles)
Mon Dec 30 02:27:33 CET 2013: 6: No solution found.
Mon Dec 30 02:27:39 CET 2013: 7: finished (5772ms, 500cycles)
Mon Dec 30 02:27:39 CET 2013: 7: No solution found.
Mon Dec 30 02:27:44 CET 2013: 8: finished (5469ms, 500cycles)
Mon Dec 30 02:27:44 CET 2013: 8: No solution found.
Mon Dec 30 02:27:50 CET 2013: 9: finished (5853ms, 500cycles)
Mon Dec 30 02:27:50 CET 2013: 9: No solution found.
Mon Dec 30 02:27:55 CET 2013: 10: finished (5330ms, 500cycles)
Mon Dec 30 02:27:55 CET 2013: 10: No solution found.
Mon Dec 30 02:28:01 CET 2013: 11: finished (5475ms, 500cycles)
Mon Dec 30 02:28:01 CET 2013: 11: No solution found.
Mon Dec 30 02:28:06 CET 2013: 12: finished (5569ms, 500cycles)
Mon Dec 30 02:28:06 CET 2013: 12: No solution found.
Mon Dec 30 02:28:12 CET 2013: 13: finished (6204ms, 500cycles)
Mon Dec 30 02:28:12 CET 2013: 13: No solution found.
Mon Dec 30 02:28:18 CET 2013: 14: finished (5755ms, 500cycles)
Mon Dec 30 02:28:18 CET 2013: 14: No solution found.
Mon Dec 30 02:28:23 CET 2013: 15: finished (5007ms, 500cycles)
Mon Dec 30 02:28:23 CET 2013: 15: No solution found.
