Tue May 20 07:44:26 CEST 2014: Problem Count: 100
Tue May 20 07:44:26 CEST 2014: CandidatesCount: 50
Tue May 20 07:44:26 CEST 2014: Max Cycles: 500
Tue May 20 07:44:27 CEST 2014: 0: finished (1016ms, 500cycles)
Tue May 20 07:44:27 CEST 2014: 0: No solution found.
Tue May 20 07:44:28 CEST 2014: 1: finished (888ms, 500cycles)
Tue May 20 07:44:28 CEST 2014: 1: No solution found.
Tue May 20 07:44:29 CEST 2014: 2: finished (995ms, 500cycles)
Tue May 20 07:44:29 CEST 2014: 2: No solution found.
Tue May 20 07:44:30 CEST 2014: 3: finished (1027ms, 491cycles)
Tue May 20 07:44:30 CEST 2014: 3: Solution found.
Tue May 20 07:44:31 CEST 2014: 4: finished (979ms, 500cycles)
Tue May 20 07:44:31 CEST 2014: 4: No solution found.
Tue May 20 07:44:32 CEST 2014: 5: finished (909ms, 500cycles)
Tue May 20 07:44:32 CEST 2014: 5: No solution found.
Tue May 20 07:44:33 CEST 2014: 6: finished (949ms, 500cycles)
Tue May 20 07:44:33 CEST 2014: 6: No solution found.
Tue May 20 07:44:34 CEST 2014: 7: finished (857ms, 500cycles)
Tue May 20 07:44:34 CEST 2014: 7: No solution found.
Tue May 20 07:44:35 CEST 2014: 8: finished (925ms, 500cycles)
Tue May 20 07:44:35 CEST 2014: 8: No solution found.
Tue May 20 07:44:35 CEST 2014: 9: finished (241ms, 110cycles)
Tue May 20 07:44:35 CEST 2014: 9: Solution found.
Tue May 20 07:44:36 CEST 2014: 10: finished (884ms, 500cycles)
Tue May 20 07:44:36 CEST 2014: 10: No solution found.
Tue May 20 07:44:37 CEST 2014: 11: finished (1060ms, 500cycles)
Tue May 20 07:44:37 CEST 2014: 11: No solution found.
Tue May 20 07:44:38 CEST 2014: 12: finished (1059ms, 500cycles)
Tue May 20 07:44:38 CEST 2014: 12: No solution found.
Tue May 20 07:44:39 CEST 2014: 13: finished (1070ms, 500cycles)
Tue May 20 07:44:39 CEST 2014: 13: No solution found.
Tue May 20 07:44:40 CEST 2014: 14: finished (1208ms, 500cycles)
Tue May 20 07:44:40 CEST 2014: 14: No solution found.
Tue May 20 07:44:42 CEST 2014: 15: finished (2291ms, 500cycles)
Tue May 20 07:44:42 CEST 2014: 15: No solution found.
Tue May 20 07:44:44 CEST 2014: 16: finished (2123ms, 500cycles)
Tue May 20 07:44:44 CEST 2014: 16: No solution found.
Tue May 20 07:44:45 CEST 2014: 17: finished (1035ms, 500cycles)
Tue May 20 07:44:45 CEST 2014: 17: No solution found.
Tue May 20 07:44:47 CEST 2014: 18: finished (1026ms, 500cycles)
Tue May 20 07:44:47 CEST 2014: 18: No solution found.
Tue May 20 07:44:47 CEST 2014: 19: finished (992ms, 500cycles)
Tue May 20 07:44:47 CEST 2014: 19: No solution found.
Tue May 20 07:44:49 CEST 2014: 20: finished (1073ms, 500cycles)
Tue May 20 07:44:49 CEST 2014: 20: No solution found.
Tue May 20 07:44:49 CEST 2014: 21: finished (78ms, 37cycles)
Tue May 20 07:44:49 CEST 2014: 21: Solution found.
Tue May 20 07:44:50 CEST 2014: 22: finished (1005ms, 500cycles)
Tue May 20 07:44:50 CEST 2014: 22: No solution found.
Tue May 20 07:44:51 CEST 2014: 23: finished (949ms, 500cycles)
Tue May 20 07:44:51 CEST 2014: 23: No solution found.
Tue May 20 07:44:52 CEST 2014: 24: finished (935ms, 500cycles)
Tue May 20 07:44:52 CEST 2014: 24: No solution found.
Tue May 20 07:44:52 CEST 2014: 25: finished (899ms, 500cycles)
Tue May 20 07:44:52 CEST 2014: 25: No solution found.
Tue May 20 07:44:53 CEST 2014: 26: finished (900ms, 500cycles)
Tue May 20 07:44:53 CEST 2014: 26: No solution found.
Tue May 20 07:44:54 CEST 2014: 27: finished (976ms, 500cycles)
Tue May 20 07:44:54 CEST 2014: 27: No solution found.
Tue May 20 07:44:55 CEST 2014: 28: finished (1081ms, 500cycles)
