Tue May 20 07:49:14 CEST 2014: Problem Count: 200
Tue May 20 07:49:14 CEST 2014: CandidatesCount: 50
Tue May 20 07:49:14 CEST 2014: Max Cycles: 500
Tue May 20 07:49:20 CEST 2014: 0: finished (6082ms, 500cycles)
Tue May 20 07:49:20 CEST 2014: 0: No solution found.
Tue May 20 07:49:23 CEST 2014: 1: finished (3312ms, 500cycles)
Tue May 20 07:49:23 CEST 2014: 1: No solution found.
Tue May 20 07:49:27 CEST 2014: 2: finished (3493ms, 500cycles)
Tue May 20 07:49:27 CEST 2014: 2: No solution found.
Tue May 20 07:49:30 CEST 2014: 3: finished (3211ms, 500cycles)
Tue May 20 07:49:30 CEST 2014: 3: No solution found.
Tue May 20 07:49:30 CEST 2014: 4: finished (523ms, 71cycles)
Tue May 20 07:49:30 CEST 2014: 4: Solution found.
Tue May 20 07:49:34 CEST 2014: 5: finished (3799ms, 500cycles)
Tue May 20 07:49:34 CEST 2014: 5: No solution found.
Tue May 20 07:49:41 CEST 2014: 6: finished (6356ms, 500cycles)
Tue May 20 07:49:41 CEST 2014: 6: No solution found.
Tue May 20 07:49:44 CEST 2014: 7: finished (3254ms, 500cycles)
Tue May 20 07:49:44 CEST 2014: 7: No solution found.
Tue May 20 07:49:47 CEST 2014: 8: finished (3493ms, 500cycles)
Tue May 20 07:49:47 CEST 2014: 8: No solution found.
Tue May 20 07:49:51 CEST 2014: 9: finished (3876ms, 500cycles)
Tue May 20 07:49:51 CEST 2014: 9: No solution found.
Tue May 20 07:49:54 CEST 2014: 10: finished (3123ms, 500cycles)
Tue May 20 07:49:54 CEST 2014: 10: No solution found.
Tue May 20 07:49:58 CEST 2014: 11: finished (3323ms, 500cycles)
Tue May 20 07:49:58 CEST 2014: 11: No solution found.
Tue May 20 07:50:02 CEST 2014: 12: finished (3790ms, 500cycles)
Tue May 20 07:50:02 CEST 2014: 12: No solution found.
Tue May 20 07:50:05 CEST 2014: 13: finished (3518ms, 500cycles)
Tue May 20 07:50:05 CEST 2014: 13: No solution found.
Tue May 20 07:50:09 CEST 2014: 14: finished (3623ms, 500cycles)
Tue May 20 07:50:09 CEST 2014: 14: No solution found.
Tue May 20 07:50:15 CEST 2014: 15: finished (5934ms, 500cycles)
Tue May 20 07:50:15 CEST 2014: 15: No solution found.
Tue May 20 07:50:18 CEST 2014: 16: finished (2939ms, 500cycles)
Tue May 20 07:50:18 CEST 2014: 16: No solution found.
Tue May 20 07:50:21 CEST 2014: 17: finished (3809ms, 500cycles)
Tue May 20 07:50:21 CEST 2014: 17: No solution found.
Tue May 20 07:50:25 CEST 2014: 18: finished (3574ms, 500cycles)
Tue May 20 07:50:25 CEST 2014: 18: No solution found.
Tue May 20 07:50:25 CEST 2014: 19: finished (496ms, 65cycles)
Tue May 20 07:50:25 CEST 2014: 19: Solution found.
Tue May 20 07:50:29 CEST 2014: 20: finished (3708ms, 500cycles)
Tue May 20 07:50:29 CEST 2014: 20: No solution found.
Tue May 20 07:50:30 CEST 2014: 21: finished (633ms, 83cycles)
Tue May 20 07:50:30 CEST 2014: 21: Solution found.
Tue May 20 07:50:33 CEST 2014: 22: finished (3711ms, 500cycles)
Tue May 20 07:50:33 CEST 2014: 22: No solution found.
Tue May 20 07:50:34 CEST 2014: 23: finished (236ms, 30cycles)
Tue May 20 07:50:34 CEST 2014: 23: Solution found.
Tue May 20 07:50:37 CEST 2014: 24: finished (3788ms, 500cycles)
Tue May 20 07:50:37 CEST 2014: 24: No solution found.
Tue May 20 07:50:41 CEST 2014: 25: finished (3640ms, 500cycles)
Tue May 20 07:50:41 CEST 2014: 25: No solution found.
Tue May 20 07:50:47 CEST 2014: 26: finished (6292ms, 500cycles)
Tue May 20 07:50:47 CEST 2014: 26: No solution found.
Tue May 20 07:50:51 CEST 2014: 27: finished (3116ms, 500cycles)
Tue May 20 07:50:51 CEST 2014: 27: No solution found.
Tue May 20 07:50:54 CEST 2014: 28: finished (3520ms, 500cycles)
Tue May 20 07:50:54 CEST 2014: 28: No solution found.
Tue May 20 07:50:57 CEST 2014: 29: finished (3204ms, 500cycles)
Tue May 20 07:50:57 CEST 2014: 29: No solution found.
Tue May 20 07:50:57 CEST 2014: 30: finished (213ms, 26cycles)
Tue May 20 07:50:57 CEST 2014: 30: Solution found.
Tue May 20 07:51:01 CEST 2014: 31: finished (3815ms, 500cycles)
Tue May 20 07:51:01 CEST 2014: 31: No solution found.
Tue May 20 07:51:05 CEST 2014: 32: finished (3340ms, 500cycles)
Tue May 20 07:51:05 CEST 2014: 32: No solution found.
Tue May 20 07:51:05 CEST 2014: 33: finished (735ms, 104cycles)
Tue May 20 07:51:05 CEST 2014: 33: Solution found.
Tue May 20 07:51:12 CEST 2014: 34: finished (6247ms, 500cycles)
Tue May 20 07:51:12 CEST 2014: 34: No solution found.
Tue May 20 07:51:16 CEST 2014: 35: finished (4068ms, 500cycles)
Tue May 20 07:51:16 CEST 2014: 35: No solution found.
Tue May 20 07:51:19 CEST 2014: 36: finished (3046ms, 500cycles)
Tue May 20 07:51:19 CEST 2014: 36: No solution found.
Tue May 20 07:51:22 CEST 2014: 37: finished (3641ms, 500cycles)
Tue May 20 07:51:22 CEST 2014: 37: No solution found.
Tue May 20 07:51:29 CEST 2014: 38: finished (6197ms, 500cycles)
Tue May 20 07:51:29 CEST 2014: 38: No solution found.
Tue May 20 07:51:33 CEST 2014: 39: finished (4628ms, 500cycles)
Tue May 20 07:51:33 CEST 2014: 39: No solution found.
Tue May 20 07:51:37 CEST 2014: 40: finished (3584ms, 500cycles)
Tue May 20 07:51:37 CEST 2014: 40: No solution found.
Tue May 20 07:51:41 CEST 2014: 41: finished (3833ms, 500cycles)
Tue May 20 07:51:41 CEST 2014: 41: No solution found.
Tue May 20 07:51:44 CEST 2014: 42: finished (3888ms, 500cycles)
Tue May 20 07:51:44 CEST 2014: 42: No solution found.
Tue May 20 07:51:48 CEST 2014: 43: finished (3029ms, 500cycles)
Tue May 20 07:51:48 CEST 2014: 43: No solution found.
Tue May 20 07:51:51 CEST 2014: 44: finished (3062ms, 500cycles)
Tue May 20 07:51:51 CEST 2014: 44: No solution found.
Tue May 20 07:51:54 CEST 2014: 45: finished (3846ms, 500cycles)
