Tue May 20 03:47:59 CEST 2014: Problem Count: 250
Tue May 20 03:47:59 CEST 2014: CandidatesCount: 50
Tue May 20 03:47:59 CEST 2014: Max Cycles: 500
Tue May 20 03:48:08 CEST 2014: 0: finished (8150ms, 500cycles)
Tue May 20 03:48:08 CEST 2014: 0: No solution found.
Tue May 20 03:48:13 CEST 2014: 1: finished (5157ms, 500cycles)
Tue May 20 03:48:13 CEST 2014: 1: No solution found.
Tue May 20 03:48:18 CEST 2014: 2: finished (5681ms, 500cycles)
Tue May 20 03:48:18 CEST 2014: 2: No solution found.
Tue May 20 03:48:23 CEST 2014: 3: finished (4773ms, 500cycles)
Tue May 20 03:48:23 CEST 2014: 3: No solution found.
Tue May 20 03:48:29 CEST 2014: 4: finished (5434ms, 500cycles)
Tue May 20 03:48:29 CEST 2014: 4: No solution found.
Tue May 20 03:48:34 CEST 2014: 5: finished (5724ms, 500cycles)
Tue May 20 03:48:34 CEST 2014: 5: No solution found.
Tue May 20 03:48:40 CEST 2014: 6: finished (5904ms, 500cycles)
Tue May 20 03:48:40 CEST 2014: 6: No solution found.
Tue May 20 03:48:41 CEST 2014: 7: finished (463ms, 38cycles)
Tue May 20 03:48:41 CEST 2014: 7: Solution found.
Tue May 20 03:48:47 CEST 2014: 8: finished (5879ms, 500cycles)
Tue May 20 03:48:47 CEST 2014: 8: No solution found.
Tue May 20 03:48:52 CEST 2014: 9: finished (5811ms, 500cycles)
Tue May 20 03:48:52 CEST 2014: 9: No solution found.
Tue May 20 03:49:01 CEST 2014: 10: finished (8879ms, 500cycles)
Tue May 20 03:49:01 CEST 2014: 10: No solution found.
Tue May 20 03:49:06 CEST 2014: 11: finished (4823ms, 500cycles)
Tue May 20 03:49:06 CEST 2014: 11: No solution found.
Tue May 20 03:49:12 CEST 2014: 12: finished (5909ms, 500cycles)
Tue May 20 03:49:12 CEST 2014: 12: No solution found.
Tue May 20 03:49:18 CEST 2014: 13: finished (5845ms, 500cycles)
Tue May 20 03:49:18 CEST 2014: 13: No solution found.
Tue May 20 03:49:24 CEST 2014: 14: finished (5871ms, 500cycles)
Tue May 20 03:49:24 CEST 2014: 14: No solution found.
Tue May 20 03:49:29 CEST 2014: 15: finished (5694ms, 500cycles)
Tue May 20 03:49:29 CEST 2014: 15: No solution found.
Tue May 20 03:49:37 CEST 2014: 16: finished (7414ms, 500cycles)
Tue May 20 03:49:37 CEST 2014: 16: No solution found.
Tue May 20 03:49:43 CEST 2014: 17: finished (6433ms, 500cycles)
Tue May 20 03:49:43 CEST 2014: 17: No solution found.
Tue May 20 03:49:48 CEST 2014: 18: finished (5098ms, 500cycles)
Tue May 20 03:49:48 CEST 2014: 18: No solution found.
Tue May 20 03:49:54 CEST 2014: 19: finished (5913ms, 500cycles)
Tue May 20 03:49:54 CEST 2014: 19: No solution found.
Tue May 20 03:49:55 CEST 2014: 20: finished (839ms, 72cycles)
Tue May 20 03:49:55 CEST 2014: 20: Solution found.
Tue May 20 03:50:01 CEST 2014: 21: finished (5938ms, 500cycles)
Tue May 20 03:50:01 CEST 2014: 21: No solution found.
Tue May 20 03:50:06 CEST 2014: 22: finished (5190ms, 500cycles)
Tue May 20 03:50:06 CEST 2014: 22: No solution found.
Tue May 20 03:50:12 CEST 2014: 23: finished (6009ms, 500cycles)
Tue May 20 03:50:12 CEST 2014: 23: No solution found.
Tue May 20 03:50:18 CEST 2014: 24: finished (5434ms, 500cycles)
Tue May 20 03:50:18 CEST 2014: 24: No solution found.
Tue May 20 03:50:24 CEST 2014: 25: finished (5977ms, 500cycles)
Tue May 20 03:50:24 CEST 2014: 25: No solution found.
Tue May 20 03:50:30 CEST 2014: 26: finished (5905ms, 500cycles)
Tue May 20 03:50:30 CEST 2014: 26: No solution found.
Tue May 20 03:50:35 CEST 2014: 27: finished (5456ms, 500cycles)
Tue May 20 03:50:35 CEST 2014: 27: No solution found.
Tue May 20 03:50:41 CEST 2014: 28: finished (5497ms, 500cycles)
Tue May 20 03:50:41 CEST 2014: 28: No solution found.
Tue May 20 03:50:47 CEST 2014: 29: finished (6102ms, 500cycles)
Tue May 20 03:50:47 CEST 2014: 29: No solution found.
Tue May 20 03:50:52 CEST 2014: 30: finished (5064ms, 500cycles)
Tue May 20 03:50:52 CEST 2014: 30: No solution found.
Tue May 20 03:51:02 CEST 2014: 31: finished (9926ms, 500cycles)
Tue May 20 03:51:02 CEST 2014: 31: No solution found.
Tue May 20 03:51:07 CEST 2014: 32: finished (4871ms, 500cycles)
Tue May 20 03:51:07 CEST 2014: 32: No solution found.
Tue May 20 03:51:12 CEST 2014: 33: finished (5903ms, 500cycles)
Tue May 20 03:51:12 CEST 2014: 33: No solution found.
Tue May 20 03:51:18 CEST 2014: 34: finished (6023ms, 500cycles)
Tue May 20 03:51:18 CEST 2014: 34: No solution found.
Tue May 20 03:51:19 CEST 2014: 35: finished (571ms, 47cycles)
Tue May 20 03:51:19 CEST 2014: 35: Solution found.
Tue May 20 03:51:24 CEST 2014: 36: finished (5424ms, 500cycles)
Tue May 20 03:51:24 CEST 2014: 36: No solution found.
Tue May 20 03:51:30 CEST 2014: 37: finished (5977ms, 500cycles)
Tue May 20 03:51:30 CEST 2014: 37: No solution found.
Tue May 20 03:51:38 CEST 2014: 38: finished (7620ms, 500cycles)
Tue May 20 03:51:38 CEST 2014: 38: No solution found.
Tue May 20 03:51:44 CEST 2014: 39: finished (5693ms, 500cycles)
Tue May 20 03:51:44 CEST 2014: 39: No solution found.
Tue May 20 03:51:50 CEST 2014: 40: finished (5988ms, 500cycles)
Tue May 20 03:51:50 CEST 2014: 40: No solution found.
Tue May 20 03:51:55 CEST 2014: 41: finished (5606ms, 500cycles)
Tue May 20 03:51:55 CEST 2014: 41: No solution found.
Tue May 20 03:52:03 CEST 2014: 42: finished (7994ms, 500cycles)
Tue May 20 03:52:03 CEST 2014: 42: No solution found.
Tue May 20 03:52:08 CEST 2014: 43: finished (5074ms, 500cycles)
Tue May 20 03:52:08 CEST 2014: 43: No solution found.
Tue May 20 03:52:13 CEST 2014: 44: finished (4843ms, 500cycles)
Tue May 20 03:52:13 CEST 2014: 44: No solution found.
Tue May 20 03:52:19 CEST 2014: 45: finished (5937ms, 500cycles)
Tue May 20 03:52:19 CEST 2014: 45: No solution found.
Tue May 20 03:52:25 CEST 2014: 46: finished (5424ms, 500cycles)
Tue May 20 03:52:25 CEST 2014: 46: No solution found.
Tue May 20 03:52:30 CEST 2014: 47: finished (4965ms, 500cycles)
Tue May 20 03:52:30 CEST 2014: 47: No solution found.
Tue May 20 03:52:35 CEST 2014: 48: finished (5404ms, 500cycles)
Tue May 20 03:52:35 CEST 2014: 48: No solution found.
Tue May 20 03:52:43 CEST 2014: 49: finished (8359ms, 500cycles)
Tue May 20 03:52:43 CEST 2014: 49: No solution found.
Tue May 20 03:52:49 CEST 2014: 50: finished (5496ms, 500cycles)
Tue May 20 03:52:49 CEST 2014: 50: No solution found.
Tue May 20 03:52:55 CEST 2014: 51: finished (5866ms, 500cycles)
Tue May 20 03:52:55 CEST 2014: 51: No solution found.
Tue May 20 03:53:01 CEST 2014: 52: finished (5843ms, 500cycles)
Tue May 20 03:53:01 CEST 2014: 52: No solution found.
Tue May 20 03:53:07 CEST 2014: 53: finished (6136ms, 500cycles)
Tue May 20 03:53:07 CEST 2014: 53: No solution found.
Tue May 20 03:53:12 CEST 2014: 54: finished (5379ms, 500cycles)
