Mon May 19 20:10:28 CEST 2014: Problem Count: 12
Mon May 19 20:10:28 CEST 2014: CandidatesCount: 100
Mon May 19 20:10:28 CEST 2014: Max Cycles: 500
Mon May 19 20:10:33 CEST 2014: 0: finished (5527ms, 500cycles)
Mon May 19 20:10:33 CEST 2014: 0: No solution found.
Mon May 19 20:10:41 CEST 2014: 1: finished (7768ms, 500cycles)
Mon May 19 20:10:41 CEST 2014: 1: No solution found.
Mon May 19 20:10:49 CEST 2014: 2: finished (7629ms, 500cycles)
Mon May 19 20:10:49 CEST 2014: 2: No solution found.
Mon May 19 20:10:52 CEST 2014: 3: finished (3203ms, 500cycles)
Mon May 19 20:10:52 CEST 2014: 3: No solution found.
Mon May 19 20:10:56 CEST 2014: 4: finished (4436ms, 500cycles)
Mon May 19 20:10:56 CEST 2014: 4: No solution found.
Mon May 19 20:11:05 CEST 2014: 5: finished (8095ms, 500cycles)
Mon May 19 20:11:05 CEST 2014: 5: No solution found.
Mon May 19 20:11:13 CEST 2014: 6: finished (8211ms, 500cycles)
Mon May 19 20:11:13 CEST 2014: 6: No solution found.
Mon May 19 20:11:17 CEST 2014: 7: finished (3821ms, 500cycles)
Mon May 19 20:11:17 CEST 2014: 7: No solution found.
Mon May 19 20:11:21 CEST 2014: 8: finished (4252ms, 377cycles)
Mon May 19 20:11:21 CEST 2014: 8: Solution found.
Mon May 19 20:11:27 CEST 2014: 9: finished (5644ms, 500cycles)
Mon May 19 20:11:27 CEST 2014: 9: No solution found.
Mon May 19 20:11:31 CEST 2014: 10: finished (4635ms, 500cycles)
Mon May 19 20:11:31 CEST 2014: 10: No solution found.
Mon May 19 20:11:34 CEST 2014: 11: finished (2691ms, 500cycles)
Mon May 19 20:11:34 CEST 2014: 11: No solution found.
Mon May 19 20:11:34 CEST 2014: 12: finished (148ms, 24cycles)
Mon May 19 20:11:34 CEST 2014: 12: Solution found.
Mon May 19 20:11:40 CEST 2014: 13: finished (5358ms, 500cycles)
Mon May 19 20:11:40 CEST 2014: 13: No solution found.
Mon May 19 20:11:46 CEST 2014: 14: finished (6338ms, 500cycles)
Mon May 19 20:11:46 CEST 2014: 14: No solution found.
Mon May 19 20:11:51 CEST 2014: 15: finished (4921ms, 500cycles)
Mon May 19 20:11:51 CEST 2014: 15: No solution found.
Mon May 19 20:11:55 CEST 2014: 16: finished (4262ms, 500cycles)
Mon May 19 20:11:55 CEST 2014: 16: No solution found.
Mon May 19 20:12:03 CEST 2014: 17: finished (8106ms, 500cycles)
Mon May 19 20:12:03 CEST 2014: 17: No solution found.
Mon May 19 20:12:07 CEST 2014: 18: finished (3835ms, 500cycles)
Mon May 19 20:12:07 CEST 2014: 18: No solution found.
Mon May 19 20:12:11 CEST 2014: 19: finished (4328ms, 500cycles)
Mon May 19 20:12:11 CEST 2014: 19: No solution found.
Mon May 19 20:12:21 CEST 2014: 20: finished (9193ms, 500cycles)
