Mon May 19 20:02:21 CEST 2014: Problem Count: 9
Mon May 19 20:02:21 CEST 2014: CandidatesCount: 100
Mon May 19 20:02:21 CEST 2014: Max Cycles: 500
Mon May 19 20:02:28 CEST 2014: 0: finished (7341ms, 500cycles)
Mon May 19 20:02:28 CEST 2014: 0: No solution found.
Mon May 19 20:02:32 CEST 2014: 1: finished (3917ms, 500cycles)
Mon May 19 20:02:32 CEST 2014: 1: No solution found.
Mon May 19 20:02:36 CEST 2014: 2: finished (3286ms, 500cycles)
Mon May 19 20:02:36 CEST 2014: 2: No solution found.
Mon May 19 20:02:39 CEST 2014: 3: finished (3803ms, 500cycles)
Mon May 19 20:02:39 CEST 2014: 3: No solution found.
Mon May 19 20:02:46 CEST 2014: 4: finished (6101ms, 500cycles)
Mon May 19 20:02:46 CEST 2014: 4: No solution found.
Mon May 19 20:02:51 CEST 2014: 5: finished (5892ms, 500cycles)
Mon May 19 20:02:51 CEST 2014: 5: No solution found.
Mon May 19 20:03:00 CEST 2014: 6: finished (8452ms, 500cycles)
Mon May 19 20:03:00 CEST 2014: 6: No solution found.
Mon May 19 20:03:05 CEST 2014: 7: finished (5417ms, 500cycles)
Mon May 19 20:03:05 CEST 2014: 7: No solution found.
Mon May 19 20:03:09 CEST 2014: 8: finished (3342ms, 500cycles)
Mon May 19 20:03:09 CEST 2014: 8: No solution found.
Mon May 19 20:03:14 CEST 2014: 9: finished (5423ms, 500cycles)
Mon May 19 20:03:14 CEST 2014: 9: No solution found.
Mon May 19 20:03:19 CEST 2014: 10: finished (4789ms, 500cycles)
Mon May 19 20:03:19 CEST 2014: 10: No solution found.
Mon May 19 20:03:22 CEST 2014: 11: finished (2836ms, 500cycles)
Mon May 19 20:03:22 CEST 2014: 11: No solution found.
Mon May 19 20:03:31 CEST 2014: 12: finished (8801ms, 500cycles)
Mon May 19 20:03:31 CEST 2014: 12: No solution found.
Mon May 19 20:03:34 CEST 2014: 13: finished (3399ms, 500cycles)
Mon May 19 20:03:34 CEST 2014: 13: No solution found.
Mon May 19 20:03:41 CEST 2014: 14: finished (7200ms, 500cycles)
Mon May 19 20:03:41 CEST 2014: 14: No solution found.
Mon May 19 20:03:46 CEST 2014: 15: finished (5144ms, 500cycles)
