Tue May 20 05:25:35 CEST 2014: Problem Count: 3
Tue May 20 05:25:35 CEST 2014: CandidatesCount: 50
Tue May 20 05:25:35 CEST 2014: Max Cycles: 500
Tue May 20 05:25:38 CEST 2014: 0: finished (2682ms, 500cycles)
Tue May 20 05:25:38 CEST 2014: 0: No solution found.
Tue May 20 05:25:40 CEST 2014: 1: finished (2152ms, 500cycles)
Tue May 20 05:25:40 CEST 2014: 1: No solution found.
Tue May 20 05:25:42 CEST 2014: 2: finished (2416ms, 500cycles)
Tue May 20 05:25:42 CEST 2014: 2: No solution found.
Tue May 20 05:25:45 CEST 2014: 3: finished (2493ms, 500cycles)
Tue May 20 05:25:45 CEST 2014: 3: No solution found.
Tue May 20 05:25:48 CEST 2014: 4: finished (2777ms, 500cycles)
Tue May 20 05:25:48 CEST 2014: 4: No solution found.
Tue May 20 05:25:50 CEST 2014: 5: finished (2132ms, 500cycles)
Tue May 20 05:25:50 CEST 2014: 5: No solution found.
Tue May 20 05:25:52 CEST 2014: 6: finished (1986ms, 500cycles)
Tue May 20 05:25:52 CEST 2014: 6: No solution found.
Tue May 20 05:25:54 CEST 2014: 7: finished (2518ms, 500cycles)
Tue May 20 05:25:54 CEST 2014: 7: No solution found.
Tue May 20 05:25:57 CEST 2014: 8: finished (2880ms, 431cycles)
Tue May 20 05:25:57 CEST 2014: 8: Solution found.
Tue May 20 05:26:00 CEST 2014: 9: finished (2625ms, 500cycles)
Tue May 20 05:26:00 CEST 2014: 9: No solution found.
Tue May 20 05:26:01 CEST 2014: 10: finished (1537ms, 321cycles)
Tue May 20 05:26:01 CEST 2014: 10: Solution found.
Tue May 20 05:26:04 CEST 2014: 11: finished (2460ms, 500cycles)
Tue May 20 05:26:04 CEST 2014: 11: No solution found.
Tue May 20 05:26:06 CEST 2014: 12: finished (1939ms, 500cycles)
Tue May 20 05:26:06 CEST 2014: 12: No solution found.
Tue May 20 05:26:08 CEST 2014: 13: finished (2360ms, 500cycles)
Tue May 20 05:26:08 CEST 2014: 13: No solution found.
Tue May 20 05:26:11 CEST 2014: 14: finished (2902ms, 500cycles)
Tue May 20 05:26:11 CEST 2014: 14: No solution found.
Tue May 20 05:26:14 CEST 2014: 15: finished (2433ms, 500cycles)
Tue May 20 05:26:14 CEST 2014: 15: No solution found.
Tue May 20 05:26:15 CEST 2014: 16: finished (1833ms, 500cycles)
Tue May 20 05:26:16 CEST 2014: 16: No solution found.
Tue May 20 05:26:19 CEST 2014: 17: finished (3105ms, 500cycles)
Tue May 20 05:26:19 CEST 2014: 17: No solution found.
Tue May 20 05:26:22 CEST 2014: 18: finished (3195ms, 500cycles)
Tue May 20 05:26:22 CEST 2014: 18: No solution found.
Tue May 20 05:26:24 CEST 2014: 19: finished (1909ms, 500cycles)
Tue May 20 05:26:24 CEST 2014: 19: No solution found.
Tue May 20 05:26:25 CEST 2014: 20: finished (779ms, 191cycles)
Tue May 20 05:26:25 CEST 2014: 20: Solution found.
Tue May 20 05:26:27 CEST 2014: 21: finished (2083ms, 500cycles)
Tue May 20 05:26:27 CEST 2014: 21: No solution found.
Tue May 20 05:26:30 CEST 2014: 22: finished (3191ms, 465cycles)
Tue May 20 05:26:30 CEST 2014: 22: Solution found.
Tue May 20 05:26:33 CEST 2014: 23: finished (3160ms, 500cycles)
