Sat Jan 11 20:22:39 CET 2014: Problem Count: 50
Sat Jan 11 20:22:39 CET 2014: CandidatesCount: 20
Sat Jan 11 20:22:39 CET 2014: Max Cycles: 500
Sat Jan 11 20:22:39 CET 2014: 0: finished (352ms, 500cycles)
Sat Jan 11 20:22:39 CET 2014: 0: No solution found.
Sat Jan 11 20:22:40 CET 2014: 1: finished (307ms, 500cycles)
Sat Jan 11 20:22:40 CET 2014: 1: No solution found.
Sat Jan 11 20:22:40 CET 2014: 2: finished (347ms, 500cycles)
Sat Jan 11 20:22:40 CET 2014: 2: No solution found.
Sat Jan 11 20:22:40 CET 2014: 3: finished (205ms, 500cycles)
Sat Jan 11 20:22:40 CET 2014: 3: No solution found.
Sat Jan 11 20:22:40 CET 2014: 4: finished (169ms, 500cycles)
Sat Jan 11 20:22:40 CET 2014: 4: No solution found.
Sat Jan 11 20:22:40 CET 2014: 5: finished (149ms, 500cycles)
Sat Jan 11 20:22:40 CET 2014: 5: No solution found.
Sat Jan 11 20:22:41 CET 2014: 6: finished (151ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 6: No solution found.
Sat Jan 11 20:22:41 CET 2014: 7: finished (147ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 7: No solution found.
Sat Jan 11 20:22:41 CET 2014: 8: finished (150ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 8: No solution found.
Sat Jan 11 20:22:41 CET 2014: 9: finished (148ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 9: No solution found.
Sat Jan 11 20:22:41 CET 2014: 10: finished (161ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 10: No solution found.
Sat Jan 11 20:22:41 CET 2014: 11: finished (154ms, 500cycles)
Sat Jan 11 20:22:41 CET 2014: 11: No solution found.
Sat Jan 11 20:22:41 CET 2014: 12: finished (4ms, 6cycles)
Sat Jan 11 20:22:41 CET 2014: 12: Solution found.
Sat Jan 11 20:22:42 CET 2014: 13: finished (148ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 13: No solution found.
Sat Jan 11 20:22:42 CET 2014: 14: finished (148ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 14: No solution found.
Sat Jan 11 20:22:42 CET 2014: 15: finished (148ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 15: No solution found.
Sat Jan 11 20:22:42 CET 2014: 16: finished (154ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 16: No solution found.
Sat Jan 11 20:22:42 CET 2014: 17: finished (152ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 17: No solution found.
Sat Jan 11 20:22:42 CET 2014: 18: finished (180ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 18: No solution found.
Sat Jan 11 20:22:42 CET 2014: 19: finished (152ms, 500cycles)
Sat Jan 11 20:22:42 CET 2014: 19: No solution found.
Sat Jan 11 20:22:43 CET 2014: 20: finished (160ms, 500cycles)
Sat Jan 11 20:22:43 CET 2014: 20: No solution found.
Sat Jan 11 20:22:43 CET 2014: 21: finished (169ms, 500cycles)
Sat Jan 11 20:22:43 CET 2014: 21: No solution found.
Sat Jan 11 20:22:43 CET 2014: 22: finished (194ms, 500cycles)
Sat Jan 11 20:22:43 CET 2014: 22: No solution found.
Sat Jan 11 20:22:43 CET 2014: 23: finished (22ms, 56cycles)
Sat Jan 11 20:22:43 CET 2014: 23: Solution found.
