Sun Jan 12 00:42:44 CET 2014: Problem Count: 10
Sun Jan 12 00:42:44 CET 2014: CandidatesCount: 40
Sun Jan 12 00:42:44 CET 2014: Max Cycles: 500
Sun Jan 12 00:42:44 CET 2014: 0: finished (193ms, 500cycles)
Sun Jan 12 00:42:44 CET 2014: 0: No solution found.
Sun Jan 12 00:42:44 CET 2014: 1: finished (263ms, 500cycles)
Sun Jan 12 00:42:44 CET 2014: 1: No solution found.
Sun Jan 12 00:42:44 CET 2014: 2: finished (158ms, 500cycles)
Sun Jan 12 00:42:44 CET 2014: 2: No solution found.
Sun Jan 12 00:42:44 CET 2014: 3: finished (247ms, 500cycles)
Sun Jan 12 00:42:44 CET 2014: 3: No solution found.
Sun Jan 12 00:42:45 CET 2014: 4: finished (249ms, 500cycles)
Sun Jan 12 00:42:45 CET 2014: 4: No solution found.
Sun Jan 12 00:42:45 CET 2014: 5: finished (243ms, 500cycles)
Sun Jan 12 00:42:45 CET 2014: 5: No solution found.
Sun Jan 12 00:42:45 CET 2014: 6: finished (301ms, 500cycles)
Sun Jan 12 00:42:45 CET 2014: 6: No solution found.
Sun Jan 12 00:42:45 CET 2014: 7: finished (157ms, 500cycles)
Sun Jan 12 00:42:45 CET 2014: 7: No solution found.
Sun Jan 12 00:42:46 CET 2014: 8: finished (390ms, 500cycles)
Sun Jan 12 00:42:46 CET 2014: 8: No solution found.
Sun Jan 12 00:42:46 CET 2014: 9: finished (325ms, 500cycles)
Sun Jan 12 00:42:46 CET 2014: 9: No solution found.
Sun Jan 12 00:42:46 CET 2014: 10: finished (252ms, 500cycles)
Sun Jan 12 00:42:46 CET 2014: 10: No solution found.
Sun Jan 12 00:42:47 CET 2014: 11: finished (246ms, 500cycles)
Sun Jan 12 00:42:47 CET 2014: 11: No solution found.
Sun Jan 12 00:42:47 CET 2014: 12: finished (211ms, 500cycles)
Sun Jan 12 00:42:47 CET 2014: 12: No solution found.
Sun Jan 12 00:42:47 CET 2014: 13: finished (323ms, 500cycles)
Sun Jan 12 00:42:47 CET 2014: 13: No solution found.
Sun Jan 12 00:42:47 CET 2014: 14: finished (243ms, 500cycles)
Sun Jan 12 00:42:47 CET 2014: 14: No solution found.
Sun Jan 12 00:42:48 CET 2014: 15: finished (271ms, 500cycles)
Sun Jan 12 00:42:48 CET 2014: 15: No solution found.
Sun Jan 12 00:42:48 CET 2014: 16: finished (179ms, 500cycles)
Sun Jan 12 00:42:48 CET 2014: 16: No solution found.
Sun Jan 12 00:42:48 CET 2014: 17: finished (157ms, 500cycles)
Sun Jan 12 00:42:48 CET 2014: 17: No solution found.
Sun Jan 12 00:42:48 CET 2014: 18: finished (236ms, 500cycles)
Sun Jan 12 00:42:48 CET 2014: 18: No solution found.
Sun Jan 12 00:42:48 CET 2014: 19: finished (167ms, 500cycles)
Sun Jan 12 00:42:48 CET 2014: 19: No solution found.
Sun Jan 12 00:42:49 CET 2014: 20: finished (208ms, 500cycles)
Sun Jan 12 00:42:49 CET 2014: 20: No solution found.
Sun Jan 12 00:42:49 CET 2014: 21: finished (200ms, 500cycles)
Sun Jan 12 00:42:49 CET 2014: 21: No solution found.
Sun Jan 12 00:42:49 CET 2014: 22: finished (390ms, 500cycles)
Sun Jan 12 00:42:49 CET 2014: 22: No solution found.
Sun Jan 12 00:42:49 CET 2014: 23: finished (252ms, 500cycles)
Sun Jan 12 00:42:49 CET 2014: 23: No solution found.
Sun Jan 12 00:42:50 CET 2014: 24: finished (236ms, 500cycles)
Sun Jan 12 00:42:50 CET 2014: 24: No solution found.
Sun Jan 12 00:42:50 CET 2014: 25: finished (313ms, 500cycles)
Sun Jan 12 00:42:50 CET 2014: 25: No solution found.
Sun Jan 12 00:42:50 CET 2014: 26: finished (232ms, 500cycles)
Sun Jan 12 00:42:50 CET 2014: 26: No solution found.
Sun Jan 12 00:42:51 CET 2014: 27: finished (257ms, 500cycles)
Sun Jan 12 00:42:51 CET 2014: 27: No solution found.
Sun Jan 12 00:42:51 CET 2014: 28: finished (289ms, 500cycles)
Sun Jan 12 00:42:51 CET 2014: 28: No solution found.
Sun Jan 12 00:42:51 CET 2014: 29: finished (281ms, 500cycles)
Sun Jan 12 00:42:51 CET 2014: 29: No solution found.
Sun Jan 12 00:42:51 CET 2014: 30: finished (241ms, 500cycles)
Sun Jan 12 00:42:51 CET 2014: 30: No solution found.
Sun Jan 12 00:42:52 CET 2014: 31: finished (225ms, 500cycles)
Sun Jan 12 00:42:52 CET 2014: 31: No solution found.
Sun Jan 12 00:42:52 CET 2014: 32: finished (259ms, 500cycles)
Sun Jan 12 00:42:52 CET 2014: 32: No solution found.
Sun Jan 12 00:42:52 CET 2014: 33: finished (240ms, 500cycles)
Sun Jan 12 00:42:52 CET 2014: 33: No solution found.
Sun Jan 12 00:42:52 CET 2014: 34: finished (332ms, 500cycles)
Sun Jan 12 00:42:52 CET 2014: 34: No solution found.
Sun Jan 12 00:42:53 CET 2014: 35: finished (152ms, 500cycles)
Sun Jan 12 00:42:53 CET 2014: 35: No solution found.
Sun Jan 12 00:42:53 CET 2014: 36: finished (192ms, 500cycles)
Sun Jan 12 00:42:53 CET 2014: 36: No solution found.
Sun Jan 12 00:42:53 CET 2014: 37: finished (220ms, 500cycles)
Sun Jan 12 00:42:53 CET 2014: 37: No solution found.
Sun Jan 12 00:42:53 CET 2014: 38: finished (340ms, 500cycles)
Sun Jan 12 00:42:53 CET 2014: 38: No solution found.
Sun Jan 12 00:42:54 CET 2014: 39: finished (228ms, 500cycles)
Sun Jan 12 00:42:54 CET 2014: 39: No solution found.
Sun Jan 12 00:42:54 CET 2014: 40: finished (355ms, 500cycles)
Sun Jan 12 00:42:54 CET 2014: 40: No solution found.
Sun Jan 12 00:42:54 CET 2014: 41: finished (354ms, 500cycles)
Sun Jan 12 00:42:54 CET 2014: 41: No solution found.
Sun Jan 12 00:42:54 CET 2014: 42: finished (173ms, 500cycles)
Sun Jan 12 00:42:54 CET 2014: 42: No solution found.
Sun Jan 12 00:42:55 CET 2014: 43: finished (247ms, 500cycles)
Sun Jan 12 00:42:55 CET 2014: 43: No solution found.
Sun Jan 12 00:42:55 CET 2014: 44: finished (206ms, 500cycles)
Sun Jan 12 00:42:55 CET 2014: 44: No solution found.
