Sat Jan 11 16:54:26 CET 2014: Problem Count: 30
Sat Jan 11 16:54:26 CET 2014: CandidatesCount: 20
Sat Jan 11 16:54:26 CET 2014: Max Cycles: 500
Sat Jan 11 16:54:26 CET 2014: 0: finished (81ms, 500cycles)
Sat Jan 11 16:54:26 CET 2014: 0: No solution found.
Sat Jan 11 16:54:26 CET 2014: 1: finished (82ms, 500cycles)
Sat Jan 11 16:54:26 CET 2014: 1: No solution found.
Sat Jan 11 16:54:26 CET 2014: 2: finished (3ms, 12cycles)
Sat Jan 11 16:54:26 CET 2014: 2: Solution found.
Sat Jan 11 16:54:26 CET 2014: 3: finished (82ms, 500cycles)
Sat Jan 11 16:54:26 CET 2014: 3: No solution found.
Sat Jan 11 16:54:27 CET 2014: 4: finished (79ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 4: No solution found.
Sat Jan 11 16:54:27 CET 2014: 5: finished (86ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 5: No solution found.
Sat Jan 11 16:54:27 CET 2014: 6: finished (82ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 6: No solution found.
Sat Jan 11 16:54:27 CET 2014: 7: finished (1ms, 4cycles)
Sat Jan 11 16:54:27 CET 2014: 7: Solution found.
Sat Jan 11 16:54:27 CET 2014: 8: finished (79ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 8: No solution found.
Sat Jan 11 16:54:27 CET 2014: 9: finished (2ms, 9cycles)
Sat Jan 11 16:54:27 CET 2014: 9: Solution found.
Sat Jan 11 16:54:27 CET 2014: 10: finished (107ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 10: No solution found.
Sat Jan 11 16:54:27 CET 2014: 11: finished (79ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 11: No solution found.
Sat Jan 11 16:54:27 CET 2014: 12: finished (80ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 12: No solution found.
Sat Jan 11 16:54:27 CET 2014: 13: finished (92ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 13: No solution found.
Sat Jan 11 16:54:27 CET 2014: 14: finished (1ms, 3cycles)
Sat Jan 11 16:54:27 CET 2014: 14: Solution found.
Sat Jan 11 16:54:27 CET 2014: 15: finished (12ms, 46cycles)
Sat Jan 11 16:54:27 CET 2014: 15: Solution found.
Sat Jan 11 16:54:27 CET 2014: 16: finished (81ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 16: No solution found.
Sat Jan 11 16:54:27 CET 2014: 17: finished (221ms, 500cycles)
Sat Jan 11 16:54:27 CET 2014: 17: No solution found.
Sat Jan 11 16:54:28 CET 2014: 18: finished (198ms, 500cycles)
Sat Jan 11 16:54:28 CET 2014: 18: No solution found.
Sat Jan 11 16:54:28 CET 2014: 19: finished (228ms, 500cycles)
Sat Jan 11 16:54:28 CET 2014: 19: No solution found.
Sat Jan 11 16:54:28 CET 2014: 20: finished (200ms, 500cycles)
Sat Jan 11 16:54:28 CET 2014: 20: No solution found.
Sat Jan 11 16:54:28 CET 2014: 21: finished (197ms, 500cycles)
Sat Jan 11 16:54:28 CET 2014: 21: No solution found.
Sat Jan 11 16:54:28 CET 2014: 22: finished (197ms, 500cycles)
Sat Jan 11 16:54:28 CET 2014: 22: No solution found.
Sat Jan 11 16:54:29 CET 2014: 23: finished (201ms, 500cycles)
Sat Jan 11 16:54:29 CET 2014: 23: No solution found.
Sat Jan 11 16:54:29 CET 2014: 24: finished (200ms, 500cycles)
Sat Jan 11 16:54:29 CET 2014: 24: No solution found.
Sat Jan 11 16:54:29 CET 2014: 25: finished (244ms, 500cycles)
Sat Jan 11 16:54:29 CET 2014: 25: No solution found.
Sat Jan 11 16:54:29 CET 2014: 26: finished (206ms, 500cycles)
Sat Jan 11 16:54:29 CET 2014: 26: No solution found.
Sat Jan 11 16:54:30 CET 2014: 27: finished (199ms, 500cycles)
Sat Jan 11 16:54:30 CET 2014: 27: No solution found.
Sat Jan 11 16:54:30 CET 2014: 28: finished (198ms, 500cycles)
Sat Jan 11 16:54:30 CET 2014: 28: No solution found.
Sat Jan 11 16:54:30 CET 2014: 29: finished (205ms, 500cycles)
Sat Jan 11 16:54:30 CET 2014: 29: No solution found.
Sat Jan 11 16:54:30 CET 2014: 30: finished (201ms, 500cycles)
Sat Jan 11 16:54:30 CET 2014: 30: No solution found.
Sat Jan 11 16:54:30 CET 2014: 31: finished (7ms, 11cycles)
Sat Jan 11 16:54:30 CET 2014: 31: Solution found.
Sat Jan 11 16:54:30 CET 2014: 32: finished (202ms, 500cycles)
Sat Jan 11 16:54:30 CET 2014: 32: No solution found.
Sat Jan 11 16:54:31 CET 2014: 33: finished (199ms, 500cycles)
Sat Jan 11 16:54:31 CET 2014: 33: No solution found.
Sat Jan 11 16:54:31 CET 2014: 34: finished (198ms, 500cycles)
Sat Jan 11 16:54:31 CET 2014: 34: No solution found.
Sat Jan 11 16:54:31 CET 2014: 35: finished (199ms, 500cycles)
Sat Jan 11 16:54:31 CET 2014: 35: No solution found.
Sat Jan 11 16:54:31 CET 2014: 36: finished (206ms, 500cycles)
Sat Jan 11 16:54:31 CET 2014: 36: No solution found.
Sat Jan 11 16:54:31 CET 2014: 37: finished (217ms, 500cycles)
Sat Jan 11 16:54:31 CET 2014: 37: No solution found.
Sat Jan 11 16:54:32 CET 2014: 38: finished (233ms, 500cycles)
Sat Jan 11 16:54:32 CET 2014: 38: No solution found.
Sat Jan 11 16:54:32 CET 2014: 39: finished (8ms, 13cycles)
Sat Jan 11 16:54:32 CET 2014: 39: Solution found.
Sat Jan 11 16:54:32 CET 2014: 40: finished (201ms, 500cycles)
Sat Jan 11 16:54:32 CET 2014: 40: No solution found.
Sat Jan 11 16:54:32 CET 2014: 41: finished (203ms, 500cycles)
Sat Jan 11 16:54:32 CET 2014: 41: No solution found.
Sat Jan 11 16:54:32 CET 2014: 42: finished (219ms, 500cycles)
Sat Jan 11 16:54:32 CET 2014: 42: No solution found.
Sat Jan 11 16:54:32 CET 2014: 43: finished (198ms, 500cycles)
Sat Jan 11 16:54:32 CET 2014: 43: No solution found.
Sat Jan 11 16:54:33 CET 2014: 44: finished (198ms, 500cycles)
Sat Jan 11 16:54:33 CET 2014: 44: No solution found.
Sat Jan 11 16:54:33 CET 2014: 45: finished (2ms, 2cycles)
Sat Jan 11 16:54:33 CET 2014: 45: Solution found.
Sat Jan 11 16:54:33 CET 2014: 46: finished (224ms, 500cycles)
Sat Jan 11 16:54:33 CET 2014: 46: No solution found.
Sat Jan 11 16:54:33 CET 2014: 47: finished (200ms, 500cycles)
Sat Jan 11 16:54:33 CET 2014: 47: No solution found.
Sat Jan 11 16:54:33 CET 2014: 48: finished (3ms, 6cycles)
Sat Jan 11 16:54:33 CET 2014: 48: Solution found.
Sat Jan 11 16:54:33 CET 2014: 49: finished (200ms, 500cycles)
Sat Jan 11 16:54:33 CET 2014: 49: No solution found.
Sat Jan 11 16:54:33 CET 2014: 50: finished (157ms, 500cycles)
Sat Jan 11 16:54:33 CET 2014: 50: No solution found.
Sat Jan 11 16:54:34 CET 2014: 51: finished (78ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 51: No solution found.
Sat Jan 11 16:54:34 CET 2014: 52: finished (77ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 52: No solution found.
Sat Jan 11 16:54:34 CET 2014: 53: finished (5ms, 25cycles)
Sat Jan 11 16:54:34 CET 2014: 53: Solution found.
Sat Jan 11 16:54:34 CET 2014: 54: finished (79ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 54: No solution found.
Sat Jan 11 16:54:34 CET 2014: 55: finished (83ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 55: No solution found.
Sat Jan 11 16:54:34 CET 2014: 56: finished (81ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 56: No solution found.
Sat Jan 11 16:54:34 CET 2014: 57: finished (81ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 57: No solution found.
Sat Jan 11 16:54:34 CET 2014: 58: finished (4ms, 24cycles)
Sat Jan 11 16:54:34 CET 2014: 58: Solution found.
Sat Jan 11 16:54:34 CET 2014: 59: finished (80ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 59: No solution found.
Sat Jan 11 16:54:34 CET 2014: 60: finished (82ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 60: No solution found.
Sat Jan 11 16:54:34 CET 2014: 61: finished (79ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 61: No solution found.
Sat Jan 11 16:54:34 CET 2014: 62: finished (79ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 62: No solution found.
Sat Jan 11 16:54:34 CET 2014: 63: finished (82ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 63: No solution found.
Sat Jan 11 16:54:34 CET 2014: 64: finished (81ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 64: No solution found.
Sat Jan 11 16:54:34 CET 2014: 65: finished (80ms, 500cycles)
Sat Jan 11 16:54:34 CET 2014: 65: No solution found.
Sat Jan 11 16:54:35 CET 2014: 66: finished (79ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 66: No solution found.
Sat Jan 11 16:54:35 CET 2014: 67: finished (85ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 67: No solution found.
Sat Jan 11 16:54:35 CET 2014: 68: finished (81ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 68: No solution found.
Sat Jan 11 16:54:35 CET 2014: 69: finished (82ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 69: No solution found.
Sat Jan 11 16:54:35 CET 2014: 70: finished (82ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 70: No solution found.
Sat Jan 11 16:54:35 CET 2014: 71: finished (80ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 71: No solution found.
Sat Jan 11 16:54:35 CET 2014: 72: finished (84ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 72: No solution found.
Sat Jan 11 16:54:35 CET 2014: 73: finished (1ms, 5cycles)
Sat Jan 11 16:54:35 CET 2014: 73: Solution found.
Sat Jan 11 16:54:35 CET 2014: 74: finished (81ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 74: No solution found.
Sat Jan 11 16:54:35 CET 2014: 75: finished (80ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 75: No solution found.
Sat Jan 11 16:54:35 CET 2014: 76: finished (80ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 76: No solution found.
Sat Jan 11 16:54:35 CET 2014: 77: finished (92ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 77: No solution found.
Sat Jan 11 16:54:35 CET 2014: 78: finished (81ms, 500cycles)
Sat Jan 11 16:54:35 CET 2014: 78: No solution found.
Sat Jan 11 16:54:36 CET 2014: 79: finished (80ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 79: No solution found.
Sat Jan 11 16:54:36 CET 2014: 80: finished (78ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 80: No solution found.
Sat Jan 11 16:54:36 CET 2014: 81: finished (80ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 81: No solution found.
Sat Jan 11 16:54:36 CET 2014: 82: finished (80ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 82: No solution found.
Sat Jan 11 16:54:36 CET 2014: 83: finished (79ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 83: No solution found.
Sat Jan 11 16:54:36 CET 2014: 84: finished (83ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 84: No solution found.
Sat Jan 11 16:54:36 CET 2014: 85: finished (80ms, 500cycles)
Sat Jan 11 16:54:36 CET 2014: 85: No solution found.
Sat Jan 11 16:54:36 CET 2014: 86: finished (79ms, 500cycles)
