Sat Jan 11 20:07:13 CET 2014: Problem Count: 40
Sat Jan 11 20:07:13 CET 2014: CandidatesCount: 20
Sat Jan 11 20:07:13 CET 2014: Max Cycles: 500
Sat Jan 11 20:07:13 CET 2014: 0: finished (118ms, 500cycles)
Sat Jan 11 20:07:13 CET 2014: 0: No solution found.
Sat Jan 11 20:07:13 CET 2014: 1: finished (116ms, 500cycles)
Sat Jan 11 20:07:13 CET 2014: 1: No solution found.
Sat Jan 11 20:07:13 CET 2014: 2: finished (114ms, 500cycles)
Sat Jan 11 20:07:13 CET 2014: 2: No solution found.
Sat Jan 11 20:07:13 CET 2014: 3: finished (114ms, 500cycles)
Sat Jan 11 20:07:13 CET 2014: 3: No solution found.
Sat Jan 11 20:07:13 CET 2014: 4: finished (113ms, 500cycles)
Sat Jan 11 20:07:13 CET 2014: 4: No solution found.
Sat Jan 11 20:07:13 CET 2014: 5: finished (6ms, 17cycles)
Sat Jan 11 20:07:13 CET 2014: 5: Solution found.
Sat Jan 11 20:07:13 CET 2014: 6: finished (10ms, 38cycles)
Sat Jan 11 20:07:13 CET 2014: 6: Solution found.
Sat Jan 11 20:07:14 CET 2014: 7: finished (332ms, 500cycles)
Sat Jan 11 20:07:14 CET 2014: 7: No solution found.
Sat Jan 11 20:07:14 CET 2014: 8: finished (378ms, 500cycles)
Sat Jan 11 20:07:14 CET 2014: 8: No solution found.
Sat Jan 11 20:07:14 CET 2014: 9: finished (330ms, 500cycles)
Sat Jan 11 20:07:14 CET 2014: 9: No solution found.
Sat Jan 11 20:07:14 CET 2014: 10: finished (23ms, 22cycles)
Sat Jan 11 20:07:14 CET 2014: 10: Solution found.
Sat Jan 11 20:07:15 CET 2014: 11: finished (341ms, 500cycles)
Sat Jan 11 20:07:15 CET 2014: 11: No solution found.
Sat Jan 11 20:07:15 CET 2014: 12: finished (345ms, 500cycles)
Sat Jan 11 20:07:15 CET 2014: 12: No solution found.
Sat Jan 11 20:07:15 CET 2014: 13: finished (330ms, 500cycles)
Sat Jan 11 20:07:15 CET 2014: 13: No solution found.
Sat Jan 11 20:07:16 CET 2014: 14: finished (327ms, 500cycles)
