Sun Jan 12 00:10:28 CET 2014: Problem Count: 50
Sun Jan 12 00:10:28 CET 2014: CandidatesCount: 50
Sun Jan 12 00:10:28 CET 2014: Max Cycles: 500
Sun Jan 12 00:10:28 CET 2014: 0: finished (436ms, 500cycles)
Sun Jan 12 00:10:28 CET 2014: 0: No solution found.
Sun Jan 12 00:10:29 CET 2014: 1: finished (413ms, 500cycles)
Sun Jan 12 00:10:29 CET 2014: 1: No solution found.
Sun Jan 12 00:10:29 CET 2014: 2: finished (492ms, 500cycles)
Sun Jan 12 00:10:29 CET 2014: 2: No solution found.
Sun Jan 12 00:10:30 CET 2014: 3: finished (498ms, 500cycles)
Sun Jan 12 00:10:30 CET 2014: 3: No solution found.
Sun Jan 12 00:10:30 CET 2014: 4: finished (447ms, 500cycles)
Sun Jan 12 00:10:30 CET 2014: 4: No solution found.
Sun Jan 12 00:10:31 CET 2014: 5: finished (611ms, 500cycles)
Sun Jan 12 00:10:31 CET 2014: 5: No solution found.
Sun Jan 12 00:10:31 CET 2014: 6: finished (478ms, 500cycles)
Sun Jan 12 00:10:31 CET 2014: 6: No solution found.
Sun Jan 12 00:10:32 CET 2014: 7: finished (464ms, 500cycles)
Sun Jan 12 00:10:32 CET 2014: 7: No solution found.
Sun Jan 12 00:10:32 CET 2014: 8: finished (445ms, 500cycles)
Sun Jan 12 00:10:32 CET 2014: 8: No solution found.
Sun Jan 12 00:10:33 CET 2014: 9: finished (403ms, 500cycles)
Sun Jan 12 00:10:33 CET 2014: 9: No solution found.
Sun Jan 12 00:10:33 CET 2014: 10: finished (466ms, 500cycles)
Sun Jan 12 00:10:33 CET 2014: 10: No solution found.
Sun Jan 12 00:10:33 CET 2014: 11: finished (397ms, 500cycles)
Sun Jan 12 00:10:33 CET 2014: 11: No solution found.
Sun Jan 12 00:10:34 CET 2014: 12: finished (435ms, 500cycles)
Sun Jan 12 00:10:34 CET 2014: 12: No solution found.
Sun Jan 12 00:10:34 CET 2014: 13: finished (575ms, 500cycles)
Sun Jan 12 00:10:34 CET 2014: 13: No solution found.
Sun Jan 12 00:10:35 CET 2014: 14: finished (451ms, 500cycles)
Sun Jan 12 00:10:35 CET 2014: 14: No solution found.
Sun Jan 12 00:10:35 CET 2014: 15: finished (464ms, 500cycles)
Sun Jan 12 00:10:35 CET 2014: 15: No solution found.
Sun Jan 12 00:10:36 CET 2014: 16: finished (438ms, 500cycles)
Sun Jan 12 00:10:36 CET 2014: 16: No solution found.
Sun Jan 12 00:10:36 CET 2014: 17: finished (468ms, 500cycles)
Sun Jan 12 00:10:36 CET 2014: 17: No solution found.
Sun Jan 12 00:10:37 CET 2014: 18: finished (432ms, 500cycles)
Sun Jan 12 00:10:37 CET 2014: 18: No solution found.
Sun Jan 12 00:10:37 CET 2014: 19: finished (508ms, 500cycles)
Sun Jan 12 00:10:37 CET 2014: 19: No solution found.
Sun Jan 12 00:10:38 CET 2014: 20: finished (569ms, 500cycles)
Sun Jan 12 00:10:38 CET 2014: 20: No solution found.
Sun Jan 12 00:10:38 CET 2014: 21: finished (470ms, 500cycles)
Sun Jan 12 00:10:38 CET 2014: 21: No solution found.
Sun Jan 12 00:10:39 CET 2014: 22: finished (474ms, 500cycles)
Sun Jan 12 00:10:39 CET 2014: 22: No solution found.
Sun Jan 12 00:10:39 CET 2014: 23: finished (557ms, 500cycles)
Sun Jan 12 00:10:39 CET 2014: 23: No solution found.
Sun Jan 12 00:10:40 CET 2014: 24: finished (456ms, 500cycles)
Sun Jan 12 00:10:40 CET 2014: 24: No solution found.
Sun Jan 12 00:10:40 CET 2014: 25: finished (428ms, 500cycles)
Sun Jan 12 00:10:40 CET 2014: 25: No solution found.
Sun Jan 12 00:10:41 CET 2014: 26: finished (468ms, 500cycles)
Sun Jan 12 00:10:41 CET 2014: 26: No solution found.
Sun Jan 12 00:10:41 CET 2014: 27: finished (460ms, 500cycles)
Sun Jan 12 00:10:41 CET 2014: 27: No solution found.
Sun Jan 12 00:10:42 CET 2014: 28: finished (446ms, 500cycles)
Sun Jan 12 00:10:42 CET 2014: 28: No solution found.
Sun Jan 12 00:10:42 CET 2014: 29: finished (634ms, 500cycles)
Sun Jan 12 00:10:42 CET 2014: 29: No solution found.
Sun Jan 12 00:10:43 CET 2014: 30: finished (519ms, 500cycles)
Sun Jan 12 00:10:43 CET 2014: 30: No solution found.
Sun Jan 12 00:10:43 CET 2014: 31: finished (493ms, 500cycles)
Sun Jan 12 00:10:43 CET 2014: 31: No solution found.
Sun Jan 12 00:10:44 CET 2014: 32: finished (547ms, 500cycles)
Sun Jan 12 00:10:44 CET 2014: 32: No solution found.
Sun Jan 12 00:10:44 CET 2014: 33: finished (416ms, 500cycles)
Sun Jan 12 00:10:44 CET 2014: 33: No solution found.
Sun Jan 12 00:10:45 CET 2014: 34: finished (494ms, 500cycles)
Sun Jan 12 00:10:45 CET 2014: 34: No solution found.
Sun Jan 12 00:10:45 CET 2014: 35: finished (516ms, 500cycles)
Sun Jan 12 00:10:45 CET 2014: 35: No solution found.
Sun Jan 12 00:10:46 CET 2014: 36: finished (438ms, 500cycles)
Sun Jan 12 00:10:46 CET 2014: 36: No solution found.
Sun Jan 12 00:10:46 CET 2014: 37: finished (436ms, 500cycles)
Sun Jan 12 00:10:46 CET 2014: 37: No solution found.
Sun Jan 12 00:10:47 CET 2014: 38: finished (497ms, 500cycles)
Sun Jan 12 00:10:47 CET 2014: 38: No solution found.
Sun Jan 12 00:10:47 CET 2014: 39: finished (554ms, 500cycles)
Sun Jan 12 00:10:47 CET 2014: 39: No solution found.
