Sun Jan 12 00:45:41 CET 2014: Problem Count: 20
Sun Jan 12 00:45:41 CET 2014: CandidatesCount: 50
Sun Jan 12 00:45:41 CET 2014: Max Cycles: 500
Sun Jan 12 00:45:41 CET 2014: 0: finished (351ms, 500cycles)
Sun Jan 12 00:45:41 CET 2014: 0: No solution found.
Sun Jan 12 00:45:41 CET 2014: 1: finished (312ms, 500cycles)
Sun Jan 12 00:45:41 CET 2014: 1: No solution found.
Sun Jan 12 00:45:42 CET 2014: 2: finished (331ms, 500cycles)
Sun Jan 12 00:45:42 CET 2014: 2: No solution found.
Sun Jan 12 00:45:42 CET 2014: 3: finished (540ms, 500cycles)
Sun Jan 12 00:45:42 CET 2014: 3: No solution found.
Sun Jan 12 00:45:42 CET 2014: 4: finished (339ms, 500cycles)
Sun Jan 12 00:45:42 CET 2014: 4: No solution found.
Sun Jan 12 00:45:43 CET 2014: 5: finished (212ms, 500cycles)
Sun Jan 12 00:45:43 CET 2014: 5: No solution found.
Sun Jan 12 00:45:43 CET 2014: 6: finished (291ms, 500cycles)
Sun Jan 12 00:45:43 CET 2014: 6: No solution found.
Sun Jan 12 00:45:43 CET 2014: 7: finished (310ms, 500cycles)
Sun Jan 12 00:45:43 CET 2014: 7: No solution found.
Sun Jan 12 00:45:44 CET 2014: 8: finished (369ms, 500cycles)
Sun Jan 12 00:45:44 CET 2014: 8: No solution found.
Sun Jan 12 00:45:44 CET 2014: 9: finished (247ms, 500cycles)
Sun Jan 12 00:45:44 CET 2014: 9: No solution found.
Sun Jan 12 00:45:44 CET 2014: 10: finished (269ms, 500cycles)
Sun Jan 12 00:45:44 CET 2014: 10: No solution found.
Sun Jan 12 00:45:45 CET 2014: 11: finished (457ms, 500cycles)
Sun Jan 12 00:45:45 CET 2014: 11: No solution found.
Sun Jan 12 00:45:45 CET 2014: 12: finished (255ms, 500cycles)
Sun Jan 12 00:45:45 CET 2014: 12: No solution found.
Sun Jan 12 00:45:45 CET 2014: 13: finished (356ms, 500cycles)
Sun Jan 12 00:45:45 CET 2014: 13: No solution found.
Sun Jan 12 00:45:45 CET 2014: 14: finished (328ms, 500cycles)
Sun Jan 12 00:45:45 CET 2014: 14: No solution found.
Sun Jan 12 00:45:46 CET 2014: 15: finished (391ms, 500cycles)
Sun Jan 12 00:45:46 CET 2014: 15: No solution found.
Sun Jan 12 00:45:46 CET 2014: 16: finished (407ms, 500cycles)
Sun Jan 12 00:45:46 CET 2014: 16: No solution found.
Sun Jan 12 00:45:46 CET 2014: 17: finished (208ms, 500cycles)
Sun Jan 12 00:45:46 CET 2014: 17: No solution found.
Sun Jan 12 00:45:47 CET 2014: 18: finished (193ms, 500cycles)
Sun Jan 12 00:45:47 CET 2014: 18: No solution found.
Sun Jan 12 00:45:47 CET 2014: 19: finished (319ms, 500cycles)
Sun Jan 12 00:45:47 CET 2014: 19: No solution found.
Sun Jan 12 00:45:47 CET 2014: 20: finished (283ms, 500cycles)
Sun Jan 12 00:45:47 CET 2014: 20: No solution found.
Sun Jan 12 00:45:48 CET 2014: 21: finished (343ms, 500cycles)
Sun Jan 12 00:45:48 CET 2014: 21: No solution found.
Sun Jan 12 00:45:48 CET 2014: 22: finished (392ms, 500cycles)
Sun Jan 12 00:45:48 CET 2014: 22: No solution found.
Sun Jan 12 00:45:48 CET 2014: 23: finished (235ms, 500cycles)
Sun Jan 12 00:45:48 CET 2014: 23: No solution found.
Sun Jan 12 00:45:48 CET 2014: 24: finished (203ms, 500cycles)
Sun Jan 12 00:45:48 CET 2014: 24: No solution found.
Sun Jan 12 00:45:49 CET 2014: 25: finished (260ms, 500cycles)
Sun Jan 12 00:45:49 CET 2014: 25: No solution found.
Sun Jan 12 00:45:49 CET 2014: 26: finished (227ms, 500cycles)
Sun Jan 12 00:45:49 CET 2014: 26: No solution found.
Sun Jan 12 00:45:49 CET 2014: 27: finished (352ms, 500cycles)
Sun Jan 12 00:45:49 CET 2014: 27: No solution found.
Sun Jan 12 00:45:50 CET 2014: 28: finished (290ms, 500cycles)
Sun Jan 12 00:45:50 CET 2014: 28: No solution found.
Sun Jan 12 00:45:50 CET 2014: 29: finished (449ms, 500cycles)
Sun Jan 12 00:45:50 CET 2014: 29: No solution found.
Sun Jan 12 00:45:50 CET 2014: 30: finished (297ms, 500cycles)
Sun Jan 12 00:45:50 CET 2014: 30: No solution found.
Sun Jan 12 00:45:51 CET 2014: 31: finished (300ms, 500cycles)
Sun Jan 12 00:45:51 CET 2014: 31: No solution found.
Sun Jan 12 00:45:51 CET 2014: 32: finished (303ms, 500cycles)
Sun Jan 12 00:45:51 CET 2014: 32: No solution found.
Sun Jan 12 00:45:51 CET 2014: 33: finished (283ms, 500cycles)
Sun Jan 12 00:45:51 CET 2014: 33: No solution found.
Sun Jan 12 00:45:52 CET 2014: 34: finished (424ms, 500cycles)
Sun Jan 12 00:45:52 CET 2014: 34: No solution found.
Sun Jan 12 00:45:52 CET 2014: 35: finished (303ms, 500cycles)
Sun Jan 12 00:45:52 CET 2014: 35: No solution found.
Sun Jan 12 00:45:52 CET 2014: 36: finished (274ms, 500cycles)
Sun Jan 12 00:45:52 CET 2014: 36: No solution found.
Sun Jan 12 00:45:53 CET 2014: 37: finished (301ms, 500cycles)
Sun Jan 12 00:45:53 CET 2014: 37: No solution found.
Sun Jan 12 00:45:53 CET 2014: 38: finished (227ms, 500cycles)
Sun Jan 12 00:45:53 CET 2014: 38: No solution found.
Sun Jan 12 00:45:53 CET 2014: 39: finished (278ms, 500cycles)
Sun Jan 12 00:45:53 CET 2014: 39: No solution found.
Sun Jan 12 00:45:53 CET 2014: 40: finished (334ms, 500cycles)
Sun Jan 12 00:45:53 CET 2014: 40: No solution found.
Sun Jan 12 00:45:54 CET 2014: 41: finished (263ms, 500cycles)
Sun Jan 12 00:45:54 CET 2014: 41: No solution found.
Sun Jan 12 00:45:54 CET 2014: 42: finished (249ms, 500cycles)
Sun Jan 12 00:45:54 CET 2014: 42: No solution found.
Sun Jan 12 00:45:54 CET 2014: 43: finished (223ms, 500cycles)
Sun Jan 12 00:45:54 CET 2014: 43: No solution found.
Sun Jan 12 00:45:54 CET 2014: 44: finished (188ms, 500cycles)
Sun Jan 12 00:45:54 CET 2014: 44: No solution found.
Sun Jan 12 00:45:55 CET 2014: 45: finished (336ms, 500cycles)
Sun Jan 12 00:45:55 CET 2014: 45: No solution found.
Sun Jan 12 00:45:55 CET 2014: 46: finished (237ms, 500cycles)
Sun Jan 12 00:45:55 CET 2014: 46: No solution found.
Sun Jan 12 00:45:55 CET 2014: 47: finished (274ms, 500cycles)
Sun Jan 12 00:45:55 CET 2014: 47: No solution found.
Sun Jan 12 00:45:56 CET 2014: 48: finished (394ms, 500cycles)
Sun Jan 12 00:45:56 CET 2014: 48: No solution found.
Sun Jan 12 00:45:56 CET 2014: 49: finished (353ms, 500cycles)
Sun Jan 12 00:45:56 CET 2014: 49: No solution found.
Sun Jan 12 00:45:56 CET 2014: 50: finished (334ms, 500cycles)
Sun Jan 12 00:45:56 CET 2014: 50: No solution found.
Sun Jan 12 00:45:56 CET 2014: 51: finished (274ms, 500cycles)
Sun Jan 12 00:45:56 CET 2014: 51: No solution found.
Sun Jan 12 00:45:57 CET 2014: 52: finished (428ms, 500cycles)
Sun Jan 12 00:45:57 CET 2014: 52: No solution found.
Sun Jan 12 00:45:57 CET 2014: 53: finished (201ms, 500cycles)
Sun Jan 12 00:45:57 CET 2014: 53: No solution found.
Sun Jan 12 00:45:57 CET 2014: 54: finished (253ms, 500cycles)
Sun Jan 12 00:45:57 CET 2014: 54: No solution found.
Sun Jan 12 00:45:58 CET 2014: 55: finished (314ms, 500cycles)
Sun Jan 12 00:45:58 CET 2014: 55: No solution found.
Sun Jan 12 00:45:58 CET 2014: 56: finished (298ms, 500cycles)
Sun Jan 12 00:45:58 CET 2014: 56: No solution found.
Sun Jan 12 00:45:58 CET 2014: 57: finished (256ms, 500cycles)
Sun Jan 12 00:45:58 CET 2014: 57: No solution found.
Sun Jan 12 00:45:59 CET 2014: 58: finished (346ms, 500cycles)
Sun Jan 12 00:45:59 CET 2014: 58: No solution found.
Sun Jan 12 00:45:59 CET 2014: 59: finished (364ms, 500cycles)
Sun Jan 12 00:45:59 CET 2014: 59: No solution found.
Sun Jan 12 00:45:59 CET 2014: 60: finished (312ms, 500cycles)
Sun Jan 12 00:45:59 CET 2014: 60: No solution found.
Sun Jan 12 00:46:00 CET 2014: 61: finished (277ms, 500cycles)
Sun Jan 12 00:46:00 CET 2014: 61: No solution found.
Sun Jan 12 00:46:00 CET 2014: 62: finished (498ms, 500cycles)
Sun Jan 12 00:46:00 CET 2014: 62: No solution found.
Sun Jan 12 00:46:00 CET 2014: 63: finished (222ms, 500cycles)
Sun Jan 12 00:46:00 CET 2014: 63: No solution found.
Sun Jan 12 00:46:01 CET 2014: 64: finished (378ms, 500cycles)
Sun Jan 12 00:46:01 CET 2014: 64: No solution found.
Sun Jan 12 00:46:01 CET 2014: 65: finished (249ms, 500cycles)
Sun Jan 12 00:46:01 CET 2014: 65: No solution found.
Sun Jan 12 00:46:01 CET 2014: 66: finished (404ms, 500cycles)
Sun Jan 12 00:46:01 CET 2014: 66: No solution found.
Sun Jan 12 00:46:02 CET 2014: 67: finished (393ms, 500cycles)
Sun Jan 12 00:46:02 CET 2014: 67: No solution found.
Sun Jan 12 00:46:02 CET 2014: 68: finished (300ms, 500cycles)
Sun Jan 12 00:46:02 CET 2014: 68: No solution found.
Sun Jan 12 00:46:02 CET 2014: 69: finished (287ms, 500cycles)
Sun Jan 12 00:46:02 CET 2014: 69: No solution found.
Sun Jan 12 00:46:03 CET 2014: 70: finished (280ms, 500cycles)
Sun Jan 12 00:46:03 CET 2014: 70: No solution found.
Sun Jan 12 00:46:03 CET 2014: 71: finished (274ms, 500cycles)
Sun Jan 12 00:46:03 CET 2014: 71: No solution found.
Sun Jan 12 00:46:03 CET 2014: 72: finished (276ms, 500cycles)
Sun Jan 12 00:46:03 CET 2014: 72: No solution found.
Sun Jan 12 00:46:03 CET 2014: 73: finished (280ms, 500cycles)
Sun Jan 12 00:46:03 CET 2014: 73: No solution found.
