Sat Jan 11 18:11:22 CET 2014: Problem Count: 50
Sat Jan 11 18:11:22 CET 2014: CandidatesCount: 30
Sat Jan 11 18:11:22 CET 2014: Max Cycles: 500
Sat Jan 11 18:11:23 CET 2014: 0: finished (212ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 0: No solution found.
Sat Jan 11 18:11:23 CET 2014: 1: finished (212ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 1: No solution found.
Sat Jan 11 18:11:23 CET 2014: 2: finished (211ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 2: No solution found.
Sat Jan 11 18:11:23 CET 2014: 3: finished (220ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 3: No solution found.
Sat Jan 11 18:11:23 CET 2014: 4: finished (222ms, 500cycles)
Sat Jan 11 18:11:23 CET 2014: 4: No solution found.
Sat Jan 11 18:11:24 CET 2014: 5: finished (231ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 5: No solution found.
Sat Jan 11 18:11:24 CET 2014: 6: finished (205ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 6: No solution found.
Sat Jan 11 18:11:24 CET 2014: 7: finished (208ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 7: No solution found.
Sat Jan 11 18:11:24 CET 2014: 8: finished (211ms, 500cycles)
Sat Jan 11 18:11:24 CET 2014: 8: No solution found.
Sat Jan 11 18:11:25 CET 2014: 9: finished (206ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 9: No solution found.
Sat Jan 11 18:11:25 CET 2014: 10: finished (207ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 10: No solution found.
Sat Jan 11 18:11:25 CET 2014: 11: finished (208ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 11: No solution found.
Sat Jan 11 18:11:25 CET 2014: 12: finished (210ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 12: No solution found.
Sat Jan 11 18:11:25 CET 2014: 13: finished (209ms, 500cycles)
Sat Jan 11 18:11:25 CET 2014: 13: No solution found.
Sat Jan 11 18:11:26 CET 2014: 14: finished (210ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 14: No solution found.
Sat Jan 11 18:11:26 CET 2014: 15: finished (204ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 15: No solution found.
Sat Jan 11 18:11:26 CET 2014: 16: finished (222ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 16: No solution found.
Sat Jan 11 18:11:26 CET 2014: 17: finished (2ms, 3cycles)
Sat Jan 11 18:11:26 CET 2014: 17: Solution found.
Sat Jan 11 18:11:26 CET 2014: 18: finished (6ms, 11cycles)
Sat Jan 11 18:11:26 CET 2014: 18: Solution found.
Sat Jan 11 18:11:26 CET 2014: 19: finished (211ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 19: No solution found.
Sat Jan 11 18:11:26 CET 2014: 20: finished (210ms, 500cycles)
Sat Jan 11 18:11:26 CET 2014: 20: No solution found.
Sat Jan 11 18:11:27 CET 2014: 21: finished (226ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 21: No solution found.
Sat Jan 11 18:11:27 CET 2014: 22: finished (208ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 22: No solution found.
Sat Jan 11 18:11:27 CET 2014: 23: finished (207ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 23: No solution found.
Sat Jan 11 18:11:27 CET 2014: 24: finished (208ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 24: No solution found.
Sat Jan 11 18:11:27 CET 2014: 25: finished (208ms, 500cycles)
Sat Jan 11 18:11:27 CET 2014: 25: No solution found.
Sat Jan 11 18:11:28 CET 2014: 26: finished (211ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 26: No solution found.
Sat Jan 11 18:11:28 CET 2014: 27: finished (4ms, 8cycles)
Sat Jan 11 18:11:28 CET 2014: 27: Solution found.
Sat Jan 11 18:11:28 CET 2014: 28: finished (211ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 28: No solution found.
Sat Jan 11 18:11:28 CET 2014: 29: finished (211ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 29: No solution found.
Sat Jan 11 18:11:28 CET 2014: 30: finished (22ms, 39cycles)
Sat Jan 11 18:11:28 CET 2014: 30: Solution found.
Sat Jan 11 18:11:28 CET 2014: 31: finished (210ms, 500cycles)
Sat Jan 11 18:11:28 CET 2014: 31: No solution found.
Sat Jan 11 18:11:29 CET 2014: 32: finished (226ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 32: No solution found.
Sat Jan 11 18:11:29 CET 2014: 33: finished (4ms, 8cycles)
Sat Jan 11 18:11:29 CET 2014: 33: Solution found.
Sat Jan 11 18:11:29 CET 2014: 34: finished (208ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 34: No solution found.
Sat Jan 11 18:11:29 CET 2014: 35: finished (234ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 35: No solution found.
Sat Jan 11 18:11:29 CET 2014: 36: finished (214ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 36: No solution found.
Sat Jan 11 18:11:29 CET 2014: 37: finished (210ms, 500cycles)
Sat Jan 11 18:11:29 CET 2014: 37: No solution found.
Sat Jan 11 18:11:30 CET 2014: 38: finished (209ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 38: No solution found.
Sat Jan 11 18:11:30 CET 2014: 39: finished (211ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 39: No solution found.
Sat Jan 11 18:11:30 CET 2014: 40: finished (209ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 40: No solution found.
Sat Jan 11 18:11:30 CET 2014: 41: finished (211ms, 500cycles)
Sat Jan 11 18:11:30 CET 2014: 41: No solution found.
Sat Jan 11 18:11:31 CET 2014: 42: finished (449ms, 500cycles)
Sat Jan 11 18:11:31 CET 2014: 42: No solution found.
Sat Jan 11 18:11:31 CET 2014: 43: finished (599ms, 500cycles)
Sat Jan 11 18:11:31 CET 2014: 43: No solution found.
Sat Jan 11 18:11:32 CET 2014: 44: finished (609ms, 500cycles)
Sat Jan 11 18:11:32 CET 2014: 44: No solution found.
Sat Jan 11 18:11:33 CET 2014: 45: finished (655ms, 500cycles)
Sat Jan 11 18:11:33 CET 2014: 45: No solution found.
Sat Jan 11 18:11:33 CET 2014: 46: finished (602ms, 500cycles)
Sat Jan 11 18:11:33 CET 2014: 46: No solution found.
Sat Jan 11 18:11:33 CET 2014: 47: finished (36ms, 26cycles)
Sat Jan 11 18:11:33 CET 2014: 47: Solution found.
