Sun Jan 12 01:11:46 CET 2014: Problem Count: 40
Sun Jan 12 01:11:46 CET 2014: CandidatesCount: 40
Sun Jan 12 01:11:46 CET 2014: Max Cycles: 500
Sun Jan 12 01:11:47 CET 2014: 0: finished (413ms, 500cycles)
Sun Jan 12 01:11:47 CET 2014: 0: No solution found.
Sun Jan 12 01:11:47 CET 2014: 1: finished (305ms, 500cycles)
Sun Jan 12 01:11:47 CET 2014: 1: No solution found.
Sun Jan 12 01:11:48 CET 2014: 2: finished (307ms, 500cycles)
Sun Jan 12 01:11:48 CET 2014: 2: No solution found.
Sun Jan 12 01:11:48 CET 2014: 3: finished (309ms, 500cycles)
Sun Jan 12 01:11:48 CET 2014: 3: No solution found.
Sun Jan 12 01:11:48 CET 2014: 4: finished (271ms, 500cycles)
Sun Jan 12 01:11:48 CET 2014: 4: No solution found.
Sun Jan 12 01:11:48 CET 2014: 5: finished (279ms, 500cycles)
Sun Jan 12 01:11:48 CET 2014: 5: No solution found.
Sun Jan 12 01:11:49 CET 2014: 6: finished (309ms, 500cycles)
Sun Jan 12 01:11:49 CET 2014: 6: No solution found.
Sun Jan 12 01:11:49 CET 2014: 7: finished (355ms, 500cycles)
Sun Jan 12 01:11:49 CET 2014: 7: No solution found.
Sun Jan 12 01:11:49 CET 2014: 8: finished (354ms, 500cycles)
Sun Jan 12 01:11:49 CET 2014: 8: No solution found.
Sun Jan 12 01:11:50 CET 2014: 9: finished (306ms, 500cycles)
Sun Jan 12 01:11:50 CET 2014: 9: No solution found.
Sun Jan 12 01:11:50 CET 2014: 10: finished (464ms, 500cycles)
Sun Jan 12 01:11:50 CET 2014: 10: No solution found.
Sun Jan 12 01:11:51 CET 2014: 11: finished (464ms, 500cycles)
Sun Jan 12 01:11:51 CET 2014: 11: No solution found.
Sun Jan 12 01:11:51 CET 2014: 12: finished (392ms, 500cycles)
Sun Jan 12 01:11:51 CET 2014: 12: No solution found.
Sun Jan 12 01:11:51 CET 2014: 13: finished (275ms, 500cycles)
Sun Jan 12 01:11:51 CET 2014: 13: No solution found.
Sun Jan 12 01:11:52 CET 2014: 14: finished (298ms, 500cycles)
Sun Jan 12 01:11:52 CET 2014: 14: No solution found.
Sun Jan 12 01:11:52 CET 2014: 15: finished (262ms, 500cycles)
Sun Jan 12 01:11:52 CET 2014: 15: No solution found.
Sun Jan 12 01:11:52 CET 2014: 16: finished (324ms, 500cycles)
Sun Jan 12 01:11:52 CET 2014: 16: No solution found.
Sun Jan 12 01:11:52 CET 2014: 17: finished (304ms, 500cycles)
Sun Jan 12 01:11:52 CET 2014: 17: No solution found.
Sun Jan 12 01:11:53 CET 2014: 18: finished (294ms, 500cycles)
Sun Jan 12 01:11:53 CET 2014: 18: No solution found.
Sun Jan 12 01:11:53 CET 2014: 19: finished (318ms, 500cycles)
Sun Jan 12 01:11:53 CET 2014: 19: No solution found.
Sun Jan 12 01:11:53 CET 2014: 20: finished (384ms, 500cycles)
Sun Jan 12 01:11:53 CET 2014: 20: No solution found.
Sun Jan 12 01:11:54 CET 2014: 21: finished (316ms, 500cycles)
Sun Jan 12 01:11:54 CET 2014: 21: No solution found.
