Sat Jan 11 19:22:41 CET 2014: Problem Count: 30
Sat Jan 11 19:22:41 CET 2014: CandidatesCount: 30
Sat Jan 11 19:22:41 CET 2014: Max Cycles: 500
Sat Jan 11 19:22:41 CET 2014: 0: finished (4ms, 12cycles)
Sat Jan 11 19:22:41 CET 2014: 0: Solution found.
Sat Jan 11 19:22:41 CET 2014: 1: finished (114ms, 500cycles)
Sat Jan 11 19:22:41 CET 2014: 1: No solution found.
Sat Jan 11 19:22:41 CET 2014: 2: finished (111ms, 500cycles)
Sat Jan 11 19:22:41 CET 2014: 2: No solution found.
Sat Jan 11 19:22:41 CET 2014: 3: finished (131ms, 500cycles)
Sat Jan 11 19:22:41 CET 2014: 3: No solution found.
Sat Jan 11 19:22:41 CET 2014: 4: finished (120ms, 500cycles)
Sat Jan 11 19:22:41 CET 2014: 4: No solution found.
Sat Jan 11 19:22:42 CET 2014: 5: finished (112ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 5: No solution found.
Sat Jan 11 19:22:42 CET 2014: 6: finished (111ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 6: No solution found.
Sat Jan 11 19:22:42 CET 2014: 7: finished (113ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 7: No solution found.
Sat Jan 11 19:22:42 CET 2014: 8: finished (115ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 8: No solution found.
Sat Jan 11 19:22:42 CET 2014: 9: finished (7ms, 17cycles)
Sat Jan 11 19:22:42 CET 2014: 9: Solution found.
Sat Jan 11 19:22:42 CET 2014: 10: finished (114ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 10: No solution found.
Sat Jan 11 19:22:42 CET 2014: 11: finished (121ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 11: No solution found.
Sat Jan 11 19:22:42 CET 2014: 12: finished (116ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 12: No solution found.
Sat Jan 11 19:22:42 CET 2014: 13: finished (112ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 13: No solution found.
Sat Jan 11 19:22:42 CET 2014: 14: finished (2ms, 8cycles)
Sat Jan 11 19:22:42 CET 2014: 14: Solution found.
Sat Jan 11 19:22:42 CET 2014: 15: finished (110ms, 500cycles)
Sat Jan 11 19:22:42 CET 2014: 15: No solution found.
Sat Jan 11 19:22:43 CET 2014: 16: finished (113ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 16: No solution found.
Sat Jan 11 19:22:43 CET 2014: 17: finished (112ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 17: No solution found.
Sat Jan 11 19:22:43 CET 2014: 18: finished (112ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 18: No solution found.
Sat Jan 11 19:22:43 CET 2014: 19: finished (114ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 19: No solution found.
Sat Jan 11 19:22:43 CET 2014: 20: finished (115ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 20: No solution found.
Sat Jan 11 19:22:43 CET 2014: 21: finished (111ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 21: No solution found.
Sat Jan 11 19:22:43 CET 2014: 22: finished (113ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 22: No solution found.
Sat Jan 11 19:22:43 CET 2014: 23: finished (112ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 23: No solution found.
Sat Jan 11 19:22:43 CET 2014: 24: finished (113ms, 500cycles)
Sat Jan 11 19:22:43 CET 2014: 24: No solution found.
Sat Jan 11 19:22:43 CET 2014: 25: finished (2ms, 5cycles)
Sat Jan 11 19:22:43 CET 2014: 25: Solution found.
Sat Jan 11 19:22:44 CET 2014: 26: finished (111ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 26: No solution found.
Sat Jan 11 19:22:44 CET 2014: 27: finished (115ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 27: No solution found.
Sat Jan 11 19:22:44 CET 2014: 28: finished (115ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 28: No solution found.
Sat Jan 11 19:22:44 CET 2014: 29: finished (114ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 29: No solution found.
Sat Jan 11 19:22:44 CET 2014: 30: finished (111ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 30: No solution found.
Sat Jan 11 19:22:44 CET 2014: 31: finished (111ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 31: No solution found.
Sat Jan 11 19:22:44 CET 2014: 32: finished (112ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 32: No solution found.
Sat Jan 11 19:22:44 CET 2014: 33: finished (114ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 33: No solution found.
Sat Jan 11 19:22:44 CET 2014: 34: finished (111ms, 500cycles)
Sat Jan 11 19:22:44 CET 2014: 34: No solution found.
Sat Jan 11 19:22:45 CET 2014: 35: finished (122ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 35: No solution found.
Sat Jan 11 19:22:45 CET 2014: 36: finished (139ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 36: No solution found.
Sat Jan 11 19:22:45 CET 2014: 37: finished (4ms, 9cycles)
Sat Jan 11 19:22:45 CET 2014: 37: Solution found.
Sat Jan 11 19:22:45 CET 2014: 38: finished (118ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 38: No solution found.
Sat Jan 11 19:22:45 CET 2014: 39: finished (116ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 39: No solution found.
Sat Jan 11 19:22:45 CET 2014: 40: finished (112ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 40: No solution found.
Sat Jan 11 19:22:45 CET 2014: 41: finished (113ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 41: No solution found.
Sat Jan 11 19:22:45 CET 2014: 42: finished (10ms, 39cycles)
Sat Jan 11 19:22:45 CET 2014: 42: Solution found.
Sat Jan 11 19:22:45 CET 2014: 43: finished (112ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 43: No solution found.
Sat Jan 11 19:22:45 CET 2014: 44: finished (110ms, 500cycles)
Sat Jan 11 19:22:45 CET 2014: 44: No solution found.
Sat Jan 11 19:22:46 CET 2014: 45: finished (112ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 45: No solution found.
Sat Jan 11 19:22:46 CET 2014: 46: finished (112ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 46: No solution found.
Sat Jan 11 19:22:46 CET 2014: 47: finished (111ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 47: No solution found.
Sat Jan 11 19:22:46 CET 2014: 48: finished (7ms, 19cycles)
Sat Jan 11 19:22:46 CET 2014: 48: Solution found.
Sat Jan 11 19:22:46 CET 2014: 49: finished (112ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 49: No solution found.
Sat Jan 11 19:22:46 CET 2014: 50: finished (112ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 50: No solution found.
Sat Jan 11 19:22:46 CET 2014: 51: finished (113ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 51: No solution found.
Sat Jan 11 19:22:46 CET 2014: 52: finished (113ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 52: No solution found.
Sat Jan 11 19:22:46 CET 2014: 53: finished (7ms, 24cycles)
Sat Jan 11 19:22:46 CET 2014: 53: Solution found.
Sat Jan 11 19:22:46 CET 2014: 54: finished (111ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 54: No solution found.
Sat Jan 11 19:22:46 CET 2014: 55: finished (112ms, 500cycles)
Sat Jan 11 19:22:46 CET 2014: 55: No solution found.
Sat Jan 11 19:22:46 CET 2014: 56: finished (3ms, 5cycles)
Sat Jan 11 19:22:46 CET 2014: 56: Solution found.
Sat Jan 11 19:22:47 CET 2014: 57: finished (115ms, 500cycles)
Sat Jan 11 19:22:47 CET 2014: 57: No solution found.
