Sun Jan 12 01:01:11 CET 2014: Problem Count: 10
Sun Jan 12 01:01:11 CET 2014: CandidatesCount: 40
Sun Jan 12 01:01:11 CET 2014: Max Cycles: 500
Sun Jan 12 01:01:11 CET 2014: 0: finished (277ms, 500cycles)
Sun Jan 12 01:01:11 CET 2014: 0: No solution found.
Sun Jan 12 01:01:11 CET 2014: 1: finished (227ms, 500cycles)
Sun Jan 12 01:01:11 CET 2014: 1: No solution found.
Sun Jan 12 01:01:12 CET 2014: 2: finished (329ms, 500cycles)
Sun Jan 12 01:01:12 CET 2014: 2: No solution found.
Sun Jan 12 01:01:12 CET 2014: 3: finished (259ms, 500cycles)
Sun Jan 12 01:01:12 CET 2014: 3: No solution found.
Sun Jan 12 01:01:12 CET 2014: 4: finished (246ms, 500cycles)
Sun Jan 12 01:01:12 CET 2014: 4: No solution found.
Sun Jan 12 01:01:12 CET 2014: 5: finished (302ms, 500cycles)
Sun Jan 12 01:01:12 CET 2014: 5: No solution found.
Sun Jan 12 01:01:13 CET 2014: 6: finished (173ms, 500cycles)
Sun Jan 12 01:01:13 CET 2014: 6: No solution found.
Sun Jan 12 01:01:13 CET 2014: 7: finished (421ms, 500cycles)
Sun Jan 12 01:01:13 CET 2014: 7: No solution found.
Sun Jan 12 01:01:13 CET 2014: 8: finished (273ms, 500cycles)
Sun Jan 12 01:01:13 CET 2014: 8: No solution found.
Sun Jan 12 01:01:14 CET 2014: 9: finished (343ms, 500cycles)
Sun Jan 12 01:01:14 CET 2014: 9: No solution found.
Sun Jan 12 01:01:14 CET 2014: 10: finished (195ms, 500cycles)
Sun Jan 12 01:01:14 CET 2014: 10: No solution found.
Sun Jan 12 01:01:14 CET 2014: 11: finished (293ms, 500cycles)
Sun Jan 12 01:01:14 CET 2014: 11: No solution found.
Sun Jan 12 01:01:14 CET 2014: 12: finished (264ms, 500cycles)
Sun Jan 12 01:01:14 CET 2014: 12: No solution found.
Sun Jan 12 01:01:15 CET 2014: 13: finished (169ms, 500cycles)
Sun Jan 12 01:01:15 CET 2014: 13: No solution found.
Sun Jan 12 01:01:15 CET 2014: 14: finished (185ms, 500cycles)
Sun Jan 12 01:01:15 CET 2014: 14: No solution found.
Sun Jan 12 01:01:15 CET 2014: 15: finished (256ms, 500cycles)
Sun Jan 12 01:01:15 CET 2014: 15: No solution found.
Sun Jan 12 01:01:15 CET 2014: 16: finished (279ms, 500cycles)
Sun Jan 12 01:01:15 CET 2014: 16: No solution found.
Sun Jan 12 01:01:16 CET 2014: 17: finished (298ms, 500cycles)
Sun Jan 12 01:01:16 CET 2014: 17: No solution found.
Sun Jan 12 01:01:16 CET 2014: 18: finished (166ms, 500cycles)
Sun Jan 12 01:01:16 CET 2014: 18: No solution found.
