Sun Jan 12 01:14:01 CET 2014: Problem Count: 30
Sun Jan 12 01:14:01 CET 2014: CandidatesCount: 50
Sun Jan 12 01:14:01 CET 2014: Max Cycles: 500
Sun Jan 12 01:14:01 CET 2014: 0: finished (275ms, 500cycles)
Sun Jan 12 01:14:01 CET 2014: 0: No solution found.
Sun Jan 12 01:14:02 CET 2014: 1: finished (472ms, 500cycles)
Sun Jan 12 01:14:02 CET 2014: 1: No solution found.
Sun Jan 12 01:14:02 CET 2014: 2: finished (279ms, 500cycles)
Sun Jan 12 01:14:02 CET 2014: 2: No solution found.
Sun Jan 12 01:14:02 CET 2014: 3: finished (340ms, 500cycles)
Sun Jan 12 01:14:02 CET 2014: 3: No solution found.
Sun Jan 12 01:14:03 CET 2014: 4: finished (266ms, 500cycles)
Sun Jan 12 01:14:03 CET 2014: 4: No solution found.
Sun Jan 12 01:14:03 CET 2014: 5: finished (366ms, 500cycles)
Sun Jan 12 01:14:03 CET 2014: 5: No solution found.
Sun Jan 12 01:14:04 CET 2014: 6: finished (444ms, 500cycles)
Sun Jan 12 01:14:04 CET 2014: 6: No solution found.
Sun Jan 12 01:14:04 CET 2014: 7: finished (421ms, 500cycles)
Sun Jan 12 01:14:04 CET 2014: 7: No solution found.
Sun Jan 12 01:14:04 CET 2014: 8: finished (394ms, 500cycles)
Sun Jan 12 01:14:04 CET 2014: 8: No solution found.
Sun Jan 12 01:14:05 CET 2014: 9: finished (320ms, 500cycles)
Sun Jan 12 01:14:05 CET 2014: 9: No solution found.
Sun Jan 12 01:14:05 CET 2014: 10: finished (316ms, 500cycles)
Sun Jan 12 01:14:05 CET 2014: 10: No solution found.
Sun Jan 12 01:14:05 CET 2014: 11: finished (408ms, 500cycles)
Sun Jan 12 01:14:05 CET 2014: 11: No solution found.
Sun Jan 12 01:14:06 CET 2014: 12: finished (398ms, 500cycles)
Sun Jan 12 01:14:06 CET 2014: 12: No solution found.
Sun Jan 12 01:14:06 CET 2014: 13: finished (411ms, 500cycles)
Sun Jan 12 01:14:06 CET 2014: 13: No solution found.
Sun Jan 12 01:14:07 CET 2014: 14: finished (283ms, 500cycles)
Sun Jan 12 01:14:07 CET 2014: 14: No solution found.
Sun Jan 12 01:14:07 CET 2014: 15: finished (405ms, 500cycles)
Sun Jan 12 01:14:07 CET 2014: 15: No solution found.
Sun Jan 12 01:14:07 CET 2014: 16: finished (296ms, 500cycles)
Sun Jan 12 01:14:07 CET 2014: 16: No solution found.
Sun Jan 12 01:14:08 CET 2014: 17: finished (387ms, 500cycles)
Sun Jan 12 01:14:08 CET 2014: 17: No solution found.
Sun Jan 12 01:14:08 CET 2014: 18: finished (334ms, 500cycles)
Sun Jan 12 01:14:08 CET 2014: 18: No solution found.
Sun Jan 12 01:14:08 CET 2014: 19: finished (294ms, 500cycles)
Sun Jan 12 01:14:08 CET 2014: 19: No solution found.
Sun Jan 12 01:14:08 CET 2014: 20: finished (239ms, 500cycles)
Sun Jan 12 01:14:08 CET 2014: 20: No solution found.
Sun Jan 12 01:14:09 CET 2014: 21: finished (287ms, 500cycles)
Sun Jan 12 01:14:09 CET 2014: 21: No solution found.
Sun Jan 12 01:14:09 CET 2014: 22: finished (420ms, 500cycles)
Sun Jan 12 01:14:09 CET 2014: 22: No solution found.
Sun Jan 12 01:14:10 CET 2014: 23: finished (393ms, 500cycles)
