Sun Jan 12 00:53:47 CET 2014: Problem Count: 50
Sun Jan 12 00:53:47 CET 2014: CandidatesCount: 40
Sun Jan 12 00:53:47 CET 2014: Max Cycles: 500
Sun Jan 12 00:53:48 CET 2014: 0: finished (411ms, 500cycles)
Sun Jan 12 00:53:48 CET 2014: 0: No solution found.
Sun Jan 12 00:53:48 CET 2014: 1: finished (354ms, 500cycles)
Sun Jan 12 00:53:48 CET 2014: 1: No solution found.
Sun Jan 12 00:53:49 CET 2014: 2: finished (421ms, 500cycles)
Sun Jan 12 00:53:49 CET 2014: 2: No solution found.
Sun Jan 12 00:53:49 CET 2014: 3: finished (347ms, 500cycles)
Sun Jan 12 00:53:49 CET 2014: 3: No solution found.
Sun Jan 12 00:53:49 CET 2014: 4: finished (317ms, 500cycles)
Sun Jan 12 00:53:49 CET 2014: 4: No solution found.
Sun Jan 12 00:53:50 CET 2014: 5: finished (327ms, 500cycles)
Sun Jan 12 00:53:50 CET 2014: 5: No solution found.
Sun Jan 12 00:53:50 CET 2014: 6: finished (376ms, 500cycles)
Sun Jan 12 00:53:50 CET 2014: 6: No solution found.
Sun Jan 12 00:53:50 CET 2014: 7: finished (389ms, 500cycles)
Sun Jan 12 00:53:50 CET 2014: 7: No solution found.
Sun Jan 12 00:53:51 CET 2014: 8: finished (474ms, 500cycles)
Sun Jan 12 00:53:51 CET 2014: 8: No solution found.
Sun Jan 12 00:53:51 CET 2014: 9: finished (343ms, 500cycles)
Sun Jan 12 00:53:51 CET 2014: 9: No solution found.
Sun Jan 12 00:53:52 CET 2014: 10: finished (342ms, 500cycles)
Sun Jan 12 00:53:52 CET 2014: 10: No solution found.
Sun Jan 12 00:53:52 CET 2014: 11: finished (328ms, 500cycles)
Sun Jan 12 00:53:52 CET 2014: 11: No solution found.
Sun Jan 12 00:53:52 CET 2014: 12: finished (427ms, 500cycles)
Sun Jan 12 00:53:52 CET 2014: 12: No solution found.
Sun Jan 12 00:53:53 CET 2014: 13: finished (371ms, 500cycles)
Sun Jan 12 00:53:53 CET 2014: 13: No solution found.
Sun Jan 12 00:53:53 CET 2014: 14: finished (333ms, 500cycles)
Sun Jan 12 00:53:53 CET 2014: 14: No solution found.
Sun Jan 12 00:53:53 CET 2014: 15: finished (338ms, 500cycles)
Sun Jan 12 00:53:53 CET 2014: 15: No solution found.
Sun Jan 12 00:53:54 CET 2014: 16: finished (366ms, 500cycles)
Sun Jan 12 00:53:54 CET 2014: 16: No solution found.
Sun Jan 12 00:53:54 CET 2014: 17: finished (328ms, 500cycles)
Sun Jan 12 00:53:54 CET 2014: 17: No solution found.
