Sun Jan 12 00:36:58 CET 2014: Problem Count: 30
Sun Jan 12 00:36:58 CET 2014: CandidatesCount: 50
Sun Jan 12 00:36:58 CET 2014: Max Cycles: 500
Sun Jan 12 00:36:59 CET 2014: 0: finished (448ms, 500cycles)
Sun Jan 12 00:36:59 CET 2014: 0: No solution found.
Sun Jan 12 00:36:59 CET 2014: 1: finished (252ms, 500cycles)
Sun Jan 12 00:36:59 CET 2014: 1: No solution found.
Sun Jan 12 00:36:59 CET 2014: 2: finished (316ms, 500cycles)
Sun Jan 12 00:36:59 CET 2014: 2: No solution found.
Sun Jan 12 00:37:00 CET 2014: 3: finished (372ms, 500cycles)
Sun Jan 12 00:37:00 CET 2014: 3: No solution found.
Sun Jan 12 00:37:00 CET 2014: 4: finished (339ms, 500cycles)
Sun Jan 12 00:37:00 CET 2014: 4: No solution found.
Sun Jan 12 00:37:01 CET 2014: 5: finished (410ms, 500cycles)
Sun Jan 12 00:37:01 CET 2014: 5: No solution found.
Sun Jan 12 00:37:01 CET 2014: 6: finished (355ms, 500cycles)
Sun Jan 12 00:37:01 CET 2014: 6: No solution found.
Sun Jan 12 00:37:01 CET 2014: 7: finished (254ms, 500cycles)
Sun Jan 12 00:37:01 CET 2014: 7: No solution found.
Sun Jan 12 00:37:02 CET 2014: 8: finished (489ms, 500cycles)
Sun Jan 12 00:37:02 CET 2014: 8: No solution found.
Sun Jan 12 00:37:02 CET 2014: 9: finished (347ms, 500cycles)
Sun Jan 12 00:37:02 CET 2014: 9: No solution found.
Sun Jan 12 00:37:02 CET 2014: 10: finished (329ms, 500cycles)
Sun Jan 12 00:37:02 CET 2014: 10: No solution found.
Sun Jan 12 00:37:03 CET 2014: 11: finished (301ms, 500cycles)
Sun Jan 12 00:37:03 CET 2014: 11: No solution found.
Sun Jan 12 00:37:03 CET 2014: 12: finished (310ms, 500cycles)
Sun Jan 12 00:37:03 CET 2014: 12: No solution found.
Sun Jan 12 00:37:03 CET 2014: 13: finished (320ms, 500cycles)
Sun Jan 12 00:37:03 CET 2014: 13: No solution found.
Sun Jan 12 00:37:04 CET 2014: 14: finished (355ms, 500cycles)
Sun Jan 12 00:37:04 CET 2014: 14: No solution found.
Sun Jan 12 00:37:04 CET 2014: 15: finished (417ms, 500cycles)
Sun Jan 12 00:37:04 CET 2014: 15: No solution found.
Sun Jan 12 00:37:04 CET 2014: 16: finished (289ms, 500cycles)
Sun Jan 12 00:37:04 CET 2014: 16: No solution found.
Sun Jan 12 00:37:05 CET 2014: 17: finished (445ms, 500cycles)
Sun Jan 12 00:37:05 CET 2014: 17: No solution found.
Sun Jan 12 00:37:05 CET 2014: 18: finished (457ms, 500cycles)
Sun Jan 12 00:37:05 CET 2014: 18: No solution found.
Sun Jan 12 00:37:06 CET 2014: 19: finished (326ms, 500cycles)
Sun Jan 12 00:37:06 CET 2014: 19: No solution found.
Sun Jan 12 00:37:06 CET 2014: 20: finished (385ms, 500cycles)
Sun Jan 12 00:37:06 CET 2014: 20: No solution found.
Sun Jan 12 00:37:06 CET 2014: 21: finished (505ms, 500cycles)
Sun Jan 12 00:37:06 CET 2014: 21: No solution found.
Sun Jan 12 00:37:07 CET 2014: 22: finished (392ms, 500cycles)
Sun Jan 12 00:37:07 CET 2014: 22: No solution found.
Sun Jan 12 00:37:07 CET 2014: 23: finished (310ms, 500cycles)
Sun Jan 12 00:37:07 CET 2014: 23: No solution found.
Sun Jan 12 00:37:07 CET 2014: 24: finished (348ms, 500cycles)
Sun Jan 12 00:37:07 CET 2014: 24: No solution found.
Sun Jan 12 00:37:08 CET 2014: 25: finished (370ms, 500cycles)
Sun Jan 12 00:37:08 CET 2014: 25: No solution found.
Sun Jan 12 00:37:08 CET 2014: 26: finished (372ms, 500cycles)
Sun Jan 12 00:37:08 CET 2014: 26: No solution found.
Sun Jan 12 00:37:09 CET 2014: 27: finished (331ms, 500cycles)
Sun Jan 12 00:37:09 CET 2014: 27: No solution found.
Sun Jan 12 00:37:09 CET 2014: 28: finished (443ms, 500cycles)
Sun Jan 12 00:37:09 CET 2014: 28: No solution found.
Sun Jan 12 00:37:09 CET 2014: 29: finished (312ms, 500cycles)
Sun Jan 12 00:37:09 CET 2014: 29: No solution found.
Sun Jan 12 00:37:10 CET 2014: 30: finished (338ms, 500cycles)
Sun Jan 12 00:37:10 CET 2014: 30: No solution found.
Sun Jan 12 00:37:10 CET 2014: 31: finished (265ms, 500cycles)
Sun Jan 12 00:37:10 CET 2014: 31: No solution found.
Sun Jan 12 00:37:10 CET 2014: 32: finished (374ms, 500cycles)
Sun Jan 12 00:37:10 CET 2014: 32: No solution found.
Sun Jan 12 00:37:11 CET 2014: 33: finished (363ms, 500cycles)
Sun Jan 12 00:37:11 CET 2014: 33: No solution found.
Sun Jan 12 00:37:11 CET 2014: 34: finished (376ms, 500cycles)
Sun Jan 12 00:37:11 CET 2014: 34: No solution found.
Sun Jan 12 00:37:11 CET 2014: 35: finished (297ms, 500cycles)
Sun Jan 12 00:37:11 CET 2014: 35: No solution found.
Sun Jan 12 00:37:12 CET 2014: 36: finished (357ms, 500cycles)
Sun Jan 12 00:37:12 CET 2014: 36: No solution found.
Sun Jan 12 00:37:12 CET 2014: 37: finished (268ms, 500cycles)
Sun Jan 12 00:37:12 CET 2014: 37: No solution found.
Sun Jan 12 00:37:12 CET 2014: 38: finished (250ms, 500cycles)
