Sun Jan 12 00:03:52 CET 2014: Problem Count: 10
Sun Jan 12 00:03:52 CET 2014: CandidatesCount: 30
Sun Jan 12 00:03:52 CET 2014: Max Cycles: 500
Sun Jan 12 00:03:52 CET 2014: 0: finished (258ms, 500cycles)
Sun Jan 12 00:03:52 CET 2014: 0: No solution found.
Sun Jan 12 00:03:52 CET 2014: 1: finished (266ms, 500cycles)
Sun Jan 12 00:03:52 CET 2014: 1: No solution found.
Sun Jan 12 00:03:52 CET 2014: 2: finished (168ms, 500cycles)
Sun Jan 12 00:03:52 CET 2014: 2: No solution found.
Sun Jan 12 00:03:53 CET 2014: 3: finished (169ms, 500cycles)
Sun Jan 12 00:03:53 CET 2014: 3: No solution found.
Sun Jan 12 00:03:53 CET 2014: 4: finished (165ms, 500cycles)
Sun Jan 12 00:03:53 CET 2014: 4: No solution found.
Sun Jan 12 00:03:53 CET 2014: 5: finished (179ms, 500cycles)
Sun Jan 12 00:03:53 CET 2014: 5: No solution found.
Sun Jan 12 00:03:53 CET 2014: 6: finished (202ms, 500cycles)
Sun Jan 12 00:03:53 CET 2014: 6: No solution found.
Sun Jan 12 00:03:53 CET 2014: 7: finished (256ms, 500cycles)
Sun Jan 12 00:03:53 CET 2014: 7: No solution found.
Sun Jan 12 00:03:54 CET 2014: 8: finished (237ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 8: No solution found.
Sun Jan 12 00:03:54 CET 2014: 9: finished (244ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 9: No solution found.
Sun Jan 12 00:03:54 CET 2014: 10: finished (96ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 10: No solution found.
Sun Jan 12 00:03:54 CET 2014: 11: finished (203ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 11: No solution found.
Sun Jan 12 00:03:54 CET 2014: 12: finished (225ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 12: No solution found.
Sun Jan 12 00:03:54 CET 2014: 13: finished (113ms, 500cycles)
Sun Jan 12 00:03:54 CET 2014: 13: No solution found.
Sun Jan 12 00:03:55 CET 2014: 14: finished (184ms, 500cycles)
Sun Jan 12 00:03:55 CET 2014: 14: No solution found.
Sun Jan 12 00:03:55 CET 2014: 15: finished (271ms, 500cycles)
Sun Jan 12 00:03:55 CET 2014: 15: No solution found.
Sun Jan 12 00:03:55 CET 2014: 16: finished (171ms, 500cycles)
Sun Jan 12 00:03:55 CET 2014: 16: No solution found.
Sun Jan 12 00:03:55 CET 2014: 17: finished (280ms, 500cycles)
Sun Jan 12 00:03:55 CET 2014: 17: No solution found.
Sun Jan 12 00:03:56 CET 2014: 18: finished (232ms, 500cycles)
Sun Jan 12 00:03:56 CET 2014: 18: No solution found.
Sun Jan 12 00:03:56 CET 2014: 19: finished (267ms, 500cycles)
Sun Jan 12 00:03:56 CET 2014: 19: No solution found.
Sun Jan 12 00:03:56 CET 2014: 20: finished (260ms, 500cycles)
Sun Jan 12 00:03:56 CET 2014: 20: No solution found.
Sun Jan 12 00:03:56 CET 2014: 21: finished (107ms, 500cycles)
Sun Jan 12 00:03:56 CET 2014: 21: No solution found.
Sun Jan 12 00:03:56 CET 2014: 22: finished (150ms, 500cycles)
Sun Jan 12 00:03:56 CET 2014: 22: No solution found.
Sun Jan 12 00:03:57 CET 2014: 23: finished (141ms, 500cycles)
Sun Jan 12 00:03:57 CET 2014: 23: No solution found.
Sun Jan 12 00:03:57 CET 2014: 24: finished (159ms, 500cycles)
