Sun Jan 12 00:28:24 CET 2014: Problem Count: 40
Sun Jan 12 00:28:24 CET 2014: CandidatesCount: 50
Sun Jan 12 00:28:24 CET 2014: Max Cycles: 500
Sun Jan 12 00:28:24 CET 2014: 0: finished (357ms, 500cycles)
Sun Jan 12 00:28:24 CET 2014: 0: No solution found.
Sun Jan 12 00:28:25 CET 2014: 1: finished (355ms, 500cycles)
Sun Jan 12 00:28:25 CET 2014: 1: No solution found.
Sun Jan 12 00:28:25 CET 2014: 2: finished (359ms, 500cycles)
Sun Jan 12 00:28:25 CET 2014: 2: No solution found.
Sun Jan 12 00:28:25 CET 2014: 3: finished (352ms, 500cycles)
Sun Jan 12 00:28:25 CET 2014: 3: No solution found.
Sun Jan 12 00:28:26 CET 2014: 4: finished (430ms, 500cycles)
Sun Jan 12 00:28:26 CET 2014: 4: No solution found.
Sun Jan 12 00:28:26 CET 2014: 5: finished (326ms, 500cycles)
Sun Jan 12 00:28:26 CET 2014: 5: No solution found.
Sun Jan 12 00:28:27 CET 2014: 6: finished (344ms, 500cycles)
Sun Jan 12 00:28:27 CET 2014: 6: No solution found.
Sun Jan 12 00:28:27 CET 2014: 7: finished (412ms, 500cycles)
Sun Jan 12 00:28:27 CET 2014: 7: No solution found.
Sun Jan 12 00:28:27 CET 2014: 8: finished (511ms, 500cycles)
Sun Jan 12 00:28:27 CET 2014: 8: No solution found.
Sun Jan 12 00:28:28 CET 2014: 9: finished (459ms, 500cycles)
Sun Jan 12 00:28:28 CET 2014: 9: No solution found.
Sun Jan 12 00:28:28 CET 2014: 10: finished (329ms, 500cycles)
Sun Jan 12 00:28:28 CET 2014: 10: No solution found.
Sun Jan 12 00:28:29 CET 2014: 11: finished (354ms, 500cycles)
Sun Jan 12 00:28:29 CET 2014: 11: No solution found.
Sun Jan 12 00:28:29 CET 2014: 12: finished (426ms, 500cycles)
Sun Jan 12 00:28:29 CET 2014: 12: No solution found.
Sun Jan 12 00:28:30 CET 2014: 13: finished (550ms, 500cycles)
Sun Jan 12 00:28:30 CET 2014: 13: No solution found.
Sun Jan 12 00:28:30 CET 2014: 14: finished (386ms, 500cycles)
Sun Jan 12 00:28:30 CET 2014: 14: No solution found.
Sun Jan 12 00:28:30 CET 2014: 15: finished (330ms, 500cycles)
Sun Jan 12 00:28:30 CET 2014: 15: No solution found.
Sun Jan 12 00:28:31 CET 2014: 16: finished (342ms, 500cycles)
Sun Jan 12 00:28:31 CET 2014: 16: No solution found.
Sun Jan 12 00:28:31 CET 2014: 17: finished (405ms, 500cycles)
Sun Jan 12 00:28:31 CET 2014: 17: No solution found.
Sun Jan 12 00:28:31 CET 2014: 18: finished (365ms, 500cycles)
Sun Jan 12 00:28:31 CET 2014: 18: No solution found.
Sun Jan 12 00:28:32 CET 2014: 19: finished (397ms, 500cycles)
Sun Jan 12 00:28:32 CET 2014: 19: No solution found.
Sun Jan 12 00:28:32 CET 2014: 20: finished (398ms, 500cycles)
Sun Jan 12 00:28:32 CET 2014: 20: No solution found.
Sun Jan 12 00:28:33 CET 2014: 21: finished (366ms, 500cycles)
Sun Jan 12 00:28:33 CET 2014: 21: No solution found.
Sun Jan 12 00:28:33 CET 2014: 22: finished (372ms, 500cycles)
Sun Jan 12 00:28:33 CET 2014: 22: No solution found.
Sun Jan 12 00:28:33 CET 2014: 23: finished (496ms, 500cycles)
Sun Jan 12 00:28:33 CET 2014: 23: No solution found.
Sun Jan 12 00:28:34 CET 2014: 24: finished (387ms, 500cycles)
Sun Jan 12 00:28:34 CET 2014: 24: No solution found.
Sun Jan 12 00:28:34 CET 2014: 25: finished (413ms, 500cycles)
Sun Jan 12 00:28:34 CET 2014: 25: No solution found.
Sun Jan 12 00:28:35 CET 2014: 26: finished (355ms, 500cycles)
Sun Jan 12 00:28:35 CET 2014: 26: No solution found.
Sun Jan 12 00:28:35 CET 2014: 27: finished (381ms, 500cycles)
Sun Jan 12 00:28:35 CET 2014: 27: No solution found.
Sun Jan 12 00:28:35 CET 2014: 28: finished (302ms, 500cycles)
Sun Jan 12 00:28:35 CET 2014: 28: No solution found.
Sun Jan 12 00:28:36 CET 2014: 29: finished (335ms, 500cycles)
Sun Jan 12 00:28:36 CET 2014: 29: No solution found.
Sun Jan 12 00:28:36 CET 2014: 30: finished (382ms, 500cycles)
Sun Jan 12 00:28:36 CET 2014: 30: No solution found.
Sun Jan 12 00:28:36 CET 2014: 31: finished (384ms, 500cycles)
Sun Jan 12 00:28:36 CET 2014: 31: No solution found.
Sun Jan 12 00:28:37 CET 2014: 32: finished (554ms, 500cycles)
Sun Jan 12 00:28:37 CET 2014: 32: No solution found.
Sun Jan 12 00:28:37 CET 2014: 33: finished (353ms, 500cycles)
Sun Jan 12 00:28:37 CET 2014: 33: No solution found.
Sun Jan 12 00:28:38 CET 2014: 34: finished (399ms, 500cycles)
Sun Jan 12 00:28:38 CET 2014: 34: No solution found.
Sun Jan 12 00:28:38 CET 2014: 35: finished (430ms, 500cycles)
Sun Jan 12 00:28:38 CET 2014: 35: No solution found.
Sun Jan 12 00:28:39 CET 2014: 36: finished (496ms, 500cycles)
Sun Jan 12 00:28:39 CET 2014: 36: No solution found.
Sun Jan 12 00:28:39 CET 2014: 37: finished (364ms, 500cycles)
Sun Jan 12 00:28:39 CET 2014: 37: No solution found.
Sun Jan 12 00:28:39 CET 2014: 38: finished (311ms, 500cycles)
Sun Jan 12 00:28:39 CET 2014: 38: No solution found.
Sun Jan 12 00:28:40 CET 2014: 39: finished (558ms, 500cycles)
Sun Jan 12 00:28:40 CET 2014: 39: No solution found.
Sun Jan 12 00:28:40 CET 2014: 40: finished (376ms, 500cycles)
Sun Jan 12 00:28:40 CET 2014: 40: No solution found.
Sun Jan 12 00:28:41 CET 2014: 41: finished (321ms, 500cycles)
Sun Jan 12 00:28:41 CET 2014: 41: No solution found.
Sun Jan 12 00:28:41 CET 2014: 42: finished (464ms, 500cycles)
Sun Jan 12 00:28:41 CET 2014: 42: No solution found.
Sun Jan 12 00:28:41 CET 2014: 43: finished (430ms, 500cycles)
Sun Jan 12 00:28:41 CET 2014: 43: No solution found.
Sun Jan 12 00:28:42 CET 2014: 44: finished (331ms, 500cycles)
Sun Jan 12 00:28:42 CET 2014: 44: No solution found.
Sun Jan 12 00:28:42 CET 2014: 45: finished (330ms, 500cycles)
Sun Jan 12 00:28:42 CET 2014: 45: No solution found.
Sun Jan 12 00:28:43 CET 2014: 46: finished (427ms, 500cycles)
Sun Jan 12 00:28:43 CET 2014: 46: No solution found.
Sun Jan 12 00:28:43 CET 2014: 47: finished (336ms, 500cycles)
Sun Jan 12 00:28:43 CET 2014: 47: No solution found.
Sun Jan 12 00:28:43 CET 2014: 48: finished (339ms, 500cycles)
Sun Jan 12 00:28:43 CET 2014: 48: No solution found.
Sun Jan 12 00:28:44 CET 2014: 49: finished (453ms, 500cycles)
Sun Jan 12 00:28:44 CET 2014: 49: No solution found.
Sun Jan 12 00:28:44 CET 2014: 50: finished (530ms, 500cycles)
Sun Jan 12 00:28:44 CET 2014: 50: No solution found.
Sun Jan 12 00:28:45 CET 2014: 51: finished (532ms, 500cycles)
Sun Jan 12 00:28:45 CET 2014: 51: No solution found.
Sun Jan 12 00:28:45 CET 2014: 52: finished (333ms, 500cycles)
Sun Jan 12 00:28:45 CET 2014: 52: No solution found.
Sun Jan 12 00:28:45 CET 2014: 53: finished (347ms, 500cycles)
Sun Jan 12 00:28:45 CET 2014: 53: No solution found.
Sun Jan 12 00:28:46 CET 2014: 54: finished (308ms, 500cycles)
Sun Jan 12 00:28:46 CET 2014: 54: No solution found.
Sun Jan 12 00:28:46 CET 2014: 55: finished (317ms, 500cycles)
Sun Jan 12 00:28:46 CET 2014: 55: No solution found.
Sun Jan 12 00:28:46 CET 2014: 56: finished (349ms, 500cycles)
Sun Jan 12 00:28:46 CET 2014: 56: No solution found.
Sun Jan 12 00:28:47 CET 2014: 57: finished (538ms, 500cycles)
Sun Jan 12 00:28:47 CET 2014: 57: No solution found.
Sun Jan 12 00:28:47 CET 2014: 58: finished (423ms, 500cycles)
Sun Jan 12 00:28:47 CET 2014: 58: No solution found.
Sun Jan 12 00:28:48 CET 2014: 59: finished (339ms, 500cycles)
Sun Jan 12 00:28:48 CET 2014: 59: No solution found.
Sun Jan 12 00:28:48 CET 2014: 60: finished (314ms, 500cycles)
Sun Jan 12 00:28:48 CET 2014: 60: No solution found.
Sun Jan 12 00:28:48 CET 2014: 61: finished (360ms, 500cycles)
Sun Jan 12 00:28:48 CET 2014: 61: No solution found.
Sun Jan 12 00:28:49 CET 2014: 62: finished (319ms, 500cycles)
Sun Jan 12 00:28:49 CET 2014: 62: No solution found.
Sun Jan 12 00:28:49 CET 2014: 63: finished (435ms, 500cycles)
Sun Jan 12 00:28:49 CET 2014: 63: No solution found.
Sun Jan 12 00:28:49 CET 2014: 64: finished (404ms, 500cycles)
Sun Jan 12 00:28:49 CET 2014: 64: No solution found.
Sun Jan 12 00:28:50 CET 2014: 65: finished (338ms, 500cycles)
Sun Jan 12 00:28:50 CET 2014: 65: No solution found.
Sun Jan 12 00:28:50 CET 2014: 66: finished (318ms, 500cycles)
Sun Jan 12 00:28:50 CET 2014: 66: No solution found.
Sun Jan 12 00:28:51 CET 2014: 67: finished (365ms, 500cycles)
Sun Jan 12 00:28:51 CET 2014: 67: No solution found.
Sun Jan 12 00:28:51 CET 2014: 68: finished (503ms, 500cycles)
Sun Jan 12 00:28:51 CET 2014: 68: No solution found.
Sun Jan 12 00:28:52 CET 2014: 69: finished (541ms, 500cycles)
Sun Jan 12 00:28:52 CET 2014: 69: No solution found.
Sun Jan 12 00:28:52 CET 2014: 70: finished (428ms, 500cycles)
Sun Jan 12 00:28:52 CET 2014: 70: No solution found.
Sun Jan 12 00:28:52 CET 2014: 71: finished (337ms, 500cycles)
Sun Jan 12 00:28:52 CET 2014: 71: No solution found.
Sun Jan 12 00:28:53 CET 2014: 72: finished (425ms, 500cycles)
Sun Jan 12 00:28:53 CET 2014: 72: No solution found.
Sun Jan 12 00:28:53 CET 2014: 73: finished (350ms, 500cycles)
Sun Jan 12 00:28:53 CET 2014: 73: No solution found.
Sun Jan 12 00:28:53 CET 2014: 74: finished (378ms, 500cycles)
Sun Jan 12 00:28:53 CET 2014: 74: No solution found.
Sun Jan 12 00:28:54 CET 2014: 75: finished (381ms, 500cycles)
Sun Jan 12 00:28:54 CET 2014: 75: No solution found.
Sun Jan 12 00:28:54 CET 2014: 76: finished (511ms, 500cycles)
Sun Jan 12 00:28:54 CET 2014: 76: No solution found.
Sun Jan 12 00:28:55 CET 2014: 77: finished (403ms, 500cycles)
Sun Jan 12 00:28:55 CET 2014: 77: No solution found.
Sun Jan 12 00:28:55 CET 2014: 78: finished (356ms, 500cycles)
Sun Jan 12 00:28:55 CET 2014: 78: No solution found.
Sun Jan 12 00:28:55 CET 2014: 79: finished (344ms, 500cycles)
Sun Jan 12 00:28:55 CET 2014: 79: No solution found.
Sun Jan 12 00:28:56 CET 2014: 80: finished (376ms, 500cycles)
Sun Jan 12 00:28:56 CET 2014: 80: No solution found.
Sun Jan 12 00:28:56 CET 2014: 81: finished (317ms, 500cycles)
Sun Jan 12 00:28:56 CET 2014: 81: No solution found.
Sun Jan 12 00:28:57 CET 2014: 82: finished (356ms, 500cycles)
Sun Jan 12 00:28:57 CET 2014: 82: No solution found.
Sun Jan 12 00:28:57 CET 2014: 83: finished (374ms, 500cycles)
Sun Jan 12 00:28:57 CET 2014: 83: No solution found.
Sun Jan 12 00:28:57 CET 2014: 84: finished (505ms, 500cycles)
Sun Jan 12 00:28:57 CET 2014: 84: No solution found.
Sun Jan 12 00:28:58 CET 2014: 85: finished (363ms, 500cycles)
Sun Jan 12 00:28:58 CET 2014: 85: No solution found.
Sun Jan 12 00:28:58 CET 2014: 86: finished (412ms, 500cycles)
Sun Jan 12 00:28:58 CET 2014: 86: No solution found.
Sun Jan 12 00:28:58 CET 2014: 87: finished (318ms, 500cycles)
Sun Jan 12 00:28:58 CET 2014: 87: No solution found.
Sun Jan 12 00:28:59 CET 2014: 88: finished (423ms, 500cycles)
Sun Jan 12 00:28:59 CET 2014: 88: No solution found.
Sun Jan 12 00:28:59 CET 2014: 89: finished (346ms, 500cycles)
Sun Jan 12 00:28:59 CET 2014: 89: No solution found.
Sun Jan 12 00:29:00 CET 2014: 90: finished (401ms, 500cycles)
Sun Jan 12 00:29:00 CET 2014: 90: No solution found.
Sun Jan 12 00:29:00 CET 2014: 91: finished (342ms, 500cycles)
Sun Jan 12 00:29:00 CET 2014: 91: No solution found.
Sun Jan 12 00:29:01 CET 2014: 92: finished (557ms, 500cycles)
Sun Jan 12 00:29:01 CET 2014: 92: No solution found.
Sun Jan 12 00:29:01 CET 2014: 93: finished (378ms, 500cycles)
Sun Jan 12 00:29:01 CET 2014: 93: No solution found.
Sun Jan 12 00:29:01 CET 2014: 94: finished (398ms, 500cycles)
Sun Jan 12 00:29:01 CET 2014: 94: No solution found.
Sun Jan 12 00:29:02 CET 2014: 95: finished (486ms, 500cycles)
Sun Jan 12 00:29:02 CET 2014: 95: No solution found.
Sun Jan 12 00:29:02 CET 2014: 96: finished (372ms, 500cycles)
Sun Jan 12 00:29:02 CET 2014: 96: No solution found.
Sun Jan 12 00:29:03 CET 2014: 97: finished (475ms, 500cycles)
Sun Jan 12 00:29:03 CET 2014: 97: No solution found.
Sun Jan 12 00:29:03 CET 2014: 98: finished (367ms, 500cycles)
Sun Jan 12 00:29:03 CET 2014: 98: No solution found.
Sun Jan 12 00:29:03 CET 2014: 99: finished (305ms, 500cycles)
Sun Jan 12 00:29:03 CET 2014: 99: No solution found.
Sun Jan 12 00:29:03 CET 2014: Solution Found: 0
Sun Jan 12 00:29:03 CET 2014: Avg cycles: 48
Sun Jan 12 00:29:03 CET 2014: Max cycles: 0
Sun Jan 12 00:29:03 CET 2014: Min cycles: 10000
Sun Jan 12 00:29:03 CET 2014: No solution found: 100
Sun Jan 12 00:29:03 CET 2014: logging finished. (runtime: 39358ms)
